entity_form_id	node_id	form_type	canonical_name	source_role	form_status	notes
PROTEIN:NODE00180	NODE00180	protein_ligand	ADAM2/fertilin-beta	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00184	NODE00184	protein_ligand	ADAM23/MDC3	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00185	NODE00185	protein_ligand	ADAM28/MDC-L	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00186	NODE00186	protein_ligand	Adam9	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00187	NODE00187	protein_ligand	ADAM9/MDC-9	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00188	NODE00188	protein_ligand	ADAM9/MDC9/meltrin-gamma	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00189	NODE00189	protein_ligand	ADAMTS1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00192	NODE00192	protein_ligand	ADAMTS13	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00194	NODE00194	protein_ligand	ADAMTS4/aggrecanase-1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00195	NODE00195	protein_ligand	ADAMTS5/aggrecanase-2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00200	NODE00200	protein_ligand	Adcyap1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00201	NODE00201	protein_ligand	ADCYAP1/PACAP	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00206	NODE00206	protein_ligand	Adenosine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00207	NODE00207	protein_ligand	Adenovirus type 2 penton base	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00208	NODE00208	protein_ligand	Adenovirus type 5 penton base	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00216	NODE00216	protein_ligand	ADGRE5/CD97	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00235	NODE00235	protein_ligand	Adiponectin (globular/full-length forms)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00236	NODE00236	protein_ligand	Adipoq	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00237	NODE00237	protein_ligand	ADIPOQ/adiponectin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00238	NODE00238	protein_ligand	ADIPOQ/adiponectin (HMW/hexameric)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00245	NODE00245	protein_ligand	Adm	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00247	NODE00247	protein_ligand	Adm2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00248	NODE00248	protein_ligand	ADM2/adrenomedullin 2/intermedin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00249	NODE00249	protein_ligand	Ado	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00251	NODE00251	protein_ligand	ADORA1/A1 adenosine receptor	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00254	NODE00254	protein_ligand	ADORA2A/A2A adenosine receptor	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00261	NODE00261	protein_ligand	ADP	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00262	NODE00262	protein_ligand	ADP/adenosine diphosphate	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00264	NODE00264	protein_ligand	Adr1/Rickettsia conorii outer-membrane protein	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00275	NODE00275	protein_ligand	Adrenomedullin/ADM	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00281	NODE00281	protein_ligand	AfEno1/Aspergillus fumigatus enolase	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00282	NODE00282	protein_ligand	Ag85C/Mycobacterium tuberculosis antigen 85C	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00284	NODE00284	protein_ligand	AGE-modified albumin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00290	NODE00290	protein_ligand	AGGRECAN^S8/sialylated keratan-sulfate glycoform	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00291	NODE00291	protein_ligand	Agouti signaling protein/ASIP	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00292	NODE00292	protein_ligand	Agouti-related protein/AGRP	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00293	NODE00293	protein_ligand	AGR2/anterior gradient 2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00296	NODE00296	protein_ligand	Agrin/AGRN	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00297	NODE00297	protein_ligand	Agrin/AGRN C-terminal fragment	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00298	NODE00298	protein_ligand	Agrn	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00299	NODE00299	protein_ligand	AGRN/agrin HSPG	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00300	NODE00300	protein_ligand	AGRN/C-terminal agrin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00301	NODE00301	protein_ligand	Agrp	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00302	NODE00302	protein_ligand	AGT/AngII	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00313	NODE00313	protein_ligand	Ahsg	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00314	NODE00314	protein_ligand	AHSG/Fetuin-A	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00317	NODE00317	protein_ligand	AICL/CLEC2B	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00321	NODE00321	protein_ligand	Ail/Yersinia enterocolitica outer-membrane protein	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00327	NODE00327	protein_ligand	AJAP1/adherence-junction-associated protein 1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00329	NODE00329	protein_ligand	AKAP5/AKAP79-150	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00344	NODE00344	protein_ligand	Alb	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00345	NODE00345	protein_ligand	Albumin/ALB	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00346	NODE00346	protein_ligand	Alcam	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00348	NODE00348	protein_ligand	ALCAM/CD166	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00353	NODE00353	protein_ligand	Alexidine hydrochloride	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00355	NODE00355	protein_ligand	ALK pY1507	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00356	NODE00356	protein_ligand	ALKAL1/FAM150A	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00357	NODE00357	protein_ligand	ALKAL2/FAM150B	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00358	NODE00358	protein_ligand	All-trans-retinoic acid/ATRA	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00359	NODE00359	protein_ligand	Allyl isothiocyanate/mustard oil	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00367	NODE00367	protein_ligand	alpha-Ketoglutarate	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00369	NODE00369	protein_ligand	alpha-MSH	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00370	NODE00370	protein_ligand	alpha-MSH/NDP-MSH	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00371	NODE00371	protein_ligand	Alpha-synuclein assemblies	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00372	NODE00372	protein_ligand	Alpha-synuclein preformed fibrils	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00414	NODE00414	protein_ligand	Ambn	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00415	NODE00415	protein_ligand	Amelx	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00418	NODE00418	protein_ligand	Amh	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00421	NODE00421	protein_ligand	AMH/anti-Müllerian hormone	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00432	NODE00432	protein_ligand	Amylin/IAPP	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00433	NODE00433	protein_ligand	Amyloid-beta 1-42 (monomer)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00435	NODE00435	protein_ligand	Amyloid-beta amylospheroids (ASPD)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00436	NODE00436	protein_ligand	Amyloid-beta peptide	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00437	NODE00437	protein_ligand	Amyloid-beta/Aβ	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00438	NODE00438	protein_ligand	Anandamide/AEA in microglia-derived microvesicles	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00439	NODE00439	protein_ligand	Anandamide/N-arachidonoylethanolamine	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00441	NODE00441	protein_ligand	Andes virus	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00443	NODE00443	protein_ligand	Ang	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00444	NODE00444	protein_ligand	ANG/angiogenin	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00447	NODE00447	protein_ligand	Angiopoietin-1/ANGPT1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00448	NODE00448	protein_ligand	Angiotensin II	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00449	NODE00449	protein_ligand	Angiotensin II/Ang II	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00450	NODE00450	protein_ligand	Angiotensin-(1-7)/Ang(1-7)	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00451	NODE00451	protein_ligand	Angpt1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00452	NODE00452	protein_ligand	ANGPT1/Angiopoietin-1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00453	NODE00453	protein_ligand	Angpt2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00455	NODE00455	protein_ligand	Angpt4	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00456	NODE00456	protein_ligand	Angptl1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00457	NODE00457	protein_ligand	ANGPTL1/angiopoietin-like 1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00458	NODE00458	protein_ligand	Angptl2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00459	NODE00459	protein_ligand	ANGPTL2/Angiopoietin-like 2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00460	NODE00460	protein_ligand	Angptl3	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00461	NODE00461	protein_ligand	ANGPTL3/Angiopoietin-like 3	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00462	NODE00462	protein_ligand	Angptl4	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00465	NODE00465	protein_ligand	ANGPTL4/Angiopoietin-like 4	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00466	NODE00466	protein_ligand	ANGPTL4/cANGPTL4	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00467	NODE00467	protein_ligand	ANGPTL5/angiopoietin-like 5	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00468	NODE00468	protein_ligand	ANGPTL7/angiopoietin-like 7	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00469	NODE00469	protein_ligand	ANGPTL8/angiopoietin-like 8	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00470	NODE00470	protein_ligand	ANK2/ankyrin-B	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00471	NODE00471	protein_ligand	ANK3/ankyrin-G	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00475	NODE00475	protein_ligand	ANOS1/anosmin-1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00476	NODE00476	protein_ligand	ANP/NPPA	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00481	NODE00481	protein_ligand	Anxa1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00482	NODE00482	protein_ligand	ANXA1 N-terminal peptide/Ac2-26	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00483	NODE00483	protein_ligand	ANXA1/Annexin A1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00484	NODE00484	protein_ligand	ANXA1/Annexin A1 N-terminal peptide	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00485	NODE00485	protein_ligand	Anxa2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00487	NODE00487	protein_ligand	ANXA2/Annexin A2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00488	NODE00488	protein_ligand	AOC3/VAP-1	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00495	NODE00495	protein_ligand	AP2M1/AP50/mu2	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00504	NODE00504	protein_ligand	APELA/Elabela/Toddler	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00505	NODE00505	protein_ligand	Apelin-13	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
PROTEIN:NODE00506	NODE00506	protein_ligand	Apelin-36/APLN	ligand	role_derived	Ligand/protein form derived from an exported ligand role; secretion is not asserted by this form record.
