b_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	source_a_edge_id	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	consolidation_note
M23B-E000007	GlcNAc6ST1/4-dependent glycan sulfation	modulates	ECM/myeloid recruitment and repair program	glycan-sulfation SCI matrix program	downstream_or_functional	M23A-E007	reviewed_first_pass	constitutive double-KO and tissue-level program	myeloid cells and injured cord	lesion ECM and immune compartment	mouse	T10 contusion SCI	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000008	PECAM1	binds	alphaVbeta3 integrin	PECAM1-alphaVbeta3 adhesion	ligand_receptor_or_direct_molecular	M23A-E008	reviewed_batch002	recombinant PECAM1 and integrin blockade	leukocyte and endothelial adhesion cells	cell surface	mixed mammalian	adhesion models	 high molecular; low SCI relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000009	Plau	binds	alphaMbeta2 integrin	uPA-alphaMbeta2 plasminogen activation	ligand_receptor_or_direct_molecular	M23A-E009	reviewed_batch002	SPR and purified alphaMbeta2	neutrophils	cell surface	human	binding and activity models	 high molecular; low neural relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000010	Postn	modulates	alphaVbeta3-FAK/Akt macrophage migration relay	POSTN-integrin scar relay	receptor_proximal_or_pathway	M23A-E010	reviewed_batch002	Postn knockout, recombinant POSTN, blockade, migration assays	pericytes and infiltrating monocytes/macrophages	lesion matrix and cell surface	mouse	contusive SCI	medium	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000011	POSTN-associated state	promotes	fibrotic scar formation and inflammatory function	POSTN SCI scar function	downstream_or_functional	M23A-E011	reviewed_batch002	Postn deletion and blockade	pericytes, monocytes, and macrophages	lesion scar	mouse	contusive SCI	 high function; medium receptor assignment	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000012	Reln	binds	alpha3beta1 integrin	Reelin-integrin adhesion	ligand_receptor_or_direct_molecular	M23A-E012	reviewed_batch002	recombinant Reelin and integrin perturbation	cortical neurons and radial glia	cell surface	mouse	developmental neural model	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000013	Reln	modulates	Dab1-associated neuron-glia migration	Reelin integrin adhesion relay	receptor_proximal_or_pathway	M23A-E013	reviewed_batch002	integrin blocking and deficiency studies	developing cortical neurons	cell adhesion compartment	mouse	developmental neural model	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000014	Sema7a	activates	beta1-integrin-associated MAPK and axon outgrowth	Sema7A integrin neural guidance	receptor_proximal_or_pathway	M23A-E014	reviewed_batch002	recombinant Sema7A, integrin blockade, MAPK assays	primary neural cells and axons	cell surface and axon compartment	mouse; chick; rat	neural guidance models	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000015	Spp1	binds	alpha8beta1 integrin	SPP1-alpha8beta1 adhesion	ligand_receptor_or_direct_molecular	M23A-E015	reviewed_batch002	solid-phase binding and adhesion assays	K562 and recombinant integrin systems	cell surface	mouse; human	adhesion models	 high molecular; medium neural relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000016	Spp1-associated state	promotes	inflammatory and tissue-preserving SCI recovery	SPP1 SCI function	downstream_or_functional	M23A-E016	reviewed_batch002	Spp1 knockout and BMS/tissue assays	microglia and macrophages	lesion tissue	mouse	T13 contusion SCI	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000017	Timp1	binds	LRP1	TIMP1-LRP1 binding and uptake	ligand_receptor_or_direct_molecular	M23A-E017	reviewed_batch002	SPR and mini-receptor binding	cortical neurons and recombinant LRP1 systems	cell surface and endocytic compartment	mouse; human	neural and recombinant models	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000018	TIMP1	modulates	neurite outgrowth and growth-cone morphology	TIMP1-LRP1 neuronal function	downstream_or_functional	M23A-E018	reviewed_batch002	TIMP1 exposure and LRP1 dependence	mouse embryonic cortical neurons	neuronal membrane and growth cone	mouse	neural culture	 high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000019	activated alpha9 integrin plus kindlin-1	promotes	laminin-111/tenascin-C matrix bridges and sensory axon regeneration	alpha9 integrin sensory regeneration	receptor_proximal_or_pathway	M23A-E019	reviewed_batch002	alpha9-integrin activation and kindlin-1 perturbation	DRG sensory neurons and regenerating axons	lesion bridges and axon compartment	rat	C4/T10 dorsal-column crush	medium-high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000020	FnEDA-positive fibrotic scar	modulates	fibrotic ECM assembly and locomotor outcome	FnEDA SCI scar function	downstream_or_functional	M23A-E020	reviewed_batch002	FnEDA deletion and locomotor assays	fibrotic scar and injured axon compartment	lesion ECM	mouse	contusive SCI	 high function; receptor unresolved	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000021	Agrn	binds	DAG1/dystroglycan	Agrin-dystroglycan adhesion	ligand_receptor_or_direct_molecular	M23A-E021	reviewed_batch002	purified binding, radioligand, co-immunoprecipitation	brain-derived dystroglycan and neural tissue	cell surface and synaptic compartment	mammalian	biochemical binding model	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000022	Agrn	modulates	inhibitory synapse organization	Agrin-dystroglycan synaptic function	downstream_or_functional	M23A-E022	reviewed_batch002	localization and loss-of-function analyses	primary hippocampal neurons	synaptic compartment	mouse	neural culture	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000023	Chad	binds	alpha2beta1 integrin	CHAD-alpha2beta1 adhesion and MAPK	ligand_receptor_or_direct_molecular	M23A-E023	reviewed_batch002	recombinant CHAD, integrin blockade, ERK phosphorylation	articular chondrocytes	cell surface	human	ECM adhesion model	 high molecular; low neural relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000024	Col1a1	modulates	beta1-integrin-N-cadherin astrocyte scar relay	collagen-I astrocytic scar	receptor_proximal_or_pathway	M23A-E024	reviewed_batch002	collagen-I substrate and beta1 blockade	reactive and scar-forming astrocytes	lesion ECM and cell surface	mouse	contusive SCI	medium-high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000025	Col2a1-associated collagenous scar	modulates	collagenous scarring and locomotor outcome	COL2A1 SCI scar function	downstream_or_functional	M23A-E025	reviewed_batch003	conditional Sox9 knockout, histology, BMS	scar-forming cells and injured cord	lesion ECM	mouse	T9 contusion SCI	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000026	collagen-IV family	binds	alpha1beta1 integrin	collagen-IV neural adhesion	ligand_receptor_or_direct_molecular	M23A-E026	reviewed_batch003	collagen-IV-Sepharose, substrate, alpha1/beta1 blockade	neuroblastoma, sympathetic, and dorsal-root neurons	cell surface and neurite compartment	human; rat	neural culture and adhesion models	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000027	collagen-IV family	modulates	alpha2beta1-dependent migration and actin remodeling	collagen-IV migration relay	receptor_proximal_or_pathway	M23A-E027	reviewed_batch003	collagen-IV coating and alpha2/beta1 blockade	differentiating embryonic stem cells	cell surface and cytoskeleton	mouse	cell culture	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000028	collagen-IV family scaffold	promotes	neurite and astrocyte/progenitor outgrowth	collagen-IV scaffold function	downstream_or_functional	M23A-E028	reviewed_batch003	collagen-IV/fibronectin HyA scaffold and outgrowth assays	human iPSC-derived cells and spinal-cord explants	extracellular matrix and neurite compartment	human; rat	neural scaffold model	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000029	Col6a3-containing collagen VI	modulates	alpha2beta1-associated FAK activation and migration	collagen-VI integrin relay	receptor_proximal_or_pathway	M23A-E029	reviewed_batch004	Col6a3 gain/loss, blockade, co-IP, pFAK, migration	344SQ, H358, and 344P cells	matrix and cell surface	mouse; human	LUAD model	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000030	collagen VI family	modulates	alpha1beta1/alpha2beta1 adhesion	collagen-VI family adhesion	receptor_proximal_or_pathway	M23A-E030	reviewed_batch004	collagen VI adhesion and integrin blocking	chondrocytes	cell surface and matrix	human	non-neural adhesion model	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000031	collagen VI family	binds	alpha10 I-domain	collagen-VI alpha10 binding	ligand_receptor_or_direct_molecular	M23A-E031	reviewed_batch004	metal-dependent domain-binding assay	purified integrin domains	biochemical binding system	human recombinant	non-neural binding model	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000032	COL4A6 NC1	modulates	alphaV/beta1-family adhesion and migration	COL4A6 NC1 adhesion boundary	receptor_proximal_or_pathway	M23A-E032	reviewed_batch004	NC1 adhesion and migration assays	endothelial and angiogenesis models	cell surface and matrix	human	non-neural adhesion model	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000033	collagen IX family	binds	alpha1beta1 integrin	type IX collagen adhesion	ligand_receptor_or_direct_molecular	M23A-E033	reviewed_batch005	recombinant domain binding and adhesion	human chondrocytes and CHO cells	cell surface and matrix	human	non-neural binding model	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000034	collagen IX family	binds	alpha10beta1 integrin	type IX collagen adhesion	ligand_receptor_or_direct_molecular	M23A-E034	reviewed_batch005	recombinant domain binding and adhesion	human chondrocytes and CHO cells	cell surface and matrix	human	non-neural binding model	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000035	collagen IX family	binds	alpha11beta1 integrin	type IX collagen adhesion	ligand_receptor_or_direct_molecular	M23A-E035	reviewed_batch005	alpha11 I-domain binding	recombinant integrin domains	biochemical binding system	human recombinant	non-neural binding model	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000036	collagen IX family	binds	alpha2beta1 integrin	type IX collagen adhesion	ligand_receptor_or_direct_molecular	M23A-E036	reviewed_batch005	recombinant domain binding, EM, adhesion	human chondrocytes and CHO cells	cell surface and matrix	human	non-neural binding model	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000037	collagen IX family	promotes	alpha1beta1-associated adhesion and spreading	type IX collagen function	downstream_or_functional	M23A-E037	reviewed_batch005	cell attachment and spreading	human chondrosarcoma and CHO cells	cell surface and matrix	human	non-neural functional model	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000038	collagen IX family	promotes	alpha10beta1-associated adhesion and spreading	type IX collagen function	downstream_or_functional	M23A-E038	reviewed_batch005	cell attachment and spreading	human chondrosarcoma and CHO cells	cell surface and matrix	human	non-neural functional model	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000039	collagen IX family	promotes	alpha2beta1-associated adhesion and spreading	type IX collagen function	downstream_or_functional	M23A-E039	reviewed_batch005	cell attachment and spreading	human chondrosarcoma and CHO cells	cell surface and matrix	human	non-neural functional model	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000040	collagen IX family	modulates	peripheral neurite avoidance and ECM guidance	collagen IX neural guidance	downstream_or_functional	M23A-E040	reviewed_batch006	collagen IX substrate and chondroitinase assays	DRG, motor neurites, and neural-tube explants	neurite and matrix compartment	chick; quail	developmental neural model	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000041	Col6a1/collagen VI	modulates	macrophage recruitment and M2 polarization	collagen-VI peripheral-nerve function	downstream_or_functional	M23A-E041	reviewed_batch006	Col6a1 deletion, marrow rescue, purified ColVI	macrophages and injured peripheral nerve	matrix and immune compartment	mouse	peripheral nerve injury	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000042	collagen-VI family	modulates	family-level adhesion context without queued receptor assignment	collagen-VI chain boundary	downstream_or_functional	M23A-E042	reviewed_batch006	family-level collagen-VI review	collagen and integrin models	matrix and cell surface	human	cross-context adhesion model	unresolved	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000043	matrix stiffness	modulates	beta1-integrin/ILK-associated astrocyte response	SCI mechanotransduction context	receptor_proximal_or_pathway	M23A-E044	reviewed_batch006	stiffness and astrocyte assays	primary astrocytes and injured cord	matrix and cell surface	mouse	chronic SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000044	FN1/fibronectin matrix	modulates	alpha5beta1-associated matrix assembly and fibrotic scar	fibronectin SCI scar relay	receptor_proximal_or_pathway	M23A-E045	reviewed_batch006	matrix time course, FN deletion, alpha5/beta1 staining	macrophages, microglia, fibroblasts, and injured cord	lesion matrix	mouse; rat	contusive SCI	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000045	FN1/fibronectin	promotes	beta8-containing integrin-dependent neurite outgrowth	fibronectin neural guidance	downstream_or_functional	M23A-E046	reviewed_batch006	beta8 immunoprecipitation and blockade	embryonic DRG sensory neurons	neurite and matrix compartment	chick	developmental neural model	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000046	HSPG2/perlecan	binds	DAG1/dystroglycan	perlecan-dystroglycan node organization	ligand_receptor_or_direct_molecular	M23A-E047	reviewed_batch006	DGFc binding, localization, dystroglycan dependence	Schwann cells, sciatic nerve, and DRG co-cultures	node of Ranvier and matrix compartment	rat	neural model	 high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000047	IBSP	modulates	alphaVbeta3-dependent adhesion and migration	IBSP integrin adhesion	receptor_proximal_or_pathway	M23A-E048	reviewed_batch006	RGD adhesion, blockade, angiogenesis	HUVEC and chick CAM	vascular cell surface	human; chick	non-neural vascular model	 high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000048	IBSP	modulates	alphaVbeta5-dependent adhesion and migration	IBSP integrin adhesion	receptor_proximal_or_pathway	M23A-E049	reviewed_batch006	fragment and blocking antibody assays	MDA-MB-231 cells	tumor cell surface	human	non-neural tumor model	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000049	LAMA2/laminin-2	binds	DAG1/dystroglycan	laminin-2-dystroglycan matrix association	ligand_receptor_or_direct_molecular	M23A-E050	reviewed_batch006	laminin-2-Sepharose binding and Schwann-cell receptor-complex/adhesion context	Schwann cells and differentiating neuron-Schwann cocultures; muscle biochemical comparator context remains separate	basement membrane and cell surface	species not resolved in abstract	cross-context neural model	 high	P2	true	Corrected ligand identity from laminin-1 to laminin-2 based on PMID:17598176; preserve alpha7beta1, dystroglycan, direct association, and adhesion layers separately.
M23B-E000050	LAMA1/laminin-1	modulates	alpha3beta1-dependent neurite outgrowth	laminin neural guidance	receptor_proximal_or_pathway	M23A-E051	reviewed_batch006	function-blocking antibodies and alpha3 knockout compensation	retinal, hippocampal, thalamic, and cortical neurons	neurite and matrix compartment	chick; rat; mouse	neural model	 high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000051	LAMA1/laminin-1	modulates	alpha6beta1-dependent attachment and spreading	laminin neural adhesion	receptor_proximal_or_pathway	M23A-E052	reviewed_batch006	attachment assays and alpha6beta1 blockade	retinal and other neurons	neurite and matrix compartment	chick; rat; mouse	neural model	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000052	LAMA1/laminin-rich matrix	promotes	alpha7beta1-associated neurite regeneration	laminin neural regeneration	downstream_or_functional	M23A-E053	reviewed_batch006	laminin substrates, alpha7 perturbation, outgrowth	adult DRG neurons and injured sensory neurons	neurite and matrix compartment	mouse	neural injury model	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000053	LAMA1/laminin-1	promotes	beta8-containing integrin-dependent neurite outgrowth	laminin neural guidance	downstream_or_functional	M23A-E054	reviewed_batch006	beta8 blockade of neurite outgrowth	embryonic DRG sensory neurons	neurite and matrix compartment	chick	developmental neural model	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000054	LAMA2/laminin-2	binds	DAG1/dystroglycan	laminin-2-dystroglycan matrix association	ligand_receptor_or_direct_molecular	M23A-E055	reviewed_batch006	laminin-2 binding, DAG1 siRNA, co-culture	Schwann cells, sciatic nerve, and neural tissue	axon-glia and matrix compartment	mouse; rat	neural model	 high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000055	LAMA2/laminin-2	modulates	alpha3beta1-dependent neurite outgrowth	laminin-2 neural guidance	receptor_proximal_or_pathway	M23A-E056	reviewed_batch006	laminin substrates, blockade, outgrowth	adult DRG neurons	neurite and matrix compartment	mouse	neural model	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000056	LAMA4/laminin-411; LAMA2/laminin-211	modulates	ITGA6:ITGB1 and ITGA7:ITGB1 Schwann-cell radial-sorting relay	laminin-integrin Schwann-cell radial sorting	receptor_proximal_or_pathway	M23A-E057	reviewed_batch006	conditional alpha6/alpha7 deletion; recombinant laminin-211/411 binding; Schwann-cell spreading, radial sorting, myelination; pFAK/pSrc/pAKT measurements	Schwann cells and Schwann-cell/DRG explants	axon-glia and myelin compartment	mouse	peripheral-nerve development; not SCI	 high	P2	true	Corrected from the unsupported single laminin-2-alpha6beta1-ILK/PI3K/AKT wording to the measured two-branch receptor-proximal relay. No purified direct affinity or causal ILK/PI3K/AKT chain inferred.
M23B-E000057	LAMA2/laminin-2	modulates	alpha6beta4-associated Schwann-cell myelination	laminin-2 Schwann-cell function	downstream_or_functional	M23A-E058	reviewed_batch006	laminin receptor expression and myelination assays	Schwann cells and sciatic nerve	axon-glia and myelin compartment	mouse; rat	neural model	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000058	LAMA2/laminin-2	binds	alpha7beta1 and associates with FAK	laminin-2 axon-sorting relay	ligand_receptor_or_direct_molecular	M23A-E059	reviewed_batch006	laminin-2 binding, alpha7 perturbation, alpha7-FAK association	Schwann cells and sciatic nerve	axon-glia and matrix compartment	mouse	neural model	 high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000059	LAMA3/LAMB3/LAMC2 laminin-332	binds	ITGA3:ITGB1	laminin-332 adhesion	ligand_receptor_or_direct_molecular	M23A-E060	reviewed_batch007	purified laminin-332-alpha3beta1 binding	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000060	LAMA3/LAMB3/LAMC2 laminin-332	modulates	ITGA3:ITGB1 FAK/SRC relay	laminin-332 focal-contact signaling	receptor_proximal_or_pathway	M23A-E061	reviewed_batch007	gamma2 knockdown, alpha3/beta1 blockade, pFAK/pSrc	804G carcinoma cells	basement-membrane compartment	rat	non-SCI mechanistic anchor	high	P1	true	Direct, pathway, program, and functional layers remain distinct. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 23B evidence register.
M23B-E000061	LAMA3/LAMB3/LAMC2 laminin-332	binds	ITGA6:ITGB1	laminin-332 adhesion	ligand_receptor_or_direct_molecular	M23A-E062	reviewed_batch007	purified laminin-332-alpha6beta1 binding	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000062	LAMA3/LAMB3/LAMC2 laminin-332	binds	ITGA6:ITGB4	laminin-332 hemidesmosome adhesion	ligand_receptor_or_direct_molecular	M23A-E063	reviewed_batch007	purified laminin-332-alpha6beta4 binding	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000063	LAMA3/LAMB3/LAMC2 laminin-332	promotes	ITGA6:ITGB4 hemidesmosome organization	laminin-332 stable matrix adhesion	downstream_or_functional	M23A-E064	reviewed_batch007	integrin blockade and hemidesmosome-like adhesion assays	keratinocytes and epithelial cells	basement-membrane compartment	human	non-SCI mechanistic anchor	high	P1	true	Direct, pathway, program, and functional layers remain distinct. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 23B evidence register.
M23B-E000064	LAMA4/LAMB1/LAMC1 laminin-411	binds	ITGA6:ITGB1	laminin-411 adhesion	ligand_receptor_or_direct_molecular	M23A-E065	reviewed_batch007	modest purified laminin-411-alpha6beta1 binding	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	high	P1	true	Direct, pathway, program, and functional layers remain distinct. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 23B evidence register.
M23B-E000065	LAMA4/LAMB1/LAMC1 laminin-411	binds	ITGA7X1:ITGB1	laminin-411 adhesion	ligand_receptor_or_direct_molecular	M23A-E066	reviewed_batch007	modest purified laminin-411-alpha7X1beta1 binding	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	medium	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000066	LAMA5/LAMB1/LAMC1 laminin-511	binds	DAG1/alpha-dystroglycan	laminin-511 dystroglycan adhesion	ligand_receptor_or_direct_molecular	M23A-E067	reviewed_batch007	alpha5-derived sequence and LM511-E8 binding assays	adult hiPSCs and recombinant DG-Fc	matrix compartment	human; mouse	non-SCI mechanistic anchor	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000067	LAMA5/LAMB1-or-LAMB2/LAMC1 laminin-511/521	binds	ITGA3:ITGB1	laminin-511/521 adhesion	ligand_receptor_or_direct_molecular	M23A-E068	reviewed_batch007	purified laminin-511/521-alpha3beta1 binding	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000068	LAMA5/LAMB1/LAMC1 laminin-511	binds	ITGA6:ITGB1	laminin-511 molecular interface	ligand_receptor_or_direct_molecular	M23A-E069	reviewed_batch007	cryo-EM, crystallography, mutational, and cross-link evidence	purified recombinant structural system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000069	LAMA5/LAMB1/LAMC1 laminin-511	modulates	ITGA6:ITGB1 Fyn-RhoA-ROCK/PI3K relay	laminin-511 hiPSC signaling	receptor_proximal_or_pathway	M23A-E070	reviewed_batch007	Fyn, PI3K, and RhoA/ROCK readouts on LM511 scaffold	201B7 hiPSCs	matrix and cell-survival compartment	human	non-SCI mechanistic anchor	medium	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000070	LAMA5/LAMB1/LAMC1 laminin-511	promotes	alpha6beta1-associated hiPSC survival	laminin-511 cell survival	downstream_or_functional	M23A-E071	reviewed_batch007	LM511 scaffold survival and apoptosis assays	201B7 hiPSCs	matrix and cell-survival compartment	human	non-SCI mechanistic anchor	medium	P1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000071	LAMA5/LAMB1-or-LAMB2/LAMC1 laminin-511/521	binds	ITGA6:ITGB4	laminin-511/521 adhesion	ligand_receptor_or_direct_molecular	M23A-E072	reviewed_batch007	purified laminin-511/521-alpha6beta4 binding	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	 high	P1	true	Direct, pathway, program, and functional layers remain distinct.
