candidate_id	source_a_status	b_status	layer1_status	layer2_status	layer3_status	species_posture	injury_context_posture	next_gap
M23A-Q0268	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human	heterologous HEK model	no SCI or neural validation
M23A-Q0272	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	chick	developmental neural model	alpha partner unresolved
M23A-Q0275	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	rat	neural model	purified pair biophysics incomplete
M23A-Q0276	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; chick	vascular model	no SCI relevance
M23A-Q0277	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human	tumor model	no neural or SCI relevance
M23A-Q0279	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	rabbit; mouse	cross-context neural model	isolated LAMA1 and SCI relay unresolved
M23A-Q0282	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	chick; rat; mouse	neural model	complex and isoform context
M23A-Q0283	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	chick; rat; mouse	neural model	no purified binding
M23A-Q0285	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	mouse	neural injury model	laminin isoform unresolved
M23A-Q0287	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	chick	developmental neural model	alpha partner unresolved
M23A-Q0289	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat	neural model	downstream branch incomplete
M23A-Q0292	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	mouse	neural model	no purified binding
M23A-Q0293	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	mouse	nervous-system model	isoform preference model dependent
M23A-Q0294	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	not_assessed	reviewed_supported	mouse; rat	neural model	no pair-specific binding
M23A-Q0295	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	neural model	downstream branch incomplete
M23A-Q0302	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; rat	non-SCI epithelial/carcinoma models	assembled trimer evidence; isolated LAMA3 not tested
M23A-Q0303	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	assembled trimer evidence; no SCI model
M23A-Q0304	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI epithelial model	assembled trimer evidence; no SCI model
M23A-Q0313	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	modest binding; no neural/SCI model
M23A-Q0315	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	splice-form resolved; generic queue receptor retained as hold
M23A-Q0319	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human; mouse	non-SCI hiPSC/biochemical model	LM511-E8 binding weaker than alpha5 peptide evidence
M23A-Q0322	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	LM511 versus LM521 beta-chain unresolved
M23A-Q0323	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI hiPSC model	scaffold-associated signaling; not receptor-only genetics
M23A-Q0324	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	assembled complex evidence; no isolated chain assignment
M23A-Q0325	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	splice-form resolution retained
M23A-Q0352	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human	non-SCI epithelial/biochemical model	assembled trimer; not isolated LAMB3
M23A-Q0353	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	assembled trimer; not isolated LAMB3
M23A-Q0354	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI epithelial model	assembled trimer; not isolated LAMB3
M23A-Q0362	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	LAMC1 is not isolated ligand
M23A-Q0363	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI epithelial model	assembled complex and downstream relay remain distinct
M23A-Q0364	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	assembled complex; not isolated LAMC1
M23A-Q0365	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	splice and isoform dependence
M23A-Q0371	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human	non-SCI epithelial model	assembled laminin-5; not isolated LAMB3
M23A-Q0372	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human; rat	non-SCI epithelial model	trimer context
M23A-Q0373	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human recombinant	non-SCI biochemical model	not isolated LAMC2
M23A-Q0374	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human; mouse	non-SCI epithelial model	not isolated LAMC2
M23A-Q0388	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	developmental kidney model	Fraser complex is scaffold context
M23A-Q0389	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	developmental kidney model	Fraser complex is scaffold context
M23A-Q0390	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	developmental neural model	no SCI model
M23A-Q0391	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI endothelial model	binding and relay separate
M23A-Q0392	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; bovine	non-SCI cell model	conformation and activation dependent
M23A-Q0393	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	bovine	non-SCI endothelial model	no purified alphaVbeta3 binding
M23A-Q0394	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	mouse; human	non-SCI cell model	syndecan heparan-sulfate context
M23A-Q0395	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI endothelial model	fragment/receptor study
M23A-Q0396	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	non-SCI in-vivo model	binding and function separate
M23A-Q0398	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cancer/in-vivo model	no purified alphaVbeta3 binding
M23A-Q0408	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	human; mouse	non-SCI inflammatory model	no purified binding
M23A-Q0412	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human; chick	non-SCI neural/adhesion model	fragment/full-length boundary
M23A-Q0413	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human; chicken	non-SCI transfectant model	no SCI model
M23A-Q0414	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; rat	non-SCI vascular model	binding and relay separate
M23A-Q0415	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI cancer model	cellular receptor assignment
M23A-Q0417	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	human-derived	non-SCI cell model	processed peptide, not intact TNC
M23A-Q0435	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	bovine; human	non-SCI cell model	fragment-only evidence
M23A-Q0439	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human	non-SCI biochemical model	native VTN negative in assay
M23A-Q0440	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human	non-SCI transfectant model	no injury model
M23A-Q0441	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	avian; human	non-SCI cellular model	cellular receptor function
M23A-Q0442	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human	non-SCI biochemical/cell model	binding and relay separate
M23A-Q0443	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	human	non-SCI cancer model	cellular evidence only
M23A-Q0444	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	not_assessed	not_assessed	human recombinant	non-SCI biochemical model	weak/marginal later screen
M23A-Q0445	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	human; mouse	platelet/in-vivo model	GPIB alpha capture distinct
M23A-Q0446	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	human	non-SCI endothelial model	cellular receptor function
M23A-Q0449	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; rat; mouse	neural models	activated ligand only
M23A-Q0450	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	rat; guinea pig; human	non-SCI neural models	splice/endosomal context
M23A-Q0451	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	not_assessed	not_assessed	rat; human	non-SCI recombinant model	weak cross-reactivity
M23A-Q0452	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	rat; human	non-SCI model	exact subtype binding unresolved
M23A-Q0453	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	not_assessed	reviewed_supported	rat; human	non-SCI model	exact subtype binding unresolved
M23A-Q0454	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse; rat	non-SCI model	receptor subtype jointly perturbed
M23A-Q0455	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse; rat	non-SCI model	receptor subtype jointly perturbed
M23A-Q0456	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	rat; human	non-SCI receptor model	no SCI/TF endpoint
M23A-Q0457	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse; rat	non-SCI model	complex association only
M23A-Q0458	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI endothelial model	complex crosstalk
M23A-Q0459	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	rat; human	non-SCI neural model	free ITGB1 not supported
M23A-Q0460	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI endothelial model	parallel complexes
M23A-Q0461	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI endothelial model	context-dependent activation
M23A-Q0462	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI cancer model	no purified binding
M23A-Q0463	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; rat	non-SCI vascular model	no SCI/TF endpoint
M23A-Q0464	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI vascular model	VEGFR2 crosstalk
M23A-Q0465	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	rat; human; mouse	non-SCI model	activation relay
M23A-Q0466	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; rat	non-SCI model	distinct beta-arrestin branch
M23A-Q0467	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	SCI plus comparator model	SCI functional component
M23A-Q0468	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI human model	allele/state context
M23A-Q0469	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	mouse; rat; human	non-SCI adhesion model	homophilic edge
M23A-Q0470	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	glycoform-dependent
M23A-Q0471	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	mouse; human	non-SCI cancer model	complex relay
M23A-Q0472	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	matrix composition dependent
M23A-Q0473	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	not_assessed	reviewed_supported	human	non-SCI model	function only
M23A-Q0474	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI model	processed fragment
M23A-Q0475	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	not_assessed	mouse; human	non-SCI model	separate receptor edge
M23A-Q0476	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI model	processed fragment
M23A-Q0477	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI model	separate complex
M23A-Q0478	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI model	processed fragment
M23A-Q0479	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cell model	co-IP/blockade
M23A-Q0480	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI cell model	processed DPP
M23A-Q0481	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cancer model	complex relay
M23A-Q0482	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; chick	non-SCI vascular model	parallel complexes
M23A-Q0483	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human recombinant	non-SCI contact model	clustered ligand
M23A-Q0484	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	mouse; rat	non-SCI neural model	contact relay
M23A-Q0485	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cell model	downstream scaffold
M23A-Q0486	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cancer model	alternative receptor
M23A-Q0487	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI developmental model	effector not terminal TF
M23A-Q0488	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI vascular model	immobilized ligand
M23A-Q0489	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI vascular model	no free ITGB1
M23A-Q0490	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI matrix model	direct matrix edge
M23A-Q0491	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	human	non-SCI cell model	relay only
M23A-Q0492	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human; zebrafish; mouse	non-SCI endothelial model	complex association
M23A-Q0493	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat	non-SCI cell model	fragment coreceptor
M23A-Q0494	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	processed ligand
M23A-Q0495	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	no free ITGB5
M23A-Q0496	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI human model	association only
M23A-Q0497	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	reviewed_supported	mouse; human; rat	non-SCI GPCR model	crosstalk relay
M23A-Q0498	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	not_assessed	reviewed_supported	rat	non-SCI wound model	canonical MET receptor
M23A-Q0499	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binding	reviewed_supported	not_assessed	human	non-SCI cancer/biochemical model	cytosolic complex
M23A-Q0500	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; porcine	non-SCI biochemical model	domain/full-length boundary
M23A-Q0651	BOUNDARY_NOT_PROMOTED	BOUNDARY_NOT_PROMOTED	no_evidence_targeted	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	Exact EphB2-ephrin-A4 primary binding/activation assay.
M23A-Q0652	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	family_supported_not_pair_resolved	reviewed_supported	not_assessed	chick developmental comparator	no direct SCI source	Purified pair binding and SCI-context validation.
M23A-Q0653	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	family_supported_not_pair_resolved	not_assessed	not_assessed	family-level mouse/developmental support	no direct SCI source	Exact EphB2-ephrin-B2 pair assay.
M23A-Q0654	BOUNDARY_NOT_PROMOTED	BOUNDARY_NOT_PROMOTED	no_pair_resolved_evidence	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	Exact EphB2-ephrin-B3 primary assay.
M23A-Q0655	BOUNDARY_NOT_PROMOTED	BOUNDARY_NOT_PROMOTED	no_evidence_targeted	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	Exact EphB3-ephrin-A4 primary binding/activation assay.
