extraction_id	module	b_edge_id	b_evidence_id	evidence_layer	canonical_paper_key	paper_status	observation_status	observation_id_or_action	observation_value_or_blocker	observation_source_section	observation_figure_or_table	observation_species	observation_cell_or_model	observation_assay	observation_perturbation	claim_status	claim_id_or_action	claim_text_or_blocker	claim_source_section	confidence	context_and_limitations	source_locator	search_boundary	reviewer_notes
M22B-P2-R-000089	22B	M22B-E000415	M22B-EVID-000052	downstream_or_functional	PMID:31266943; PMCID:PMC6606597; DOI:10.1038/s41467-019-10970-y	validated_primary_paper	validated_primary_observation	REUSE_OBSERVATION_STAGING:M22B-O-PH2-000011	Reuse the validated IFN/STAT2-IRF9-to-ISGF3 promoter-program observation: resting mouse macrophages used STAT2-IRF9 at ISRE-associated promoters, while IFN-beta or IFN-gamma induced complete ISGF3 containing STAT1, STAT2, and IRF9. The full-text ChIP-seq, RNA-seq, DNA-mediated precipitation, and stimulation records support a shared ISRE program, not a single IFNE- or IFNK-specific terminal gene edge.	RESULTS: IFN-induced gene expression and STAT complexes in BMDM; RESULTS: complex formation on ISRE DNA; METHODS: BMDM stimulation and ChIP-seq	Figures 1-7; Supplementary Data 1-5	Mouse; human comparator	Mouse bone-marrow-derived macrophages, Raw 264.7 macrophages, mouse embryonic fibroblasts, and THP-1 comparator cells	ChIP-seq; RNA-seq; DNA-mediated precipitation; co-immunoprecipitation; proximity labeling; RT-qPCR	IFN-beta; IFN-gamma; Stat1/Stat2/Irf9 deficiency; JAK inhibition	validated_direct_tf_program_support	REUSE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000011	Reuse the validated ISGF3/ISRE program claim for this distinct type-I-interferon handoff. Keep the complete STAT1-STAT2-IRF9 complex and the STAT2-IRF9 resting-state complex distinct from individual ligand-specific terminal TF-target edges; do not infer IFNE/IFNK-specific receptor usage or SCI receiver-cell output.	Abstract; RESULTS; DISCUSSION	High for the shared interferon TF-program and promoter-occupancy mechanism; bounded for IFNE/IFNK specificity and SCI transfer	The full text validates promoter-associated complex switching and named ISRE loci, but the source does not establish that every submitted type-I-interferon ligand/receptor pair produces identical output in SCI cells. One canonical observation is reused rather than duplicated.	PMID:31266943; PMCID:PMC6606597; DOI:10.1038/s41467-019-10970-y; https://pubmed.ncbi.nlm.nih.gov/31266943/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6606597/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch062_PMC6606597_bioc.json	Primary PubMed and PMC BioC full text retrieved; exact BMDM Results, promoter/ISRE, ChIP-seq, and Methods passages reviewed. Reuse avoids duplicate canonical observation materialization.	Shared TF-program reuse; no new individual ISG target edge.
M22B-P2-R-000054-R100	22B	M22B-E000459	M22B-EVID-000054	downstream_or_functional	PMCID:PMC8463540; PMID:33414508; DOI:10.1038/s41401-020-00579-z; PMCID:PMC1904486	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000054-R100	In PR8-infected mouse bone-marrow-derived macrophages, IL-4 increased STAT6 phosphorylation and alpha7 nicotinic acetylcholine receptor activation increased STAT6 binding at the Arg1 promoter; the same intervention enhanced IL-4-induced Arg1 expression, with JMJD3/H3K27me3 and FOXO1 perturbations supporting the regulatory context.	Abstract; Results: alpha7nAChR activation promotes IL-4-induced Arg1 expression; Discussion	Figure 5; promoter ChIP and expression panels	mouse	PR8-infected mouse bone-marrow-derived macrophages and Chrna7 genotype comparator models	STAT6 ChIP at Arg1 promoter; immunoblot; qPCR; inflammatory and infection functional assays	IL-4; GTS-21 alpha7nAChR agonist; Chrna7 deficiency; JMJD3 inhibition; Foxo1a knockdown; PR8 infection	VALIDATED_DIRECT_TF_TARGET_BOUNDED	M22B-C-PH2-000054-R100	The primary study supports STAT6 binding at the Arg1 promoter in an IL-4/alpha7nAChR/influenza macrophage context. It does not establish that the queued IL-4 receptor complex alone produced the occupancy, does not establish a purified STAT6-DNA interaction, and does not transfer the result to SCI receiver cells.	Abstract; Results; Discussion	High for measured STAT6 promoter ChIP and Arg1 expression in the tested macrophage model; bounded for receptor-complex specificity, direct biochemical affinity, and SCI transfer	The exact queued STAT6-to-Arg1 edge is now supported by a separate primary study, while PMCID:PMC1904486 remains explicitly bounded as a STAT6/MCAD paper whose arginase output was not direct Arg1 occupancy. The alpha7nAChR co-stimulus is retained and not collapsed into IL-4R signaling.	PMCID:PMC8463540; PMID:33414508; DOI:10.1038/s41401-020-00579-z; PMCID:PMC1904486; https://pmc.ncbi.nlm.nih.gov/articles/PMC8463540/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC8463540_STAT6_Arg1.xml	Exact PMID/PMCID full text retrieved directly from PMC. The original STAT6/PGC-1beta paper was rechecked and retained as a negative direct-edge boundary; no IL-4 receptor or SCI transfer was inferred from alpha7nAChR co-stimulation.	Direct STAT6-promoter evidence is separate from receptor and infection-function outputs.
M22B-P2-R-000028F	22B	M22B-E000452	M22B-EVID-000080	downstream_or_functional	PMCID:PMC6039124; PMID:29535264; DOI:10.1126/scisignal.aam8858	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000028F	In mouse CD4+ T cells, a selective JAK2 inhibitor blocked TSLP-induced STAT5 phosphorylation and abrogated TSLP induction of Il5 and Il13. Retroviral Cre-mediated deletion of Stat5a/Stat5b similarly prevented TSLP induction of TH2 cytokine genes, while TSLP still repressed BCL6, showing that TSLP uses separable STAT5-dependent and STAT5-independent branches.	Results: TSLP induces TH2 cytokine expression through JAK2 and STAT5	Figure 4; Supplementary Figure 4	Mouse	Naive and preactivated CD4+ T cells, including Il4−/− cells and Stat5a/Stat5b conditional-deficient cells	Phospho-flow; qPCR; retroviral Cre deletion; cytokine ELISA	TSLP; JAK2 inhibitor II; Stat5a/Stat5b deletion; IL-4 blockade or Il4−/− comparator	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000028F	The authors conclude that the TSLP-to-Il5/Il13 transcriptional branch requires JAK2 and STAT5, whereas the TSLP-mediated BCL6 repression branch is separable from STAT5 activity.	Results; Discussion	High for JAK2/STAT5 perturbation and cytokine-output dependence; medium for any individual direct TF-to-promoter assignment	The assay establishes a receptor-proximal/pathway-to-gene-expression relay, not STAT5 occupancy at Il5/Il13 or a direct TSLP receptor-to-JAK2 molecular contact. No SCI transfer was inferred.	PMCID:PMC6039124; PMID:29535264; DOI:10.1126/scisignal.aam8858; https://pmc.ncbi.nlm.nih.gov/articles/PMC6039124/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6039124_TSLP.xml	Full-text review covered Figure 4, Supplementary Figure 4, and the corresponding Results/Methods. Direct TF-target promotion was withheld.	Keeps the JAK2/STAT5 branch distinct from the BCL6 branch.
M22B-P2-R-000028G	22B	M22B-E000452	M22B-EVID-000080	downstream_or_functional	PMCID:PMC6039124; PMID:29535264; DOI:10.1126/scisignal.aam8858	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000028G	TSLP reduced Bcl6 transcript and protein abundance in differentiating mouse CD4+ T cells, and enforced BCL6 expression abolished TSLP-induced Il4, Il5, and Il13 expression. In vivo, transferred wild-type CD4+ T cells produced a stronger house-dust-mite-induced TH2 response than TSLPR-deficient donor cells; TSLP/IL-4-programmed cells also retained pathogenic memory potential.	Results: TSLP promotes TH2 cytokine gene expression by repressing Bcl6; Results: TSLP programming of pathogenic TH2 responses in vivo	Figure 3; Figure 5; Supplementary Figures 2 and 6	Mouse; human comparator	Mouse naive CD4+ T cells; Tcra−/− and Crlf2−/− recipient models; human CD4+ T cells from healthy and asthmatic donors	RNA-seq; qPCR; intracellular BCL6 flow cytometry; retroviral BCL6 expression; cytokine assays; adoptive-transfer house-dust-mite model	TSLP; enforced BCL6; Crlf2−/− donor T cells; IL-4 comparator; house-dust-mite challenge	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000028G	The authors conclude that TSLP establishes a pathogenic TH2 cell state through coordinated JAK2/STAT5 activation and BCL6 repression, with persistent cytokine-producing potential after transient exposure.	Abstract; Results; Discussion	High for the measured BCL6 perturbation and in vivo donor-cell phenotype; medium for the complete upstream causal chain	BCL6 repression and allergic TH2 outputs are pathway/function evidence, not direct TSLP receptor binding or BCL6/Il5/Il13 promoter occupancy. Human data are comparator evidence and do not establish an SCI context.	PMCID:PMC6039124; PMID:29535264; DOI:10.1126/scisignal.aam8858; https://pmc.ncbi.nlm.nih.gov/articles/PMC6039124/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6039124_TSLP.xml	Full-text review included RNA-seq, perturbation, adoptive-transfer, and human-comparator sections. No direct BCL6 occupancy or generic TH2 target claim was inferred.	Functional pathogenic-TH2 output remains separate from the JAK2/STAT5 relay.
M22B-P2-R-000112	22B	M22B-E000452	M22B-EVID-000080	downstream_or_functional	PMCID:PMC6039124; DOI:10.1126/science.aan8670	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000080	In mouse and human CD4 T-cell comparator systems, TSLP activated JAK1/JAK2-STAT5 and initiated a pathogenic TH2 transcriptional program. JAK2 inhibition or Stat5a/Stat5b deletion reduced TSLP-induced Il5/Il13 expression; STAT5 ChIP-seq showed binding at regulatory regions associated with Il4, Il13, and Il9. IL-4 amplified and stabilized the response. The record is a multi-locus TF program rather than a single terminal target handoff.	RESULTS: TSLP induces TH2 cytokine expression through JAK2 and STAT5; RESULTS: TSLP induction of TH2 cytokine genes depends on JAK2 and STAT5 activity; RESULTS: TSLP augments activating chromatin modifications in TH2 cytokine loci	Figures 1-5; ChIP-seq and RNA-seq analyses	Mouse; human comparator	Mouse naïve CD4 T cells, in vivo TSLP/airway models, and primary human CD4 T cells	JAK2 inhibition; Stat5a/Stat5b deletion; RNA-seq; ChIP-seq; cytokine expression and secretion assays	TSLP; TSLPR; JAK1/JAK2; STAT5; IL-4; Il4/Il5/Il9/Il13 loci	validated_direct_tf_program_support	CLAIM-M22B-PH2-000080	Retain TSLP -> JAK1/JAK2-STAT5 -> Il4/Il5/Il9/Il13 TH2-locus program and pathogenic TH2 output as multi-locus TF-program evidence. Do not collapse this into one terminal STAT5 target or transfer the allergic T-cell program to SCI receiver cells.	Abstract; RESULTS; DISCUSSION	High for the tested TSLP-STAT5 multi-locus program and functional output; bounded for one-gene terminal assignment, receptor-complex generalization, and SCI transfer	The full text includes STAT5 ChIP-seq at regulatory regions associated with several TH2 loci and perturbation dependence. Because the handoff is program-level, the targets remain a grouped TF-program record rather than an invented single-gene edge.	PMCID:PMC6039124; DOI:10.1126/science.aan8670; https://pmc.ncbi.nlm.nih.gov/articles/PMC6039124/; https://doi.org/10.1126/science.aan8670; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch064_PMC6039124_bioc.json	Primary PMC BioC full text retrieved; exact JAK2/STAT5 perturbation, RNA-seq, and STAT5 ChIP-seq passages reviewed. No ligand-specific SCI terminal-TF inference was made.	Direct TF-program comparator; no single-gene canonical promotion.
M22B-P2-R-000088-R092	22B	M22B-E000354	M22B-EVID-000088	ligand_receptor_or_direct_molecular	PMCID:PMC12097095; PMID:40125634; DOI:10.1002/advs.202500616	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000088-R092	Autocrine GDF10 signaling through BMPR2/ALK3 in mouse and human hepatic stellate cells activated phosphorylated SMAD1/5/8, recruited pSMAD1/5/8 to the Smad7 promoter, activated a Smad7 promoter reporter, and induced Smad7 expression; Smad7 loss weakened the antifibrotic output.	Abstract; RESULTS: GDF10-BMPR2/ALK3-SMAD1/5/8-SMAD7 signaling; Smad7 promoter reporter and ChIP	Figures 1-6; Smad7 promoter reporter and ChIP panels	mouse; human	Primary and immortalized hepatic stellate cells; mouse and human liver/HSC models; mouse fibrosis models	Recombinant GDF10-Fc; BMPR2/ALK3 perturbation; Smad7 promoter reporter; pSMAD1/5/8 ChIP; RNA/protein assays; shRNA; fibrosis models	GDF10; BMPR2; ALK3; LDN inhibitor; Smad7 shRNA; TGF-beta1 comparator	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000088-R092	The primary study directly supports GDF10-BMPR2/ALK3-pSMAD1/5/8 recruitment and activation of the Smad7 promoter in hepatic stellate-cell models; the BMPR2-only handoff label omits ALK3, SMAD8/SMAD9 paralog specificity is not resolved, and SCI transfer is unknown.	Abstract; RESULTS; DISCUSSION	High for the reported GDF10-BMPR2/ALK3-SMAD1/5/8-Smad7 promoter mechanism; bounded for receptor composition and SCI	Direct promoter occupancy, receptor-complex relay, and antifibrotic function are retained as separate components; no generic GDF10 or SMAD8/9 claim is inferred.	PMCID:PMC12097095; PMID:40125634; DOI:10.1002/advs.202500616; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC12097095_GDF10_Smad7.xml	Official PMC full text retrieved and reviewed; exact BMPR2/ALK3 context and pSMAD1/5/8 promoter ChIP were retained, with no SCI extrapolation.	Direct TF-target promotion with receptor-complex boundary.
M22B-P2-R-000028I	22B	M22B-E000124	M22B-EVID-000150	downstream_or_functional	PMCID:PMC2905627; PMID:17962702; DOI:10.1634/stemcells.2007-0436	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000028I	GDNF increased phosphorylation of CREB1, ATF1, and CREM1 and induced c-fos transcription in C18-4 mouse spermatogonial stem cells. MEK1/ERK inhibition with PD98059 blocked GDNF-induced ERK1/2 phosphorylation and c-fos transcription, supporting an ERK-dependent CREB-family/immediate-early branch.	Results: GDNF activates the Ras/ERK pathway; Discussion	Figures 3-5; Summary	Mouse	C18-4 mouse male germline stem-cell line	Western blotting for phospho-CREB1, ATF1, and CREM1; RT-PCR for c-fos; pharmacological pathway inhibition	100 ng/ml GDNF; 100 μM PD98059 pretreatment	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000028I	The authors conclude that GDNF/GFRα1/Ret activates Ras/ERK1/2 and thereby phosphorylates CREB-family factors and induces c-fos transcription.	Abstract; Results; Discussion	High for the measured phosphorylation, transcription, and MEK-inhibitor sensitivity; medium for assigning each CREB-family factor as an independent c-fos regulator	The study does not show CREB-family occupancy at the endogenous c-fos locus, promoter mutation, or purified GDNF-receptor affinity. The c-fos result is a downstream transcriptional output, not a direct TF-target occupancy record. No SCI transfer was inferred.	PMCID:PMC2905627; PMID:17962702; DOI:10.1634/stemcells.2007-0436; https://pmc.ncbi.nlm.nih.gov/articles/PMC2905627/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC2905627_GDNF.xml	Full-text review covered the phospho-CREB/ATF/CREM Results, PD98059 perturbation, and Summary. No promoter-level TF claim was promoted.	Separates downstream TF activation and c-fos expression from receptor-proximal Ret/Shc/Ras evidence.
M22B-P2-R-000152	22B	M22B-E000124	M22B-EVID-000150	downstream_or_functional	PMCID:PMC2905627; PMID:17962702; PMID:8657281; DOI:10.1634/stemcells.2007-0436; DOI:10.1038/381785a0	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000150	In the mouse C18-4 spermatogonial stem-cell line and freshly isolated type-A spermatogonia, GDNF stimulated RET phosphorylation, Shc/Grb2 recruitment, Ras and ERK1/2 activation, phosphorylation of CREB-1, ATF-1, and CREM-1, and c-fos transcription. MEK1/ERK1/2 inhibition blocked ERK1/2 phosphorylation, c-fos transcription, DNA synthesis, and proliferation readouts. A separate primary receptor study showed GDNF binding to RET and RET-dependent survival/growth responses in transfected fibroblasts.	Abstract; INTRODUCTION; RESULTS: GDNF activates the Ras/ERK1/2 pathway; DISCUSSION	Figures 1-7; PMID:8657281 abstract	Mouse	C18-4 mouse spermatogonial stem-cell line; freshly isolated mouse type-A spermatogonia; motor-neuron and transfected fibroblast comparator systems	RET phosphorylation and immunoprecipitation; Shc/Grb2 association; Ras pull-down; phospho-ERK1/2 and phospho-CREB-family western blots; c-fos RT-PCR; BrdU/metaphase proliferation; receptor-binding and transfection comparator	Recombinant rat GDNF; PD98059 MEK1 inhibitor; RET/GFRα1 expression; RET transfection; 6-hydroxydopamine injury comparator	validated_downstream_program	CLAIM-M22B-PH2-000150	Retain GDNF-GFRα1/RET-to-Ras/ERK1/2-to-CREB-family/c-fos as a primary spermatogonial proliferation program, with direct RET engagement supported by the receptor comparator. Do not infer direct CREB-family occupancy at a terminal gene or transfer the germ-cell proliferative output to SCI receivers.	Abstract; RESULTS; DISCUSSION	High for the tested GDNF-GFRα1/RET receptor-proximal and Ras/ERK1/2-CREB-family-c-fos program; bounded for exact receptor stoichiometry across comparator systems and SCI transfer	The full-text study directly measures the relay and functional proliferation output but not CREB-family DNA occupancy. PMID:8657281 supports GDNF binding/RET function in a separate receptor-reconstitution context; it does not collapse the multicomponent GFRα1/RET complex into a single free receptor.	PMCID:PMC2905627; PMID:17962702; PMID:8657281; DOI:10.1634/stemcells.2007-0436; DOI:10.1038/381785a0; https://pmc.ncbi.nlm.nih.gov/articles/PMC2905627/; https://pubmed.ncbi.nlm.nih.gov/8657281/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch071_PMC2905627_full.xml; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch071_PMIDs_141_150_pubmed.xml	Primary PMC full text and PubMed abstract retrieved and checked 2026-08-21; no direct CREB-family target-gene occupancy was found.	Receptor-complex, relay, and functional-output evidence kept distinct; no terminal TF-target promotion.
M22B-P2-R-000162	22B	M22B-E000140	M22B-EVID-000164	downstream_or_functional	PMCID:PMC5524754; PMID:28740178; DOI:10.1038/s41598-017-05869-x	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000164	In primary human dermal fibroblasts, recombinant C-terminal ANGPTL4 interacted directly with CDH11 by surface plasmon resonance and co-immunoprecipitation, increased nuclear β-catenin, and increased ID3 expression. β-catenin/LEF re-ChIP recovered the ID3 TCF-binding element after ANGPTL4 treatment; β-catenin pathway inhibitors reduced ID3 expression. ANGPTL4 also reduced scleraxis occupancy at COL1A2/COL3A1 regulatory regions through ID3, but the direct TF-target edge retained here is β-catenin/LEF-to-ID3.	RESULTS: cANGPTL4 upregulates ID3 via a β-catenin-dependent pathway; RESULTS: cANGPTL4 reduces collagen production	Figures 3-6; Supplementary Figures	Human; mouse comparator	Primary human dermal fibroblasts and mouse wound models	Surface plasmon resonance; co-immunoprecipitation; proximity ligation; nuclear/cytoplasmic β-catenin immunoblot; ID3 qPCR/protein; β-catenin/LEF re-ChIP; scleraxis ChIP; wound collagen assays	C-terminal ANGPTL4; TGFβ1; CDH11 overexpression or splice variant; ICG001/XAV939; ID3 siRNA; wound treatment	validated_direct_tf_target	CLAIM-M22B-PH2-000164	Promote cANGPTL4-CDH11-to-nuclear β-catenin/LEF-to-ID3 regulatory evidence, with β-catenin/LEF occupancy at the ID3 TCF-binding element and functional dependence on β-catenin signaling. Keep the C-terminal ANGPTL4 fragment and CDH11 context exact; do not infer a direct ANGPTL4 or CDH11 binding event at the ID3 promoter.	RESULTS; DISCUSSION	High for cANGPTL4-CDH11 binding and β-catenin/LEF-to-ID3 regulatory evidence; bounded for full-length ANGPTL4, receptor stoichiometry, and SCI transfer	The primary paper directly measures ligand-fragment/CDH11 interaction and β-catenin/LEF chromatin occupancy. It does not show that CDH11 itself is a conventional signaling receptor or that every collagen output is a direct ID3 target effect.	PMCID:PMC5524754; PMID:28740178; DOI:10.1038/s41598-017-05869-x; https://pmc.ncbi.nlm.nih.gov/articles/PMC5524754/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch073_PMC5524754_full.xml	Primary PMC full text retrieved and checked 2026-08-21; direct β-catenin/LEF-to-ID3 occupancy was retained, while unsupported direct ANGPTL4-to-promoter inference was excluded.	Direct TF-target evidence kept distinct from ligand-CDH11 binding and wound-function outputs.
M22B-P2-B090-003	22B	M22B-E000299	M22B-EVID-000198	ligand_receptor_or_direct_molecular	PMID:21335558; PMCID:PMC3075638; DOI:10.1074/jbc.M110.143693	resolved_primary_fulltext	validated_fulltext	M22B-O-PH2-B090-003	In primary normal human lung fibroblasts, collagen I induced DDR1 and MMP-10 expression through DDR2-associated JAK2 and ERK1/2 signaling. ChIP analysis in DDR2-overexpressing HEK293 cells showed recruitment of PEA3 to the DDR1 promoter; MEK/ERK inhibition reduced the promoter-associated PEA3 signal and blocked DDR1 induction. This identifies a direct PEA3-promoter observation downstream of a receptor-associated pathway.	Results: collagen-I-induced DDR1 expression; JAK2/ERK1/2 signaling; PEA3 recruitment to DDR1 promoter	Fig. 10 and associated collagen/DDR2 pathway experiments	human	normal human lung fibroblasts; DDR2-overexpressing HEK293 comparator cells	collagen-I stimulation; immunoblot/qPCR; ChIP for PEA3/AP-1; promoter analysis; pathway inhibition	collagen I; DDR2 overexpression; MEK1/ERK inhibition; JAK2/DDR2 pathway perturbation	validated_fulltext	M22B-C-PH2-B090-003	The authors conclude that collagen I induces DDR1 expression through DDR2-associated JAK2-ERK1/2 signaling and recruitment of PEA3 to the DDR1 promoter. Retain the PEA3-to-DDR1 promoter edge and separate it from receptor-proximal DDR2/JAK2/ERK and cellular expression outputs; do not generalize it to SCI.	Results, Discussion, and Abstract	high for the tested human fibroblast/HEK293 systems; bounded for SCI transfer	The direct target-gene evidence is promoter occupancy in a collagen-I/DDR2 comparator. It does not prove a universal PEA3 terminal program downstream of every collagen receptor or establish SCI-specific receptor causality.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3075638/; https://pubmed.ncbi.nlm.nih.gov/21335558/	Official PMC full text and PubMed primary record were reviewed; receptor branch and non-SCI model limitations were retained.	Full-text recovery of existing PEA3-DDR1 promoter edge; no duplicate edge and no Module 20A change.
M22B-P2-R-000227	22B	M22B-E000284	M22B-EVID-000254	ligand_receptor_or_direct_molecular	PMCID:PMC4631756; PMID:26293298; DOI:10.1242/dev.124636	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000254	In mouse ESC-derived neural progenitors, ChIP-seq and confirmatory neural-tube ChIP-qPCR identified direct genomic binding of Nkx2.2, Nkx6.1, and Olig2 to overlapping and distinct cis-regulatory regions. RNA-seq after inducible factor expression, DNA-binding-deficient mutants, and target-gene analysis supported direct repression of alternative neural-fate determinants and feedback modulation of multiple Shh pathway components. This is a shared downstream Shh transcriptional module, not a one-to-one assignment to each BOC, GAS1, or CDON receptor handoff.	Abstract; Results and Discussion: ChIP-seq target mapping and functional repression; ChIP methods	Figures 1-4; supplementary Figures S1-S6; GEO GSE65462	Mouse	mESC-derived neural progenitors; E10.5 mouse neural-tube preparations	ChIP-seq; ChIP-qPCR; RNA-seq; inducible ectopic expression; DNA-binding-deficient mutants; motif and enhancer analysis	Nkx2.2/Nkx6.1/Olig2 induction; pairwise combinations; DNA-binding mutants; Shh/SAG neural-progenitor differentiation	validated_direct_tf_target	CLAIM-M22B-PH2-000254	Promote the direct Nkx2.2/Nkx6.1/Olig2 neural-fate exclusion and Shh-feedback target module, with occupancy and repression evidence at shared and factor-specific enhancers. Keep the module downstream of Shh/Gli input but do not assign every target or direct TF edge to the specific BOC/GAS1 receptor combinations in this handoff.	Results; Discussion	High for direct TF occupancy and repression in the tested neural-progenitor models; bounded for receptor-specific upstream attribution and SCI transfer	The paper provides direct genomic evidence for the TF module but uses nearest-gene assignment for many ChIP peaks and shared cis-regulatory modules. It does not prove a unique receptor-to-target path for each coreceptor.	PMCID:PMC4631756; PMID:26293298; DOI:10.1242/dev.124636; https://pmc.ncbi.nlm.nih.gov/articles/PMC4631756/	Primary PMC full text retrieved and checked 2026-08-21; direct ChIP and expression evidence found; no receptor-specific BOC/GAS1/CDON perturbation in the exact TF paper.	Direct TF evidence is preserved as a module and not duplicated across receptor handoffs.
M22B-P2-R-000029D	22B	M22B-E000313	M22B-EVID-000272	ligand_receptor_or_direct_molecular	PMCID:PMC9807580; PMID:36593298; DOI:10.1038/s41598-022-26674-1	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000029D	In activated Jurkat cells and primary mouse CD4+ T cells, RelA-containing NF-κB bound the Notch1 promoter −300 to −270 region by ChIP-qPCR. Serial deletion and internal deletion of this region reduced Notch1 promoter reporter activity, and RelA/p50 overexpression increased Notch1 mRNA and surface protein.	Results: NF-κB directly binds to the Notch1 −300 to −270 region	Figures 1 and 4	Human; mouse	Activated human Jurkat T cells; primary CD4+ T cells from C57BL/6 mice	Notch1 promoter deletion reporters; EMSA with anti-RelA supershift/disruption; ChIP-qPCR; qPCR; flow cytometry	PMA/ionomycin or anti-CD3/CD28 activation; RelA/p50 overexpression; promoter-region deletions	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000029D	The authors conclude that RelA-containing NF-κB directly binds the Notch1 −300 to −270 promoter region and positively regulates Notch1 transcription during T-cell activation.	Abstract; Results; Discussion	High for the named promoter-region occupancy and reporter/overexpression support; bounded for individual NF-κB subunit stoichiometry	This is direct TF-promoter evidence in activated T-cell models and is not evidence that TNF or another Module 20A ligand initiated the response. EMSA and ChIP were kept distinct, and no direct ligand-receptor affinity or SCI transfer was inferred.	PMCID:PMC9807580; PMID:36593298; DOI:10.1038/s41598-022-26674-1; https://pmc.ncbi.nlm.nih.gov/articles/PMC9807580/; https://pubmed.ncbi.nlm.nih.gov/36593298/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC9807580_NFKB_NOTCH1.html	Official PMC full text retrieved externally on 2026-08-24 and reviewed through Abstract, Results, Figures 1 and 4, Methods, and Discussion. The exact initiating stimulus is T-cell activation rather than a ligand-specific cytokine treatment.	Direct RelA/Notch1 target evidence is promoted only at the tested activation context.
M22B-P2-R-000240	22B	M22B-E000313	M22B-EVID-000272	ligand_receptor_or_direct_molecular	PMCID:PMC9807580; PMID:36593298; DOI:10.1038/s41598-022-26674-1	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000272	In activated Jurkat and primary mouse CD4-positive T cells, anti-RelA ChIP-qPCR precipitated the Notch1 promoter -300 to -270 region. RelA/p50 overexpression increased Notch1 promoter reporter activity, Notch1 mRNA, and surface Notch1, while NF-kappaB inhibition reduced Notch1 transcription. EMSA and anti-RelA disruption support sequence-specific RelA-containing NF-kappaB binding. The activating stimulus was TCR/CD3-CD28 or PMA/ionomycin, not TNF.	Results: NF-kappaB upregulates Notch1 transcription in activated T cells; Methods: EMSA and ChIP	Figures 3-4	Mouse; human Jurkat and primary T-cell systems	Jurkat T cells; primary mouse CD4-positive T cells	Notch1 promoter luciferase; EMSA; RelA ChIP-qPCR; RT-qPCR; flow cytometry	PMA/ionomycin; anti-CD3 plus anti-CD28; RelA/p50 overexpression; SN50 and PI3K-PDK1 pathway perturbation	validated_direct_tf_target	CLAIM-M22B-PH2-000272	Promote the direct RelA-to-NOTCH1 promoter edge in activated T cells. Preserve the upstream CD28-PI3K-PDK1-NF-kappaB activation context and mark the exact TNF-to-NOTCH1 handoff as unresolved because TNF stimulation was not tested.	Results; Discussion	High for direct RelA binding and transcriptional support at the Notch1 promoter; bounded for ligand attribution, NF-kappaB complex composition in vivo, and SCI transfer	This is strong direct TF-target evidence with ChIP, EMSA, reporter, and perturbation. It is not evidence that TNF or a particular TNFR induces Notch1 in the tested cells.	PMCID:PMC9807580; PMID:36593298; DOI:10.1038/s41598-022-26674-1; https://pmc.ncbi.nlm.nih.gov/articles/PMC9807580/	Primary PMC full text retrieved and checked 2026-08-21; no TNF stimulation or TNFR-specific perturbation was identified.	Direct RelA-target evidence is decoupled from the queued TNF ligand context.
