"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"
"P2FALLBACK-20B-M20B-EVID-004849-P2-RELAY"	"20B"	"M20B-EVID-004849-P2-RELAY"	""	"PMID:20010807; PMCID:PMC2842559; DOI:10.1038/nature08628; PMID:29154130; DOI:10.1016/j.neuron.2017.10.029; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3F_NRP2_PLXNA3_PMC2842559_fulltext.xml"	"20010807"	"PMC2842559"	"10.1038/nature08628"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3F_NRP2_PLXNA3_PMC2842559_fulltext.xml"	"Secreted Semaphorins Control Spine Distribution and Morphogenesis in the Postnatal CNS"	"Tracy S. Tran; Maria E. Rubio; Roger L. Clem; Dontais Johnson; Lauren Case; Marc Tessier-Lavigne; Richard L. Huganir; David D. Ginty; Alex L. Kolodkin"	"2009"	""	"The majority of excitatory synapses in the mammalian CNS are formed on dendritic spines 1 , and spine morphology and distribution are critical for synaptic transmission 2 – 6 , synaptic integration and plasticity 7 . Here, we show that a secreted semaphorin, Sema3F, is a negative regulator of spine development and synaptic structure. Mice with null mutations in genes encoding Sema3F, and its holoreceptor components neuropilin-2 (Npn-2) and plexinA3 (PlexA3), exhibit increased dentate gyrus (DG) granule cell (GC) and cortical layer V pyramidal neuron spine number and size, and also aberrant spine distribution. Moreover, Sema3F promotes loss of spines and excitatory synapses in dissociated neurons in vitro , and in Npn-2 −/− brain slices cortical layer V and DG GCs exhibit increased mEPSC frequency. In contrast, a distinct Sema3A–Npn-1/PlexA4 signaling cascade controls basal dendritic arborization in layer V cortical neurons but does not influence spine morphogenesis or distribution. These disparate effects of secreted semaphorins are reflected in the restricted dendritic localization of Npn-2 to apical dendrites and of Npn-1 to all dendrites of cortical pyramidal neurons. Therefore, Sema3F signaling controls spine distribution along select dendritic processes, and distinct secreted semaphorin signaling events orchestrate CNS connectivity through the differential control of spine morphogenesis, synapse formation, and the elaboration of dendritic morphology."	"https://pubmed.ncbi.nlm.nih.gov/20010807/"
"P2FALLBACK-20B-M20B-EVID-004854-P2-DIRECT"	"20B"	"M20B-EVID-004854-P2-DIRECT"	""	"PMID:26319580; PMCID:PMC4582121; DOI:10.1242/bio.012302; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3G_NRP2_PMC4582121_fulltext.xml"	"26319580"	"PMC4582121"	"10.1242/bio.012302"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3G_NRP2_PMC4582121_fulltext.xml"	"Class 3 semaphorins negatively regulate dermal lymphatic network formation"	"Yutaka Uchida; Jennifer M James; Fumikazu Suto; Yoh-suke Mukouyama"	"2015"	""	"ABSTRACT The development of a patterned lymphatic vascular network is essential for proper lymphatic functions during organ development and homeostasis. Here we report that class 3 semaphorins (SEMA3s), SEMA3F and SEMA3G negatively regulate lymphatic endothelial cell (LEC) growth and sprouting to control dermal lymphatic network formation. Neuropilin2 (NRP2) functions as a receptor for SEMA3F and SEMA3G, as well as vascular endothelial growth factor C (VEGFC). In culture, Both SEMA3F and SEMA3G inhibit VEGFC-mediated sprouting and proliferation of human dermal LECs. In the developing mouse skin, Sema3f is expressed in the epidermis and Sema3g expression is restricted to arteries, whereas their receptor Nrp2 is preferentially expressed by lymphatic vessels. Both Sema3f;Sema3g double mutants and Nrp2 mutants exhibit increased LEC growth in the skin. In contrast, Sema3f;Sema3g double mutants display increased lymphatic branching, while Nrp2 mutants exhibit reduced lymphatic branching. A targeted mutation in PlexinA1 or PlexinA2 , signal transducers forming a receptor complex with NRP2 for SEMA3s, exhibits an increase in LEC growth and lymphatic branching as observed in Sema3f;Sema3g double mutants. Our results provide the first evidence that SEMA3F and SEMA3G function as a negative regulator for dermal lymphangiogenesis in vivo . The reciprocal phenotype in lymphatic branching between Sema3f;Sema3g double mutants and Nrp2 mutants suggest a complex NRP2 function that regulates LEC behavior both positively and negatively, through a binding with VEGFC or SEMA3s. KEY WORDS: SEMA3s, NRP2, Dermal lymphangiogenesis, LEC sprouting, LEC growth"	"https://pubmed.ncbi.nlm.nih.gov/26319580/"
"P2FALLBACK-20B-M20B-EVID-004854-P2-FUNC"	"20B"	"M20B-EVID-004854-P2-FUNC"	""	"PMID:26319580; PMCID:PMC4582121; DOI:10.1242/bio.012302; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3G_NRP2_PMC4582121_fulltext.xml"	"26319580"	"PMC4582121"	"10.1242/bio.012302"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3G_NRP2_PMC4582121_fulltext.xml"	"Class 3 semaphorins negatively regulate dermal lymphatic network formation"	"Yutaka Uchida; Jennifer M James; Fumikazu Suto; Yoh-suke Mukouyama"	"2015"	""	"ABSTRACT The development of a patterned lymphatic vascular network is essential for proper lymphatic functions during organ development and homeostasis. Here we report that class 3 semaphorins (SEMA3s), SEMA3F and SEMA3G negatively regulate lymphatic endothelial cell (LEC) growth and sprouting to control dermal lymphatic network formation. Neuropilin2 (NRP2) functions as a receptor for SEMA3F and SEMA3G, as well as vascular endothelial growth factor C (VEGFC). In culture, Both SEMA3F and SEMA3G inhibit VEGFC-mediated sprouting and proliferation of human dermal LECs. In the developing mouse skin, Sema3f is expressed in the epidermis and Sema3g expression is restricted to arteries, whereas their receptor Nrp2 is preferentially expressed by lymphatic vessels. Both Sema3f;Sema3g double mutants and Nrp2 mutants exhibit increased LEC growth in the skin. In contrast, Sema3f;Sema3g double mutants display increased lymphatic branching, while Nrp2 mutants exhibit reduced lymphatic branching. A targeted mutation in PlexinA1 or PlexinA2 , signal transducers forming a receptor complex with NRP2 for SEMA3s, exhibits an increase in LEC growth and lymphatic branching as observed in Sema3f;Sema3g double mutants. Our results provide the first evidence that SEMA3F and SEMA3G function as a negative regulator for dermal lymphangiogenesis in vivo . The reciprocal phenotype in lymphatic branching between Sema3f;Sema3g double mutants and Nrp2 mutants suggest a complex NRP2 function that regulates LEC behavior both positively and negatively, through a binding with VEGFC or SEMA3s. KEY WORDS: SEMA3s, NRP2, Dermal lymphangiogenesis, LEC sprouting, LEC growth"	"https://pubmed.ncbi.nlm.nih.gov/26319580/"
"P2FALLBACK-20B-M20B-EVID-004854-P2-RELAY"	"20B"	"M20B-EVID-004854-P2-RELAY"	""	"PMID:26319580; PMCID:PMC4582121; DOI:10.1242/bio.012302; PMID:27880905; DOI:10.1016/j.celrep.2016.11.008; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3G_NRP2_PMC4582121_fulltext.xml"	"26319580"	"PMC4582121"	"10.1242/bio.012302"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3G_NRP2_PMC4582121_fulltext.xml"	"Class 3 semaphorins negatively regulate dermal lymphatic network formation"	"Yutaka Uchida; Jennifer M James; Fumikazu Suto; Yoh-suke Mukouyama"	"2015"	""	"ABSTRACT The development of a patterned lymphatic vascular network is essential for proper lymphatic functions during organ development and homeostasis. Here we report that class 3 semaphorins (SEMA3s), SEMA3F and SEMA3G negatively regulate lymphatic endothelial cell (LEC) growth and sprouting to control dermal lymphatic network formation. Neuropilin2 (NRP2) functions as a receptor for SEMA3F and SEMA3G, as well as vascular endothelial growth factor C (VEGFC). In culture, Both SEMA3F and SEMA3G inhibit VEGFC-mediated sprouting and proliferation of human dermal LECs. In the developing mouse skin, Sema3f is expressed in the epidermis and Sema3g expression is restricted to arteries, whereas their receptor Nrp2 is preferentially expressed by lymphatic vessels. Both Sema3f;Sema3g double mutants and Nrp2 mutants exhibit increased LEC growth in the skin. In contrast, Sema3f;Sema3g double mutants display increased lymphatic branching, while Nrp2 mutants exhibit reduced lymphatic branching. A targeted mutation in PlexinA1 or PlexinA2 , signal transducers forming a receptor complex with NRP2 for SEMA3s, exhibits an increase in LEC growth and lymphatic branching as observed in Sema3f;Sema3g double mutants. Our results provide the first evidence that SEMA3F and SEMA3G function as a negative regulator for dermal lymphangiogenesis in vivo . The reciprocal phenotype in lymphatic branching between Sema3f;Sema3g double mutants and Nrp2 mutants suggest a complex NRP2 function that regulates LEC behavior both positively and negatively, through a binding with VEGFC or SEMA3s. KEY WORDS: SEMA3s, NRP2, Dermal lymphangiogenesis, LEC sprouting, LEC growth"	"https://pubmed.ncbi.nlm.nih.gov/26319580/"
"P2FALLBACK-20B-M20B-EVID-004899-P2-DIRECT"	"20B"	"M20B-EVID-004899-P2-DIRECT"	""	"PMID:28840375; PMCID:PMC5675522; DOI:10.1007/s10456-017-9574-5; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_FZD5_primary_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_PMC5675522_fulltext.xml"	"28840375"	"PMC5675522"	"10.1007/s10456-017-9574-5"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_PMC5675522_fulltext.xml"	"Frizzled-5: A High Affinity Receptor for Secreted Frizzled-Related Protein-2 Activation of Nuclear Factor of Activated T-Cells c3 Signaling to Promote Angiogenesis"	"Yuri K. Peterson; Patrick Nasarre; Ingrid V. Bonilla; Eleanor Hilliard; Jennifer Samples; Thomas A. Morinelli; Elizabeth G. Hill; Nancy Klauber-DeMore"	"2017"	""	"Secreted frizzled-related protein 2 (SFRP2) is a pro-angiogenic factor expressed in the vasculature of a wide variety of human tumors, and modulates angiogenesis via the calcineurin-dependent Nuclear Factor of Activated T-cells cytoplasmic 3 (NFATc3) pathway in endothelial cells. However, until now, SFRP2 receptor for this pathway was unknown. In the present study, we first used amino acid alignments and molecular modeling to demonstrate that SFRP2 interaction with frizzled-5 (FZD5) is typical of Wnt/FZD family members. To confirm this interaction, we performed co-immunofluorescence, co-immunoprecipitation, and ELISA binding assays, which demonstrated SFRP2/FZD5 binding. Functional knock-down studies further revealed that FZD5 is necessary for SFRP2-induced tube formation and intracellular calcium flux in endothelial cells. Using protein analysis on endothelial cell nuclear extracts, we also discovered that FZD5 is required for SFRP2-induced activation of NFATc3. Our novel findings reveal that FZD5 is a receptor for SFRP2, and mediates SFRP2-induced angiogenesis via calcineurin/NFATc3 pathway in endothelial cells."	"https://pubmed.ncbi.nlm.nih.gov/28840375/"
"P2FALLBACK-20B-M20B-EVID-004899-P2-FUNC"	"20B"	"M20B-EVID-004899-P2-FUNC"	""	"PMID:28840375; PMCID:PMC5675522; DOI:10.1007/s10456-017-9574-5; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_FZD5_primary_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_PMC5675522_fulltext.xml"	"28840375"	"PMC5675522"	"10.1007/s10456-017-9574-5"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_PMC5675522_fulltext.xml"	"Frizzled-5: A High Affinity Receptor for Secreted Frizzled-Related Protein-2 Activation of Nuclear Factor of Activated T-Cells c3 Signaling to Promote Angiogenesis"	"Yuri K. Peterson; Patrick Nasarre; Ingrid V. Bonilla; Eleanor Hilliard; Jennifer Samples; Thomas A. Morinelli; Elizabeth G. Hill; Nancy Klauber-DeMore"	"2017"	""	"Secreted frizzled-related protein 2 (SFRP2) is a pro-angiogenic factor expressed in the vasculature of a wide variety of human tumors, and modulates angiogenesis via the calcineurin-dependent Nuclear Factor of Activated T-cells cytoplasmic 3 (NFATc3) pathway in endothelial cells. However, until now, SFRP2 receptor for this pathway was unknown. In the present study, we first used amino acid alignments and molecular modeling to demonstrate that SFRP2 interaction with frizzled-5 (FZD5) is typical of Wnt/FZD family members. To confirm this interaction, we performed co-immunofluorescence, co-immunoprecipitation, and ELISA binding assays, which demonstrated SFRP2/FZD5 binding. Functional knock-down studies further revealed that FZD5 is necessary for SFRP2-induced tube formation and intracellular calcium flux in endothelial cells. Using protein analysis on endothelial cell nuclear extracts, we also discovered that FZD5 is required for SFRP2-induced activation of NFATc3. Our novel findings reveal that FZD5 is a receptor for SFRP2, and mediates SFRP2-induced angiogenesis via calcineurin/NFATc3 pathway in endothelial cells."	"https://pubmed.ncbi.nlm.nih.gov/28840375/"
"P2FALLBACK-20B-M20B-EVID-004899-P2-RELAY"	"20B"	"M20B-EVID-004899-P2-RELAY"	""	"PMID:28840375; PMCID:PMC5675522; DOI:10.1007/s10456-017-9574-5; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_FZD5_primary_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_PMC5675522_fulltext.xml"	"28840375"	"PMC5675522"	"10.1007/s10456-017-9574-5"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SFRP2_PMC5675522_fulltext.xml"	"Frizzled-5: A High Affinity Receptor for Secreted Frizzled-Related Protein-2 Activation of Nuclear Factor of Activated T-Cells c3 Signaling to Promote Angiogenesis"	"Yuri K. Peterson; Patrick Nasarre; Ingrid V. Bonilla; Eleanor Hilliard; Jennifer Samples; Thomas A. Morinelli; Elizabeth G. Hill; Nancy Klauber-DeMore"	"2017"	""	"Secreted frizzled-related protein 2 (SFRP2) is a pro-angiogenic factor expressed in the vasculature of a wide variety of human tumors, and modulates angiogenesis via the calcineurin-dependent Nuclear Factor of Activated T-cells cytoplasmic 3 (NFATc3) pathway in endothelial cells. However, until now, SFRP2 receptor for this pathway was unknown. In the present study, we first used amino acid alignments and molecular modeling to demonstrate that SFRP2 interaction with frizzled-5 (FZD5) is typical of Wnt/FZD family members. To confirm this interaction, we performed co-immunofluorescence, co-immunoprecipitation, and ELISA binding assays, which demonstrated SFRP2/FZD5 binding. Functional knock-down studies further revealed that FZD5 is necessary for SFRP2-induced tube formation and intracellular calcium flux in endothelial cells. Using protein analysis on endothelial cell nuclear extracts, we also discovered that FZD5 is required for SFRP2-induced activation of NFATc3. Our novel findings reveal that FZD5 is a receptor for SFRP2, and mediates SFRP2-induced angiogenesis via calcineurin/NFATc3 pathway in endothelial cells."	"https://pubmed.ncbi.nlm.nih.gov/28840375/"
"P2FALLBACK-20B-M20B-EVID-004912-P2-DIRECT"	"20B"	"M20B-EVID-004912-P2-DIRECT"	""	"PMID:19478089; PMCID:PMC2740538; DOI:10.1074/jbc.C109.011957; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GAS1_selected_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GAS1_PMC2740538_fulltext.xml"	"19478089"	"PMC2740538"	"10.1074/jbc.c109.011957"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_GAS1_PMC2740538_fulltext.xml"	"A Sonic Hedgehog Missense Mutation Associated with Holoprosencephaly Causes Defective Binding to GAS1"	"David C. Martinelli; Chen-Ming Fan"	"2009"	""	"Holoprosencephaly (HPE) is a common birth defect predominantly affecting the forebrain and face and has been linked to mutations in the sonic hedgehog ( SHH ) gene. HPE is genetically heterogeneous, and clinical presentation represents a spectrum of phenotypes. We have previously shown that Gas1 encodes a cell-autonomous Hedgehog signaling enhancer. Combining cell surface binding, in vitro activity, and explant culture assays, we provide evidence that SHH contains a previously unknown unique binding surface for its interaction with GAS1 and that this surface is also important for maximal signaling activity. Within this surface, the Asn-115 residue of human SHH has been documented to associate with HPE when mutated to lysine (N115K). We provide evidence that HPE associated with this mutation can be mechanistically explained by a severely reduced binding of SHH to GAS1, and we predict a similar result if a mutation were to occur at Tyr-80. Our data should encourage future searches for mutations in GAS1 as possible modifiers contributing to the wide spectrum of HPE."	"https://pubmed.ncbi.nlm.nih.gov/19478089/"
"P2FALLBACK-20B-M20B-EVID-004919-P2-RELAY"	"20B"	"M20B-EVID-004919-P2-RELAY"	""	"PMID:22677548; PMCID:PMC3387659; DOI:10.1101/gad.191866.112; PMID:35231446; PMCID:PMC8932645; DOI:10.1016/j.devcell.2022.02.008; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_selected_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_PMC3387659_fulltext.html"	"22677548"	""	"10.1101/gad.191866.112"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SHH_SCUBE2_PMC3387659_fulltext.html"	"Scube/You activity mediates release of dually lipid-modified Hedgehog signal in soluble form"	"Adrian Creanga; Thomas D Glenn; Randall K Mann; Adam M Saunders; William S Talbot; Philip A Beachy"	"2012"	"Genes & Development"	""	"https://pmc.ncbi.nlm.nih.gov/articles/PMC3387659/"
"P2FALLBACK-20B-M20B-EVID-004939-P2-DIRECT"	"20B"	"M20B-EVID-004939-P2-DIRECT"	""	"PMID:19333378; PMCID:PMC2659420; DOI:10.1371/journal.pone.0005006; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_PMC2659420_fulltext.xml"	"19333378"	"PMC2659420"	"10.1371/journal.pone.0005006"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_PMC2659420_fulltext.xml"	"The Phospholipid Scramblases 1 and 4 Are Cellular Receptors for the Secretory Leukocyte Protease Inhibitor and Interact with CD4 at the Plasma Membrane"	"Bénédicte Py; Stéphane Basmaciogullari; Jérôme Bouchet; Marion Zarka; Ivan C. Moura; Marc Benhamou; Renato C. Monteiro; Hakim Hocini; Ricardo Madrid; Serge Benichou"	"2009"	""	"Secretory leukocyte protease inhibitor (SLPI) is secreted by epithelial cells in all the mucosal fluids such as saliva, cervical mucus, as well in the seminal liquid. At the physiological concentrations found in saliva, SLPI has a specific antiviral activity against HIV-1 that is related to the perturbation of the virus entry process at a stage posterior to the interaction of the viral surface glycoprotein with the CD4 receptor. Here, we confirm that recombinant SLPI is able to inhibit HIV-1 infection of primary T lymphocytes, and show that SLPI can also inhibit the transfer of HIV-1 virions from primary monocyte-derived dendritic cells to autologous T lymphocytes. At the molecular level, we show that SLPI is a ligand for the phospholipid scramblase 1 (PLSCR1) and PLSCR4, membrane proteins that are involved in the regulation of the movements of phospholipids between the inner and outer leaflets of the plasma membrane. Interestingly, we reveal that PLSCR1 and PLSCR4 also interact directly with the CD4 receptor at the cell surface of T lymphocytes. We find that the same region of the cytoplasmic domain of PLSCR1 is involved in the binding to CD4 and SLPI. Since SLPI was able to disrupt the association between PLSCR1 and CD4, our data suggest that SLPI inhibits HIV-1 infection by modulating the interaction of the CD4 receptor with PLSCRs. These interactions may constitute new targets for antiviral intervention."	"https://pubmed.ncbi.nlm.nih.gov/19333378/"
"P2FALLBACK-20B-M20B-EVID-004939-P2-FUNC"	"20B"	"M20B-EVID-004939-P2-FUNC"	""	"PMID:19333378; PMCID:PMC2659420; DOI:10.1371/journal.pone.0005006; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_PMC2659420_fulltext.xml"	"19333378"	"PMC2659420"	"10.1371/journal.pone.0005006"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_PMC2659420_fulltext.xml"	"The Phospholipid Scramblases 1 and 4 Are Cellular Receptors for the Secretory Leukocyte Protease Inhibitor and Interact with CD4 at the Plasma Membrane"	"Bénédicte Py; Stéphane Basmaciogullari; Jérôme Bouchet; Marion Zarka; Ivan C. Moura; Marc Benhamou; Renato C. Monteiro; Hakim Hocini; Ricardo Madrid; Serge Benichou"	"2009"	""	"Secretory leukocyte protease inhibitor (SLPI) is secreted by epithelial cells in all the mucosal fluids such as saliva, cervical mucus, as well in the seminal liquid. At the physiological concentrations found in saliva, SLPI has a specific antiviral activity against HIV-1 that is related to the perturbation of the virus entry process at a stage posterior to the interaction of the viral surface glycoprotein with the CD4 receptor. Here, we confirm that recombinant SLPI is able to inhibit HIV-1 infection of primary T lymphocytes, and show that SLPI can also inhibit the transfer of HIV-1 virions from primary monocyte-derived dendritic cells to autologous T lymphocytes. At the molecular level, we show that SLPI is a ligand for the phospholipid scramblase 1 (PLSCR1) and PLSCR4, membrane proteins that are involved in the regulation of the movements of phospholipids between the inner and outer leaflets of the plasma membrane. Interestingly, we reveal that PLSCR1 and PLSCR4 also interact directly with the CD4 receptor at the cell surface of T lymphocytes. We find that the same region of the cytoplasmic domain of PLSCR1 is involved in the binding to CD4 and SLPI. Since SLPI was able to disrupt the association between PLSCR1 and CD4, our data suggest that SLPI inhibits HIV-1 infection by modulating the interaction of the CD4 receptor with PLSCRs. These interactions may constitute new targets for antiviral intervention."	"https://pubmed.ncbi.nlm.nih.gov/19333378/"
"P2FALLBACK-20B-M20B-EVID-004939-P2-RELAY"	"20B"	"M20B-EVID-004939-P2-RELAY"	""	"PMID:19333378; PMCID:PMC2659420; DOI:10.1371/journal.pone.0005006; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_PMC2659420_fulltext.xml"	"19333378"	"PMC2659420"	"10.1371/journal.pone.0005006"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SLPI_PLSCR_PMC2659420_fulltext.xml"	"The Phospholipid Scramblases 1 and 4 Are Cellular Receptors for the Secretory Leukocyte Protease Inhibitor and Interact with CD4 at the Plasma Membrane"	"Bénédicte Py; Stéphane Basmaciogullari; Jérôme Bouchet; Marion Zarka; Ivan C. Moura; Marc Benhamou; Renato C. Monteiro; Hakim Hocini; Ricardo Madrid; Serge Benichou"	"2009"	""	"Secretory leukocyte protease inhibitor (SLPI) is secreted by epithelial cells in all the mucosal fluids such as saliva, cervical mucus, as well in the seminal liquid. At the physiological concentrations found in saliva, SLPI has a specific antiviral activity against HIV-1 that is related to the perturbation of the virus entry process at a stage posterior to the interaction of the viral surface glycoprotein with the CD4 receptor. Here, we confirm that recombinant SLPI is able to inhibit HIV-1 infection of primary T lymphocytes, and show that SLPI can also inhibit the transfer of HIV-1 virions from primary monocyte-derived dendritic cells to autologous T lymphocytes. At the molecular level, we show that SLPI is a ligand for the phospholipid scramblase 1 (PLSCR1) and PLSCR4, membrane proteins that are involved in the regulation of the movements of phospholipids between the inner and outer leaflets of the plasma membrane. Interestingly, we reveal that PLSCR1 and PLSCR4 also interact directly with the CD4 receptor at the cell surface of T lymphocytes. We find that the same region of the cytoplasmic domain of PLSCR1 is involved in the binding to CD4 and SLPI. Since SLPI was able to disrupt the association between PLSCR1 and CD4, our data suggest that SLPI inhibits HIV-1 infection by modulating the interaction of the CD4 receptor with PLSCRs. These interactions may constitute new targets for antiviral intervention."	"https://pubmed.ncbi.nlm.nih.gov/19333378/"
