"module"	"canonical_paper_key"	"identity_resolution_status"	"unresolved_reason"	"extraction_row_count"	"source_locator_count"	"extraction_ids"
"20B"	"PMID:10098875; DOI:10.1046/j.1471-4159.1999.721663.x; PMID:9874177; DOI:10.1016/S0014-2999(98)00757-2"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004682-R234A"
"20B"	"PMID:10196235; PMID:17156989"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"2"	"M20B-P2-R-004212-R175C;M20B-P2-R-004213-R175C"
"20B"	"PMID:10214951; PMID:25086039; PMCID:PMC4176247; DOI:10.1016/S0014-5793(99)00283-5; DOI:10.1074/jbc.M114.586826"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002061"
"20B"	"PMID:10388848; PMID:10318834; DOI:10.1093/protein/12.6.505; DOI:10.1074/jbc.274.20.14163"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002707"
"20B"	"PMID:10520994; DOI:10.1016/S0092-8674(00)80062-8; PMID:11239433; DOI:10.1016/S0896-6273(01)00216-1"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004813-R249C;M20B-P2-R-004814-R249C"
"20B"	"PMID:10640397; PMID:17485492"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002195"
"20B"	"PMID:10657646; PMID:12208884; PMID:16077922"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003990-R130C"
"20B"	"PMID:10790430; PMID:16002701; PMID:17325197; PMID:17403056; PMCID:PMC22454; PMCID:PMC1360579; PMCID:PMC1809705"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002337"
"20B"	"PMID:10849422; DOI:10.1074/jbc.M002218200; PMID:23887971; DOI:10.1158/0008-5472.CAN-13-1318"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004056-R140C"
"20B"	"PMID:10858440; DOI:10.1074/jbc.M003986200; PMID:9195977; DOI:10.1074/jbc.272.26.16631; PMID:10068666"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004156-R158B"
"20B"	"PMID:10986291; PMID:15145957"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-001932;M20B-P2-R-001942"
"20B"	"PMID:10986291; PMID:15145957; URL:https://pubmed.ncbi.nlm.nih.gov/?term=collagen+I+CD44+direct+binding"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-001927"
"20B"	"PMID:11024015; PMID:11325803; PMID:12242085"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004343-R204A;M20B-P2-R-004344-R204A"
"20B"	"PMID:11030716; PMCID:PMC1572376; DOI:10.1038/sj.bjp.0703617; PMID:9607765; DOI:10.1038/30515"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004584-R226A"
"20B"	"PMID:11146423; PMID:9792798"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002274"
"20B"	"PMID:11201160; DOI:10.1248/yakushi.121.23; PMID:11741598; DOI:10.1016/S0014-5793(01)03173-8"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004510-R222A"
"20B"	"PMID:11201742; DOI:10.1038/35053072; PMID:27166169; DOI:10.1093/cercor/bhw122"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004757-R243C"
"20B"	"PMID:11257308; PMID:12851295; PMID:16009463"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-002240;M20B-P2-R-002241"
"20B"	"PMID:11263668; PMID:35177083"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002054"
"20B"	"PMID:11279011; PMID:16672230; PMID:18987193"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004265-R190A"
"20B"	"PMID:11342439; PMID:12195704"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004250-R186A"
"20B"	"PMID:11342439; PMID:15476218; PMID:16917801"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004250-R186C"
"20B"	"PMID:11418623; DOI:10.4049/jimmunol.167.1.1; PMID:12093291; DOI:10.1021/bi0202023"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003964-R125B"
"20B"	"PMID:11470831; PMID:19342381; PMID:17537792; PMCID:PMC2682901; PMCID:PMC2757411"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-002203;M20B-P2-R-002204"
"20B"	"PMID:11560994; PMID:12244199; PMID:21054788; PMID:35381393"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004217-R176C"
"20B"	"PMID:11562940; PMID:17595115; PMID:10079109; DOI:10.1002/prot.1130; DOI:10.1021/bi700597p; DOI:10.1172/JCI6042"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002723"
"20B"	"PMID:11562940; PMID:17595115; PMID:13678420; DOI:10.1002/prot.1130; DOI:10.1021/bi700597p; DOI:10.1042/BJ20030954"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002726"
"20B"	"PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003963-R126B"
"20B"	"PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200; PMID:22802649; PMCID:PMC3412030; DOI:10.1073/pnas.1117551109"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003963-R126A"
"20B"	"PMID:11572855; PMID:12496264; DOI:10.1074/jbc.M104058200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002436"
"20B"	"PMID:11706020; DOI:10.1074/jbc.M106043200; PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-003973-R127A;M20B-P2-R-003973-R127B"
"20B"	"PMID:11717447; PMID:10052453; PMID:17056796; PMCID:PMC61138; PMCID:PMC1950671"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002887"
"20B"	"PMID:11773030; PMID:10534111; PMID:8557662"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003982-R129C"
"20B"	"PMID:11773030; PMID:8557662"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003982-R129A"
"20B"	"PMID:11825873; PMID:20586780"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004258-R189B"
"20B"	"PMID:11839274; PMID:14676309"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004299-R201A"
"20B"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"4"	"1"	"M20B-P2-R-004591-R227A;M20B-P2-R-004592-R227A;M20B-P2-R-004593-R227A;M20B-P2-R-004594-R227A"
"20B"	"PMID:11956294; PMCID:PMC2193694; PMID:11169414"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003874-R108A"
"20B"	"PMID:11994395; DOI:10.1210/jcem.87.5.8626; PMID:38512807; DOI:10.1165/rcmb.2023-0469oc; PMID:39151001; DOI:10.1126/sciadv.adn7771"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004053-R139B"
"20B"	"PMID:11997476; PMID:35534926"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004345-R205C"
"20B"	"PMID:12052963; DOI:10.1126/science.1071699; PMID:12586611; DOI:10.1182/blood-2002-12-3680"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004588-R226B"
"20B"	"PMID:12077189; DOI:10.1523/JNEUROSCI.22-12-04918.2002; PMID:37015905; DOI:10.1038/s41420-023-01410-4"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004095-R141B;M20B-P2-R-004095-R141C"
"20B"	"PMID:12114498; DOI:10.1074/jbc.C200398200; PMID:12933905; DOI:10.1210/me.2003-0096; PMID:25562614; DOI:10.1210/en.2014-1473; PMID:36849880; DOI:10.1186/s11658-023-00433-0"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004025-R135C"
"20B"	"PMID:12114498; DOI:10.1074/jbc.C200398200; PMID:17473281; DOI:10.1210/me.2007-0097"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004025-R135A"
"20B"	"PMID:12130646; PMID:12925742"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004369-R209C"
"20B"	"PMID:12193576; PMID:17374144; PMID:35287796; PMID:35041746"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004349-R205C"
"20B"	"PMID:12193576; PMID:35287796; PMID:35041746"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004349-R205B"
"20B"	"PMID:12196628; DOI:10.1073/pnas.142433199; PMID:15297673; DOI:10.1126/science.1097545"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004866-R251A"
"20B"	"PMID:12196628; DOI:10.1073/pnas.142433199; PMID:15297673; DOI:10.1126/science.1097545; PMID:16187944; PMCID:PMC6793243; DOI:10.1042/BJ20051123"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004866-R251B"
"20B"	"PMID:12196628; PMCID:PMC129402; DOI:10.1073/pnas.142433199; PMID:16187944; PMCID:PMC1408676; DOI:10.1042/BJ20051123; PMID:19805522; PMCID:PMC2786695; DOI:10.1128/MCB.00103-09"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004866-FT-RELAY"
"20B"	"PMID:12202242; PMID:8496674; PMID:10092887"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003984-R130A"
"20B"	"PMID:12242085; PMID:16336216"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004344-R204B"
"20B"	"PMID:12368913; PMID:24312319"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005355-P2-FUNC"
"20B"	"PMID:12422217; DOI:10.1038/nature01176; PMID:14966521; DOI:10.1038/nn1188"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004756-R243A"
"20B"	"PMID:12422217; DOI:10.1038/nature01176; PMID:14966521; DOI:10.1038/nn1188; PMID:15694321; DOI:10.1016/j.neuron.2004.12.040; PMID:15694322; DOI:10.1016/j.neuron.2004.12.050; PMID:27166169; DOI:10.1093/cercor/bhw122"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004757-R243B"
"20B"	"PMID:12441142; PMID:12027403"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003990-R130A"
"20B"	"PMID:12466225; PMID:15765187"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005352-P2-RELAY"
"20B"	"PMID:12573468; PMID:22140262"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-004226-R178A;M20B-P2-R-004226-R178B;M20B-P2-R-004226-R178C"
"20B"	"PMID:12611880; PMID:17275838; DOI:10.1074/jbc.M301370200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002396"
"20B"	"PMID:12683950; PMID:35700057"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005337-P2-FUNC"
"20B"	"PMID:12719537; PMID:17486669"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004342-R204A"
"20B"	"PMID:12810718; DOI:10.1016/S0022-2836(03)00386-X; PMID:25123307"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002173"
"20B"	"PMID:1309330; PMID:1358197; PMID:8095019"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004345-R205A"
"20B"	"PMID:1309330; PMID:20628403"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004347-R205A"
"20B"	"PMID:1309330; PMID:26980729; PMID:35287796"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004349-R205A"
"20B"	"PMID:1309330; PMID:8095019"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004345-R205B"
"20B"	"PMID:1310003; PMID:19628633"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004319-R202A"
"20B"	"PMID:1446790; PMID:11313343; PMID:7988456"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002854"
"20B"	"PMID:14517293; PMID:16452185; PMID:33219121"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"4"	"1"	"M20B-P2-R-004275-R194B;M20B-P2-R-004275-R194C;M20B-P2-R-004277-R194B;M20B-P2-R-004277-R194C"
"20B"	"PMID:14517293; PMID:33219121"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004275-R194A;M20B-P2-R-004277-R194A"
"20B"	"PMID:14522968; DOI:10.1074/jbc.M308995200; PMID:17351017; DOI:10.1016/j.mce.2007.02.005; PMID:20159943; DOI:10.1124/mol.109.061432; PMID:27146679; DOI:10.1007/s00429-016-1227-8"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004723-R239B"
"20B"	"PMID:14522968; DOI:10.1074/jbc.M308995200; PMID:19416155; DOI:10.1111/j.1749-6632.2008.03790.x; PMID:22187146; DOI:10.1007/s00726-011-1164-z"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004723-R239A"
"20B"	"PMID:14577849; PMID:27561318"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005336-P2-RELAY"
"20B"	"PMID:14615490; PMID:30139742"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"4"	"1"	"M20B-P2-R-002229;M20B-P2-R-002230;M20B-P2-R-002231;M20B-P2-R-002232"
"20B"	"PMID:14629961; PMID:16516501"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004251-R186C"
"20B"	"PMID:14676309; PMID:18573915; PMID:20371806"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004299-R201B"
"20B"	"PMID:14742914; DOI:10.1038/sj.ijo.0802144; PMID:16299503; DOI:10.1111/j.1471-4159.2005.06513.x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004584-R226C"
"20B"	"PMID:14985763; PMID:24404198"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-004305-R201A;M20B-P2-R-004305-R201B;M20B-P2-R-004305-R201C"
"20B"	"PMID:1502153; PMCID:PMC49722; DOI:10.1073/pnas.89.16.7422; PMID:26555266; PMCID:PMC4705399; DOI:10.1074/jbc.M115.688820"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"2"	"M20B-P2-R-004888-R254A;M20B-P2-R-004888-R254B"
"20B"	"PMID:15064358; PMCID:PMC420106; PMID:15270863; PMID:21660951"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-005107-R294C"
"20B"	"PMID:15178744; DOI:10.1210/me.2003-0456; PMID:14596620; DOI:10.1021/bi034752s"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004202-R171A"
"20B"	"PMID:15178744; PMID:16936796; DOI:10.1139/o06-041; PMID:19747587; DOI:10.1016/j.joca.2009.08.012"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004202-R171B"
"20B"	"PMID:15226297; PMID:9089390"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004227-R180A"
"20B"	"PMID:15258590; DOI:10.1038/ncb1156; PMID:17823845; DOI:10.1007/s10735-007-9138-x; PMID:21467223; PMCID:PMC3080996; DOI:10.1073/pnas.1015605108; PMID:20457227; DOI:10.1016/j.neuroscience.2010.04.079; PMID:26721439; DOI:10.1016/j.bbrc.2015.12.073"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004696-R237C"
"20B"	"PMID:15258590; DOI:10.1038/ncb1156; PMID:22396795; PMCID:PMC3291610; DOI:10.1371/journal.pone.0032791"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004696-R237A"
"20B"	"PMID:15297673; DOI:10.1126/science.1097545; PMID:19805522; PMCID:PMC2786695; DOI:10.1128/MCB.00103-09"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004866-FT-FUNC"
"20B"	"PMID:15297673; DOI:10.1126/science.1097545; PMID:21538148; PMCID:PMC2786695; DOI:10.1007/s10456-011-9214-4"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004866-R251C"
"20B"	"PMID:15525639; DOI:10.1074/jbc.M409916200; PMID:25043977; DOI:10.1016/j.abb.2014.07.010"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004036-R137A"
"20B"	"PMID:15574733; DOI:10.1016/j.neuron.2004.10.019; PMID:21307253"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002137"
"20B"	"PMID:15609076; DOI:10.1007/s10456-004-1328-5; PMID:8898967; DOI:10.1002/eji.1830261035"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004096-R142C"
"20B"	"PMID:15620359; PMID:16242404"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004397-R211B"
"20B"	"PMID:15620359; PMID:28641112"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004398-R211B"
"20B"	"PMID:15684075; DOI:10.1073/pnas.0409822102; PMID:38512807; DOI:10.1165/rcmb.2023-0469oc; PMID:11527393; DOI:10.1006/bbrc.2001.5470"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004053-R139C"
"20B"	"PMID:15708846; DOI:10.1074/jbc.M414443200; PMID:36849880; DOI:10.1186/s11658-023-00433-0"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004025-R135B"
"20B"	"PMID:15721238; DOI:10.1016/j.neuron.2005.01.013; PMID:34039996; PMCID:PMC8155012; DOI:10.1038/s41467-021-23541-x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004816-R249B"
"20B"	"PMID:15772293; DOI:10.1124/mol.105.011619; PMID:19801577; PMCID:PMC2816169; DOI:10.1093/molehr/gap084"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004591-R227B"
"20B"	"PMID:15772293; DOI:10.1124/mol.105.011619; PMID:27103928; PMCID:PMC4832818"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004594-R227B"
"20B"	"PMID:15797961; PMID:16273281"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004369-R209B"
