extraction_id	module	b_edge_id	b_evidence_id	evidence_layer	canonical_paper_key	paper_status	observation_status	observation_id_or_action	observation_value_or_blocker	observation_source_section	observation_figure_or_table	observation_species	observation_cell_or_model	observation_assay	observation_perturbation	claim_status	claim_id_or_action	claim_text_or_blocker	claim_source_section	confidence	context_and_limitations	source_locator	search_boundary	reviewer_notes
M22B-P2-R-000049-R099	22B	M22B-E000390	M22B-EVID-000049	downstream_or_functional	PMCID:PMC4510980; PMID:25669884; DOI:10.1016/j.devcel.2014.11.034; PMID:24798330	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000049-R099	In Xenopus gastrula embryos, Smad2/3 occupancy at the lefty locus depended on E2a positioning; E2a depletion shifted Smad2/3 occupancy and increased lefty transcription, supporting direct repression of the Nodal inhibitor Lefty by the Smad2/3 complex. E2a also supported transcription of separate Smad2/3 target genes.	RESULTS: Smad2/3 occupancy at the lefty locus; DISCUSSION	Figures 1, 2, and 6	Xenopus	Xenopus tropicalis gastrula embryos	Smad2/3 ChIP-seq; ChIP-qPCR; qRT-PCR; in situ hybridization; E2a perturbation	E2a depletion; E2a rescue; Smad2/3 occupancy mapping; lefty expression	VALIDATED_DIRECT_TF_TARGET_BOUNDED	M22B-C-PH2-000049-R099	The primary study supports a Nodal-associated Smad2/3-to-Lefty regulatory observation, but does not separate SMAD3 from SMAD2 at the locus, does not test the Nodal-Gdf1 heterodimer, and does not establish an SCI receiver-cell target.	RESULTS; Discussion	High for Smad2/3 occupancy and Lefty regulation in Xenopus gastrulation; bounded for individual paralog, Gdf1 specificity, and SCI transfer	This is a terminal TF-complex record, not direct Nodal-Gdf1 binding. The Lefty functional output and Smad2/3 occupancy are retained as one bounded observation with no single-paralog overclaim.	PMCID:PMC4510980; PMID:25669884; DOI:10.1016/j.devcell.2014.11.034; PMID:24798330; https://pmc.ncbi.nlm.nih.gov/articles/PMC4510980/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4510980_SMAD23_lefty_bioc.json	Exact PMCID full text retrieved through NCBI BioC. PMID:24798330 was separately reviewed for Nodal-Gdf1 receptor-complex/function evidence; no Gdf1-specific terminal TF assignment was inferred.	Terminal Smad2/3 complex evidence separate from Nodal-Gdf1 receptor and function.
M22B-P2-B090-001	22B	M22B-E000431	M22B-EVID-000057	ligand_receptor_or_direct_molecular	PMID:16718380; PMCID:PMC2441693; DOI:10.1007/s11010-006-9137-3	resolved_primary_fulltext	validated_fulltext	M22B-O-PH2-B090-001	IL-6 plus soluble IL-6 receptor induced STAT3 phosphorylation and endogenous Socs3 expression in Stat3-deficient mouse embryonic fibroblasts reconstituted with wild-type STAT3 or Delta133STAT3, but not in unreconstituted Stat3-deficient cells. Electrophoretic mobility-shift assays showed STAT3 binding predominantly at the proximal STAT consensus element of the Socs3 promoter; the Delta133STAT3 mutant retained this promoter response.	Results: IL-6-dependent induction of SOCS3; STAT3 interaction with a single consensus binding site in the Socs3 proximal promoter	Figs. 1-5	mouse	Stat3+/− and Stat3−/− mouse embryonic fibroblasts; NIH3T3 STAT3 comparator lines	immunoblotting for pSTAT3; nuclear localization; Northern blot/qRT-PCR for Socs3; EMSA with Socs3 promoter oligonucleotides	IL-6 plus soluble IL-6 receptor; Stat3 knockout; wild-type STAT3 reconstitution; Delta133STAT3 reconstitution; promoter-site mutant oligonucleotides	validated_fulltext	M22B-C-PH2-B090-001	The authors conclude that IL-6/STAT3 activates Socs3 and that STAT3 interaction at the proximal Socs3 promoter element is sufficient for the tested response; STAT3 N-domain sequences are dispensable in this context. This is direct STAT3-to-Socs3 target evidence, not proof that every queued ligand-receptor handoff induces Socs3 in SCI astrocytes.	Results, Discussion, and Summary	high for the tested mouse IL-6/STAT3 comparator; bounded for receptor-specific and SCI transfer	Direct promoter binding, STAT3 phosphorylation, and Socs3 expression are retained as related but distinct evidence layers. No new ligand-receptor edge, universal receptor attribution, or SCI-specific terminal-TF assignment is inferred.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2441693/; https://pubmed.ncbi.nlm.nih.gov/16718380/	Official PMC full text and PubMed primary record were reviewed; receptor-specific transfer and SCI receiver-cell generalization were excluded.	Full-text recovery of existing STAT3-Socs3 target-gene edge; no duplicate edge and no Module 20A change.
M22B-P2-R-000077-R091	22B	M22B-E000455	M22B-EVID-000077	ligand_receptor_or_direct_molecular	PMCID:PMC309603; PMID:14645506; DOI:10.1128/MCB.23.24.8934-8945.2003	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000077-R091	TPO stimulation of human UT7-mpl cells increased cyclin D1 expression and promoter activity. A proximal bipartite Oct-GAS2 element recruited STAT5A/STAT5B with Oct-1, and mutations of the combined element reduced TPO-dependent cyclin D1 promoter activation; biochemical pull-down and EMSA supported the Oct-1/STAT5 DNA-bound complex.	Abstract; RESULTS: TPO increases cyclin D1; RESULTS: STAT5 and Oct-1 form a trimeric complex with the proximal cyclin D1 element; RESULTS: Oct-1/STAT5 complex functions as a cytokine-dependent transactivator	Figures 1-7	 human	Human UT7-mpl megakaryocytic cells; 293T receptor/STAT5 comparator	Cyclin D1 promoter reporter; Northern blot; EMSA/supershift; oligonucleotide pull-down; GST pull-down; coimmunoprecipitation; promoter mutagenesis	TPO; TPO mimetic; STAT5A/STAT5B; Oct-1; GAS1/Oct-GAS2 mutations; cytokine comparators	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000077-R091	The primary study directly supports TPO/MPL-associated STAT5A/STAT5B recruitment and Oct-1 cooperation at the cyclin D1 promoter in UT7-mpl cells; it does not establish the edge in SCI or resolve a single STAT5 paralog as uniquely sufficient.	Abstract; RESULTS; DISCUSSION	High for the direct TPO-STAT5-Ccnd1 promoter mechanism; bounded for receptor-complex detail, paralog specificity, and SCI	Direct promoter binding, receptor-proximal cytokine activation, and proliferation/differentiation context are retained as distinct components. The TPO ligand-receptor affinity itself was not remeasured in this paper.	PMCID:PMC309603; PMID:14645506; DOI:10.1128/MCB.23.24.8934-8945.2003; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC309603_TPO_Ccnd1.xml	Official PMC full text retrieved and reviewed; no SCI receiver-cell evidence was inferred.	Direct TF-target promotion with explicit model boundary.
M22B-P2-R-000083-R092	22B	M22B-E000432	M22B-EVID-000083	ligand_receptor_or_direct_molecular	PMCID:PMC3424405; PMID:22865915; DOI:10.4049/jimmunol.1201126	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000083-R092	IL-10 induced STAT3 recruitment to a conserved STAT3 binding site in the Ttp/Zfp36 promoter in LPS-activated mouse bone-marrow-derived macrophages; STAT3 was required for efficient IL-10-induced Ttp expression, forming a feedback loop that limited inflammatory cytokine production.	Abstract; RESULTS: IL-10 induces TTP and STAT3 recruitment; STAT3-dependent Ttp expression	Figures 1-5	mouse	LPS-activated mouse bone-marrow-derived macrophages; Ttp-deficient and STAT3-perturbed comparator cells	Promoter ChIP; qPCR; immunoblot; cytokine assays; knockout and cytokine stimulation	IL-10; LPS; Ttp/Zfp36 deficiency; STAT3 perturbation	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000083-R092	The primary study directly supports IL-10 receptor-pathway-associated STAT3 recruitment and transcriptional activation of the Ttp/Zfp36 promoter in activated macrophages; receptor-complex details, cell-state transfer, and SCI application remain unresolved.	Abstract; RESULTS; DISCUSSION	High for IL-10/STAT3/Zfp36 promoter occupancy and feedback function; bounded for receptor-complex and SCI transfer	The direct TF-target record is macrophage-specific and distinct from IL-10 receptor-proximal activation or downstream inflammatory output.	PMCID:PMC3424405; PMID:22865915; DOI:10.4049/jimmunol.1201126; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3424405_IL10_Zfp36.xml	Official PMC full text retrieved and reviewed; no universal IL-10 receptor or SCI receiver-cell claim was inferred.	Direct TF-target promotion with model boundary.
M22B-P2-R-000105-R093	22B	M22B-E000167	M22B-EVID-000105	ligand_receptor_or_direct_molecular	PMCID:PMC6366152; PMID:19605792; DOI:10.1095/biolreprod.109.077206	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000105-R093	Estradiol induced the mouse hypothalamic neuronal Cyp19a1 aromatase promoter I.f through two AP-1 elements; ESR1 and JUN occupied those elements in intact cells and cell-free assays, ESR1 knockdown abolished the response, and mutation of the elements reduced promoter activation.	Abstract; RESULTS: E2 response of promoter I.f; ESR1/JUN binding and promoter mutagenesis	Figures 1-5	mouse	GT1-7 and N-42 mouse hypothalamic neuronal cell lines	Promoter-reporter assay; site-directed mutagenesis; ChIP; EMSA; cell-free binding; siRNA knockdown	17beta-estradiol; ESR1 knockdown; AP-1-element mutation	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000105-R093	The primary study directly supports an estradiol-ESR1/JUN regulatory edge at the brain-specific Cyp19a1 promoter I.f in mouse hypothalamic neuronal models, with functional promoter dependence and ESR1/JUN occupancy; the ligand source, canonical estrogen-receptor complex details, and SCI transfer remain unresolved.	Abstract; RESULTS; DISCUSSION	High for ESR1/JUN occupancy and promoter regulation in the reported model; bounded for receptor-complex and SCI transfer	This is a direct promoter record and is kept distinct from upstream estradiol receptor activation and downstream aromatase function. The paper reports AP-1-site recruitment rather than a canonical ERE assignment.	PMCID:PMC6366152; PMID:19605792; DOI:10.1095/biolreprod.109.077206; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC6366152_ESR1_CYP19A1.xml; local PubMed=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_MR_ESR1_EGFR_TSHR_pubmed.xml	Official PMC full text and exact PubMed record retrieved; no endogenous SCI receiver-cell experiment or source-cell estrogen synthesis branch was imported.	Direct TF-target promotion with model boundary.
M22B-P2-R-000129-R094	22B	M22B-E000135	M22B-EVID-000129	ligand_receptor_or_direct_molecular	PMCID:PMC3176640; PMID:21862615; DOI:10.1210/en.2011-1229	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000129-R094	Insulin/IGF-I signaling through IRS-1 activated Ras-ERK1/2 and phosphorylated CREB, while PI3K-Akt regulated FoxO1; constitutively active CREB reduced necdin promoter activity and CREB/FoxO1 ChIP plus promoter truncation/reporter assays demonstrated recruitment to the proximal mouse Ndn promoter with opposing effects.	Abstract; RESULTS: signaling to CREB and FoxO1; promoter reporter and ChIP sections	Figures 1-6	mouse	Murine brown preadipocytes, including IRS-1-knockout cells and rescued/perturbed comparator cells	Promoter-luciferase truncation and mutagenesis; ChIP-PCR; immunoblot; dominant-negative and constitutively active constructs; differentiation assays	Insulin; IGF-I; IRS-1 loss/rescue; U0126; LY294002; dominant-negative Ras/Akt; constitutively active or dominant-negative CREB/FoxO1	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000129-R094	The primary full text directly supports CREB and FoxO1 recruitment to and functional regulation of the proximal mouse Ndn/necdin promoter downstream of insulin/IGF-I receptor signaling in brown preadipocytes; the exact ligand-specific receptor branch, source context, and SCI transfer remain unresolved.	Abstract; RESULTS; DISCUSSION	High for CREB/FoxO1 promoter recruitment and regulatory direction; bounded for exact receptor/ligand assignment and SCI transfer	Direct TF-promoter evidence, receptor-proximal IRS-1/Ras-ERK and PI3K-Akt relay, and brown-adipocyte differentiation output are retained as separate components. The study used insulin/IGF-I signaling rather than an Ins1-only preparation.	PMCID:PMC3176640; PMID:21862615; DOI:10.1210/en.2011-1229; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3176640_NDN.html; local PubMed=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch094_pubmed.xml	Official NCBI PMC full text and exact PubMed record retrieved; no SCI receiver-cell experiment or ligand-source assignment was imported.	Direct TF-target promotion with receptor/ligand boundary.
M22B-P2-R-000137-R094	22B	M22B-E000036	M22B-EVID-000137	ligand_receptor_or_direct_molecular	PMCID:PMC7044735; PMID:31915257; DOI:10.1523/JNEUROSCI.0367-19.2019; PMID:9390517; DOI:10.1016/S0896-6273(00)80395-5	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000137-R094	BDNF-TrkB signaling in primary rat cortical neurons phosphorylated CREB and induced BDNF transcripts; CREB-family perturbation reduced early induction, CREB ChIP-qPCR showed increased phosphorylated-CREB binding at rat Bdnf promoter IV after BDNF, and mutation of the promoter-IV CRE element abolished BDNF-TrkB reporter induction. The earlier neuronal study independently supports BDNF-induced CREB activation through CaMKIV- and Ras-dependent pathways.	Abstract; RESULTS: CREB family dependence, promoter-IV reporter/mutation, and CREB/P-CREB ChIP	Figures 1-14	 rat; human comparator	Primary rat cortical neurons; adult rat hippocampal BDNF/LTP comparator; human and rat BDNF promoter reporter constructs	BDNF stimulation; CREB/P-CREB ChIP-qPCR; promoter-reporter assays; CRE-element mutation; dominant-negative CREB; transcript qPCR; kinase-pathway perturbation	BDNF; TrkB; A-CREB; CREB knockdown; promoter-IV CRE mutation; CaMKIV/Ras pathway perturbations	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000137-R094	The primary full text directly supports a BDNF-TrkB-CREB-to-Bdnf promoter IV edge in rat cortical neurons, with promoter occupancy, CRE-element dependence, and early transcript regulation; conservation in human reporter constructs is bounded, and source-cell BDNF, exact receptor-complex stoichiometry, and SCI transfer remain unresolved.	Abstract; RESULTS; DISCUSSION	High for BDNF-TrkB-CREB promoter-IV occupancy and functional dependence; bounded for human conservation, receptor-complex detail, and SCI transfer	Direct CREB-DNA evidence, BDNF-TrkB/CaMKIV-Ras relay, and broader neuronal transcriptional output are retained separately. No claim is made for every Bdnf promoter or for CREM/ATF1 compensation.	PMCID:PMC7044735; PMID:31915257; DOI:10.1523/JNEUROSCI.0367-19.2019; PMID:9390517; DOI:10.1016/S0896-6273(00)80395-5; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC7044735_BDNF_CREB.html; local PubMed=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch094_pubmed.xml	Official NCBI PMC full text and exact PubMed records retrieved; the older PMID:9390517 record was retained as pathway comparator, while the direct promoter occupancy claim is anchored to PMCID:PMC7044735.	Direct TF-target promotion with promoter-specific boundary.
M22B-P2-R-000141-R094	22B	M22B-E000174	M22B-EVID-000141	ligand_receptor_or_direct_molecular	PMCID:PMC4763945; PMID:26555052; DOI:10.1016/j.devcel.2015.10.006	validated_primary_fulltext	validated_primary_observation	M22B-O-PH2-000141-R094	In embryonic mouse lung epithelium, FGF-activated ETV4/ETV5 factors promoted Shh expression through a long-range MACS1 enhancer approximately 800 kb upstream of Shh; mutation of conserved ETV sites reduced enhancer activity, wild-type but not DNA-binding-defective ETV5 activated the reporter, and ETV5-Flag ChIP recovered the enhancer.	Abstract; RESULTS: ETV controls Shh expression through MACS1 enhancer	Figures 1-7; MACS1 enhancer reporter and ChIP panels	mouse	Embryonic mouse lung epithelium; MLE12 lung epithelial cells; Etv4/Etv5 conditional mutant lung models	Enhancer-luciferase; site-directed enhancer mutation; transgenic lacZ reporter; ETV5 ChIP; conditional knockout; qRT-PCR and in situ hybridization	FGF-activated ETV4/ETV5; Etv4/Etv5 loss; ETV5 DNA-binding mutant; MACS1 enhancer mutation; Fgf10 dosage; SHH agonist rescue	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000141-R094	The primary study directly supports ETV5 occupancy and enhancer-dependent activation of Shh in the FGF10-FGFR2-linked lung epithelial program; ETV4 and the exact upstream ligand/receptor isoform are not separately resolved in the ChIP assay, and SCI transfer is unknown.	Abstract; RESULTS; DISCUSSION	High for ETV5-MACS1-Shh enhancer occupancy and causality; bounded for ETV4, exact FGFR2 branch, ligand-specific perturbation, and SCI transfer	The direct ETV5-to-Shh enhancer edge is distinct from FGF receptor signaling, Fgf10 feedback, and lung branching phenotype. No ETV4-specific occupancy or universal FGF10-FGFR2 claim is inferred.	PMCID:PMC4763945; PMID:26555052; DOI:10.1016/j.devcell.2015.10.006; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4763945_ETV.json; local PubMed=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch094_pubmed.xml	Official PMC full text/BioC and exact PubMed record retrieved; the accessible primary study resolves ETV5 enhancer occupancy and function but not a single ligand/receptor isoform or SCI receiver-cell result.	Direct TF-target promotion with upstream receptor boundary.
M22B-P2-R-000179	22B	M22B-E000461	M22B-EVID-000185	downstream_or_functional	PMID:25561492; PMCID:PMC4281560; DOI:10.1101/gad.253682.114	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000185	LM511 engagement of the α6Bβ1 integrin activated nuclear TAZ and TEAD reporter activity in breast-cancer stem-cell models. TAZ knockdown reduced LMα5/LAMA5 RNA and protein; an LMα5 promoter luciferase construct was activated by TAZ; and ChIP detected TAZ at putative TEAD-binding sites in the LMα5 promoter. The source supports a TAZ-associated direct regulatory edge, not a direct LM511-to-promoter interaction.	RESULTS: LM511/α6Bβ1 promote TAZ activation; RESULTS: TAZ regulates LMα5 expression	Figures 3-4	Human; mouse comparator	MCF10A/SUM1315/MDA-MB-231 breast-cancer stem-cell models; HEK293 promoter assay; patient-derived xenograft cells	Integrin splice-variant comparison; TAZ/YAP knockdown; TEAD 8XGTIIC reporter; LMα5 promoter luciferase; ChIP; qPCR and immunoblot	LM511 matrix; α6Bβ1 expression/depletion; TAZ or YAP depletion; exogenous TAZ	validated_direct_tf_target	CLAIM-M22B-PH2-000185	Promote the LM511-α6Bβ1-to-TAZ/TEAD-to-LMα5(LAMA5) positive-feedback record. Retain direct TAZ-associated occupancy of TEAD-motif-containing LMα5 promoter regions and TAZ-dependent promoter activity; do not represent TAZ as a sequence-specific DNA-binding factor or infer direct LM511/CDH11-like promoter binding.	RESULTS; DISCUSSION	High for LM511/α6Bβ1-associated TAZ activation and TAZ-dependent LMα5 promoter regulation; bounded for the exact TEAD cofactor and integrin relay ordering	The paper states that TAZ is a transcriptional co-activator and uses TEAD motifs; ChIP detects TAZ at the promoter. The direct regulatory edge is therefore TAZ-associated promoter occupancy/activation, not an isolated TAZ DNA-binding event. Breast CSC and xenograft contexts do not establish SCI relevance.	PMID:25561492; PMCID:PMC4281560; DOI:10.1101/gad.253682.114; https://pmc.ncbi.nlm.nih.gov/articles/PMC4281560/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch075_PMC4281560_full.xml	Primary PMC/BioC full text retrieved and checked 2026-08-21; promoter luciferase and TAZ ChIP were found in the exact paper.	Direct TF-associated promoter evidence kept distinct from receptor activation and cancer-stem-cell function.
M22B-P2-R-000029B	22B	M22B-E000310	M22B-EVID-000271	ligand_receptor_or_direct_molecular	PMCID:PMC3408167; PMID:22669972; DOI:10.1074/jbc.M112.356279	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000029B	In human SW620 metastatic colon carcinoma cells, TNFα treatment increased cell-surface Fas, and p50 ChIP after 30 minutes showed canonical NF-κB association with multiple regions of the human FAS promoter. EMSA showed canonical NF-κB binding to all five mapped NF-κB consensus sequences in the promoter. Blocking canonical NF-κB with dominant-negative IKKβ reduced Fas protein and mRNA, whereas blocking alternate NF-κB with dominant-negative IKKα increased both.	Results: IFN-γ and TNFα up-regulate Fas expression through pSTAT1 and NF-κB binding to the FAS promoter; Results: NF-κB regulates FAS transcription	Figures 4-5; Supplementary Figure 1	Human	SW620 metastatic human colon carcinoma cells; SW480 comparator cells	ChIP-qPCR; EMSA; flow cytometry; RT-qPCR; dominant-negative IKK perturbation	TNFα; IFN-γ; IKKβ-KA canonical-NF-κB blockade; IKKα-KM alternate-NF-κB blockade	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000029B	The authors conclude that TNFα-activated canonical NF-κB directly binds multiple sites in the human FAS promoter and activates FAS transcription, while alternate NF-κB acts as a repressive branch in the tested carcinoma context.	Results; Discussion	High for TNFα-associated canonical NF-κB/FAS promoter occupancy and perturbation in SW620 cells; bounded for receiver-cell transfer	The direct TF-promoter evidence is measured in human metastatic colon carcinoma cells. The paper does not establish direct TNF-TNFR affinity here, nor does it show that the same FAS promoter occupancy occurs in SCI receiver cells. IFN-γ/pSTAT1 and TNFα/NF-κB contributions were kept distinct.	PMCID:PMC3408167; PMID:22669972; DOI:10.1074/jbc.M112.356279; https://pmc.ncbi.nlm.nih.gov/articles/PMC3408167/; https://pubmed.ncbi.nlm.nih.gov/22669972/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3408167_TNF_NFKB_FAS.html	Official PMC full text retrieved externally on 2026-08-24 and reviewed through Abstract, Results, Figures 4-5 and 7, Methods, and Discussion. The five mapped NF-κB consensus regions were retained as a promoter-region result rather than a single motif claim.	Direct canonical-NF-κB/FAS target evidence is promoted with TNFα context and species/model limits.
M22B-P2-R-000239	22B	M22B-E000310	M22B-EVID-000271	ligand_receptor_or_direct_molecular	PMCID:PMC3408167; PMID:22669972; DOI:10.1074/jbc.M112.356279	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000271	TNF-alpha and IFN-gamma increased FAS expression in tumor-cell and MEF models. ChIP with p50 and phosphorylated STAT1 across the FAS promoter, EMSA with NF-kappaB subunits including p65, and promoter perturbation support direct canonical NF-kappaB/RelA-associated FAS transcription; the paper also distinguishes an alternate NF-kappaB repressive mechanism. This is a TNF-to-NF-kappaB-to-FAS transcription chain, not a direct TNF-FAS molecular interaction.	Abstract; Results: NF-kappaB directly regulates Fas transcription and TNF/IFN-gamma induction	Figures 1-7 and supplementary data	Mouse; human comparator systems	Mouse embryonic fibroblasts and tumor-cell models including human carcinoma comparators	FAS promoter reporter; ChIP; EMSA; expression and apoptosis assays	TNF-alpha; IFN-gamma; NF-kappaB subunit perturbation; promoter constructs; MEF and tumor suppression models	validated_direct_tf_target	CLAIM-M22B-PH2-000271	Promote the direct NF-kappaB/RelA-associated FAS promoter edge in the reported tumor-cell and MEF systems. Link it to TNF only through the measured upstream activation context and preserve the alternate NF-kappaB repressor branch; do not represent TNF as directly binding FAS or assume TNFR subtype specificity.	Results; Discussion	High for direct FAS promoter regulation and TNF/IFN-gamma induction in the tested models; bounded for RELA subunit-specific occupancy, receptor subtype assignment, and SCI transfer	The source directly tests FAS transcription and promoter binding but uses multiple NF-kappaB subunits and also reports a repressive noncanonical branch. It does not establish the magnitude of this chain in an SCI receiver cell.	PMCID:PMC3408167; PMID:22669972; DOI:10.1074/jbc.M112.356279; https://pmc.ncbi.nlm.nih.gov/articles/PMC3408167/	Primary PMC full text retrieved and checked 2026-08-21; no additional TNFR1-versus-TNFR2 terminal-promoter assignment was found in this extraction.	Direct TF-target evidence is kept separate from TNF ligand-receptor and upstream relay evidence.
M22B-P2-R-000244	22B	M22B-E000343	M22B-EVID-000277	downstream_or_functional	PMCID:PMC12247142; PMID:39861997; DOI:10.3724/abbs.2025011	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000277	Melanoma-derived versican activated a TLR2-MyD88-RelB pathway in bone-marrow-derived macrophages and increased PCB expression under normoxia. RelB overexpression increased PCB promoter reporter activity whereas RelA or c-Rel did not; promoter deletion localized activity to RelB site 4 at -199 to -190 bp, ChIP amplified the site-4 region, and site-4 mutation reduced the reporter response. The paper also links this pathway to TAM phagocytosis.	Results: RelB is the transcription factor of PCB; Results: versican-TLR2-MyD88 pathway; Conclusion	Figures 1-2 and model figure	Mouse	Bone-marrow-derived macrophages and melanoma-conditioned-medium-induced tumor-associated macrophages	PCB promoter luciferase; promoter deletion and site-4 mutation; RelB ChIP-qPCR; PCB mRNA/protein; phagocytosis assays	Melanoma-conditioned medium/versican; TLR2 or MyD88 loss/inhibition; NF-kappaB inhibitor; RelB/RelA/c-Rel overexpression; normoxia versus hypoxia	validated_direct_tf_target	CLAIM-M22B-PH2-000277	Promote the direct RelB-to-PCB promoter edge in the melanoma-TAM normoxia model, with TLR2-MyD88 pathway dependence and site-4 reporter/ChIP support. Keep versican-TLR2 binding, RelB transcription, and TAM phagocytosis as distinct molecular, pathway, and functional layers; do not transfer to SCI myeloid cells without additional evidence.	Results; Discussion	High for RelB-dependent PCB promoter regulation in the tested mouse macrophage model; bounded for direct versican-TLR2 biophysics, exact NF-kappaB complex stoichiometry, hypoxic contexts, and SCI transfer	Full text corrects the earlier queue caution: the paper explicitly reports ChIP amplification around RelB site 4 and loss of reporter response after site-4 mutation. The source remains recent and non-SCI.	PMCID:PMC12247142; PMID:39861997; DOI:10.3724/abbs.2025011; https://pmc.ncbi.nlm.nih.gov/articles/PMC12247142/	Primary PMC full text retrieved and checked 2026-08-21; no direct purified versican-TLR2 binding assay was found, and no SCI receiver-cell model was tested.	Direct RelB-target evidence is promoted only after full-text ChIP and site-mutation validation.
M22B-P2-R-000030B	22B	M22B-E000035	M22B-EVID-000329	ligand_receptor_or_direct_molecular	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000030B	In adult rat neocortex 2 hours after DOI administration, pCREB ChIP-qPCR showed significant enrichment at a putative CRE-containing upstream Arc regulatory region. DOI-induced Arc mRNA was attenuated in 5-HT2A-deficient mice and was completely lost or significantly reduced in CREBαδ knockout mice depending on cortical region, while baseline 5-HT2A receptor expression and DOI-evoked head-twitch behavior were preserved in the CREBαδ model.	Results: DOI enhances pCREB enrichment at plasticity-gene promoters; Results: CREBαδ knockout mice	Figures 3-4	Rat; mouse	Adult Sprague-Dawley rat frontal neocortex; mouse somatosensory and prefrontal neocortex; 5-HT2A−/− and CREBαδ KO comparisons	pCREB ChIP-qPCR; Arc qPCR and in situ hybridization; receptor-genotype and CREB-loss comparisons	DOI 8 mg/kg in rats or mice; 5-HT2A receptor deletion; CREBαδ deletion	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000030B	The authors conclude that DOI-activated 5-HT2A signaling recruits pCREB to the Arc regulatory region and that CREB contributes causally to DOI-induced Arc transcription in rodent neocortex.	Figure 3 legend; Results; Discussion	High for pCREB occupancy and CREB-loss-associated Arc output in the tested models; bounded for exact single CRE motif causality	ChIP measured pCREB enrichment at an upstream region containing a putative CRE, not purified CREB-DNA affinity or a single-base-resolved causal motif. DOI is not endogenous serotonin, and cortical models are not SCI receiver cells.	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213; https://pmc.ncbi.nlm.nih.gov/articles/PMC8739224/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC8739224_5HT2A_CREB_targets.html	Full-text review covered Figure 3 ChIP results and Figure 4 CREBαδ knockout expression results; directness is limited to the named regulatory amplicon.	Direct Arc target evidence is kept separate from the receptor-linked program row.
