extraction_id	module	b_edge_id	b_evidence_id	evidence_layer	canonical_paper_key	paper_status	observation_status	observation_id_or_action	observation_value_or_blocker	observation_source_section	observation_figure_or_table	observation_species	observation_cell_or_model	observation_assay	observation_perturbation	claim_status	claim_id_or_action	claim_text_or_blocker	claim_source_section	confidence	context_and_limitations	source_locator	search_boundary	reviewer_notes
P2MAN-M21B-M21B-EVID-000015-PMID_38569939	21B	M21B-E000058;M21B-E000059	M21B-EVID-000015	receptor_proximal_or_pathway	PMID:38569939	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	CNTF induced proliferation and STAT3 phosphorylation in Ba/F3 cells expressing CNTFR:gp130:LIFR or CNTFR:gp130:OSMR; the OSMR-containing complex showed high sensitivity (Fig. 6).	Results, “CNTF signals via the CNTFR:gp130:OSMR complex”; Figs. 6–7 and related receptor-complex results; Discussion; Experimental procedures.	Fig. 6	mouse; human	Murine Ba/F3 pre-B cells reconstituted with human CNTFR, gp130, LIFR, or OSMR; mouse tissue signaling after designer-cytokine injection.	proliferation assays, phospho-STAT3/ERK immunoblotting, transcriptomics, and receptor-complex comparisons	CNTF and engineered cytokimeras; receptor-complex reconstitution	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that CNTF can use CNTFR:gp130:OSMR as an alternative high-affinity receptor complex in addition to CNTFR:gp130:LIFR.	Results, “CNTF signals via the CNTFR:gp130:OSMR complex”; Figs. 6–7 and related receptor-complex results; Discussion; Experimental procedures.	not separately scored; source-review PASS	Artificial receptor-complex/overexpression system; branch weights and relevance to injured SCI astrocytes are not established.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC11039321_article.html; M21B-EVID-000015; identifier: PMID:38569939; PMCID:PMC11039321	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
P2MAN-M21B-M21B-EVID-000016-PMID_15342787	21B	M21B-E000060	M21B-EVID-000016	downstream_or_functional	PMID:15342787	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	CNTF plus soluble CNTFRα, but neither alone, increased Cx43 mRNA/protein and dye-transfer coupling in mature mouse cortical astrocytes; AG490 blocked the Cx43 response and nuclear phospho-STAT3 was observed (Figs. 2–9).	Materials and Methods, “Exposure to CNTF and CNTFRα”; Results, “CNTF Complex Increases Cx43 Protein Expression and Intercellular Coupling,” “Complex-Induced Increase in Cx43 Expression Is Mediated by the JAK/STAT Pathway,” and promoter/coupling results; Figs. 1–10; Discussion.	Figs. 2–9	mouse	Mature mouse cortical astrocytes and ROS17/2.8 astrocyte-like cells.	immunoblot, RT-PCR, immunocytochemistry, dye transfer, and Cx43-promoter reporter assays	CNTF, soluble CNTFRα, CNTF–CNTFRα complex; JAK/STAT inhibitor AG490 and MEK inhibitor U0126	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that the CNTF–CNTFRα complex increases astrocyte Cx43 and intercellular coupling through JAK/STAT signaling.	Materials and Methods, “Exposure to CNTF and CNTFRα”; Results, “CNTF Complex Increases Cx43 Protein Expression and Intercellular Coupling,” “Complex-Induced Increase in Cx43 Expression Is Mediated by the JAK/STAT Pathway,” and promoter/coupling results; Figs. 1–10; Discussion.	not separately scored; source-review PASS	In-vitro astrocytes; receptor subunit stoichiometry in injured spinal cord is not resolved; soluble receptor complex is not the same as endogenous SCI signaling.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC524725_article.html; M21B-EVID-000016; identifier: PMID:15342787; PMCID:PMC524725	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
P2MAN-M21B-M21B-EVID-000018-PMID_37725008	21B	M21B-E000062	M21B-EVID-000018	receptor_proximal_or_pathway	PMID:37725008	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	In synthetic type-III receptor heterodimers, TYK2 CRISPR loss or receptor-pair changes altered IFN-λ-induced STAT1 activation, while some noncanonical receptor pairs retained TYK2-independent signaling (Figs. 1–5).	Introduction; Materials and Methods; Results, “Signaling by IFN-λ subtypes is unaffected in Tyk2−/− U2OS epithelial cells,” “Heterodimeric type III IFN receptor chimeras require TYK2 for STAT1 activation,” and “Noncanonical IFN receptor pairs reveal TYK2-independent signaling complexes”; Figs. 1–5; Discussion and Fig. 6.	Figs. 1–5	human	Human U2OS epithelial cells engineered with synthetic IFN receptor pairs.	phospho-STAT immunoblotting, confocal microscopy, and RT-qPCR	IFN-λ subtypes; TYK2 CRISPR knockout; synthetic receptor chimeras	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that receptor-chain composition determines whether type-III IFN signaling requires TYK2 for STAT activation.	Introduction; Materials and Methods; Results, “Signaling by IFN-λ subtypes is unaffected in Tyk2−/− U2OS epithelial cells,” “Heterodimeric type III IFN receptor chimeras require TYK2 for STAT1 activation,” and “Noncanonical IFN receptor pairs reveal TYK2-independent signaling complexes”; Figs. 1–5; Discussion and Fig. 6.	not separately scored; source-review PASS	Synthetic receptor context; does not transfer directly to IFNAR/IFNGR or establish the same branch in astrocytes/SCI.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC10517332_article.html; M21B-EVID-000018; identifier: PMID:37725008; PMCID:PMC10517332	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
P2MAN-M21B-M21B-EVID-000019-PMID_22057682	21B	M21B-E000063;M21B-E000064	M21B-EVID-000019	downstream_or_functional	PMID:22057682	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	PolyI:C/TLR3 stimulation induced IFN-λ1 and IFN-λ2/3 in human astrocytes; anti-IL-10Rβ attenuated PolyI:C-mediated HSV-1 inhibition; recombinant IFN-λ also inhibited HSV-1; IRF3/IRF7 knockdown reduced pathway induction (Figs. 2–7).	Materials and Methods; Results, “IFN-λ and IFN-λ Receptor Expression…,” “TLR3 Activation Induced IFN-λ Expression…,” “Induction of Endogenous IFN-λ Contributes to HSV-1 Inhibition,” and “TLR3-mediated IFN-λ Induction is Regulated by IRF3 and IRF7”; Figs. 1–7; Discussion.	Figs. 2–7	human	Primary human astrocytes, U373 astrocytoma cells, and NT2-N controls.	RT-qPCR, receptor-expression assays, immunofluorescence, and viral DNA/protein assays	PolyI:C, recombinant IFN-λ, anti-IL-10Rβ, IRF3/IRF7 shRNA, and HSV-1	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that endogenous IFN-λ is a contributor to TLR3-mediated antiviral activity in human astrocytes.	Materials and Methods; Results, “IFN-λ and IFN-λ Receptor Expression…,” “TLR3 Activation Induced IFN-λ Expression…,” “Induction of Endogenous IFN-λ Contributes to HSV-1 Inhibition,” and “TLR3-mediated IFN-λ Induction is Regulated by IRF3 and IRF7”; Figs. 1–7; Discussion.	not separately scored; source-review PASS	Strong TLR3→IFN-λ→antiviral evidence, but no direct JAK/STAT kinase perturbation or traumatic-SCI model; do not infer a terminal IRF mechanism beyond the tested IRF3/IRF7 induction results.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC3411314_article.html; M21B-EVID-000019; identifier: PMID:22057682; PMCID:PMC3411314	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
P2MAN-M21B-M21B-EVID-000021-PMID_20038584	21B	M21B-E000066;M21B-E000067	M21B-EVID-000021	mixed_receptor_proximal_and_downstream	PMID:20038584	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	Oligomerized/membrane TNF activated TNFR2-associated p100 processing and nuclear translocation of p52/RelB in multiple cell lines, whereas non-oligomerized soluble TNF was weak or inactive for this alternative NF-κB output.	Introduction; Experimental Procedures; Results; Discussion.	not separately identified in reviewed source report; source locus includes Results	mammalian	Mammalian transfected/reconstituted cell lines, including receptor-mutant systems.	immunoblotting for p100/p52, nuclear translocation, and receptor-signaling assays	Membrane versus soluble/oligomerized TNF; TNFR2/TNFR1 receptor-selective mutants	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that TNFR2, unlike TNFR1 in the tested setting, can trigger p100 processing and that ligand form controls this branch.	Introduction; Experimental Procedures; Results; Discussion.	not separately scored; source-review PASS	Cell-line/receptor-expression system; ligand multimerization is decisive; no SCI receiver-cell or terminal-transcription-factor occupancy evidence.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMC2844188_TNFR2_p100_full.html; M21B-EVID-000021; identifier: PMID:20038584; PMCID:PMC2844188	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
P2MAN-M21B-M21B-EVID-000022-PMID_22933014	21B	M21B-E000069	M21B-EVID-000022	downstream_or_functional	PMID:22933014	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	Cuprizone exposure increased TNFR2 in activated corpus-callosum astrocytes; TNFR2-null mice had lower astrocyte CXCL12, fewer CXCR4+ OPCs, and impaired remyelination-related OPC responses; CXCL12 lentiviral delivery rescued OPC proliferation/myelin measures (Figs. 1–6).	Introduction; Materials and Methods; Results, “TNFR2 mediates expression of CXCL12 within activated astrocytes during CPZ-induced demyelination,” “TNFR2-deficient mice exhibit reduced numbers of CXCR4+ OPCs,” and CXCL12-rescue results; Figs. 1–6; Discussion and Fig. 7 model.	Figs. 1–6	mouse	C57BL/6 and TNFR2-null mice; activated corpus-callosum astrocytes and OPCs in cuprizone demyelination.	qPCR, confocal IHC, BrdU, myelin analysis, and OPC assays	Cuprizone; TNFR2 deficiency; CXCR4 antagonist AMD3100; CXCL12 lentiviral rescue	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that astrocyte TNFR2 promotes OPC proliferation/differentiation through induction of CXCL12 and downstream CXCR4 signaling.	Introduction; Materials and Methods; Results, “TNFR2 mediates expression of CXCL12 within activated astrocytes during CPZ-induced demyelination,” “TNFR2-deficient mice exhibit reduced numbers of CXCR4+ OPCs,” and CXCL12-rescue results; Figs. 1–6; Discussion and Fig. 7 model.	not separately scored; source-review PASS	Adult CNS demyelination rather than traumatic SCI; supports a functional relay, not direct TNFR2–CXCL12 binding or a fully resolved TRAF2/NF-κB biochemical sequence.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_PMC3508279_TNFR2_CXCL12_full.html; M21B-EVID-000022; identifier: PMID:22933014; PMCID:PMC3508279	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
P2MAN-M21B-M21B-EVID-000023-PMID_30941924	21B	M21B-E000068	M21B-EVID-000023	downstream_or_functional	PMID:30941924	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	TNFR2-specific agonist EHD2-sc-mTNFR2 protected rat cortical neurons from glutamate toxicity, and PI3Kγ inhibition reduced that protection (Fig. 1); continuous intraspinal delivery after mouse T9 contusion improved BMS locomotion and cortical sensory-evoked responses and altered neural/tissue measures (Figs. 2–5).	Introduction; Materials and Methods, “Cell death assay,” “Mice and spinal cord injury,” and “Drug administration”; Results and figure captions for Figs. 1–5; Discussion.	Figs. 2–5	rat; mouse	E18 rat cortical neurons; adult female C57BL/6 mouse T9 contusion model.	LIVE/DEAD assay, BMS, qPCR, Western blot, histology, and sensory-evoked potentials	EHD2-sc-mTNFR2; glutamate; PI3Kα inhibitor A66, PI3Kγ inhibitor AS605240, p38 inhibitor SB203580; osmotic-pump delivery	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that TNFR2 activation improves locomotor and cortical responses after contusive SCI and protects neurons through PI3Kγ in vitro.	Introduction; Materials and Methods, “Cell death assay,” “Mice and spinal cord injury,” and “Drug administration”; Results and figure captions for Figs. 1–5; Discussion.	not separately scored; source-review PASS	The PI3Kγ mechanism is shown in cultured neurons, not an astrocyte-specific SCI perturbation; in-vivo agonist effects are whole-cord and do not establish a single receiver cell or terminal TF.; evidence grade B; context L2.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch055_PMC6630008_TNFR2_PI3Kgamma_SCI_bioc.json; M21B-EVID-000023; identifier: PMID:30941924; PMCID:PMC6630008; DOI:10.1111/cns.13125	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L2; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
M21B-P2-000026	21B	M21B-E000072	M21B-EVID-000026	downstream_or_functional	PMCID:PMC9527244	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	After SCI or central rmIL-1α administration, astrocyte- and endothelial-IL-1R1 conditional restoration produced IL-1α-associated neutrophil infiltration and mature-oligodendrocyte loss; astrocyte-specific Il1r1 deletion reduced these effects; IL-1α-stimulated astrocytes produced ROS and conditioned medium toxic to oligodendrocytes (Figs. 4–10).	Introduction; Results and figure passages for Figs. 1–10; Discussion; Methods.	Figs. 4–10	mouse	Mouse SCI and intra-cisterna-magna rmIL-1α model; primary astrocytes, endothelial cells, microglia, oligodendrocytes, and conditional Il1r1 mouse lines.	confocal/IHC, LDH, ROS, qPCR, Western blot, and BMS scoring	rmIL-1α, anakinra, global Il1r1/Il1a deletion, astrocyte/endothelial conditional restoration or deletion, microglia depletion, NAC	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that damaged microglia release IL-1α, which acts through astrocytic and endothelial IL-1R1 to drive secondary degeneration, with astrocyte-derived ROS contributing to oligodendrocyte loss.	Introduction; Results and figure passages for Figs. 1–10; Discussion; Methods.	not separately scored; source-review PASS	Establishes downstream IL-1α/IL-1R1 astrocyte function, not an IL-1R1–IL-1RAP binding edge, IL-1R2 decoy mechanism, or all intracellular receptor-proximal steps.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch050_PMC9527244_IL1R1_astrocyte_bioc.json; M21B-EVID-000026; identifier: PMCID:PMC9527244; DOI:10.1038/s41467-022-33463-x (no PMID was present in the retained artifact)	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
M21B-P2-000027	21B	M21B-E000073;M21B-E000074	M21B-EVID-000027	receptor_proximal_or_pathway	PMID:33921794	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	In matched engineered receptor assays, CCL17/CCL22 recruited β-arrestin to CCR4 without robust G-protein signaling, while CCL19/CCL21 activated both G-protein and β-arrestin responses at CCR7, with CCL19 generally more potent (Figs. 1–3; Tables 1–2).	Sections 1–4; Results 2.1–2.2; Figs. 1–4; Tables 1–2; Materials and Methods.	Figs. 1–3; Tables 1–2	human	Human CCR4-, CCR7-, and CCR10-expressing CHO cell systems.	BRET β-arrestin recruitment, G-protein activation, cAMP inhibition, and NFAT assays	Cognate chemokines CCL17, CCL22, CCL19, CCL21, CCL27, and CCL28 forms	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that CCR4 and CCR7 have distinct signaling arrays and that the tested ligands did not show the proposed ligand-biased agonism under the matched assay conditions.	Sections 1–4; Results 2.1–2.2; Figs. 1–4; Tables 1–2; Materials and Methods.	not separately scored; source-review PASS	Engineered receptor-expression systems; no SCI receiver-cell branch weights, endogenous receptor abundance, or injury-state ligand context.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_external_PMC8073111.html; M21B-EVID-000027; identifier: PMID:33921794; PMCID:PMC8073111; DOI:10.3390/ijms22084232	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
M21B-P2-000029	21B	M21B-E000077;M21B-E000078	M21B-EVID-000029	receptor_proximal_or_pathway	PMCID:PMC2621323	validated_primary_paper	validated_full_text	VALIDATE_EXISTING_SOURCE_UNIT	TGF-β receptor activation required TRAF6 for JNK/p38 activation; TRAF6 associated with activated TβRI/TβRII complexes, underwent transient K63-linked ubiquitination, and interacted with TAK1; TRAF6 loss reduced JNK/p38 and apoptosis/EMT outputs while leaving Smad activation intact (Figs. 1–4).	Introduction; Results and Discussion, “TRAF6 is essential to the TGF-β-induced activation of JNK and p38,” “TRAF6 is physically associated with activated TGF-β receptors,” “TGF-β promotes K63 ubiquitination of TRAF6 and interaction with TAK1,” and “TRAF6 functions specifically in the Smad-independent branch”; Experimental Procedures; Figs. 1–4.	Figs. 1–4	mink; mouse; human	RIBL17 mink lung epithelial cells, AML12 mouse hepatocytes, TRAF6-deficient mouse MEFs, HEK293/HEK293T, Hep3B, and NMuMG cells.	immunoblot, co-immunoprecipitation, crosslinking, in-vitro JNK kinase, ubiquitination, reporter, apoptosis, and EMT assays	TGF-β; TRAF6 dominant-negative/RING mutants, siRNA, knockout/rescue, receptor kinase mutants	validated_author_claim	VALIDATE_EXISTING_SOURCE_UNIT	The authors conclude that receptor-associated TRAF6 connects activated TGF-β receptors to a Smad-independent TAK1/JNK/p38 branch.	Introduction; Results and Discussion, “TRAF6 is essential to the TGF-β-induced activation of JNK and p38,” “TRAF6 is physically associated with activated TGF-β receptors,” “TGF-β promotes K63 ubiquitination of TRAF6 and interaction with TAK1,” and “TRAF6 functions specifically in the Smad-independent branch”; Experimental Procedures; Figs. 1–4.	not separately scored; source-review PASS	Reconstituted and cell-line systems; association/crosslinking does not establish every direct physical step or receptor compartment; no adult SCI context.; evidence grade B; context L1.	/Users/derea/Documents/SCI/mSCIdblit/data/raw/evidence/module20_24_supervised_cli_phase2/retry_B21B_batch050_PMC2621323_TGFBR1_TAK1_bioc.json; M21B-EVID-000029; identifier: PMCID:PMC2621323; PMID:18922473; DOI:10.1016/j.molcel.2008.09.002	Review bounded to the exact retained source artifact and listed source sections/figures; no unsupported inference beyond the source-supported atomic unit; not a canonical import.	source_supported_atomic_candidate; exact artifact reviewed; evidence grade B; context L1; preserve input evidence_layer and canonical_paper_key; observation/claim identifier fields use an action because no source experiment or claim identifier was provided.
