evidence_item_id	review_id	pair_key	pair_label	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations
M20A-MEDHIGH003-EVID-0011	M20A-EXT-2451	mdk ptprz1	Mdk Ptprz1	primary_literature_recovery	PMID:12573468; PMID:22140262; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_PTPRZ1_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_selected_primary_records.xml	direct_receptor_complex_association	mouse; human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:12573468; PMID:22140262	MDK-RPTP-zeta/PTPRZ1 receptor-complex dependence is supported by antibody/glycosaminoglycan perturbation, binding, and receptor-loss studies.	Receptor-complex components and stoichiometry remain unresolved. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0012	M20A-EXT-2452	mdk sdc1	Mdk Sdc1	primary_literature_recovery	PMID:15226297; PMID:9089390; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_SDC1_focused_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_ALK_SDC1_focused_primary_records.xml	direct_glycosaminoglycan_proteoglycan_binding	rat; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:15226297; PMID:9089390	Midkine binds syndecan-1-associated heparan/chondroitin-sulfate chains in purified and isolated-tissue assays.	Syndecan-4/3 family differences and glycosaminoglycan-chain attribution remain explicit. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0013	M20A-EXT-2455	mdk sdc4	Mdk Sdc4	primary_literature_recovery	PMID:8621465; PMID:10805285; PMID:15226297; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_SDC4_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_NCL_SDC4_primary_records.xml	direct_glycosaminoglycan_proteoglycan_binding	rat; mouse; human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:8621465; PMID:10805285; PMID:15226297	Purified syndecan-4/ryudocan binds midkine through heparan/chondroitin sulfate chains in solid-phase and BIAcore assays.	Binding is strongest to glycosaminoglycan chains with some core-protein contribution; no unique cytosolic mechanism. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0014	M20A-EXT-2463	mfge8 itgb3	Mfge8 Itgb3	primary_literature_recovery	PMID:25936372; PMID:31793433; PMID:22037761; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_ITGAV_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_integrin_primary_records.xml	direct_alpha_v_integrin_complex_binding	mouse; human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:25936372; PMID:31793433; PMID:22037761	MFG-E8 binds/bridges alpha-v integrin-containing receptor complexes in phagocytic and particle-transfer systems.	Precise beta subtype is context-dependent; isolated alpha-v binding not claimed. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0015	M20A-EXT-2464	mfge8 itgb5	Mfge8 Itgb5	primary_literature_recovery	PMID:22037761; PMID:23454767; PMID:35905868; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_ITGB3_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_integrin_primary_records.xml	direct_alpha_v_beta3_bridging_binding	mouse; human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:22037761; PMID:23454767; PMID:35905868	MFG-E8 bridges phosphatidylserine targets to alpha-vbeta3 and requires beta3 for engulfment or anti-inflammatory effects.	Bridging context; isolated beta3 binding not claimed. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0016	M20A-EXT-2465	mfge8 pdgfrb	Mfge8 Pdgfrb	primary_literature_recovery	PMID:40130745; PMID:33903257; PMID:38199575; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_ITGB5_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MFGE8_integrin_primary_records.xml	direct_alpha_v_beta5_integrin_binding	mouse; human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:40130745; PMID:33903257; PMID:38199575	MFG-E8 binds/ligates alpha-vbeta5 and recruits beta5 to insulin-receptor-associated complexes.	Receptor-complex evidence; isolated beta5 binding not separated. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0017	M20A-EXT-2493	mmrn2 cd248	Mmrn2 Cd248	primary_literature_recovery	PMID:25745997; DOI:10.1038/ncomms7469; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMRN2_receptors_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_MMRN2_selected_primary_records.xml	direct_MMRN2_CLEC14A_binding	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:25745997	MMRN2 binds the extracellular region of CLEC14A by pull-down and co-immunoprecipitation.	Endothelial receptor-complex context; exact stoichiometry unresolved. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0018	M20A-EXT-2494	mmrn2 cd93	Mmrn2 Cd93	primary_literature_recovery	PMID:28912033; PMID:25745997; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMRN2_receptors_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MMP9_MMRN2_selected_primary_records.xml	direct_MMRN2_CD93_binding	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:28912033; PMID:25745997	MMRN2 binds CD93 through defined extracellular interaction surfaces.	Complex-level interaction; receptor dimerization/trafficking remain contextual. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0019	M20A-EXT-2498	mst1 mst1r	Mst1 Mst1r	primary_literature_recovery	PMID:9045873; PMID:9764835; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MST1_MST1R_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MST1_MPZ_MRC1_selected_primary_records.xml	direct_MST1_MST1R_binding_and_activation	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	MSP bound RON with Kd 0.5 nM and induced RON autophosphorylation in primary human bronchial epithelial cells	Primary evidence supports direct MSP/MST1 engagement of RON/MST1R and ligand-dependent receptor autophosphorylation; human RON nomenclature is mapped to the mouse Mst1r edge.	Human RON nomenclature is mapped to the mouse Mst1r edge; this is not a purified mouse pair assay. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0020	M20A-EXT-2515	ncam1 gfra1	Ncam1 Gfra1	primary_literature_recovery	PMID:28076782; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NCAM1_selected_primary_records.xml	direct_NCAM1_GFRA1_interaction	mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NCAM was co-expressed with GFRalpha1 and directly interacted with GFRalpha1 in embryonic Purkinje cells; GFRalpha1 acted in cis and trans to counteract NCAM	The interaction is a context-specific adhesion/co-receptor relationship and not evidence that NCAM1 is a conventional soluble agonist of GFRalpha1.	Association is qualified to the reported developmental complex context; purified interface not established. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0021	M20A-EXT-2521	ncan sdc3	Ncan Sdc3	primary_literature_recovery	PMID:15198637; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NCAN_receptors_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NCAN_NDP_NELL2_selected_primary_records.xml	direct_NCAN_SDC3_heparan_sulfate_binding	rat; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Neurocan directly interacted with syndecan-3-associated heparan sulfate; heparitinase treatment blocked binding and Scatchard analysis identified two binding sites	The interaction is glycosaminoglycan-dependent and does not establish a complete cytosolic receptor complex.	Directness attribution and complete receptor-complex stoichiometry remain subject to the cited assay limitations. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0022	M20A-EXT-2522	ndp lgr4	Ndp Lgr4	primary_literature_recovery	PMID:23444378; PMID:40624078; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NDP_LGR4_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NCAN_NDP_NELL2_selected_primary_records.xml	direct_NDP_Norrin_LGR4_binding	human; mouse; structural comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Norrin bound LGR4 in mammalian cells and cryo-EM resolved a 2:2 Norrin-LGR4 complex with a defined bridging mechanism	The structural study uses Norrin nomenclature for NDP and resolves the receptor complex; FZD4 competition is a separate receptor-context branch.	Directness attribution and complete receptor-complex stoichiometry remain subject to the cited assay limitations. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0023	M20A-EXT-2523	nell2 robo3	Nell2 Robo3	primary_literature_recovery	PMID:32198364; PMID:39531524; PMID:26586761; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NELL2_ROBO3_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NCAN_NDP_NELL2_selected_primary_records.xml	direct_NELL2_ROBO3_binding_and_structure	mouse; human; structural comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NELL2 bound ROBO3 with defined structural interfaces, pH-dependent affinity, and ligand-specific axon-guidance receptor engagement	The pH-dependent interface and oligomeric activation mechanism are context-specific; Slit binding is a separate ROBO branch.	Directness attribution and complete receptor-complex stoichiometry remain subject to the cited assay limitations. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0024	M20A-EXT-2529	ngf sorcs3	Ngf Sorcs3	primary_literature_recovery	PMID:24715575; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NGF_SORT1_SORCS3_TRPV1_selected_records.xml	NGF_direct_SORCS3_binding	mouse; rat comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	SorCS3 was reported to bind NGF and PDGF-BB in the primary receptor characterization study.	The study states functional implications of NGF-SorCS3 were poorly understood.	Layer-specific primary evidence; see evidence summary and batch record for limitations. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0025	M20A-EXT-2537	nlgn1 nrxn1	Nlgn1 Nrxn1	primary_literature_recovery	PMID:9927700; PMID:8576240; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NLGN_NRXN_selected_primary_records.xml	NLGN1_NRXN1_transsynaptic_binding	mouse; rat; human comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Neuroligin-1 binds beta-neurexins and forms asymmetric neuronal cell-adhesion junctions.	Alternative splicing and alpha/beta neurexin isoforms affect affinity and attribution.	Layer-specific synaptic adhesion evidence; no intracellular pathway is inferred from binding alone. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0026	M20A-EXT-2538	nlgn1 nrxn2	Nlgn1 Nrxn2	primary_literature_recovery	PMID:8576240; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NLGN_NRXN_selected_primary_records.xml	NLGN1_NRXN2_beta_neurexin_binding	mouse; rat	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Multiple neuroligins including NLGN1 bind beta-neurexins, with splice-site-dependent affinity; this supports qualified NLGN1-NRXN2 molecular binding.	The cited binding study is family/isoform broad and does not isolate all NRXN2 splice variants.	Direct family binding is retained without importing NLGN1-NRXN1-specific functional branches. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0027	M20A-EXT-2539	nlgn2 nrxn1	Nlgn2 Nrxn1	primary_literature_recovery	PMID:8576240; PMID:28641112; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NLGN_NRXN_selected_primary_records.xml	NLGN2_NRXN1_transsynaptic_binding	mouse; rat; structural comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NLGN2 binds beta-neurexins and forms a transsynaptic bridge that can be regulated by MDGA1.	Splice isoforms and MDGA competition affect binding availability.	Direct NLGN2-NRXN1 support is kept separate from inhibitory synapse outputs. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0028	M20A-EXT-2541	nlgn3 nrxn1	Nlgn3 Nrxn1	primary_literature_recovery	PMID:8576240; PMID:17897391; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NLGN_NRXN_selected_primary_records.xml	NLGN3_NRXN1_transsynaptic_binding	mouse; rat	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NLGN3 binds beta-neurexins and is clustered by neurexin-expressing cells at neuronal synapses.	NLGN3 splice and synapse-type context affect receptor pairing.	Direct adhesion is distinct from downstream synapse outputs. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0029	M20A-EXT-2587	nptx1 nptxr	Nptx1 Nptxr	primary_literature_recovery	PMID:9261167; DOI:10.1074/jbc.272.34.21488; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NPTX_NPVF_selected_primary_records.xml	direct_NPTX1_NPTXR_interaction	mammalian neuronal tissue; species not fully specified in abstract	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NP1/NPTX1 was enriched on NPTXR/NPR affinity columns, supporting direct interaction.	Neuronal pentraxin receptor/NPTXR was enriched on affinity columns containing neuronal pentraxin 1/NP1.	Affinity-column enrichment and nomenclature/species limitations; no SCI-specific functional claim is made. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0030	M20A-EXT-2588	nptx2 nptxr	Nptx2 Nptxr	primary_literature_recovery	PMID:9261167; DOI:10.1074/jbc.272.34.21488; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NPTX_NPVF_selected_primary_records.xml	direct_NPTX2_NPTXR_interaction	mammalian neuronal tissue; species not fully specified in abstract	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NP2/NPTX2/NARP was enriched on NPTXR/NPR affinity columns, supporting direct interaction.	Neuronal pentraxin receptor/NPTXR was enriched on affinity columns containing neuronal pentraxin 2/NP2/NARP.	Affinity-column enrichment and nomenclature/species limitations; native physiological specificity was not fully established. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0031	M20A-EXT-2634	ntn1 mcam	Ntn1 Mcam	primary_literature_recovery	PMID:25656845; PMCID:PMC4349246; DOI:10.1038/cr.2015.15; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTN1_NTN4_selected_primary_records.xml	direct_NTN1_MCAM_binding_and_activation	mouse; human; zebrafish	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Netrin-1 bound CD146/MCAM directly by co-immunoprecipitation, purified-protein binding, and SPR.	Direct Ntn1-MCAM/CD146 binding.	Vascular and endothelial context; no SCI receiver-cell binding assay. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0032	M20A-EXT-2635	ntn1 neo1	Ntn1 Neo1	primary_literature_recovery	PMID:33724150; PMCID:PMC7971226; DOI:10.1080/19336918.2021.1892397; PMID:33740419; PMCID:PMC8063088; DOI:10.1016/j.cell.2021.02.045; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTN1_NTN4_selected_primary_records.xml	direct_NTN1_NEO1_binding_and_complex	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Netrin-1 bound Neogenin/NEO1 in receptor-complex and cell-based studies; structural work resolved a NEO1-NET1 interaction within a ternary complex.	Direct Ntn1-NEO1 binding and receptor-complex formation.	NEO1 signaling is ligand- and context-dependent; RGM co-ligand can silence or alter Netrin-1 outputs. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
