evidence_item_id	review_id	pair_key	pair_label	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations
M20A-MEDHIGH002-EVID-0011	M20A-EXT-2160	il18 il18_il18r1_il18rap	Il18 Il18_Il18r1_Il18rap	primary_literature_recovery	PMID:12759435; DOI:10.4049/jimmunol.170.11.5571	direct_receptor_complex_assembly	human and mouse IL-18/receptor systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary binding study reports weak IL-18Ralpha-alone binding and high-affinity IL-18Ralpha/IL-18Rbeta complex binding with receptor-beta-dependent conformational signaling relevance.	Direct IL-18 engagement of the Il18_Il18r1_Il18rap receptor complex.	Heteromeric receptor-complex binding and epitope assays; no terminal TF or SCI function. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0012	M20A-EXT-2162	il18 il18r1_il18rap	Il18 IL18R1_IL18RAP	primary_literature_recovery	PMID:12759435; DOI:10.4049/jimmunol.170.11.5571	direct_receptor_complex_assembly	human and mouse IL-18/receptor systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary study supports high-affinity IL-18 binding by the IL18R1/IL18RAP heterodimer and receptor-beta-dependent signaling-site rearrangement.	Direct IL-18 engagement of the IL18R1_IL18RAP receptor complex.	Heterodimeric binding and signaling-relevance assays; no terminal TF or SCI function. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0013	M20A-EXT-2185	il2 il2ra_il2rb_il2rg	Il2 Il2ra_Il2rb_Il2rg	primary_literature_recovery	PMID:16477002; DOI:10.1038/nature04402; PMID:16293754	direct_receptor_complex_assembly	human recombinant IL-2 receptor ectodomains	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary structures resolve stepwise and final quaternary IL-2/IL2RA/IL2RB/IL2RG assembly.	Direct IL-2 engagement of the Il2ra_Il2rb_Il2rg high-affinity receptor complex.	Purified ectodomain structural systems; no terminal TF or SCI function. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0014	M20A-EXT-2186	il2 il2rb_il2rg	Il2 IL2RB_IL2RG	primary_literature_recovery	PMID:16477002; DOI:10.1038/nature04402; PMID:16293754	direct_receptor_complex_assembly	human recombinant IL-2 receptor ectodomains	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary structures resolve IL2RB/IL2RG within the quaternary IL-2 receptor assembly and show IL2RG recruitment to the composite IL-2/IL2RB surface.	Direct IL-2 engagement of the IL2RB_IL2RG signaling subcomplex within the full receptor complex.	Subcomplex evidence is structurally embedded in the full quaternary complex; no standalone IL2RB/IL2RG binding claim. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0015	M20A-EXT-2188	il20 il20rb_il22ra1	Il20 Il20rb_Il22ra1	primary_literature_recovery	PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200; PMID:22802649; PMCID:PMC3412030; DOI:10.1073/pnas.1117551109	direct_receptor_complex_assembly	human cytokine/receptor systems and recombinant structural components	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary receptor-binding and receptor-reconstitution studies support IL-20 binding to the IL22R1/IL20RB type-II complex; a separate structural study supports IL20RB-containing shared receptor-complex architecture.	Direct IL-20 engagement of the IL20RB_IL22RA1 type-II receptor complex.	Engineered receptor-expression and purified structural systems; structural study resolves the type-I complex and informs type-II architecture; no terminal TF or SCI function. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0016	M20A-EXT-2189	il21 il21r_il2rg	Il21 IL21R_IL2RG	primary_literature_recovery	PMID:37339051; PMCID:PMC10320830; DOI:10.1016/j.celrep.2023.112657; PMID:22235133	direct_receptor_complex_assembly	human recombinant IL-21 receptor ectodomains	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary structural studies resolve the IL-21/IL21R/IL2RG ternary signaling complex and the IL-21R ligand-binding component.	Direct IL-21 engagement of the IL21R_IL2RG receptor complex.	Purified structural system; no terminal TF or SCI function. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0017	M20A-EXT-2198	il24 il20rb_il22ra1	Il24 Il20rb_Il22ra1	primary_literature_recovery	PMID:11706020; DOI:10.1074/jbc.M106043200; PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200	direct_receptor_complex_assembly	human IL-24 and receptor systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary binding and receptor-reconstitution studies support IL-24 binding to the IL22R1/IL20RB type-II heteromer and the separate IL20RA/IL20RB type-I heteromer.	Direct IL-24 engagement of the IL20RB_IL22RA1 type-II receptor complex.	Transfected and endogenous receptor systems; receptor branches kept distinct; no exact terminal-TF or SCI function. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0018	M20A-EXT-2200	il33 il1rap_il1rl1	Il33 Il1rap_Il1rl1	primary_literature_recovery	PMID:23435764; DOI:10.1007/s12026-013-8388-9; PMID:19508382; PMCID:PMC3829034; DOI:10.1111/j.1582-4934.2009.00801.x	direct_receptor_complex_assembly	mouse and human ST2/IL1RAcP receptor-component systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary studies identify ST2/IL1RL1 and IL-1RAcP/IL1RAP as the IL-33 receptor components and support IL-33-dependent activation/blockade in cell and tissue contexts.	Direct IL-33 engagement of the IL1RL1_IL1RAP receptor complex.	Receptor-component and cell-context evidence; no purified ternary affinity/structure assay for the exact heteromer; soluble ST2 antagonism kept separate. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0019	M20A-EXT-2207	il4 il2rg_il4ra	Il4 Il2rg_Il4ra	primary_literature_recovery	PMID:11773030; PMID:8557662	direct_receptor_complex_assembly	human IL4RA/IL2RG receptor systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary human-cell studies support high-affinity IL-4 binding with IL4RA and IL2RG at the cell surface and show loss of normal IL-4 receptor response in gamma-chain-deficient cells.	Direct IL-4 engagement of the IL4RA_IL2RG/type-I receptor complex.	Cell-based binding and deficiency evidence; no purified type-I ternary structure; receptor composition varies by model. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0020	M20A-EXT-2209	il5 csf2rb_il5ra	Il5 Csf2rb_Il5ra	primary_literature_recovery	PMID:12202242; PMID:8496674; PMID:10092887	direct_receptor_complex_assembly	human and mouse IL5RA/CSF2RB systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary biosensor and receptor-reconstitution studies support sequential IL-5/IL5RA binding followed by CSF2RB/betac recruitment; both chains are required for a high-affinity functional receptor.	Direct IL-5 engagement of the CSF2RB_IL5RA heteromeric receptor complex.	Soluble and engineered receptor systems; IL-3/GM-CSF shared-beta branches excluded. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0021	M20A-EXT-2215	il7 il2rg_il7r	Il7 Il2rg_Il7r	primary_literature_recovery	PMID:12441142; PMID:12027403	direct_receptor_complex_assembly	human and mouse IL7R/IL2RG systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary studies describe the IL7RA/IL2RG heterodimer and show IL-7 ligand mutations alter IL-7R binding, gamma-chain interaction, and subsequent signaling.	Direct IL-7 engagement of the IL2RG_IL7R heteromeric receptor complex.	Mutant and IL-7R-positive systems; no purified ternary structure; TSLP excluded. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0022	M20A-EXT-2216	il9 il2rg_il9r	Il9 Il2rg_Il9r	primary_literature_recovery	PMID:7718508; PMID:8756628	direct_receptor_complex_assembly	human and mouse IL9R/IL2RG systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary antibody-inhibition and radioligand crosslinking studies show IL2RG is included in the functional IL-9 receptor complex; IL9Rα and IL2RG together support IL-9-dependent signaling and growth.	Direct IL-9 engagement of the IL2RG_IL9R heteromeric receptor complex.	Crosslinking and engineered receptor systems; no purified ternary structure; no gamma-chain family transfer. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0023	M20A-EXT-2228	inhba eng	Inhba Eng	primary_literature_recovery	PMID:9872992; DOI:10.1074/jbc.274.2.584	direct_receptor_complex_assembly	mammalian; human endothelial and leukemic cell systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary affinity-labeling and co-precipitation work shows activin-A association with endoglin only when the activin type-II ligand-binding receptor ActRII or ActRIIB is coexpressed; endoglin does not bind activin-A alone.	INHBA/activin-A engagement of an ActRII/ActRIIB-containing endoglin accessory receptor complex.	Assembled receptor-complex association rather than isolated INHBA-ENG binary binding; type-II and type-I receptor context matters; frozen Module 20B edge is mouse-scoped while the primary assay is comparator mammalian/human-cell work. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0024	M20A-EXT-2238	ins2 igf1r	Ins2 Igf1r	primary_literature_recovery	PMID:29512653; DOI:10.1038/nature26153; PMID:31727777; DOI:10.1083/jcb.201907210; PMID:6358209; DOI:10.1016/S0021-9258(17)43975-5	direct_receptor_binding_and_activation	human recombinant insulin receptor and human erythrocyte receptor	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary cryo-EM structures resolve insulin bound to the dimeric insulin-receptor ectodomain, and biochemical assays show insulin binding and insulin-dependent tyrosine phosphorylation of the receptor beta subunit.	Direct insulin/INS2 engagement and activation of the INSR receptor complex.	Purified human receptor and erythrocyte comparator systems; mouse Ins2-specific affinity and SCI receiver-cell context were not tested. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0025	M20A-EXT-2250	insl3 rxfp2	Insl3 Rxfp2	primary_literature_recovery	PMID:12114498; DOI:10.1074/jbc.C200398200; PMID:17473281; DOI:10.1210/me.2007-0097	direct_receptor_binding_and_activation	human recombinant receptor; mouse developmental comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary studies show INSL3-specific activation and ligand-receptor cross-linking of LGR8/RXFP2 and define the INSL3/LGR8 binding interface by receptor-mutant competition assays.	Direct INSL3 engagement of the RXFP2/LGR8 receptor.	LGR8 is the historical name for RXFP2; engineered receptor systems and developmental models limit direct transfer to SCI; relaxin/LGR7 was kept separate. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0026	M20A-EXT-2261	insl5 rxfp4	Insl5 Rxfp4	primary_literature_recovery	PMID:15525639; DOI:10.1074/jbc.M409916200; PMID:25043977; DOI:10.1016/j.abb.2014.07.010	direct_receptor_binding_and_activation	human recombinant RXFP4/GPCR142/GPR100 systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary radioligand, GTPgammaS, cAMP, calcium, and mutagenesis studies support high-affinity INSL5 binding and activation of RXFP4.	Direct INSL5 engagement and activation of the RXFP4 receptor.	RXFP4 is the historical GPCR142/GPR100 name; engineered receptor systems are non-SCI comparators and RXFP3 mismatch evidence remains separate. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0027	M20A-EXT-2281	kitl kit	Kitl Kit	primary_literature_recovery	PMID:9045650; DOI:10.1074/jbc.272.10.6311	direct_receptor_binding_and_dimerization	recombinant human KIT ectodomain and SCF	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Calorimetry and hydrodynamic studies show one dimeric SCF/KITL molecule binds two KIT extracellular domains and drives KIT receptor dimerization.	Direct KITL/SCF engagement and KIT receptor-complex dimerization.	Purified ectodomain system; mouse Kitl isoform and SCI receiver-cell context were not resolved. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0028	M20A-EXT-2381	lif il6st_lifr	Lif Il6st_Lifr	primary_literature_recovery	PMID:9341130; DOI:10.1074/jbc.272.43.26947; PMID:1915266; PMCID:PMC452994; DOI:10.1002/j.1460-2075.1991.tb07833.x; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LIF_IL6ST_LIFR_primary_records.xml	ligand_receptor_or_direct_molecular	 human; mouse comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:9341130; LIF-dependent receptor oligomerization and tyrosine-phosphorylation assays	LIF and related LIFR ligands induce hetero-oligomerization of LIFR with gp130 and ligand-triggered tyrosine phosphorylation of both subunits; the LIFR structural paper establishes its relationship to the gp130 signal-transducing receptor family.	This is receptor-complex activation in cells rather than purified binary LIF-LIFR or LIF-gp130 affinity. Related cytokines share receptor subunits and LIFR/gp130 is a multicomponent complex; no direct free-subunit substitution is inferred. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0029	M20A-EXT-2418	lta_ltb ltbr	Lta_Ltb Ltbr	primary_literature_recovery	PMID:7594541; https://pubmed.ncbi.nlm.nih.gov/7594541/; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTA_LTB_LTBR_primary_records.xml	direct_receptor_binding	mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:7594541; LTBR-Fc and cell-surface LTalpha1beta2 binding assays	Mouse LTalpha1beta2 heterotrimer bound specifically to the LTbeta receptor extracellular domain in LTBR-Fc and expressed-ligand surface assays.	The source supports the heteromeric LTalpha1beta2 complex, not free LTA or LTB alone. Recombinant-Fc and expressed-cell assays do not establish purified full-length membrane-complex affinity or complete native stoichiometry. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0030	M20A-EXT-2437	matn1 itga1	Matn1 Itga1	primary_literature_recovery	PMID:10196235; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MATN1_integrin_primary_records.xml	direct_receptor_complex_binding	rabbit; human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:10196235	Matrilin-1/CMP-mediated adhesion was blocked by alpha1 and beta1 integrin antibodies, and alpha1 antibody co-precipitated radiolabeled CMP with competition by unlabeled CMP, supporting MATN1 association with alpha1beta1.	Biochemical attribution is strongest for alpha1; beta1 is functionally required but isolated beta1 binding was not tested. Cartilage/fibroblast adhesion context. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0031	M20A-EXT-2444	mdk gpc2	Mdk Gpc2	primary_literature_recovery	PMID:12084985; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_GPC2_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_selected_primary_records.xml	direct_heparan_sulfate_proteoglycan_binding	mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:12084985	Midkine binds glypican-2-associated heparan sulfate and ligation promotes glypican-2 clustering.	Protein-core versus heparan-sulfate binding and exact membrane signaling complex remain unresolved. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH002-EVID-0032	M20A-EXT-2447	mdk lrp1	Mdk Lrp1	primary_literature_recovery	PMID:31639491; PMID:42257999; PMID:41854297; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_LRP1_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_selected_primary_records.xml	direct_receptor_association	rat; human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:31639491; PMID:42257999; PMID:41854297	MDK receptor dependence on LRP1 is supported by knockdown/siRNA, RAP inhibition, and receptor-context interaction studies.	Not every study measures purified binding; native stoichiometry remains unresolved. High is limited to the exact LR or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
