source_row_id	source_layer_membership	source_traversal_status	regulator	raw_regulator	target	module	module_route	target_graph_modules	curation_status	traversal_eligibility	traversable_general_mouse	traversable_neural	traversable_sci	evidence_basis	evidence_confidence_tier	evidence_type	assay_type	independent_literature_support_status	independent_literature_source_count	exact_pair_status	binding_or_association_status	species	tissue_cell_context	context_level_regulator	context_level_target	context_level_exact_pair	sci_context	context_evidence_scope	context_evidence_basis	context_promotion_lane	effect_direction	confidence	source_locator_status	citation_provenance	limitations	reviewer_notes	source_materialization_status	source_module_materialization_allowed	source_canonical_materialization_allowed	source_screening_decision	source_registry	source_record_id	source_record_ids	active_graph_pair_status	active_graph_edge_ids	active_graph_node_resolution	duplicate_pair_row_count	duplicate_module_count	method_label_adjudication_status	source_text_for_validation
PTF-SCREEN-PTF-MODULE-20B-000920	evidence_candidate	not_traversable	KDM6A/UTX	unknown	Abca1	20B	resolved_unverifiable_archive	20B	unresolved	not_traversable	False	False	False	Reviewed D/E evidence is retained for provenance/context but excluded from module support and materialization.;completed search recorded literature, functional, or near-match evidence but not a promotable exact edge;ambiguous_expression_panel_not_promotable;chromatin_or_transcriptional_cofactor_to_gene_expression	E_reviewed_nonpromotable	chromatin_or_transcriptional_cofactor_to_gene_expression	unknown	unknown	unknown	ambiguous_expression_panel_not_promotable	unknown	mouse	unknown_not_structured_in_candidate_layer	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	screened_out_low_tier	unknown	E_reviewed_nonpromotable	citation_and_source_record	tflink:mouse:000883:cb6706213a71	not in validated overlay; retained unresolved pending exact-pair adjudication	Retain the reviewed provenance and explicit limitation; do not promote or reopen unless new literal, source-backed evidence is found.	screened_out_low_tier	false	false	screen_out_low_tier	unknown	unknown	tflink:mouse:000883:cb6706213a71	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:mouse:000883:cb6706213a71
PTF-SCREEN-PTF-MODULE-20B-000921	evidence_candidate	not_traversable	KDM6A/UTX	KDM6A	ACKR2	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	pathway_or_component_only	Human KDM6A has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACKR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KDM6A-to-ACKR2 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:000855:41254776fc98;tflink:human:000855:41254776fc98;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15550.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O15550_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:000855:41254776fc98	tflink:human:000855:41254776fc98	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:000855:41254776fc98 tflink:human:000855:41254776fc98 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15550.tsv
PTF-SCREEN-PTF-MODULE-20B-000922	evidence_candidate	not_traversable	KDM6A/UTX	KDM6A	ACKR3	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	pathway_or_component_only	Human KDM6A has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACKR3 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KDM6A-to-ACKR3 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:000855:41254776fc98;tflink:human:000855:41254776fc98;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15550.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O15550_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:000855:41254776fc98	tflink:human:000855:41254776fc98	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:000855:41254776fc98 tflink:human:000855:41254776fc98 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15550.tsv
PTF-SCREEN-PTF-MODULE-20B-000923	evidence_candidate	not_traversable	KDM6A/UTX	Kdm6a	Ackr4	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	mouse	unknown_not_structured_in_candidate_layer	L4_SCI_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	indirect_sci_context	pathway_or_component_only	Mouse Kdm6a/UTX was directly studied in mouse spinal-cord injury models, establishing L4 SCI regulator-component context. Mouse Ackr4 has direct MGI RNA in situ evidence in future spinal cord, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Kdm6a-to-Ackr4 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:mouse:000883:cb6706213a71;tflink:mouse:000883:cb6706213a71;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70546.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O70546_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:mouse:000883:cb6706213a71	tflink:mouse:000883:cb6706213a71	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:mouse:000883:cb6706213a71 tflink:mouse:000883:cb6706213a71 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70546.tsv
PTF-SCREEN-PTF-MODULE-20B-000924	evidence_candidate	not_traversable	KDM6A/UTX	KDM6A	ACTR2	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	pathway_or_component_only	Human KDM6A has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACTR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KDM6A-to-ACTR2 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:000855:41254776fc98;tflink:human:000855:41254776fc98;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15550.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O15550_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:000855:41254776fc98	tflink:human:000855:41254776fc98	not_found_in_active_graph	unknown	one_endpoint_symbol_present	2	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:000855:41254776fc98 tflink:human:000855:41254776fc98 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15550.tsv
PTF-SCREEN-PTF-MODULE-20B-000925	evidence_candidate	not_traversable	KDM6A/UTX	Kdm6a	Actr2	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	mouse	unknown_not_structured_in_candidate_layer	L4_SCI_context	L2_CNS_context	L0_no_context_evidence	indirect_sci_context	pathway_or_component_only	Mouse Kdm6a/UTX was directly studied in mouse spinal-cord injury models, establishing L4 SCI regulator-component context. Mouse Actr2 has species-matched CNS expression evidence, establishing L2 CNS target-component context; direct mouse spinal-cord-specific target evidence was not established. Targeted exact-pair searches found no direct contextual Kdm6a-to-Actr2 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:mouse:000883:cb6706213a71;tflink:mouse:000883:cb6706213a71;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70546.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O70546_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:mouse:000883:cb6706213a71	tflink:mouse:000883:cb6706213a71	not_found_in_active_graph	unknown	one_endpoint_symbol_present	2	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:mouse:000883:cb6706213a71 tflink:mouse:000883:cb6706213a71 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70546.tsv
PTF-SCREEN-PTF-MODULE-20B-000926	evidence_candidate	not_traversable	KDM6A/UTX	Kdm6a	Acvr1	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	mouse	unknown_not_structured_in_candidate_layer	L4_SCI_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	indirect_sci_context	pathway_or_component_only	Mouse Kdm6a/UTX was directly studied in mouse spinal-cord injury models, establishing L4 SCI regulator-component context. Mouse Acvr1 has direct MGI RNA in situ evidence in spinal cord, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Kdm6a-to-Acvr1 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:mouse:000883:cb6706213a71;tflink:mouse:000883:cb6706213a71;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70546.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O70546_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:mouse:000883:cb6706213a71	tflink:mouse:000883:cb6706213a71	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:mouse:000883:cb6706213a71 tflink:mouse:000883:cb6706213a71 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70546.tsv
PTF-SCREEN-PTF-MODULE-20B-000927	evidence_candidate	not_traversable	KDM7A/KIAA1718	KDM7A	ACTR2	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	pathway_or_component_only	Human KDM7A has direct HPA cervical spinal-cord RNA expression, establishing L3 spinal-cord-tissue regulator-component context. Human ACTR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KDM7A-to-ACTR2 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:001011:540dc8e1c344;tflink:human:001011:540dc8e1c344;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6ZMT4_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:001011:540dc8e1c344	tflink:human:001011:540dc8e1c344	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:001011:540dc8e1c344 tflink:human:001011:540dc8e1c344 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv
PTF-SCREEN-PTF-MODULE-20B-000928	evidence_candidate	not_traversable	KDM7A/KIAA1718	KDM7A	ACVRL1	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	pathway_or_component_only	Human KDM7A has direct HPA cervical spinal-cord RNA expression, establishing L3 spinal-cord-tissue regulator-component context. Human ACVRL1 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KDM7A-to-ACVRL1 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:001011:540dc8e1c344;tflink:human:001011:540dc8e1c344;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6ZMT4_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:001011:540dc8e1c344	tflink:human:001011:540dc8e1c344	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:001011:540dc8e1c344 tflink:human:001011:540dc8e1c344 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv
PTF-SCREEN-PTF-MODULE-20B-000929	evidence_candidate	not_traversable	KDM7A/KIAA1718	KDM7A	ADGRB3	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	pathway_or_component_only	Human KDM7A has direct HPA cervical spinal-cord RNA expression, establishing L3 spinal-cord-tissue regulator-component context. Human ADGRB3 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KDM7A-to-ADGRB3 mechanism.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:001011:540dc8e1c344;tflink:human:001011:540dc8e1c344;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6ZMT4_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:001011:540dc8e1c344	tflink:human:001011:540dc8e1c344	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:001011:540dc8e1c344 tflink:human:001011:540dc8e1c344 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv
PTF-SCREEN-PTF-MODULE-20B-000930	evidence_candidate	not_traversable	KDM7A/KIAA1718	KDM7A	ADGRL1	20B	20B_target_interaction;23B_target_interaction	20B;23B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;expression_or_perturbation_association	C_tflink_source_table_only	expression_or_perturbation_association	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	pathway_or_component_only	Human KDM7A has direct HPA cervical spinal-cord RNA expression, establishing L3 regulator-component context. Human ADGRL1 has HPA human brain/spinal-cord representation, establishing L3 target-component context. Exact KDM7A-to-ADGRL1 regulation and SCI-pair evidence were not established; the exact pair remains L0.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:001011:540dc8e1c344;tflink:human:001011:540dc8e1c344;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6ZMT4_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:001011:540dc8e1c344	tflink:human:001011:540dc8e1c344	not_found_in_active_graph	unknown	one_endpoint_symbol_present	2	2	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:001011:540dc8e1c344 tflink:human:001011:540dc8e1c344 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6ZMT4.tsv
PTF-SCREEN-PTF-MODULE-20B-000931	evidence_candidate	not_traversable	KLF17	KLF17	AVPR2	20B	20B_target_interaction	20B	candidate_only	not_traversable	False	False	False	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.;promoted overlay evidence tier;tflink_source_table_exact_pair;direct_sequence_specific_tf_binding	C_tflink_source_table_only	direct_sequence_specific_tf_binding	chromatin immunoprecipitation assay	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	human	unknown_not_structured_in_candidate_layer	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	non_sci_transferable_context	component_only	Human KLF17 has species-matched non-CNS expression annotations, establishing non-CNS regulator-component context. Human AVPR2 is independently measured in cervical spinal-cord tissue, establishing spinal-cord-tissue target-component context. No KLF17-to-AVPR2 context was established; the exact pair remains L0.	sci_relevant_component_context	unknown	tflink_exact_high_throughput_binding_record_primary_source_metadata	citation_and_source_record	https://pubmed.ncbi.nlm.nih.gov/27924024/;tflink:human:001213:2daa4b61c998;tflink:human:001213:2daa4b61c998;https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q5JT82.tsv;data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q5JT82_targets.tsv	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.;candidate-only rows are non-traversable	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	pending_module_owner_approval	false	false	module_fit_candidate	TFLink	tflink:human:001213:2daa4b61c998	tflink:human:001213:2daa4b61c998	not_found_in_active_graph	unknown	one_endpoint_symbol_present	1	1	not_eligible_without_independent_evidence_and_dependency_metadata	tflink:human:001213:2daa4b61c998 tflink:human:001213:2daa4b61c998 https://pubmed.ncbi.nlm.nih.gov/27924024/  https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q5JT82.tsv
