source_row_id	module	module_route	regulator	raw_regulator	target	species	review_status	traversal_eligibility	evidence_confidence_tier	exact_pair_status	binding_or_association_status	assay_type	tflink_source_database	tflink_pubmed_id	primary_citation	source_record_id	source_record_ids	tflink_raw_snapshot_path	context_level_exact_pair	sci_context_status	effect_direction	missing_evidence	review_notes
PTF-SCREEN-PTF-MODULE-20B-000127	20B	20B_target_interaction	BHLHA15	Bhlha15	Ada	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000903:ae4339786317	tflink:mouse:000903:ae4339786317	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9QYC3_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000417	20B	20B_target_interaction;23B_target_interaction	DMRTB1	Dmrtb1	Adgrl1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001031:3c6aa0672a00	tflink:mouse:001031:3c6aa0672a00	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A9I7_targets.tsv	L0_no_context_evidence	unresolved_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000418	20B	20B_target_interaction	DMRTB1	Dmrtb1	Adipor1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001031:3c6aa0672a00	tflink:mouse:001031:3c6aa0672a00	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A9I7_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000463	20B	20B_target_interaction	Ebf2	Ebf2	A2m	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000920:b3f362af9f8d	tflink:mouse:000920:b3f362af9f8d	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000464	20B	20B_target_interaction	Ebf2	Ebf2	Abca1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000920:b3f362af9f8d	tflink:mouse:000920:b3f362af9f8d	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000465	20B	20B_target_interaction	Ebf2	Ebf2	Ackr3	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000920:b3f362af9f8d	tflink:mouse:000920:b3f362af9f8d	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000466	20B	20B_target_interaction	Ebf2	Ebf2	Actr2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000920:b3f362af9f8d	tflink:mouse:000920:b3f362af9f8d	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000546	20B	20B_target_interaction	FEZF2	Fezf2	A2m	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000939:6aee9cd01600	tflink:mouse:000939:6aee9cd01600	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000547	20B	20B_target_interaction	FEZF2	Fezf2	Ackr3	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000939:6aee9cd01600	tflink:mouse:000939:6aee9cd01600	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000548	20B	20B_target_interaction	FEZF2	Fezf2	Actr2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000939:6aee9cd01600	tflink:mouse:000939:6aee9cd01600	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000549	20B	20B_target_interaction	FEZF2	Fezf2	Acvr1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000939:6aee9cd01600	tflink:mouse:000939:6aee9cd01600	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000564	20B	20B_target_interaction	FOXK1;Foxk1	Foxk1	Abca1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001016:114529272cc3	tflink:mouse:001016:114529272cc3	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P42128_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000565	20B	20B_target_interaction	FOXK1;Foxk1	Foxk1	Acvr1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001016:114529272cc3	tflink:mouse:001016:114529272cc3	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P42128_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000566	20B	20B_target_interaction	FOXK1;Foxk1	Foxk1	Adam17	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001016:114529272cc3	tflink:mouse:001016:114529272cc3	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P42128_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000567	20B	20B_target_interaction	FOXK1;Foxk1	Foxk1	Adipor2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001016:114529272cc3	tflink:mouse:001016:114529272cc3	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P42128_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000623	20B	20B_target_interaction;23B_target_interaction	GRHL3	Grhl3	Adam12	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001001:06f10a234819	tflink:mouse:001001:06f10a234819	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q5FWH3_targets.tsv	L0_no_context_evidence	unresolved_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000624	20B	20B_target_interaction	GRHL3	Grhl3	Adam17	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001001:06f10a234819	tflink:mouse:001001:06f10a234819	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q5FWH3_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000625	20B	20B_target_interaction;23B_target_interaction	GRHL3	Grhl3	Adgrl1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001001:06f10a234819	tflink:mouse:001001:06f10a234819	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q5FWH3_targets.tsv	L0_no_context_evidence	unresolved_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000694	20B	20B_target_interaction	HES5	Hes5	Actr2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000954:ee539f817c4f	tflink:mouse:000954:ee539f817c4f	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P70120_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000696	20B	20B_target_interaction	HES5	Hes5	Acvr1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000954:ee539f817c4f	tflink:mouse:000954:ee539f817c4f	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P70120_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000695	20B	20B_target_interaction	HES5	Hes5	Acvr1c	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000954:ee539f817c4f	tflink:mouse:000954:ee539f817c4f	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P70120_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
