pair_key	pair_label_canonical	cellchat_status	module20a_status	review_id	current_confidence	prior_notes
h2-m10.5 cd8a	H2-M10.5 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m10.5 cd8b1	H2-M10.5 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m10.6 cd8a	H2-M10.6 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m10.6 cd8b1	H2-M10.6 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m11 cd8a	H2-M11 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m11 cd8b1	H2-M11 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m2 cd8a	H2-M2 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m2 cd8b1	H2-M2 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m5 cd8a	H2-M5 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m5 cd8b1	H2-M5 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m9 cd8a	H2-M9 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-m9 cd8b1	H2-M9 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-oa cd4	H2-Oa Cd4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q1 cd8a	H2-Q1 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q1 cd8b1	H2-Q1 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q1 kir3dl1	H2-Q1 Kir3dl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q10 cd8a	H2-Q10 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q10 cd8b1	H2-Q10 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q10 kir3dl1	H2-Q10 Kir3dl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q2 cd8a	H2-Q2 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q2 cd8b1	H2-Q2 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q2 kir3dl1	H2-Q2 Kir3dl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q4 cd8a	H2-Q4 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q4 cd8b1	H2-Q4 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q4 kir3dl1	H2-Q4 Kir3dl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q6 cd8a	H2-Q6 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q6 cd8b1	H2-Q6 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q6 kir3dl1	H2-Q6 Kir3dl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q7 cd8a	H2-Q7 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q7 cd8b1	H2-Q7 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q7 kir3dl1	H2-Q7 Kir3dl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q8 cd8a	H2-Q8 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q8 cd8b1	H2-Q8 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q9 cd8a	H2-Q9 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-q9 cd8b1	H2-Q9 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t-ps cd8a	H2-T-ps Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t-ps cd8b1	H2-T-ps Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t10 cd8a	H2-T10 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t10 cd8b1	H2-T10 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t18 cd8a	H2-T18 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t18 cd8b1	H2-T18 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t22 cd8a	H2-T22 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t22 cd8b1	H2-T22 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t23 klrd1_klrc1	H2-T23 KLRD1_KLRC1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t23 klrd1_klrc2	H2-T23 KLRD1_KLRC2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t24 cd8a	H2-T24 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t24 cd8b1	H2-T24 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t25 cd8a	H2-T25 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t25 cd8b1	H2-T25 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t26 cd8a	H2-T26 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t26 cd8b1	H2-T26 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t27 cd8a	H2-T27 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t27 cd8b1	H2-T27 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t3 cd8a	H2-T3 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t3 cd8b1	H2-T3 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t9 cd8a	H2-T9 Cd8a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h2-t9 cd8b1	H2-T9 Cd8b1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h60a klrk1	H60a Klrk1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h60a nkg2d_hcst	H60a NKG2D_HCST	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h60b nkg2d_hcst	H60b NKG2D_HCST	cellchat_full	no		unreviewed	not_in_module20a_review_queue
h60c nkg2d_hcst	H60c NKG2D_HCST	cellchat_full	no		unreviewed	not_in_module20a_review_queue
hbegf egfr	Hbegf Egfr	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
hbegf egfr_erbb2	Hbegf Egfr_erbb2	cellchat_full	yes	M20A-LIANA-REMAINING-0155	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
hbegf erbb2_erbb4	Hbegf Erbb2_erbb4	cellchat_full	yes	M20A-LIANA-REMAINING-0156	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
hbegf erbb4	Hbegf Erbb4	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
hist-hdc hrh1	Hist-HDC Hrh1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
hist-hdc hrh2	Hist-HDC Hrh2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
hist-hdc hrh3	Hist-HDC Hrh3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
hist-hdc hrh4	Hist-HDC Hrh4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
iapp calcr_ramp1	Iapp CALCR_RAMP1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
iapp calcr_ramp2	Iapp CALCR_RAMP2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
iapp calcr_ramp3	Iapp CALCR_RAMP3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
iapp calcrl_ramp1	Iapp CALCRL_RAMP1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
iapp calcrl_ramp2	Iapp CALCRL_RAMP2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
iapp calcrl_ramp3	Iapp CALCRL_RAMP3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
icam1 itgal	Icam1 Itgal	cellchat_full	no		unreviewed	not_in_module20a_review_queue
icam1 itgal_itgb2l	Icam1 ITGAL_ITGB2L	cellchat_full	no		unreviewed	not_in_module20a_review_queue
icam1 itgam_itgb2l	Icam1 ITGAM_ITGB2L	cellchat_full	no		unreviewed	not_in_module20a_review_queue
icam2 itgal_itgb2l	Icam2 ITGAL_ITGB2L	cellchat_full	no		unreviewed	not_in_module20a_review_queue
icam2 itgam_itgb2l	Icam2 ITGAM_ITGB2L	cellchat_full	no		unreviewed	not_in_module20a_review_queue
icam5 cd209a	Icam5 Cd209a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
icam5 cd209f	Icam5 Cd209f	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ifna1 ifnar1_ifnar2	Ifna1 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna11 ifnar1_ifnar2	Ifna11 Ifnar1_ifnar2	cellchat_full	yes	M20A-LIANA-REMAINING-0159	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
ifna12 ifnar1_ifnar2	Ifna12 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna13 ifnar1_ifnar2	Ifna13 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna14 ifnar1_ifnar2	Ifna14 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna15 ifnar1_ifnar2	Ifna15 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna2 ifnar1_ifnar2	Ifna2 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna4 ifnar1_ifnar2	Ifna4 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna5 ifnar1_ifnar2	Ifna5 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna6 ifnar1_ifnar2	Ifna6 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifna7 ifnar1_ifnar2	Ifna7 Ifnar1_ifnar2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifnl2 ifnlr1_il10rb	Ifnl2 Ifnlr1_il10rb	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ifnl3 ifnlr1_il10rb	Ifnl3 Ifnlr1_il10rb	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
igfbp3 tmem219	Igfbp3 Tmem219	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il11 il11r complex 1	Il11 IL11R complex 1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il11 il11r complex 2	Il11 IL11R complex 2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il12ab il12rb1_il12rb2	IL12AB IL12RB1_IL12RB2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il13 il13ra1	Il13 Il13ra1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il13 il13ra2	Il13 Il13ra2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il13 il4r_il13ra1	Il13 IL4R_IL13RA1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il13 il4r_il13ra2	Il13 IL4R_IL13RA2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il15 il15ra_il2rb	Il15 IL15RA_IL2RB	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il17a il17ra_il17rc	Il17a Il17ra_il17rc	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il17af il17ra_il17rc	Il17af Il17ra_il17rc	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il17f il17ra_il17rc	Il17f Il17ra_il17rc	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il1f10 il1rl2_il1rap	Il1f10 Il1rl2_il1rap	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il2 il2ra_il2rb	Il2 IL2RA_IL2RB	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il20 il22ra1_il20rb	Il20 Il22ra1_il20rb	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il22 il22ra1_il10rb	Il22 Il22ra1_il10rb	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il23 complex il23r_il12rb1	IL23 complex IL23R_IL12RB1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il24 il22ra1_il20rb	Il24 Il22ra1_il20rb	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il27 complex il27ra_il6st	IL27 complex IL27RA_IL6ST	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il3 il3ra_csf2rb	Il3 Il3ra_csf2rb	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il31 il31ra_osmr	Il31 IL31RA_OSMR	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il33 il1rl1_il1rap	Il33 Il1rl1_il1rap	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il34 csf1r	Il34 Csf1r	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il36a il1rl2_il1rap	Il36a Il1rl2_il1rap	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il36b il1rl2_il1rap	Il36b Il1rl2_il1rap	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il36g il1rl2_il1rap	Il36g Il1rl2_il1rap	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il4 il4r_il13ra1	Il4 IL4R_IL13RA1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il4 il4r_il13ra2	Il4 IL4R_IL13RA2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il4 il4r_il2rg	Il4 IL4R_IL2RG	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il4 il4ra	Il4 Il4ra	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il5 il5ra_csf2rb	Il5 Il5ra_csf2rb	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il6 il6r_il6st	Il6 Il6r_il6st	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
il7 il7r_il2rg	Il7 IL7R_IL2RG	cellchat_full	no		unreviewed	not_in_module20a_review_queue
il9 il9r_il2rg	Il9 IL9R_IL2RG	cellchat_full	no		unreviewed	not_in_module20a_review_queue
inhba acvr1b_acvr2a	Inhba Acvr1b_acvr2a	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
inhba acvr1b_acvr2b	Inhba Acvr1b_acvr2b	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
inhbb acvr1b_acvr2a	Inhbb Acvr1b_acvr2a	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
inhbb acvr1b_acvr2b	Inhbb Acvr1b_acvr2b	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
inhbb acvr1c_acvr2a	Inhbb Acvr1c_acvr2a	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
inhbb acvr1c_acvr2b	Inhbb Acvr1c_acvr2b	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
inhbc acvr1b_acvr2a	Inhbc Acvr1b_acvr2a	cellchat_full	yes	M20A-LIANA-REMAINING-0169	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhbc acvr1b_acvr2b	Inhbc Acvr1b_acvr2b	cellchat_full	yes	M20A-LIANA-REMAINING-0170	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhbc acvr1c_acvr2a	Inhbc Acvr1c_acvr2a	cellchat_full	yes	M20A-LIANA-REMAINING-0171	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhbc acvr1c_acvr2b	Inhbc Acvr1c_acvr2b	cellchat_full	yes	M20A-LIANA-REMAINING-0172	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhbe acvr1b_acvr2a	Inhbe Acvr1b_acvr2a	cellchat_full	yes	M20A-LIANA-REMAINING-0173	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhbe acvr1b_acvr2b	Inhbe Acvr1b_acvr2b	cellchat_full	yes	M20A-LIANA-REMAINING-0174	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhbe acvr1c_acvr2a	Inhbe Acvr1c_acvr2a	cellchat_full	yes	M20A-LIANA-REMAINING-0175	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhbe acvr1c_acvr2b	Inhbe Acvr1c_acvr2b	cellchat_full	yes	M20A-LIANA-REMAINING-0176	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
inhibin a acvr2a	Inhibin A Acvr2a	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
inhibin b acvr2b	Inhibin B Acvr2b	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ins1 insr	Ins1 Insr	cellchat_full	no		unreviewed	not_in_module20a_review_queue
itga4_itgb1 vcam1	ITGA4_ITGB1 Vcam1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
itga4_itgb7 vcam1	ITGA4_ITGB7 Vcam1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
itga9_itgb1 vcam1	ITGA9_ITGB1 Vcam1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
itgav_itgb1 adgre5	ITGAV_ITGB1 Adgre5	cellchat_full	no		unreviewed	not_in_module20a_review_queue
itgav_itgb3 adgra2	ITGAV_ITGB3 Adgra2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
itgav_itgb3 adgre5	ITGAV_ITGB3 Adgre5	cellchat_full	no		unreviewed	not_in_module20a_review_queue
itgav_itgb5 adgrb1	ITGAV_ITGB5 Adgrb1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
jam2 f11r	Jam2 F11r	cellchat_full	no		unreviewed	not_in_module20a_review_queue
jam2 jam2	Jam2 Jam2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
jam2 jam3	Jam2 Jam3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
