pair_key	pair_label_canonical	cellchat_status	module20a_status	review_id	current_confidence	prior_notes
lrfn5 ptprs	Lrfn5 Ptprs	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lrrc4 ntng2	Lrrc4 Ntng2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lrrc4b ptprd	Lrrc4b Ptprd	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lrrc4c ntng1	Lrrc4c Ntng1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lrrc4c ptprf	Lrrc4c Ptprf	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lrrtm4 ptprs	Lrrtm4 Ptprs	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lta1b2 ltbr	LTa1b2 Ltbr	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ltb4-lta4h ltb4r1	LTB4-LTA4H Ltb4r1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ltb4-lta4h ltb4r2	LTB4-LTA4H Ltb4r2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ltc4-ltc4s cysltr1	LTC4-LTC4S Cysltr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ltc4-ltc4s cysltr2	LTC4-LTC4S Cysltr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ltd4-ggt1 cysltr1	LTD4-GGT1 Cysltr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ltd4-ggt1 cysltr2	LTD4-GGT1 Cysltr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lte4-dpep1 cysltr1	LTE4-DPEP1 Cysltr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lte4-dpep1 cysltr2	LTE4-DPEP1 Cysltr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lte4-dpep2 cysltr1	LTE4-DPEP2 Cysltr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lte4-dpep2 cysltr2	LTE4-DPEP2 Cysltr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lte4-dpep3 cysltr1	LTE4-DPEP3 Cysltr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lte4-dpep3 cysltr2	LTE4-DPEP3 Cysltr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox12 fpr-rs3	LXA4-ALOX12 Fpr-rs3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox12 fpr-rs4	LXA4-ALOX12 Fpr-rs4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox12 fpr-rs6	LXA4-ALOX12 Fpr-rs6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox12 fpr-rs7	LXA4-ALOX12 Fpr-rs7	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox12 fpr2	LXA4-ALOX12 Fpr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox12 fpr3	LXA4-ALOX12 Fpr3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox5 fpr-rs3	LXA4-ALOX5 Fpr-rs3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox5 fpr-rs4	LXA4-ALOX5 Fpr-rs4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox5 fpr-rs6	LXA4-ALOX5 Fpr-rs6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox5 fpr-rs7	LXA4-ALOX5 Fpr-rs7	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox5 fpr2	LXA4-ALOX5 Fpr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
lxa4-alox5 fpr3	LXA4-ALOX5 Fpr3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
madcam1 itga4_itgb7	Madcam1 ITGA4_ITGB7	cellchat_full	no		unreviewed	not_in_module20a_review_queue
mag mag	Mag Mag	cellchat_full	no		unreviewed	not_in_module20a_review_queue
melatonin-asmt mtnr1a	Melatonin-ASMT Mtnr1a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
melatonin-asmt mtnr1b	Melatonin-ASMT Mtnr1b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
mif cd74_cd44	Mif CD74_CD44	cellchat_full	no		unreviewed	not_in_module20a_review_queue
mpz mpz	Mpz Mpz	cellchat_full	no		unreviewed	not_in_module20a_review_queue
mpzl1 mpzl1	Mpzl1 Mpzl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
mstn tgfbr1_acvr2a	Mstn Tgfbr1_acvr2a	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
mstn tgfbr1_acvr2b	Mstn Tgfbr1_acvr2b	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adra1a	NE-DBH_SLC18A1 Adra1a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adra1b	NE-DBH_SLC18A1 Adra1b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adra1d	NE-DBH_SLC18A1 Adra1d	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adra2a	NE-DBH_SLC18A1 Adra2a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adra2b	NE-DBH_SLC18A1 Adra2b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adra2c	NE-DBH_SLC18A1 Adra2c	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adrb1	NE-DBH_SLC18A1 Adrb1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adrb2	NE-DBH_SLC18A1 Adrb2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a1 adrb3	NE-DBH_SLC18A1 Adrb3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adra1a	NE-DBH_SLC18A2 Adra1a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adra1b	NE-DBH_SLC18A2 Adra1b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adra1d	NE-DBH_SLC18A2 Adra1d	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adra2a	NE-DBH_SLC18A2 Adra2a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adra2b	NE-DBH_SLC18A2 Adra2b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adra2c	NE-DBH_SLC18A2 Adra2c	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adrb1	NE-DBH_SLC18A2 Adrb1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adrb2	NE-DBH_SLC18A2 Adrb2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc18a2 adrb3	NE-DBH_SLC18A2 Adrb3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adra1a	NE-DBH_SLC6A2 Adra1a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adra1b	NE-DBH_SLC6A2 Adra1b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adra1d	NE-DBH_SLC6A2 Adra1d	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adra2a	NE-DBH_SLC6A2 Adra2a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adra2b	NE-DBH_SLC6A2 Adra2b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adra2c	NE-DBH_SLC6A2 Adra2c	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adrb1	NE-DBH_SLC6A2 Adrb1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adrb2	NE-DBH_SLC6A2 Adrb2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ne-dbh_slc6a2 adrb3	NE-DBH_SLC6A2 Adrb3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin1 cadm3	Nectin1 Cadm3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin1 cd96	Nectin1 Cd96	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin1 nectin3	Nectin1 Nectin3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin1 nectin4	Nectin1 Nectin4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin2 cd226	Nectin2 Cd226	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin2 tigit	Nectin2 Tigit	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin3 nectin2	Nectin3 Nectin2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin3 pvr	Nectin3 Pvr	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nectin3 tigit	Nectin3 Tigit	cellchat_full	no		unreviewed	not_in_module20a_review_queue
negr1 negr1	Negr1 Negr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nodal acvr1c_acvr2b_cfc1	Nodal ACVR1C_ACVR2B_CFC1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nppb npr1	Nppb Npr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
npy npy4r	Npy Npy4r	cellchat_full	no		unreviewed	not_in_module20a_review_queue
npy npy6r	Npy Npy6r	cellchat_full	no		unreviewed	not_in_module20a_review_queue
npy pgr15l	Npy Pgr15l	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg1 erbb2_erbb3	Nrg1 ERBB2_ERBB3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg1 erbb2_erbb4	Nrg1 ERBB2_ERBB4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg1 erbb3	Nrg1 Erbb3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg1 erbb4	Nrg1 Erbb4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg1 itga6_itgb4	Nrg1 ITGA6_ITGB4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg1 itgav_itgb3	Nrg1 ITGAV_ITGB3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg2 erbb3	Nrg2 Erbb3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg2 erbb4	Nrg2 Erbb4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg3 erbb4	Nrg3 Erbb4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrg4 erbb4	Nrg4 Erbb4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 adgrl1	Nrxn1 Adgrl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 clstn1	Nrxn1 Clstn1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 clstn2	Nrxn1 Clstn2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 clstn3	Nrxn1 Clstn3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 dag1	Nrxn1 Dag1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 lrrtm1	Nrxn1 Lrrtm1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 lrrtm2	Nrxn1 Lrrtm2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 lrrtm3	Nrxn1 Lrrtm3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn1 lrrtm4	Nrxn1 Lrrtm4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 adgrl1	Nrxn2 Adgrl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 clstn1	Nrxn2 Clstn1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 clstn2	Nrxn2 Clstn2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 clstn3	Nrxn2 Clstn3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 dag1	Nrxn2 Dag1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 lrrtm1	Nrxn2 Lrrtm1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 lrrtm2	Nrxn2 Lrrtm2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 lrrtm3	Nrxn2 Lrrtm3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn2 lrrtm4	Nrxn2 Lrrtm4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 adgrl1	Nrxn3 Adgrl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 lrrtm1	Nrxn3 Lrrtm1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 lrrtm2	Nrxn3 Lrrtm2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 lrrtm3	Nrxn3 Lrrtm3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 lrrtm4	Nrxn3 Lrrtm4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 nlgn1	Nrxn3 Nlgn1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 nlgn2	Nrxn3 Nlgn2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
nrxn3 nlgn3	Nrxn3 Nlgn3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ocln ocln	Ocln Ocln	cellchat_full	no		unreviewed	not_in_module20a_review_queue
osm lifr_il6st	Osm LIFR_IL6ST	cellchat_full	no		unreviewed	not_in_module20a_review_queue
osm osmr_il6st	Osm OSMR_IL6ST	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha1 pcdha1	Pcdha1 Pcdha1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha10 pcdha10	Pcdha10 Pcdha10	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha11 pcdha11	Pcdha11 Pcdha11	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha12 pcdha12	Pcdha12 Pcdha12	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha2 pcdha2	Pcdha2 Pcdha2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha3 pcdha3	Pcdha3 Pcdha3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha4 pcdha4	Pcdha4 Pcdha4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha4b pcdha4	Pcdha4b Pcdha4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha4b pcdha4b	Pcdha4b Pcdha4b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha5 pcdha5	Pcdha5 Pcdha5	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha6 pcdha6	Pcdha6 Pcdha6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha7 pcdha7	Pcdha7 Pcdha7	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha8 pcdha8	Pcdha8 Pcdha8	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdha9 pcdha9	Pcdha9 Pcdha9	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhac1 pcdhac1	Pcdhac1 Pcdhac1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhac2 pcdhac2	Pcdhac2 Pcdhac2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb1 pcdhb1	Pcdhb1 Pcdhb1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb10 pcdhb10	Pcdhb10 Pcdhb10	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb10 pcdhb11	Pcdhb10 Pcdhb11	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb10 pcdhb6	Pcdhb10 Pcdhb6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb10 pcdhb8	Pcdhb10 Pcdhb8	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb11 pcdhb11	Pcdhb11 Pcdhb11	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb11 pcdhb6	Pcdhb11 Pcdhb6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb11 pcdhb8	Pcdhb11 Pcdhb8	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb12 pcdhb10	Pcdhb12 Pcdhb10	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb12 pcdhb11	Pcdhb12 Pcdhb11	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb12 pcdhb12	Pcdhb12 Pcdhb12	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb12 pcdhb6	Pcdhb12 Pcdhb6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb12 pcdhb8	Pcdhb12 Pcdhb8	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb13 pcdhb13	Pcdhb13 Pcdhb13	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb15 pcdhb15	Pcdhb15 Pcdhb15	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb16 pcdhb16	Pcdhb16 Pcdhb16	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb17 pcdhb17	Pcdhb17 Pcdhb17	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb18 pcdhb18	Pcdhb18 Pcdhb18	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb19 pcdhb19	Pcdhb19 Pcdhb19	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb19 pcdhb21	Pcdhb19 Pcdhb21	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb2 pcdhb2	Pcdhb2 Pcdhb2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb20 pcdhb20	Pcdhb20 Pcdhb20	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb21 pcdhb21	Pcdhb21 Pcdhb21	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb22 pcdhb22	Pcdhb22 Pcdhb22	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb3 pcdhb3	Pcdhb3 Pcdhb3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb4 pcdhb10	Pcdhb4 Pcdhb10	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb4 pcdhb11	Pcdhb4 Pcdhb11	cellchat_full	no		unreviewed	not_in_module20a_review_queue
pcdhb4 pcdhb12	Pcdhb4 Pcdhb12	cellchat_full	no		unreviewed	not_in_module20a_review_queue
