pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
jag1 notch4	Jag1 Notch4	no_evidence	https://pubmed.ncbi.nlm.nih.gov/42552235/;https://pubmed.ncbi.nlm.nih.gov/41946652/;https://pubmed.ncbi.nlm.nih.gov/41734827/	human	coexpression/transcriptomic context only	The cited papers report NOTCH4/JAG1 expression in endothelial or clinical contexts but do not test JAG1–NOTCH4 binding or signaling as an exact pair.	No primary receptor-pair assay; transcriptomic co-occurrence is insufficient.	The source set supports pathway context, not submitted pair validation.
jag2 notch1	Jag2 Notch1	no_evidence	https://pubmed.ncbi.nlm.nih.gov/42447766/;https://pubmed.ncbi.nlm.nih.gov/41946652/;https://pubmed.ncbi.nlm.nih.gov/41833491/	bull; human/clinical	coexpression/pathway context only	The cited bull reproductive-tract expression and clinical Notch-pathway papers do not test JAG2–NOTCH1 binding or receptor activation.	No exact-pair primary assay.	Expression of JAG2 or general Notch signaling was not promoted to pair evidence.
jag2 notch2	Jag2 Notch2	no_evidence	https://pubmed.ncbi.nlm.nih.gov/41946652/;https://pubmed.ncbi.nlm.nih.gov/40925231/;https://pubmed.ncbi.nlm.nih.gov/40002854/	human; clinical bioinformatic systems	coexpression/pathway context only	The cited records are a clinical Notch expression study, a Notch dysregulation review, and ovarian cancer integrative analysis; none directly tests JAG2–NOTCH2.	No direct binding, receptor activation, or receptor-dependent function for the submitted pair.	Bioinformatic ligand-receptor inference was not accepted as primary assay evidence.
jag2 notch3	Jag2 Notch3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/41916520/	human colorectal cancer; mouse in vivo models	receptor-dependent function; pathway disruption	The primary colorectal-cancer study identifies tumor-derived JAG2 and macrophage NOTCH3, shows JAG2–NOTCH3-axis activation with STAT3/CCL2 induction, and attenuates the effects by disrupting that axis in vitro and in vivo.	The study is disease- and cell-context specific and emphasizes functional signaling rather than purified affinity.	Exact ligand and receptor are tested; pathway inhibition is receptor-axis evidence, not a standalone binding constant.
leap2 ghsr	Leap2 Ghsr	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/42431255/;https://pubmed.ncbi.nlm.nih.gov/42090839/	human; rat; mouse	receptor-dependent function; antagonist pharmacology	Primary translational work identifies LEAP2 as an endogenous GHSR antagonist: central LEAP2 alters LH/Kiss1 circuitry in rats and attenuates ghrelin effects in GHSR-expressing mouse neurons; human/rat studies also use the GHSR axis.	The cited assays establish antagonism and receptor-dependent physiology rather than a purified LEAP2–GHSR affinity measurement.	Exact processed peptide and receptor are supported; review PMID 42277455 was not used as primary evidence.
lta tnfrsf1a	Lta Tnfrsf1a	no_evidence	https://pubmed.ncbi.nlm.nih.gov/41257035/;https://pubmed.ncbi.nlm.nih.gov/39816079/;https://pubmed.ncbi.nlm.nih.gov/39044282/	human; mouse	no exact-pair assay	The cited records concern follicular lymphoma risk, cervical-cancer target prediction, and TNF in Staphylococcus infection; they do not test lymphotoxin-alpha with TNFRSF1A.	No direct binding or receptor-dependent assay for LTA–TNFR1.	TNFRSF1A/TNF or pathway co-occurrence was not transferred to LTA.
lta tnfrsf1b	Lta Tnfrsf1b	no_evidence	https://pubmed.ncbi.nlm.nih.gov/38539900/;https://pubmed.ncbi.nlm.nih.gov/37903821/;https://pubmed.ncbi.nlm.nih.gov/34595982/	human	no exact-pair assay	The cited records address TNFRSF1B blockade, multiple-sclerosis biomarkers, and TNF/LTA gene polymorphisms; none tests LTA binding or activation of TNFRSF1B.	No exact-pair primary assay.	Gene association and pathway studies do not validate the submitted ligand-receptor edge.
ngf ngfr	Ngf Ngfr	no_evidence	https://pubmed.ncbi.nlm.nih.gov/42470801/;https://pubmed.ncbi.nlm.nih.gov/42394629/;https://pubmed.ncbi.nlm.nih.gov/42362096/	human	expression/prognostic context only	The cited records concern NGFR prognosis, aquaporin localization, and NGFR glioblastoma biology; none tests NGF binding or NGFR-dependent signaling.	No direct NGF–NGFR assay in the cited set.	NGFR expression or cancer association was not treated as ligand-receptor evidence.
ngf ntrk1	Ngf Ntrk1	no_evidence	https://pubmed.ncbi.nlm.nih.gov/42496425/;https://pubmed.ncbi.nlm.nih.gov/42078922/;https://pubmed.ncbi.nlm.nih.gov/42033181/	human; rat	transcriptomic/pharmacologic context only	The cited records concern hypoxic transcriptomics, an analgesic pathway study, and NTRK1 variants; none tests NGF–NTRK1 binding or receptor activation.	No exact-pair primary assay in the cited records.	NTRK1 disease genetics and pathway mentions were not transferred to NGF binding.
nrtn gfra2_ret	Nrtn Gfra2_ret	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/39988080/	human pancreatic cancer; neuronal/paracrine model	receptor-complex recruitment; receptor-dependent function	The primary study reports neuronal NRTN binding to GFRA2 on pancreatic-cancer cells, recruitment of RET, heterodimer assembly, HK2 phosphorylation, and blockade-sensitive tumor effects.	The evidence is a disease-context model and supports the GFRA2–RET complex, not GFRA2 or RET as an isolated receptor.	Submitted complex notation matches the tested GFRA2–RET axis.
ntf3 ngfr	Ntf3 Ngfr	no_evidence	https://pubmed.ncbi.nlm.nih.gov/41959252/;https://pubmed.ncbi.nlm.nih.gov/36834612/	human	review/pathway context only	The RA study reports NT3 among neurotrophins affecting fibroblast vascular maturation and NGFR as an NGF co-receptor; the cited NGFR review lists neurotrophins broadly but neither source directly tests NT3–NGFR.	No exact-pair binding or receptor-dependent assay for NT3 and NGFR.	A broad p75NTR neurotrophin-family statement was not accepted as exact-pair primary evidence.
ntf5 ngfr	Ntf5 Ngfr	no_evidence	https://pubmed.ncbi.nlm.nih.gov/36834612/;https://pubmed.ncbi.nlm.nih.gov/31921482/;https://pubmed.ncbi.nlm.nih.gov/31392756/	human; mouse	review and NTRK2 function	The cited review discusses neurotrophins and the mouse study tests NT4/5 effects through truncated/full-length TrkB, not NGFR; no NT5–NGFR assay is shown.	No exact NGFR pair evidence.	Related neurotrophin receptor pharmacology was excluded.
pdgfa pdgfra	Pdgfa Pdgfra	retain_low	https://pubmed.ncbi.nlm.nih.gov/41407382/;https://pubmed.ncbi.nlm.nih.gov/42074283/;https://pubmed.ncbi.nlm.nih.gov/41269996/	canine; human; mouse	contextual functional/expression evidence	Canine oligodendroglioma cells were cultured with PDGF-AA and acquired a PDGFRA-positive OPC-like phenotype; other cited studies report PDGFRA expression or inferred PDGFA/B–PDGFRA communication.	No purified binding or PDGFRA-dependency experiment establishes the submitted edge; PDGF-AA exposure and receptor expression are contextual.	Real ligand/receptor context is present, but the assay does not resolve direct activation of PDGFRA.
pdgfc pdgfra	Pdgfc Pdgfra	retain_low	https://pubmed.ncbi.nlm.nih.gov/42539570/;https://pubmed.ncbi.nlm.nih.gov/41532065/;https://pubmed.ncbi.nlm.nih.gov/41026414/	human; mouse	computational/cell-communication inference	The cited case report, pulmonary-fibrosis scRNA study, and bladder-cancer ligand-receptor model all report a PDGFC–PDGFRA axis or inferred pair, with pathway/crosstalk consequences.	No direct binding, receptor reconstitution, or perturbation specifically proving PDGFC–PDGFRA engagement.	Retain as contextual candidate; computational LR calls were not treated as exact primary binding evidence.
rarres2 ccrl2	Rarres2 Ccrl2	retain_low	https://pubmed.ncbi.nlm.nih.gov/42260538/;https://pubmed.ncbi.nlm.nih.gov/42415929/;https://pubmed.ncbi.nlm.nih.gov/41907444/	human; mouse	contextual axis/review evidence	The TNBC primary study reports a CCRL2/chemerin axis and functional CCRL2 perturbation, while the other cited records are reviews describing RARRES2/CCRL2 biology and processed chemerin isoforms.	The cited primary work does not provide purified RARRES2–CCRL2 binding or isolate receptor-dependent signaling from the broader chemerin axis; CCRL2 is atypical/non-signaling.	Relationship is biologically plausible and contextually supported, but exact ligand/receptor assay scope remains unresolved.
reln lrp8	Reln Lrp8	retain_low	https://pubmed.ncbi.nlm.nih.gov/41916355/;https://pubmed.ncbi.nlm.nih.gov/41888978/;https://pubmed.ncbi.nlm.nih.gov/41746809/	human; mouse	contextual receptor/function evidence	The cited LRP8 antibody paper identifies LRP8 as a Reelin receptor, and the trophoblast study reports Reelin receptors and Reelin-responsive cells; the cortical study only concerns LRP8 expression in the Reelin network.	No direct ligand-binding assay or LRP8-specific Reelin perturbation is presented in the cited set.	Retain low because the pair is real but the submitted citation set is largely review/expression/contextual.
reln vldlr	Reln Vldlr	retain_low	https://pubmed.ncbi.nlm.nih.gov/41888978/;https://pubmed.ncbi.nlm.nih.gov/42051465/;https://pubmed.ncbi.nlm.nih.gov/42037390/	human; review/clinical genetic systems	contextual receptor/function evidence	The trophoblast paper detects VLDLR and Reelin and reports Reelin exposure effects primarily through ApoER2; the other citations address VLDLR variant trafficking or review Reelin signaling.	The cited functional result is not VLDLR-specific and lacks direct Reelin–VLDLR binding.	VLDLR receptor scope is unresolved; do not promote beyond low/contextual evidence.
retn tlr4	Retn Tlr4	no_evidence	https://pubmed.ncbi.nlm.nih.gov/42037991/;https://pubmed.ncbi.nlm.nih.gov/42016033/;https://pubmed.ncbi.nlm.nih.gov/41347124/	human	review/expression context only	The cited records are a metabolic-inflammation review, PBMC expression correlations, and a resistin review; they do not provide a primary resistin–TLR4 binding or receptor-dependence assay.	No exact-pair primary evidence.	TLR4 expression/correlation and review statements were not sufficient for approval.
s100a8 ager	S100a8 Ager	retain_low	https://pubmed.ncbi.nlm.nih.gov/42141167/;https://pubmed.ncbi.nlm.nih.gov/38431537/;https://pubmed.ncbi.nlm.nih.gov/35178550/	mouse; pig; computational/biochemical systems	complex-level and contextual evidence	The cited studies implicate S100A8/A9 in RAGE biology, report S100A8/A9 interaction models/SPR, and measure S100A8 plus AGER expression in pig tissue; evidence is for the heterodimer or mixed S100 species rather than isolated S100A8.	No clean isolated S100A8–AGER receptor assay; computational docking and expression are not direct validation.	Submitted ligand scope is narrower than the supported S100A8/A9 complex scope.
s100a8 tlr4	S100a8 Tlr4	retain_low	https://pubmed.ncbi.nlm.nih.gov/42492266/;https://pubmed.ncbi.nlm.nih.gov/42526356/;https://pubmed.ncbi.nlm.nih.gov/38431537/	mouse; human; computational/SPR systems	complex-level receptor-pathway evidence	The primary liver-injury study and review describe S100A8/A9-mediated TLR4/NF-kappaB signaling, while SPR work supports receptor binding mainly for S100A8/A9 heterodimers.	The cited evidence does not isolate S100A8 as the ligand or establish a purified S100A8–TLR4 interaction.	Retain low for heterodimer/pathway support; an unavailable PMID 42589173 was not relied upon.
s100a9 ager	S100a9 Ager	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/42152078/;https://pubmed.ncbi.nlm.nih.gov/40487749/;https://pubmed.ncbi.nlm.nih.gov/40294664/	mouse; human/mouse lung macrophage systems	direct interaction; receptor-dependent function	The cited primary studies identify S100A9/RAGE signaling, show S100A9–RAGE interaction/competition or co-IP context, and demonstrate recombinant S100A9 effects in RAGE-expressing cells with pathway inhibition.	Most evidence is inflammatory disease-model work rather than purified affinity measurement; S100A8/A9 complex biology can contribute in vivo.	Exact S100A9 and AGER are tested sufficiently for approval, with complex-context caveat.
s100a9 tlr4	S100a9 Tlr4	retain_low	https://pubmed.ncbi.nlm.nih.gov/42492266/;https://pubmed.ncbi.nlm.nih.gov/42526356/;https://pubmed.ncbi.nlm.nih.gov/38431537/	mouse; human; computational/SPR systems	complex-level receptor-pathway evidence	The cited primary and review sources support S100A8/A9-mediated TLR4 signaling and heterodimer receptor binding, but do not cleanly isolate S100A9 as the TLR4 ligand.	No isolated S100A9–TLR4 binding or receptor-specific assay; heterodimer composition is central.	Retain low rather than approve because submitted single-chain scope is unresolved.
s100b ager	S100b Ager	retain_low	https://pubmed.ncbi.nlm.nih.gov/40228772/;https://pubmed.ncbi.nlm.nih.gov/40010563/;https://pubmed.ncbi.nlm.nih.gov/39097075/	rat; human/mouse	contextual receptor-pathway function	The cited enteric-neuroinflammation study uses S100B/RAGE pathway inhibitors and the lung-cancer study reports S100B macrophage/AGER-associated states, supporting pathway context.	No purified S100B–AGER binding or receptor-specific loss-of-function assay directly establishes the submitted edge.	Real pathway-level support, but not exact direct ligand-receptor evidence.
saa1 tlr2	Saa1 Tlr2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/42144065/;https://pubmed.ncbi.nlm.nih.gov/42060874/	human endothelial cells; mouse; human RCC systems	direct interaction; receptor-dependent activation	The cited primary studies explicitly report that SAA1 interacts with/binds TLR2 and demonstrate TLR2 siRNA or pathway dependence for inflammasome/NET and inflammatory effects.	Disease-model and cell-context dependent; no purified affinity measurement is required for the receptor-dependent functional evidence.	Exact ligand and receptor are named and perturbed in primary assays.
sema4a plxnb1	Sema4a Plxnb1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/37901456/;https://pubmed.ncbi.nlm.nih.gov/31236543/;https://pubmed.ncbi.nlm.nih.gov/29981480/	human; mouse/rodent cell systems	receptor-dependent function; blocking-antibody evidence	Sema4A-Fc responses, Plexin-B1 blocking, human Treg assays, and hippocampal synapse studies support Sema4A signaling through Plexin-B1.	Functional and blocking evidence is cell-context dependent and does not provide a purified affinity constant.	Exact Sema4A/Plexin-B1 pair is tested; Plexin-B2 is a separate Sema4A receptor in some contexts.
sema4c plxnb2	Sema4c Plxnb2	no_evidence	https://pubmed.ncbi.nlm.nih.gov/40818975/;https://pubmed.ncbi.nlm.nih.gov/38293776/;https://pubmed.ncbi.nlm.nih.gov/35398394/	human; mouse	computational/expression context only	The cited records are computational Plexin-B2 ranking, lesion expression, and a noncognate transcriptomic study; none tests Sema4C binding or Plexin-B2-dependent function.	No exact-pair primary assay in the cited records.	Although Sema4C–Plexin-B2 is reported elsewhere, that evidence was not silently substituted for the submitted citations.
sema4g plxnb2	Sema4g Plxnb2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/21122816/	mouse	in vitro binding; receptor-dependent developmental function	The primary mouse study reports Sema4G binding to Plexin-B2-expressing cerebellar cells and links semaphorin signaling/development to Plexin-B2; Sema4G is included with Sema4C as a Plexin-B2 ligand.	The paper describes likely in vivo ligand status and relies on membrane-associated/avidity-dependent assays.	Exact pair, species, and receptor scope are supported.
sema5a plxna1	Sema5a Plxna1	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4236683/	mouse; recombinant/cell systems	direct biochemical binding; receptor-dependent neuronal function	The primary study reports low-nanomolar Sema5A binding to Plexin-A1 ectodomains, ectodomain co-precipitation, mutant-neuron binding loss, and Sema5A/Plexin-A1 functional signaling.	Ectodomain and Fc avidity constructs plus neuronal context limit direct extrapolation to all tissues.	Exact Sema5A–Plexin-A1 interaction is directly tested.
sema5a plxnb3	Sema5a Plxnb3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/15218527/	human and rodent cell systems	direct high-affinity binding; receptor activation	The primary paper identifies Plexin-B3 as a high-affinity receptor specific for transmembrane Sema5A and shows receptor activation and Met-associated cellular responses.	Plexin-B3/Met co-signaling and multivalent membrane ligand presentation affect assay output.	Exact pair and receptor-complex scope are explicit.
sema6a plxna2	Sema6a Plxna2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/20881961/	mouse; recombinant structural systems	direct structural binding; receptor activation	The primary structural study resolves a 2:2 Sema6A–Plexin-A2 signaling complex and validates the interface with mutant ligand/receptor cell assays.	The structure uses ectodomain fragments and avidity-dependent assembly; other plexins can contribute in tissue.	Exact ligand, receptor, complex stoichiometry, and functional validation are present.
sema6a plxna4	Sema6a Plxna4	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC2928682/	mouse	cell-surface interaction; receptor-dependent axon repulsion	The primary study shows Sema6A/Plexin-A4 co-expression, Sema6A-Fc responses, and loss of repulsive axon responses in Plexin-A4/Sema6A mutant assays, including cis modulation.	The central result is cis/trans signaling context rather than purified trans-complex affinity.	The relationship is a tested Plexin-A4 receptor interaction despite cis presentation.
sparc eng	Sparc Eng	retain_low	https://pmc.ncbi.nlm.nih.gov/articles/PMC3216331/	mouse; human-related endothelial/pericyte systems	direct protein interaction; receptor-modulatory function	The primary study shows SPARC/endoglin co-immunoprecipitation and solid-phase binding, and demonstrates SPARC modulation of endoglin-dependent TGF-beta1 activity and pericyte migration.	Endoglin is an accessory TGF-beta receptor and SPARC is a matricellular regulator; the edge is modulatory, not a canonical agonist-receptor interaction.	Exact proteins are directly tested, but contextual receptor-complex scope warrants retain_low.
spon2 itga4	Spon2 Itga4	retain_low	https://pubmed.ncbi.nlm.nih.gov/16917498/;https://pubmed.ncbi.nlm.nih.gov/18818374/	mouse immune-cell systems	cell-matrix adhesion; integrin-dependent migration	Mindin/SPON2 matrix adhesion and eosinophil recruitment are blocked by alpha4/beta1 integrin reagents, supporting an alpha4beta1-containing receptor complex.	The submitted ITGA4 chain is not a complete native receptor; antibody blockade is not purified affinity and beta1 is required in the tested complex.	Real adhesion evidence, but receptor-complex/chain scope is broader than the submitted single-chain label.
spon2 itga5	Spon2 Itga5	retain_low	https://pubmed.ncbi.nlm.nih.gov/16917498/	mouse dendritic-cell system	cell-matrix adhesion; integrin-dependent function	Mindin-mediated dendritic-cell adhesion is blocked by alpha5 and beta1 integrin antibodies, supporting an alpha5beta1-containing SPON2 adhesion receptor.	The tested receptor is a heterodimer and the cited assay is antibody blockade rather than purified ITGA5 binding.	Retain low for real exact-chain involvement with unresolved heterodimer scope.
tac1 tacr1	Tac1 Tacr1	retain_low	https://pubmed.ncbi.nlm.nih.gov/7510519/;https://pubmed.ncbi.nlm.nih.gov/7836382/	human; mouse	processed-peptide binding; GPCR activation	The cited primary studies directly map substance-P binding and activation of NK1/TACR1, and the peptide is a processed TAC1 product.	The submitted TAC1 precursor was not the assayed ligand; TAC1 also encodes neurokinin A.	Exact receptor and mature product are supported, but precursor/processed-form scope requires retain_low.
tac1 tacr2	Tac1 Tacr2	retain_low	https://pubmed.ncbi.nlm.nih.gov/22771977/	mouse/rat	processed-peptide receptor pharmacology	The primary mouse study uses TAC1-derived neurokinin A and NK2/TACR2 antagonism in receptor-dependent behavioral assays, with cross-talk from NK1/TACR1.	Evidence is for processed neurokinin A, not the TAC1 precursor, and the behavioral result is indirect/cross-reactive rather than purified binding.	Real receptor-dependent context, but unresolved processed-ligand and cross-talk scope.
tgfb1 acvrl1	Tgfb1 Acvrl1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/10187774/;https://pubmed.ncbi.nlm.nih.gov/14580334/	human/mammalian endothelial receptor systems	receptor-complex recruitment; receptor-dependent function	Primary chimeric-receptor and endothelial studies show TGF-beta1 activates an ALK1/ACVRL1-containing complex via TGFBR2 and that ALK5 recruits/optimizes ALK1 activation.	ACVRL1 is a type-I/accessory complex component, not a standalone complete TGF-beta receptor; co-receptor and type-II scope matters.	Exact pair is supported when interpreted as the ACVRL1-containing receptor complex.
tnf tnfrsf1a	Tnf Tnfrsf1a	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/8910423/;https://pubmed.ncbi.nlm.nih.gov/32991680/	mouse; human/modeling systems	receptor-dependent activation; receptor interaction model	TNF treatment of TNFR1-deficient versus wild-type mouse fibroblasts demonstrates TNFR1/TNFRSF1A-dependent signaling kinetics and NF-kappaB/proliferative effects; the later model is consistent with the two-receptor system.	Soluble versus membrane TNF and receptor clustering alter signaling; the systems-biology paper is not primary binding evidence.	The primary knockout/function paper validates exact receptor dependence.
tnf tnfrsf1b	Tnf Tnfrsf1b	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/8910423/;https://pubmed.ncbi.nlm.nih.gov/32991680/	mouse; human/modeling systems	receptor-dependent activation; receptor interaction model	The mouse fibroblast study demonstrates independent TNFR2/TNFRSF1B-dependent ERK/AP-1 signaling and TNFR2 enhancement of TNFR1-driven proliferation; the model supports the receptor assignment.	TNFR2 output depends strongly on ligand oligomerization and membrane presentation; no purified affinity measurement in the primary citation.	Exact receptor-dependent function is sufficient for approval under the contract.
tnfsf10 tnfrsf10b	Tnfsf10 Tnfrsf10b	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/10770955/	human recombinant and cell systems	direct quantitative binding; apoptosis receptor activation	The primary study uses ITC, competitive ELISA, and cell-surface binding to show TRAIL/TNFSF10 binds DR5/TNFRSF10B with the highest affinity at physiological temperature and distinguishes decoy receptors.	Affinity rank depends on temperature and receptor presentation; TRAIL also engages other receptors.	Exact ligand and receptor are directly quantified.
tnfsf11 lgr4	Tnfsf11 Lgr4	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/27064449/	mouse; human receptor systems	direct receptor binding; receptor-dependent osteoclast function	The primary study shows RANKL/TNFSF11 binds LGR4, soluble LGR4 ECD binds RANKL, and LGR4 signaling suppresses osteoclast differentiation and bone resorption.	LGR4 is an alternate/negative regulator alongside canonical RANK, not the sole RANKL receptor.	Exact ligand and receptor are tested by binding, knockout, and functional assays.
tnfsf11 tnfrsf11a	Tnfsf11 Tnfrsf11a	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/39155739/	human bronchial epithelial cells; mouse; humanized mouse	receptor-dependent function; receptor-axis perturbation	The primary asthma study tests TNFSF11 and TNFRSF11A by shRNA, heterozygous mouse models, and denosumab blockade, showing that the TNFSF11/TNFRSF11A axis drives airway remodeling through TGF-beta1/STAT3.	The study establishes functional axis dependence rather than purified RANKL–RANK affinity and is airway-disease specific.	The exact primary paper was located by following the supplied search locator.
tnfsf11 tnfrsf11b	Tnfsf11 Tnfrsf11b	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/17702740/	human recombinant proteins; human osteoclast/myeloma-related systems	direct quantitative binding; decoy-receptor neutralization	The primary study directly measures native human RANKL/TNFSF11 binding to osteoprotegerin/TNFRSF11B by surface plasmon resonance and shows OPG prevents RANKL binding to RANK; reported affinity for RANKL is 23 nM.	TNFRSF11B is a soluble decoy receptor rather than a signaling transmembrane receptor; OPG also binds TRAIL.	The exact primary paper was located by following the supplied search locator.
tnfsf12 tnfrsf12a	Tnfsf12 Tnfrsf12a	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/39075394/;https://pubmed.ncbi.nlm.nih.gov/42163252/	human COVID-19 lung tissue/cells; human colorectal-cancer systems	receptor-dependent function; ligand neutralization	The primary studies identify TNFSF12/TWEAK–TNFRSF12A/Fn14 communication and show that TNFRSF12A silencing or anti-TNFSF12 neutralization attenuates fibroblast/tumor-cell responses.	Evidence is pathway- and disease-context dependent and does not provide a purified binding constant.	Exact primary papers were located by following the supplied search locator.
