round_id	queue_rank	promotion_id	regulator_symbol	target_symbol	species_scope	search_scope	search_queries	search_outcome	grade_action	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	review_status
135	1308	public_tf_comprehensive_853	HNRNPH1	A2M	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPH1 human HPA spinal cord;A2M human HPA spinal cord;HNRNPH1 A2M human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPH1 and A2M each have spinal-cord tissue context; broader HNRNPH1 literature concerned RNA processing and other targets, and exact-pair searches found no contextual HNRNPH1-to-A2M mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both genes; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000169045-HNRNPH1/tissue;https://www.proteinatlas.org/ENSG00000169045-HNRNPH1/single%2Bcell;https://www.proteinatlas.org/ENSG00000175899-A2M/brain/spinal%2Bcord;https://pmc.ncbi.nlm.nih.gov/articles/PMC12155273/	adjudicated;round_241_tflink_gtrd_source_chain
135	1309	public_tf_comprehensive_854	HNRNPH1	ACKR2	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPH1 human HPA spinal cord;ACKR2 human HPA spinal cord;HNRNPH1 ACKR2 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPH1 and ACKR2 each have spinal-cord tissue context; broader HNRNPH1 literature concerned RNA processing and other targets, and exact-pair searches found no contextual HNRNPH1-to-ACKR2 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both genes; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000169045-HNRNPH1/tissue;https://www.proteinatlas.org/ENSG00000169045-HNRNPH1/single%2Bcell;https://www.proteinatlas.org/ENSG00000144648-ACKR2/tissue/spinal%2Bcord;https://pmc.ncbi.nlm.nih.gov/articles/PMC12155273/	adjudicated;round_241_tflink_gtrd_source_chain
135	1310	public_tf_comprehensive_855	HNRNPH1	ADAM10	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPH1 human HPA spinal cord;ADAM10 human HPA spinal cord;HNRNPH1 ADAM10 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPH1 and ADAM10 each have spinal-cord tissue context; ADAM10 regulatory literature identified other regulators, not HNRNPH1, and exact-pair searches found no contextual HNRNPH1-to-ADAM10 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both genes; the exact-pair search did not establish HNRNPH1 regulation of ADAM10.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000169045-HNRNPH1/tissue;https://www.proteinatlas.org/ENSG00000169045-HNRNPH1/single%2Bcell;https://www.proteinatlas.org/ENSG00000137845-ADAM10/tissue/spinal%2Bcord;https://pmc.ncbi.nlm.nih.gov/articles/PMC5355436/	adjudicated;round_241_tflink_gtrd_source_chain
135	1311	public_tf_comprehensive_861	HNRNPLL	ABCA1	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPLL human HPA spinal cord tissue;ABCA1 human HPA spinal cord;HNRNPLL ABCA1 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPLL has direct HPA tissue RNA representation including spinal cord, while ABCA1 has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPLL-to-ABCA1 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPLL and ABCA1; ABCA1 posttranscriptional literature identified other RNA-binding regulators, not HNRNPLL.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/tissue;https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/single%2Bcell;https://www.proteinatlas.org/ENSG00000165029-ABCA1/tissue/spinal%2Bcord;https://pmc.ncbi.nlm.nih.gov/articles/PMC4031938/	adjudicated;round_241_tflink_gtrd_source_chain
135	1312	public_tf_comprehensive_862	HNRNPLL	ACKR2	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPLL human HPA spinal cord tissue;ACKR2 human HPA spinal cord;HNRNPLL ACKR2 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPLL has direct HPA tissue RNA representation including spinal cord, while ACKR2 has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPLL-to-ACKR2 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPLL and ACKR2; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/tissue;https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/single%2Bcell;https://www.proteinatlas.org/ENSG00000144648-ACKR2/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
135	1313	public_tf_comprehensive_863	HNRNPLL	ACTR2	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPLL human HPA spinal cord tissue;ACTR2 human HPA spinal cord;HNRNPLL ACTR2 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPLL has direct HPA tissue RNA representation including spinal cord, while ACTR2 has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPLL-to-ACTR2 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPLL and ACTR2; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/tissue;https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/single%2Bcell;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
135	1314	public_tf_comprehensive_864	HNRNPLL	ACVR1	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPLL human HPA spinal cord tissue;ACVR1 human HPA spinal cord;HNRNPLL ACVR1 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPLL has direct HPA tissue RNA representation including spinal cord, while ACVR1 has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPLL-to-ACVR1 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPLL and ACVR1; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/tissue;https://www.proteinatlas.org/ENSG00000143889-HNRNPLL/single%2Bcell;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
135	1315	public_tf_comprehensive_857	HNRNPL	ACTR2	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPL human HPA spinal cord;ACTR2 human HPA spinal cord;HNRNPL ACTR2 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPL has direct HPA spinal-cord RNA representation, while ACTR2 has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPL-to-ACTR2 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPL and ACTR2; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000104824-HNRNPL/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
135	1316	public_tf_comprehensive_859	HNRNPL	ACVR1C	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPL human HPA spinal cord;ACVR1C human HPA spinal cord;HNRNPL ACVR1C human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPL has direct HPA spinal-cord RNA representation, while ACVR1C has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPL-to-ACVR1C mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPL and ACVR1C; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000104824-HNRNPL/tissue/spinal%2Bcord;https://v22.proteinatlas.org/ENSG00000123612-ACVR1C/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
135	1317	public_tf_comprehensive_858	HNRNPL	ACVR1	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPL human HPA spinal cord;ACVR1 human HPA spinal cord;HNRNPL ACVR1 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPL has direct HPA spinal-cord RNA representation, while ACVR1 has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPL-to-ACVR1 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPL and ACVR1; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000104824-HNRNPL/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
135	1318	public_tf_comprehensive_860	HNRNPL	ACVRL1	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPL human HPA spinal cord;ACVRL1 human HPA spinal cord;HNRNPL ACVRL1 human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPL has direct HPA spinal-cord RNA representation, while ACVRL1 has spinal-cord tissue context; exact-pair searches found no direct contextual HNRNPL-to-ACVRL1 mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPL and ACVRL1; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://www.proteinatlas.org/ENSG00000104824-HNRNPL/tissue/spinal%2Bcord;https://v19.proteinatlas.org/ENSG00000139567-ACVRL1/tissue/spinal%2Bcord	adjudicated;round_241_tflink_gtrd_source_chain
135	1319	public_tf_comprehensive_870	HNRNPUL1	APOB	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPUL1 human HPA spinal cord;APOB human HPA tissue;HNRNPUL1 APOB human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPUL1 has direct HPA spinal-cord RNA representation, while APOB has authoritative tissue expression concentrated outside CNS and no verified human spinal-cord target record; exact-pair searches found no direct contextual HNRNPUL1-to-APOB mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L1_non_CNS_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for HNRNPUL1 and L1 for APOB; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000105323-HNRNPUL1/brain/Spinal%2Bcord;https://www.proteinatlas.org/ENSG00000084674-APOB/tissue;https://www.ncbi.nlm.nih.gov/gene/338	adjudicated;round_241_tflink_gtrd_source_chain
135	1320	public_tf_comprehensive_871	HNRNPUL1	APP	human	regulator_component;target_component;exact_pair;round_241_tflink_gtrd_source_chain	HNRNPUL1 human HPA spinal cord;APP human HPA spinal cord;HNRNPUL1 APP human regulation;TFLink raw snapshot exact-pair checksum organism and source-metadata audit	Human HNRNPUL1 has direct HPA spinal-cord RNA representation, while APP has direct HPA spinal-cord RNA representation; exact-pair searches found no direct contextual HNRNPUL1-to-APP mechanism.;verified_tflink_gtrd_snapshot_pair	component_context_only;retain_exact_pair_L0_source_chain_verified	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Independent component evidence supports L3 for both HNRNPUL1 and APP; targeted exact-pair searches found no direct contextual mechanism.;Round 241 verified the exact source-table pair in its species-specific TFLink raw snapshot, including checksum and GTRD/source metadata; this is provenance verification only and does not upgrade context or establish causality.	https://v21.proteinatlas.org/ENSG00000105323-HNRNPUL1/brain/Spinal%2Bcord;https://v21.proteinatlas.org/ENSG00000142192-APP/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000142192-APP/summary/gene	adjudicated;round_241_tflink_gtrd_source_chain
