review_queue_rank	priority_band	route_status	queue_key	promotion_id	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	module_count	module_assignments	target_graph_modules	module_routes	module_row_count	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	source_registries	source_record_ids	review_ids	primary_citations	regulator_role_class	canonical_role_status	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_promotion_lane	context_review_status	context_review_basis
11	C1_canonical_multi_module:100	module_routed	foxk1|adgrl1|human	public_tf_comprehensive_697	foxk1	FOXK1	FOXK1	ADGRL1	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000505:9d0b32966e36	tflink_source_foxk1_adgrl1_human_tflink_human_000505_9d0b32966e36	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
12	C1_canonical_multi_module:100	module_routed	gmeb2|adam22|human	public_tf_comprehensive_738	gmeb2	GMEB2	GMEB2	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000974:ead65c82879f	tflink_source_gmeb2_adam22_human_tflink_human_000974_ead65c82879f	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
13	C1_canonical_multi_module:100	module_routed	grhl3|adam12|mouse	public_tf_comprehensive_753	grhl3	GRHL3	Grhl3	Adam12	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001001:06f10a234819	tflink_source_grhl3_adam12_mouse_tflink_mouse_001001_06f10a234819	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
14	C1_canonical_multi_module:100	module_routed	grhl3|adgrl1|mouse	public_tf_comprehensive_756	grhl3	GRHL3	Grhl3	Adgrl1	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001001:06f10a234819	tflink_source_grhl3_adgrl1_mouse_tflink_mouse_001001_06f10a234819	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
15	C1_canonical_multi_module:100	module_routed	hes2|anxa2|human	public_tf_comprehensive_811	hes2	HES2	HES2	ANXA2	human	3	20B;23B;24B	20B;23B;24B	20B_target_interaction;23B_target_interaction;24B_target_interaction	3	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001033:82d8bfab8e6f	tflink_source_hes2_anxa2_human_tflink_human_001033_82d8bfab8e6f	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	ANXA2 was functionally studied in primary human endothelial cells in a plasma-membrane-repair study. This establishes non-CNS target-component context for ANXA2, but no HES2-to-ANXA2 context was established; the exact pair remains L0.
16	C1_canonical_multi_module:100	module_routed	hes5|adam22|mouse	public_tf_comprehensive_815	hes5	HES5	Hes5	Adam22	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000954:ee539f817c4f	tflink_source_hes5_adam22_mouse_tflink_mouse_000954_ee539f817c4f	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	ADAM22 was studied in mouse peripheral nerve/Schwann-cell biology. This establishes non-CNS target-component context for mouse Adam22, but no HES5-to-Adam22 context was established; the exact pair remains L0.
17	C1_canonical_multi_module:100	module_routed	hoxa13|adam12|mouse	public_tf_comprehensive_878	hoxa13	HOXA13	Hoxa13	Adam12	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000983:90c661760f8e	tflink_source_hoxa13_adam12_mouse_tflink_mouse_000983_90c661760f8e	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	ADAM12 was studied in mouse skeletal muscle development and regeneration, including dystrophic muscle. This establishes non-CNS target-component context for mouse Adam12, but no HOXA13-to-Adam12 context was established; the exact pair remains L0.
18	C1_canonical_multi_module:100	module_routed	hoxa13|adgrl1|mouse	public_tf_comprehensive_880	hoxa13	HOXA13	Hoxa13	Adgrl1	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000983:90c661760f8e	tflink_source_hoxa13_adgrl1_mouse_tflink_mouse_000983_90c661760f8e	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
19	C1_canonical_multi_module:100	module_routed	hoxc12|angptl4|mouse	public_tf_comprehensive_893	hoxc12	HOXC12	Hoxc12	Angptl4	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001066:036fae2d0e47	tflink_source_hoxc12_angptl4_mouse_tflink_mouse_001066_036fae2d0e47	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	ANGPTL4 was studied in mouse adipose tissue using adipose-specific genetic models. This establishes non-CNS target-component context for mouse Angptl4, but no HOXC12-to-Angptl4 context was established; the exact pair remains L0.
20	C1_canonical_multi_module:100	module_routed	hoxc5|adam22|human	public_tf_comprehensive_896	hoxc5	HOXC5	HOXC5	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001102:2734e3ee2a2a	tflink_source_hoxc5_adam22_human_tflink_human_001102_2734e3ee2a2a	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
21	C1_canonical_multi_module:100	module_routed	hoxc5|adgrl2|human	public_tf_comprehensive_899	hoxc5	HOXC5	HOXC5	ADGRL2	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001102:2734e3ee2a2a	tflink_source_hoxc5_adgrl2_human_tflink_human_001102_2734e3ee2a2a	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
22	C1_canonical_multi_module:100	module_routed	myrf|adam22|human	public_tf_comprehensive_1328	myrf	MYRF	MYRF	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001273:e9d3bc997b48	tflink_source_myrf_adam22_human_tflink_human_001273_e9d3bc997b48	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	context_reviewed_no_qualifying_context	adjudicated_context_overlay_applied	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.
23	C1_canonical_multi_module:100	module_routed	npas4|adam12|mouse	public_tf_comprehensive_1423	npas4	NPAS4	Npas4	Adam12	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000902:0067a7f884a7	tflink_source_npas4_adam12_mouse_tflink_mouse_000902_0067a7f884a7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	NPAS4 is an activity-dependent transcription factor studied in mouse hippocampal neurons, establishing CNS regulator-component context. Adam12 is independently studied in mouse skeletal muscle development and regeneration, establishing non-CNS target-component context. No NPAS4-to-Adam12 context was established; the exact pair remains L0.
24	C1_canonical_multi_module:100	module_routed	npas4|adam22|mouse	public_tf_comprehensive_1425	npas4	NPAS4	Npas4	Adam22	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000902:0067a7f884a7	tflink_source_npas4_adam22_mouse_tflink_mouse_000902_0067a7f884a7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	NPAS4 is an activity-dependent transcription factor studied in mouse hippocampal neurons, establishing CNS regulator-component context. Adam22 mRNA was independently localized to mouse spinal-cord grey matter, establishing spinal-cord tissue target-component context. No NPAS4-to-Adam22 context was established; the exact pair remains L0.
25	C1_canonical_multi_module:100	module_routed	ovol2|adam22|human	public_tf_comprehensive_1481	ovol2	OVOL2	OVOL2	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000862:1bd24e5f04f3	tflink_source_ovol2_adam22_human_tflink_human_000862_1bd24e5f04f3	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	OVOL2 was functionally studied as a transcription factor in human epithelial and cancer-cell models, establishing non-CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No OVOL2-to-ADAM22 context was established; the exact pair remains L0.
26	C1_canonical_multi_module:100	module_routed	patz1|adam22|human	public_tf_comprehensive_1500	patz1	PATZ1	PATZ1	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000921:4f040622be31	tflink_source_patz1_adam22_human_tflink_human_000921_4f040622be31	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	PATZ1 was functionally studied as a transcriptional regulator in human embryonic stem cells, establishing non-CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No PATZ1-to-ADAM22 context was established; the exact pair remains L0.
27	C1_canonical_multi_module:100	module_routed	prdm15|adgrl1|mouse	public_tf_comprehensive_1605	prdm15	PRDM15	Prdm15	Adgrl1	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000921:232b6c1fc922	tflink_source_prdm15_adgrl1_mouse_tflink_mouse_000921_232b6c1fc922	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	PRDM15 was functionally studied in mouse embryonic stem cells as a transcriptional regulator of WNT and MAPK-ERK signaling, establishing non-CNS regulator-component context. Adgrl1 was independently studied in mouse hypothalamic neurons, establishing CNS target-component context. No PRDM15-to-Adgrl1 context was established; the exact pair remains L0.
28	C1_canonical_multi_module:100	module_routed	prdm15|adgrl2|mouse	public_tf_comprehensive_1606	prdm15	PRDM15	Prdm15	Adgrl2	mouse	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000921:232b6c1fc922	tflink_source_prdm15_adgrl2_mouse_tflink_mouse_000921_232b6c1fc922	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	PRDM15 was functionally studied in mouse embryonic stem cells as a transcriptional regulator of WNT and MAPK-ERK signaling, establishing non-CNS regulator-component context. Adgrl2 was independently studied in mouse entorhinal-cortex neurons and hippocampal circuitry, establishing CNS target-component context. No PRDM15-to-Adgrl2 context was established; the exact pair remains L0.
