edge_id	source_node_id	target_node_id	pathway_label	relation_type	effect_polarity	species_context	cell_type_context	compartment_context	injury_context	evidence_status	context_scope	export_priority	notes	module	source_label	target_label	register_relation_type	pathway_name	evidence_layer	edge_status	confidence_tier	evidence_ids	evidence_count	source_locator_count	exportable	consolidation_note
M20B-E001577	NODE04781	NODE05028	Pathway not established	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Non-direct-high batch001: exact primary relay/function evidence promoted at the non-direct layer; directness and context boundaries retained.	20B	PGD2-PTGDS	Ptgdr2	engages	Pathway not established	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001577;M20B-EVID-005352-P2-RELAY;M20B-EVID-005353-P2-FUNC	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Non-direct-high batch001: exact primary relay/function evidence promoted at the non-direct layer; directness and context boundaries retained.
M20B-E001670	NODE05448	NODE05439	Pathway not established	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Selplg	Sele	engages	Pathway not established	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001670	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001677	NODE05504	NODE03512	ECM/integrin adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Sema7a	ITGB1_ITGA1	engages	ECM/integrin adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001677	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001724	NODE05985	NODE00235	Axon-guidance/adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Tenm3	Adgrl2	engages	Axon-guidance/adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001724	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001776	NODE00616	NODE05721	Scavenger/uptake-associated receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Bdnf	Sort1	engages	Scavenger/uptake-associated receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001776	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001778	NODE00853	NODE00128	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl11	Ackr2	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001778	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001779	NODE00861	NODE00128	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl17	Ackr2	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001779	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001780	NODE00864	NODE00128	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Medium-direct-high batch007: exact primary molecular interaction promoted; topology and context boundaries retained.	20B	Ccl2	Ackr2	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001780;M20B-EVID-005344-P2-DIRECT;M20B-EVID-005345-P2-FUNC	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Medium-direct-high batch007: exact primary molecular interaction promoted; topology and context boundaries retained.
M20B-E001781	NODE00864	NODE00927	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl2	Ccr2	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001781	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001782	NODE00871	NODE00132	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl21b	Ackr4	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001782	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001783	NODE00875	NODE00128	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl22	Ackr2	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001783	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001785	NODE00881	NODE00132	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl25	Ackr4	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001785	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001786	NODE00889	NODE00926	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl27b	Ccr10	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001786	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001788	NODE00897	NODE00128	GPCR receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Ccl4	Ackr2	engages	GPCR receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001788	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001789	NODE02435	NODE06037	TGF-beta/BMP receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Gdf15	Tgfbr2	engages	TGF-beta/BMP receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001789	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001790	NODE05634	NODE05270	Axon-guidance/adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Slit1	Robo1	engages	Axon-guidance/adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001790	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001791	NODE05636	NODE05270	Axon-guidance/adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Slit2	Robo1	engages	Axon-guidance/adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001791;M20B-EVID-005346-P2-RELAY;M20B-EVID-005347-P2-FUNC	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001792	NODE05636	NODE05272	Axon-guidance/adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.	20B	Slit2	Robo2	engages	Axon-guidance/adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001792;M20B-EVID-005348-P2-RELAY;M20B-EVID-005349-P2-FUNC;M20B-EVID-PROMO-20260826-001	4	3	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.
M20B-E001793	NODE05643	NODE05111	Synaptic/cell-adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.	20B	Slitrk1	Ptprs	engages	Synaptic/cell-adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001793;M20B-EVID-PROMO-20260826-002	2	1	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.
M20B-E001794	NODE05644	NODE05111	Synaptic/cell-adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Slitrk2	Ptprs	engages	Synaptic/cell-adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001794	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001795	NODE05649	NODE05111	Synaptic/cell-adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Slitrk6	Ptprs	engages	Synaptic/cell-adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001795	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001796	NODE06507	NODE04009	ECM/integrin adhesion receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Wnt5a	Mcam	engages	ECM/integrin adhesion receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001796	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001797	NODE00384	NODE00386	TGF-beta/BMP receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Non-direct-high batch001: exact primary relay/function evidence promoted at the non-direct layer; directness and context boundaries retained.	20B	Amh	AMHR2_BMPR1A	engages	TGF-beta/BMP receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001797;M20B-EVID-005354-P2-RELAY;M20B-EVID-005355-P2-FUNC	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Non-direct-high batch001: exact primary relay/function evidence promoted at the non-direct layer; directness and context boundaries retained.
M20B-E001798	NODE00384	NODE00387	TGF-beta/BMP receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.	20B	Amh	AMHR2_BMPR1B	engages	TGF-beta/BMP receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001798;M20B-EVID-005236-P2-RELAY;M20B-EVID-PROMO-20260826-003	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.
M20B-E001799	NODE00472	NODE01848	RTK growth-factor receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.	20B	Areg	EGFR_ERBB2	engages	RTK growth-factor receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001799;M20B-EVID-PROMO-20260826-004	2	1	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.
M20B-E001800	NODE00490	NODE02465	Pathway not established	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Artn	GFRA1_RET	engages	Pathway not established	ligand_receptor_or_direct_molecular	frozen_lr_supported	medium	M20B-EVID-001800	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001801	NODE00490	NODE02469	Pathway not established	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Artn	GFRA3_RET	engages	Pathway not established	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001801	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001802	NODE00616	NODE04560	RTK growth-factor receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.	20B	Bdnf	Ntrk2	engages	RTK growth-factor receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001802	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E001803	NODE00661	NODE00194	TGF-beta/BMP receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.	20B	Bmp10	ACVRL1_ACVR2A	engages	TGF-beta/BMP receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001803;M20B-EVID-PROMO-20260826-005	2	1	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.
M20B-E001804	NODE00661	NODE00195	TGF-beta/BMP receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.	20B	Bmp10	ACVRL1_BMPR2	engages	TGF-beta/BMP receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001804;M20B-EVID-PROMO-20260826-006	2	1	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. High-confidence promotion 2026-08-26; paired primary evidence added to the Module 20B evidence register.
M20B-E001805	NODE00662	NODE00695	TGF-beta/BMP receptor family	binds_receptor	unknown	mouse_release_scope	not_inferred_from_LR_release	not_inferred	SCI-relevant candidate universe	frozen_lr_supported	Module 20A frozen LR release	high	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Non-direct-high batch001: exact primary relay/function evidence promoted at the non-direct layer; directness and context boundaries retained.	20B	Bmp15	BMPR1B_BMPR2	engages	TGF-beta/BMP receptor family	ligand_receptor_or_direct_molecular	frozen_lr_supported	high	M20B-EVID-001805;M20B-EVID-005237-P2-FUNC;M20B-EVID-005237-P2-RELAY	3	1	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved. Non-direct-high batch001: exact primary relay/function evidence promoted at the non-direct layer; directness and context boundaries retained.
