resource_key	source_record_key	record_kind	canonical_communication_id	side	component_name	component_ordinal	source_field_name	original_component_value	notes
mscs_phase2:cellchat_mouse.tsv	TGFB2_ACVR1_TGFBR1	complex_lr_candidate	MSCICOMM-d98c309bc98be5e99653f9c5	receptor	Tgfbr1	2	receptor_components	Tgfbr1	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	TGFB2_ACVR1_TGFBR1	complex_lr_candidate	MSCICOMM-d98c309bc98be5e99653f9c5	receptor	Tgfbr2	3	receptor_components	Tgfbr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	TGFB3_ACVR1_TGFBR1	complex_lr_candidate	MSCICOMM-1e7883da5b29fbfc3cdd2d52	ligand	Tgfb3	1	ligand_components	Tgfb3	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	TGFB3_ACVR1_TGFBR1	complex_lr_candidate	MSCICOMM-1e7883da5b29fbfc3cdd2d52	receptor	Acvr1	1	receptor_components	Acvr1	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	TGFB3_ACVR1_TGFBR1	complex_lr_candidate	MSCICOMM-1e7883da5b29fbfc3cdd2d52	receptor	Tgfbr1	2	receptor_components	Tgfbr1	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	TGFB3_ACVR1_TGFBR1	complex_lr_candidate	MSCICOMM-1e7883da5b29fbfc3cdd2d52	receptor	Tgfbr2	3	receptor_components	Tgfbr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-89b93ac94e77a3bfa83e1629	ligand	Bmp2	1	ligand_components	Bmp2	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-89b93ac94e77a3bfa83e1629	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-89b93ac94e77a3bfa83e1629	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-5edbaa7eb78e85c2549d82bc	ligand	Bmp2	1	ligand_components	Bmp2	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-5edbaa7eb78e85c2549d82bc	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-5edbaa7eb78e85c2549d82bc	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-575096fd1a579ec373801342	ligand	Bmp2	1	ligand_components	Bmp2	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-575096fd1a579ec373801342	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-575096fd1a579ec373801342	receptor	Bmpr2	2	receptor_components	Bmpr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-b08e0900e63a808db3e7138c	ligand	Bmp2	1	ligand_components	Bmp2	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-b08e0900e63a808db3e7138c	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-b08e0900e63a808db3e7138c	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-0abb60249463815675e950b3	ligand	Bmp2	1	ligand_components	Bmp2	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-0abb60249463815675e950b3	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-0abb60249463815675e950b3	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-1f675e195eaf468e99290216	ligand	Bmp2	1	ligand_components	Bmp2	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-1f675e195eaf468e99290216	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP2_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-1f675e195eaf468e99290216	receptor	Bmpr2	2	receptor_components	Bmpr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-388b1fa7d819510f9501a27b	ligand	Bmp4	1	ligand_components	Bmp4	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-388b1fa7d819510f9501a27b	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-388b1fa7d819510f9501a27b	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-f1502a13ee2fdbc528cb8aaa	ligand	Bmp4	1	ligand_components	Bmp4	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-f1502a13ee2fdbc528cb8aaa	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-f1502a13ee2fdbc528cb8aaa	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-43278168feadc1cff67d4e1c	ligand	Bmp4	1	ligand_components	Bmp4	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-43278168feadc1cff67d4e1c	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-43278168feadc1cff67d4e1c	receptor	Bmpr2	2	receptor_components	Bmpr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-970e090693db7bc259d4c3d0	ligand	Bmp4	1	ligand_components	Bmp4	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-970e090693db7bc259d4c3d0	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-970e090693db7bc259d4c3d0	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-0e9792c5b8f84e3612a5da6c	ligand	Bmp4	1	ligand_components	Bmp4	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-0e9792c5b8f84e3612a5da6c	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-0e9792c5b8f84e3612a5da6c	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-3b2b0a1edaae5456b236569e	ligand	Bmp4	1	ligand_components	Bmp4	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-3b2b0a1edaae5456b236569e	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	BMP4_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-3b2b0a1edaae5456b236569e	receptor	Bmpr2	2	receptor_components	Bmpr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-97f75a7523c5c379406e8dd9	ligand	Gdf5	1	ligand_components	Gdf5	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-97f75a7523c5c379406e8dd9	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-97f75a7523c5c379406e8dd9	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-ab4be969b2cc31eaf83c554b	ligand	Gdf5	1	ligand_components	Gdf5	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-ab4be969b2cc31eaf83c554b	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-ab4be969b2cc31eaf83c554b	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-d67969749fcf170b6db138d1	ligand	Gdf5	1	ligand_components	Gdf5	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-d67969749fcf170b6db138d1	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-d67969749fcf170b6db138d1	receptor	Bmpr2	2	receptor_components	Bmpr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-2b3453c8a78998d98abbef06	ligand	Gdf5	1	ligand_components	Gdf5	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-2b3453c8a78998d98abbef06	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-2b3453c8a78998d98abbef06	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-a0a169243fc599b668351608	ligand	Gdf5	1	ligand_components	Gdf5	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-a0a169243fc599b668351608	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-a0a169243fc599b668351608	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-6bb152c6542afdd5cbdb7d3e	ligand	Gdf5	1	ligand_components	Gdf5	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-6bb152c6542afdd5cbdb7d3e	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF5_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-6bb152c6542afdd5cbdb7d3e	receptor	Bmpr2	2	receptor_components	Bmpr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-3c39ee37b7df98f578aa83c7	ligand	Gdf6	1	ligand_components	Gdf6	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-3c39ee37b7df98f578aa83c7	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_ACVR2A	complex_lr_candidate	MSCICOMM-3c39ee37b7df98f578aa83c7	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-8b1febf5cb585653fb424102	ligand	Gdf6	1	ligand_components	Gdf6	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-8b1febf5cb585653fb424102	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_ACVR2B	complex_lr_candidate	MSCICOMM-8b1febf5cb585653fb424102	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-e36830d6732259310119e56b	ligand	Gdf6	1	ligand_components	Gdf6	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-e36830d6732259310119e56b	receptor	Bmpr1a	1	receptor_components	Bmpr1a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1A_BMPR2	complex_lr_candidate	MSCICOMM-e36830d6732259310119e56b	receptor	Bmpr2	2	receptor_components	Bmpr2	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-a7053012222f9e4c1aa6fea6	ligand	Gdf6	1	ligand_components	Gdf6	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-a7053012222f9e4c1aa6fea6	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_ACVR2A	complex_lr_candidate	MSCICOMM-a7053012222f9e4c1aa6fea6	receptor	Acvr2a	2	receptor_components	Acvr2a	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-8a83e76ae3557d8c7e0401cf	ligand	Gdf6	1	ligand_components	Gdf6	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-8a83e76ae3557d8c7e0401cf	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_ACVR2B	complex_lr_candidate	MSCICOMM-8a83e76ae3557d8c7e0401cf	receptor	Acvr2b	2	receptor_components	Acvr2b	Explicit CellChat component field; components were not inferred from the receptor name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-8faef02bbfd3ef437c773207	ligand	Gdf6	1	ligand_components	Gdf6	Explicit CellChat component field; components were not inferred from the ligand name.
mscs_phase2:cellchat_mouse.tsv	GDF6_BMPR1B_BMPR2	complex_lr_candidate	MSCICOMM-8faef02bbfd3ef437c773207	receptor	Bmpr1b	1	receptor_components	Bmpr1b	Explicit CellChat component field; components were not inferred from the receptor name.
