review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch018_pair_03_3	public_tf_evidence_batch_018	3	nipbl	NIPBL/SCC2	mouse	TFLink	tflink:mouse:000854:b7d768091431	Nipbl	Ackr4	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Nipbl%22+AND+%22Ackr4%22+AND+mouse	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. NIPBL has cohesin-loading and chromatin-architecture evidence at other loci, not the queued targets.	false	false
public_tf_evidence_batch018_pair_03_4	public_tf_evidence_batch_018	3	nipbl	NIPBL/SCC2	mouse	TFLink	tflink:mouse:000854:b7d768091431	Nipbl	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Nipbl%22+AND+%22Actr2%22+AND+mouse	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. NIPBL has cohesin-loading and chromatin-architecture evidence at other loci, not the queued targets.	false	false
public_tf_evidence_batch018_pair_04_1	public_tf_evidence_batch_018	4	sap30	SAP30	human	TFLink	tflink:human:001006:87113de7da50	SAP30	ABCA1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SAP30%22+AND+%22ABCA1%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. SAP30 corepressor evidence concerns nonqueued promoters such as MXD4, not the queued targets.	false	false
public_tf_evidence_batch018_pair_04_2	public_tf_evidence_batch_018	4	sap30	SAP30	human	TFLink	tflink:human:001006:87113de7da50	SAP30	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SAP30%22+AND+%22ACKR2%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. SAP30 corepressor evidence concerns nonqueued promoters such as MXD4, not the queued targets.	false	false
public_tf_evidence_batch018_pair_04_3	public_tf_evidence_batch_018	4	sap30	SAP30	human	TFLink	tflink:human:001006:87113de7da50	SAP30	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SAP30%22+AND+%22ACTR2%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. SAP30 corepressor evidence concerns nonqueued promoters such as MXD4, not the queued targets.	false	false
public_tf_evidence_batch018_pair_04_4	public_tf_evidence_batch_018	4	sap30	SAP30	human	TFLink	tflink:human:001006:87113de7da50	SAP30	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SAP30%22+AND+%22ACVR1%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. SAP30 corepressor evidence concerns nonqueued promoters such as MXD4, not the queued targets.	false	false
public_tf_evidence_batch018_pair_05_1	public_tf_evidence_batch_018	5	epop	EPOP/C17orf96	mouse	TFLink	tflink:mouse:000955:ac9df164bd8e	Epop	A2m	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Epop%22+AND+%22A2m%22+AND+mouse	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. EPOP is a PRC2-associated chromatin regulator; no queued target edge was established.	false	false
public_tf_evidence_batch018_pair_05_2	public_tf_evidence_batch_018	5	epop	EPOP/C17orf96	mouse	TFLink	tflink:mouse:000955:ac9df164bd8e	Epop	Abca1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Epop%22+AND+%22Abca1%22+AND+mouse	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. EPOP is a PRC2-associated chromatin regulator; no queued target edge was established.	false	false
public_tf_evidence_batch018_pair_05_3	public_tf_evidence_batch_018	5	epop	EPOP/C17orf96	mouse	TFLink	tflink:mouse:000955:ac9df164bd8e	Epop	Ackr3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Epop%22+AND+%22Ackr3%22+AND+mouse	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. EPOP is a PRC2-associated chromatin regulator; no queued target edge was established.	false	false
public_tf_evidence_batch018_pair_05_4	public_tf_evidence_batch_018	5	epop	EPOP/C17orf96	mouse	TFLink	tflink:mouse:000955:ac9df164bd8e	Epop	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Epop%22+AND+%22Actr2%22+AND+mouse	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. EPOP is a PRC2-associated chromatin regulator; no queued target edge was established.	false	false
public_tf_evidence_batch018_pair_06_1	public_tf_evidence_batch_018	6	nipbl	NIPBL/SCC2	human	TFLink	tflink:human:000860:3c70a66c7631	NIPBL	A2M	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NIPBL%22+AND+%22A2M%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. NIPBL has cohesin-loading and chromatin-architecture evidence at other loci, not the queued targets.	false	false
public_tf_evidence_batch018_pair_06_2	public_tf_evidence_batch_018	6	nipbl	NIPBL/SCC2	human	TFLink	tflink:human:000860:3c70a66c7631	NIPBL	ABCA1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NIPBL%22+AND+%22ABCA1%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. NIPBL has cohesin-loading and chromatin-architecture evidence at other loci, not the queued targets.	false	false
public_tf_evidence_batch018_pair_06_3	public_tf_evidence_batch_018	6	nipbl	NIPBL/SCC2	human	TFLink	tflink:human:000860:3c70a66c7631	NIPBL	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NIPBL%22+AND+%22ACKR2%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. NIPBL has cohesin-loading and chromatin-architecture evidence at other loci, not the queued targets.	false	false
public_tf_evidence_batch018_pair_06_4	public_tf_evidence_batch_018	6	nipbl	NIPBL/SCC2	human	TFLink	tflink:human:000860:3c70a66c7631	NIPBL	ACKR3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22NIPBL%22+AND+%22ACKR3%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. NIPBL has cohesin-loading and chromatin-architecture evidence at other loci, not the queued targets.	false	false
public_tf_evidence_batch018_pair_07_1	public_tf_evidence_batch_018	7	kdm6a	KDM6A/UTX	human	TFLink	tflink:human:000855:41254776fc98	KDM6A	A2M	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22KDM6A%22+AND+%22A2M%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. KDM6A chromatin-coregulator activity is documented at APOA1/APOM/APOH and related lipid genes; queued Abca1 evidence is ambiguous and separately recorded.	false	false
public_tf_evidence_batch018_pair_07_2	public_tf_evidence_batch_018	7	kdm6a	KDM6A/UTX	human	TFLink	tflink:human:000855:41254776fc98	KDM6A	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22KDM6A%22+AND+%22ACKR2%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. KDM6A chromatin-coregulator activity is documented at APOA1/APOM/APOH and related lipid genes; queued Abca1 evidence is ambiguous and separately recorded.	false	false
public_tf_evidence_batch018_pair_07_3	public_tf_evidence_batch_018	7	kdm6a	KDM6A/UTX	human	TFLink	tflink:human:000855:41254776fc98	KDM6A	ACKR3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22KDM6A%22+AND+%22ACKR3%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. KDM6A chromatin-coregulator activity is documented at APOA1/APOM/APOH and related lipid genes; queued Abca1 evidence is ambiguous and separately recorded.	false	false
public_tf_evidence_batch018_pair_07_4	public_tf_evidence_batch_018	7	kdm6a	KDM6A/UTX	human	TFLink	tflink:human:000855:41254776fc98	KDM6A	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22KDM6A%22+AND+%22ACTR2%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. KDM6A chromatin-coregulator activity is documented at APOA1/APOM/APOH and related lipid genes; queued Abca1 evidence is ambiguous and separately recorded.	false	false
public_tf_evidence_batch018_pair_08_1	public_tf_evidence_batch_018	8	cbx3	CBX3/HP1gamma	human	TFLink	tflink:human:001001:1d5e48bb1c09	CBX3	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22CBX3%22+AND+%22ACKR2%22+AND+human	chromatin_or_transcriptional_machinery_database_only_not_promotable	supported_general_or_authoritative_regulator_evidence	not_established_for_exact_pair	TFLink_or_curated_database_membership_only	not_found_for_exact_pair	not_established_for_SCI_target_cell	not_tested_for_exact_pair	retain_noncanonical_regulator_candidate_separately	https://tflink.net/download/#interaction-gmt		General regulator-level evidence at nonqueued loci, orthologs, reverse directions, co-models, and broad chromatin programs was not transferred to this exact pair.	TFLink membership is a search lead only; it does not establish causal direction, target-cell presence, downstream activation, or upstream relay. CBX3/HP1gamma has promoter/gene-body chromatin and RNA-processing evidence, not the queued targets.	false	false
