repository_root	relative_path	module	register_edge_id	register_evidence_id	matched_identifier_type	matched_identifier_value	match_method	crosswalk_status	notes
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	20B	M20B-E004244	M20B-EVID-004244-P2-FUNC	PMID	16517605	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	20B	M20B-E004245	M20B-EVID-004245-P2-DIRECT	PMID	16517605	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	20B	M20B-E004245	M20B-EVID-004245-P2-RELAY	PMID	16517605	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	20B	M20B-E004245	M20B-EVID-004245-P2-FUNC	PMID	16517605	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	20B	M20B-E004246	M20B-EVID-004246-P2-DIRECT	PMID	16517605	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	20B	M20B-E004246	M20B-EVID-004246-P2-RELAY	PMID	16517605	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	20B	M20B-E004246	M20B-EVID-004246-P2-FUNC	PMID	16517605	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B174_PMID12084985_MDK_GPC2_SDC3_pubmed.xml	20B	M20B-E004229	M20B-EVID-004229-P2-DIRECT	PMID	12084985	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID19252495_NGL3_LAR_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-DIRECT	PMID	19252495	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID20139422_NGL3_LAR_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-DIRECT	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_bioc.json	20B	M20B-E004190	M20B-EVID-004190-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	20B	M20B-E004190	M20B-EVID-004190-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.json	20B	M20B-E004190	M20B-EVID-004190-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.xml	20B	M20B-E004190	M20B-EVID-004190-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMID20139422_LRRC4B_PTPRS_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-DIRECT	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID19252495_NGL3_LAR_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-RELAY	PMID	19252495	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID20139422_NGL3_LAR_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-RELAY	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_bioc.json	20B	M20B-E004190	M20B-EVID-004190-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	20B	M20B-E004190	M20B-EVID-004190-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.json	20B	M20B-E004190	M20B-EVID-004190-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.xml	20B	M20B-E004190	M20B-EVID-004190-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMID20139422_LRRC4B_PTPRS_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-RELAY	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID19252495_NGL3_LAR_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-FUNC	PMID	19252495	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID20139422_NGL3_LAR_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-FUNC	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_bioc.json	20B	M20B-E004190	M20B-EVID-004190-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	20B	M20B-E004190	M20B-EVID-004190-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.json	20B	M20B-E004190	M20B-EVID-004190-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.xml	20B	M20B-E004190	M20B-EVID-004190-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMID20139422_LRRC4B_PTPRS_pubmed.xml	20B	M20B-E004190	M20B-EVID-004190-P2-FUNC	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID20139422_NGL3_LAR_pubmed.xml	20B	M20B-E004191	M20B-EVID-004191-P2-DIRECT	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_bioc.json	20B	M20B-E004191	M20B-EVID-004191-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	20B	M20B-E004191	M20B-EVID-004191-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.json	20B	M20B-E004191	M20B-EVID-004191-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.xml	20B	M20B-E004191	M20B-EVID-004191-P2-DIRECT	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMID20139422_LRRC4B_PTPRS_pubmed.xml	20B	M20B-E004191	M20B-EVID-004191-P2-DIRECT	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID20139422_NGL3_LAR_pubmed.xml	20B	M20B-E004191	M20B-EVID-004191-P2-RELAY	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_bioc.json	20B	M20B-E004191	M20B-EVID-004191-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	20B	M20B-E004191	M20B-EVID-004191-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.json	20B	M20B-E004191	M20B-EVID-004191-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.xml	20B	M20B-E004191	M20B-EVID-004191-P2-RELAY	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMID20139422_LRRC4B_PTPRS_pubmed.xml	20B	M20B-E004191	M20B-EVID-004191-P2-RELAY	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID20139422_NGL3_LAR_pubmed.xml	20B	M20B-E004191	M20B-EVID-004191-P2-FUNC	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_bioc.json	20B	M20B-E004191	M20B-EVID-004191-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	20B	M20B-E004191	M20B-EVID-004191-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.json	20B	M20B-E004191	M20B-EVID-004191-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2859559_LRRC4B_PTPRS_fulltext.xml	20B	M20B-E004191	M20B-EVID-004191-P2-FUNC	PMCID	PMC2859559	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMID20139422_LRRC4B_PTPRS_pubmed.xml	20B	M20B-E004191	M20B-EVID-004191-P2-FUNC	PMID	20139422	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LIFR_PMC452994.xml	20B	M20B-E004156	M20B-EVID-004156-P2-DIRECT	PMCID	PMC452994	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID18974846_pmc.html	20B	M20B-E004144	M20B-EVID-004144-P2-DIRECT	PMID	18974846	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2575350_LGI1_ADAM22_fulltext.xml	20B	M20B-E004144	M20B-EVID-004144-P2-DIRECT	PMCID	PMC2575350	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID18974846_pmc.html	20B	M20B-E004144	M20B-EVID-004144-P2-RELAY	PMID	18974846	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI4_ADAM23_PMID24662834_publisher.html	20B	M20B-E004144	M20B-EVID-004144-P2-RELAY	PMID	24662834	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI4_ADAM23_PMID24715463_fulltext.pdf	20B	M20B-E004144	M20B-EVID-004144-P2-RELAY	PMID	24715463	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B247_PMC2575350_LGI1_ADAM22_fulltext.xml	20B	M20B-E004144	M20B-EVID-004144-P2-RELAY	PMCID	PMC2575350	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI4_ADAM23_PMID24662834_publisher.html	20B	M20B-E004144	M20B-EVID-004144-P2-FUNC	PMID	24662834	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI4_ADAM23_PMID24715463_fulltext.pdf	20B	M20B-E004144	M20B-EVID-004144-P2-FUNC	PMID	24715463	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch055_PMC2990937_full.html	20B	M20B-E002538	M20B-EVID-002538-P2-FUNC	PMCID	PMC2990937	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_PMID22802649.xml	20B	M20B-E003963	M20B-EVID-003963-P2-DIRECT	PMID	22802649	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml	20B	M20B-E003963	M20B-EVID-003963-P2-DIRECT	PMID	11564763	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID12351624_europepmc.xml	20B	M20B-E003963	M20B-EVID-003963-P2-DIRECT	PMID	12351624	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID22802649_europepmc.xml	20B	M20B-E003963	M20B-EVID-003963-P2-DIRECT	PMID	22802649	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml	20B	M20B-E003963	M20B-EVID-003963-P2-RELAY	PMID	11564763	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID12351624_europepmc.xml	20B	M20B-E003963	M20B-EVID-003963-P2-RELAY	PMID	12351624	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_PMID33610678.xml	20B	M20B-E003963	M20B-EVID-003963-P2-FUNC	PMID	33610678	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID33610678_europepmc.xml	20B	M20B-E003963	M20B-EVID-003963-P2-FUNC	PMID	33610678	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_PMID11706020_europepmc.xml	20B	M20B-E003973	M20B-EVID-003973-P2-DIRECT	PMID	11706020	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml	20B	M20B-E003973	M20B-EVID-003973-P2-DIRECT	PMID	11564763	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID12351624_europepmc.xml	20B	M20B-E003973	M20B-EVID-003973-P2-DIRECT	PMID	12351624	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_PMID11706020_europepmc.xml	20B	M20B-E003973	M20B-EVID-003973-P2-RELAY	PMID	11706020	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml	20B	M20B-E003973	M20B-EVID-003973-P2-RELAY	PMID	11564763	filename_locator_token	filename_token_candidate	Conservative candidate link only; filename token does not by itself validate or promote biological evidence.
