artifact_path	artifact_sha256	artifact_byte_size	artifact_role	artifact_identifier_tokens	module	register_edge_id	register_evidence_id	extraction_id	canonical_paper_key	resolved_pmid	paper_match_status	artifact_support_status	evidence_grade	context_level	observation_status	claim_status	source_locator	candidate_observation_snippet	candidate_claim_snippet	adjudication_basis
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_28811323_PMC5626396.json	0da31045e4910749f8ffd08c8483902d04576991e2b31d9a6db82aa2d14935ef	94393	full_text_or_bioc_json	PMCID:PMC5626396							not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_28878115_PMC5621925.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC5621925							not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M22B_batch001_pubmed.xml	0db3c98b2fc57552a0e094c441d4ff51fea6c1b91c0d54a234a7f4cd31f654c4	129961	literature_xml	PMID:16718380;PMID:17994025;PMID:20456019;PMID:28811323;PMID:28878115							not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M23B_batch001_1_10_1016_j_expneurol_2022_114264.html	9a56fe507457cd3f1e8c0bf1cd5ddf6fbcddb85d8921b3e09a810c793647e6d7	2721	full_text_html								not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M23B_batch001_2_10_1089_neu_2019_6540.html	c8f6b670d39d4ce77757469b82b4fdb65c0f46deb86204bd8a1770412849729a	5528	full_text_html								not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M23B_batch001_3_10_1016_j_nbd_2018_04_014.html	6de274419cc8a07d89f00b61e28c8f58f1bb8e87847e4612750bf2620d603e21	2695	full_text_html								not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M23B_batch001_4_10_1016_j_jmbbm_2020_103953.html	a72cdc54c93ed19fe9bce606508b3671daaac9814bf493e6107d482ed6f4c45e	2745	full_text_html								not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_18059327_PMC2241786.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2241786	24B	M24B-E000010	M24B-EVID-000005	M24B-P2-000005	PMCID:PMC2241786; PMID:18059327; DOI:10.1038/sj.bjp.0707577	18059327	exact_identifier_match:PMCID:PMC2241786	supporting_validated_claim	B	L4	validated_full_text	validated_author_claim	PMCID:PMC2241786; PMID:18059327; DOI:10.1038/sj.bjp.0707577; https://europepmc.org/articles/PMC2241786; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B271_PMC2241786_5LO_CysLT1_SCI_fulltext.pdf	In male CD1 mice subjected to T6-T7 clip-compression SCI, zileuton or montelukast reduced inflammatory-cell infiltration, tissue injury, apoptosis-associated Bax/FasL changes, COX-2 expression, and ERK1/2 phosphorylation, while improving motor recovery in the reported treatment window. The paper also measured SCI-associated PGE2 and LTB4 increases and their reduction after drug treatment.	Promote the bounded 5-lipoxygenase/cysteinyl-leukotriene pathway modulation branch to ERK1/2, COX-2, apoptosis, inflammatory-cell, and locomotor outputs in this mouse SCI model. Do not infer a purified leukotriene-receptor interaction, BLT1 specificity, or a terminal TF from the pharmacology.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_18059327_PMC2241786.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2241786	24B	M24B-E000010	M24B-EVID-000005	M24B-P2-R-RECOVERY-5LO-CYSLT-SCI-000001	PMCID:PMC2241786; PMID:18059327; DOI:10.1038/sj.bjp.0707577	18059327	exact_identifier_match:PMCID:PMC2241786	supporting_validated_claim	B	L4	validated_full_text_importable	validated_author_claim	PMCID:PMC2241786; PMID:18059327; DOI:10.1038/sj.bjp.0707577; https://pmc.ncbi.nlm.nih.gov/articles/PMC2241786/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B_batch061_PMC2241786_lipid_mediator.html	In a mouse T6-T7 clip-compression SCI model, 5-LO inhibition with zileuton and Cys-LT1-directed pharmacology with montelukast reduced tissue edema and injury, neutrophil infiltration, TNF-alpha, COX-2, PGE2, LTB4, pERK1/2, and apoptosis, while improving limb-function recovery over 10 days. This supports a receptor-proximal/pathway and functional leukotriene/eicosanoid branch, but the pharmacology does not isolate a single endogenous ligand-receptor edge.	The authors conclude that 5-LO products and Cys-LT signaling contribute to inflammatory events and tissue injury after experimental SCI, and that zileuton or montelukast improves recovery. This remains a pathway/pharmacology record and does not establish a purified LTB4/CysLT1 binding edge or a terminal TF.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_20304963_PMC2861100.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	full_text_or_bioc_json	PMCID:PMC2861100	24B	M24B-E000009	M24B-EVID-000004	M24B-P2-R-RECOVERY-LTB4-BLT1-SCI-000001	PMCID:PMC2861100; PMID:20304963; DOI:10.2353/ajpath.2010.090839	20304963	exact_identifier_match:PMCID:PMC2861100	supporting_validated_claim	B	L4	validated_full_text_importable	validated_author_claim	PMCID:PMC2861100; PMID:20304963; DOI:10.2353/ajpath.2010.090839; https://pmc.ncbi.nlm.nih.gov/articles/PMC2861100/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_D24B_batch060_PMC2861100_LTB4_BLT1.html	In adult mice with traumatic SCI, BLT1 knockout or repeated LTB4-receptor antagonist ONO-4057 reduced early leukocyte infiltration, inflammatory cytokine/chemokine expression, neural apoptosis, and white-matter loss, and improved locomotor recovery. The paper supports an LTB4-BLT1-dependent inflammatory amplification and functional branch in the injured cord; it does not provide purified LTB4-BLT1 affinity or a terminal TF assay.	The authors conclude that the LTB4-BLT1 axis amplifies leukocyte infiltration and secondary injury after SCI, while BLT1 loss or pharmacologic blockade attenuates inflammation, apoptosis, white-matter loss, and functional deficit. The registered edge is retained as an SCI receptor-associated pathway/functional record rather than a direct biochemical binding record.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_34993473_PMC8728726.json	61f6ec16b917dfdc596fd7b4e28097a66aaeafd6f46320ec2bca73530b0cd00e	101704	full_text_or_bioc_json	PMCID:PMC8728726	24B	M24B-E000013	M24B-EVID-000003	M24B-P2-000003	PMID:34993473	34993473	exact_identifier_match:PMCID:PMC8728726	supporting_validated_claim	B	L1	validated_primary_observation	validated_author_claim	PMID:34993473; PMCID:PMC8728726; DOI:10.1093/braincomms/fcab271; local BioC cache=data/raw/evidence/module20_24_supervised_cli_phase2/M24B_34993473_PMC8728726.json	In primary rat cortical neurons, mixed extracellular histones inhibited neurite outgrowth in a microfluidic chamber assay, while combined activated protein C and histone treatment restored neurite outgrowth relative to histone alone; the paper also reports partial protection after TLR2 knockdown. In a rat optic-nerve-crush comparator, APC applied in gelfoam increased CTB-labeled axonal regeneration beyond the lesion.	The authors propose that APC blocks histone-mediated inhibition because it cleaves histones, while acknowledging that APC anti-inflammatory, anti-apoptotic, and anticoagulant effects may also contribute to regeneration.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_34993473_PMC8728726.json	61f6ec16b917dfdc596fd7b4e28097a66aaeafd6f46320ec2bca73530b0cd00e	101704	full_text_or_bioc_json	PMCID:PMC8728726	24B	M24B-E000013	M24B-EVID-000013	M24B-P2-000013	PMID:34993473	34993473	exact_identifier_match:PMCID:PMC8728726	supporting_validated_claim	B	L1	validated_primary_observation	validated_author_claim	PMID:34993473; PMCID:PMC8728726; DOI:10.1093/braincomms/fcab271; local BioC cache=data/raw/evidence/module20_24_supervised_cli_phase2/M24B_34993473_PMC8728726.json	Same primary experiment as M24B-EVID-000003: primary rat cortical-neuron microfluidic assays showed histone-mediated neurite inhibition reversed by APC, with comparator rat optic-nerve-crush regeneration and TLR2/YB-1 pathway results. Reuse the previously validated atomic observation rather than create a duplicate.	Reuse the validated APC/histone author interpretation from M24B-EVID-000003; the paper's Discussion states that APC can block histone effects but other APC properties may contribute to regeneration.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41390852_PMC12717188.json	923e1be54e2922fba575aa3a61e8fb0175186457477ec135a7198b076d514a07	110181	full_text_or_bioc_json	PMCID:PMC12717188	24B	M24B-E000001;M24B-E000002	M24B-EVID-000001	M24B-P2-000001	PMID:41390852	41390852	exact_identifier_match:PMCID:PMC12717188	supporting_validated_claim	B	L1	validated_primary_observation	validated_author_claim	PMID:41390852; PMCID:PMC12717188; DOI:10.1038/s42003-025-09167-5; local BioC cache=data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41390852_PMC12717188.json	In female and male-balanced mouse T10 forceps-clamp SCI experiments, intravenous anti-C1q antibody treatment versus IgG increased lesion-adjacent VGLUT2+PSD95+ synaptic density, reduced PSD95+IBA1+ microglial synaptic engulfment, and improved BMS, swimming, and inclined-plate outcomes at 28 dpi.	The authors interpret the results as showing that foam-cell-derived C1q drives microglia-mediated synaptic elimination and that bazedoxifene-mediated lipid reduction can attenuate this process and improve motor recovery.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41390852_PMC12717188.json	923e1be54e2922fba575aa3a61e8fb0175186457477ec135a7198b076d514a07	110181	full_text_or_bioc_json	PMCID:PMC12717188	24B	M24B-E000001;M24B-E000002	M24B-EVID-000046	M24B-P2-R-000046	PMID:41390852; PMCID:PMC12717188; DOI:10.1038/s42003-025-09167-5	41390852	exact_identifier_match:PMCID:PMC12717188	candidate_requires_review	B	L1	reused_validated_evidence	reused_validated_evidence	PMID:41390852; PMCID:PMC12717188; DOI:10.1038/s42003-025-09167-5; reused local BioC=data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41390852_PMC12717188.json	Reuse the validated anti-C1q/foam-cell-derived complement and synaptic-loss observation from the same primary mouse T10 forceps-clamp SCI study. Anti-C1q treatment reduced microglial synaptic engulfment and improved synaptic density and locomotor outcomes; this duplicate queue anchor does not add a new observation.	Reuse the bounded author interpretation that foam-cell-derived C1q contributes to microglia-mediated synaptic elimination after SCI. Keep CR3 as contextual receptor framing rather than a directly tested C1q-CR3 molecular edge.	The artifact is linked to a resolved paper-level review row, but the observation and claim gates are not both satisfied. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41660680_PMC12884443.json	77eb87a9c89a2dc552e847883756c8d831a19ccbc1250f1da2d921168f85c50f	108823	full_text_or_bioc_json	PMCID:PMC12884443	24B	M24B-E000003	M24B-EVID-000002	M24B-P2-000002	PMID:41660680	41660680	exact_identifier_match:PMCID:PMC12884443	supporting_validated_claim	B	L1	validated_primary_observation	validated_author_claim	PMID:41660680; PMCID:PMC12884443; DOI:10.1002/cns.70777; local BioC cache=data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41660680_PMC12884443.json	In female mouse T10 crush SCI, TREM2-deficient mice showed reduced microglial PI3K/AKT activity at 14 dpi; repeated intraperitoneal SC79 treatment restored p-AKT/AKT and p-GSK3beta/GSK3beta ratios in Iba1+ cells and partially rescued Stage 2 DAM activation relative to TREM2-deficient vehicle controls.	The authors conclude that TREM2 promotes DAM activation through the PI3K/AKT pathway after SCI, while noting that sustained TREM2 activation can worsen chronic inflammation and fibrosis.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41660680_PMC12884443.json	77eb87a9c89a2dc552e847883756c8d831a19ccbc1250f1da2d921168f85c50f	108823	full_text_or_bioc_json	PMCID:PMC12884443	24B	M24B-E000003	M24B-EVID-000049	M24B-P2-R-RECOVERY-TREM2-SCI-000001	PMID:41660680; PMCID:PMC12884443; DOI:10.1002/cns.70777	41660680	exact_identifier_match:PMCID:PMC12884443	supporting_validated_claim	B	L1	validated_full_text_importable	validated_author_claim	PMID:41660680; PMCID:PMC12884443; DOI:10.1002/cns.70777; https://pubmed.ncbi.nlm.nih.gov/41660680/; https://pmc.ncbi.nlm.nih.gov/articles/PMC12884443/	In female mouse spinal-cord crush SCI, TREM2 was primarily localized to Iba1-positive macrophages/microglia and peaked around 7 days. TREM2 deficiency impaired myelin-debris engulfment and degradation and DAM activation, while COG1410 activation produced time-dependent effects: short-term activation improved early locomotion, whereas long-term activation increased fibrosis/inflammation and impaired axon regeneration, neuronal survival, and long-term locomotor recovery. Rescue experiments linked TREM2 effects to PI3K/AKT signaling.	The authors conclude that TREM2 facilitates myelin-debris clearance and DAM activation but can exacerbate chronic inflammation and fibrosis after SCI, with effects depending on activation timing. Preserve this as receptor-associated pathway/function evidence; the paper does not establish a purified myelin-debris/TREM2 ligand pair or direct binding.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/M24B_batch001_pubmed.xml	b82037ddcb014a50bedf7f1701e59407ef2b982f8befaa6b17688643cd7e86e8	154348	literature_xml	PMID:18059327;PMID:20304963;PMID:34993473;PMID:41390852;PMID:41660680							not_attempted	unmapped_source_artifact								No conservative register crosswalk exists for this artifact.
data/raw/evidence/module20_24_supervised_cli_phase2/PMC2614630_PROS1_MERTK_primary.xml	cf04ec72e7a8c72bdc89abf403687a4bc097434bf2038fc5deca04ab93d4a23e	187098	full_text_xml	PMCID:PMC2614630	20B	M20B-E004596	M20B-EVID-004596-P2-DIRECT	M20B-P2-R-004596-R228A	PMID:18250462; DOI:10.4049/jimmunol.180.4.2522; PMCID:PMC2614630	18250462	exact_identifier_match:PMCID:PMC2614630	supporting_validated_claim	B	L1	validated_primary_observation	validated_direct_claim	PMID:18250462; DOI:10.4049/jimmunol.180.4.2522; PMCID:PMC2614630; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROS1_TAM_primary_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/PMC2614630_PROS1_MERTK_primary.xml	Oxidized/oligomerized human protein S bound and activated Mer/MERTK on macrophages; receptor blockade eliminated the protein-S-dependent phagocytic response.	Promote qualified direct PROS1-MERTK activation, with phosphatidylserine and protein-S oligomerization requirements.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
data/raw/evidence/module20_24_supervised_cli_phase2/PMC2614630_PROS1_MERTK_primary.xml	cf04ec72e7a8c72bdc89abf403687a4bc097434bf2038fc5deca04ab93d4a23e	187098	full_text_xml	PMCID:PMC2614630	20B	M20B-E004596	M20B-EVID-004596-P2-FUNC	M20B-P2-R-004596-R228C	PMID:18250462; DOI:10.4049/jimmunol.180.4.2522; PMCID:PMC2614630	18250462	exact_identifier_match:PMCID:PMC2614630	supporting_validated_claim	B	L1	validated_primary_observation	validated_functional_claim	PMID:18250462; DOI:10.4049/jimmunol.180.4.2522; PMCID:PMC2614630; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROS1_TAM_primary_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/PMC2614630_PROS1_MERTK_primary.xml	Protein S oxidation/oligomerization promoted MerTK-dependent macrophage phagocytosis of apoptotic cells; blocking MerTK eliminated the prophagocytic response.	Promote conditional PROS1-MERTK apoptotic-cell clearance/efferocytosis output.	The artifact has an exact identifier match to a Phase-2 row with validated observation and validated claim statuses. Matched identifiers are recorded for audit; filename tokens and database links alone are not treated as claim support.
