repository_root	relative_path	sha256	byte_size	file_extension	artifact_role	scan_version
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/M24B_20304963_PMC2861100.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/M24B_34993473_PMC8728726.json	61f6ec16b917dfdc596fd7b4e28097a66aaeafd6f46320ec2bca73530b0cd00e	101704	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41390852_PMC12717188.json	923e1be54e2922fba575aa3a61e8fb0175186457477ec135a7198b076d514a07	110181	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/M24B_41660680_PMC12884443.json	77eb87a9c89a2dc552e847883756c8d831a19ccbc1250f1da2d921168f85c50f	108823	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/M24B_batch001_pubmed.xml	b82037ddcb014a50bedf7f1701e59407ef2b982f8befaa6b17688643cd7e86e8	154348	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC2614630_PROS1_MERTK_primary.xml	cf04ec72e7a8c72bdc89abf403687a4bc097434bf2038fc5deca04ab93d4a23e	187098	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3716315_full_text.html	aa836ed7c1483aa98869b417065f87f246421620fa3a34f83e8e2262a1904a7a	215611	html	full_text_html	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3738877_bioc.json	380a6ee085cfb2018a1cf3277babd1e74bb8ce91168bc5eb4d93e79562748608	197693	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC3742533_bioc.json	a21eea17f30f2e82b4d726d64e94ac06152e57ec8c074cf74c9498061840816e	133224	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/PMC9065593_PROS1_TYRO3_primary.xml	e78e109a7af786c6efaecfc099c5c4a8b8c878e29823ea203a3233b3f9f08108	210619	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/activin_endoglin.xml	eff0736c4ce6ccf34be38dca2b393f3e821ffe9bc250e118d6367c708ad87c86	1432	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap001/gdf11_alk5_acvr2b_PMID16845371.xml	5f57a49f71b65c154c3465812bfbeb26df7044346cd5977db77da17a1ea89f93	15378	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap001/gdf5_bmpr1b_acvr2a_PMID8702914.xml	917566fb656910e0642d08221f8ea4e06ab904a0c3cd96e38c4b513f7d900ed1	9049	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap001/neurexin_latrophilin1_PMID22262843.xml	7803454e46f80b7c5fef762cf37bdc475dca19f30b5cdbdf161abb4941512855	28531	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap001/psgl1_e_selectin_PMID26124272.xml	89e3e1fdf568ad8a0b299f3aa7a8a50631b13ec9798202f1e0699bf8ec66cbb0	27359	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap001/psgl1_e_selectin_mouse_PMID10601352.xml	3badc2a0283e1bba8b81c460f49ca49c901ea59eeb6c74e13d1ac21e462e788e	35390	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap001/remaining_pubmed_records.xml	980f811c5b395eb5361a65dde640f95d06ed17af90a3afc381a6f927a0d6c617	73029	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap001/sema7a_itga1_PMID17377534.xml	d6b3d361ff32ce74048ce55ee5fd1258482f883421eba2adcae4ddc8a7358a97	9070	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap002/primary_records.xml	ecf49796d42d99aed5630f4ad7b127370d782129ba94c917019d14a3e1a0a87c	169453	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap003/primary_records.xml	e01fcaa1885775edc1ce833951349ccb0d16ea75d0f172017680cccb2e94ee8c	103110	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/Ornitz_FGF_specificity_JBC.pdf	8937c09018162c13f1607605312d5f6e957f85ca5d023ebd4811f71c35dd52f4	233966	pdf	full_text_pdf	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/PMC2080618_oa.xml	8fe8273bff76bd9701decb21a4f4bd8c3ccb5c92bef1957186cbf12d65c4b306	222	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/PMC327120_fulltext.xml	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/PMC5017282_idconv.json	36eadcc95bc680d2bbfb74c6ca79899e377084b4f6d0ec2bd2329fbdbf131aaa	384	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/collagenVI_DOI_search.json	49746b96fa963327f2dbc2f730ab3c20c12cb8ecf23283907b1d729548407855	207	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/egfr_ligand_dimer_primary.xml	4ea9ec4413e8d3f7025903b972e13731eca1e4842d671d0f7075199c2983ae56	43546	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/ereg_erbb2_search.json	216f72fb210717bbddee7f81298ef0b8300bd3765cf305583512b21d5868a001	1022	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/ereg_heterodimer_search.json	4377b062f96e7ae5ba774782ca3f7c2fa181c19667469adbbb30112a56131a5b	358	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/ereg_primary_records.xml	0ae1590749e7b0285287fdda97e357316dd8cc7caca33bc512cbeab2a4f011f4	139781	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/ereg_zhuang_search.json	567e0bd003eefe993e9f1552510b91ed0906da51509f07a14b5df85ec0ed0e76	213	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/fgf1_fgfr2_fgfr3_search.json	81e22190c967779fa3cfb29dd15436622ae4361cd643dda177c9b2281d2041cf	1475	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/fgf1_fgfr3_idconv.json	d4f981f60d442200e08bf76382248bf6ade5ad079206c0204c97a589cf92acf0	374	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/fgf20_fgfr4_search.json	c1ceed25af459d06bb72ff11605cb970c9f2f43eee91f74340a83c309fa7ee19	267	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/fgf22_fgfr2_search.json	ed7b5cb0274e3a8fd3af6523d063c2633355d4048452ae3eff780ce65ec1ba00	357	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/fgf5_primary.xml	089fe6977c596e9b92294c3c3e394b257beed07bbbf37608981489de40459aca	9355	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/ornitzlab_receptor_specificity.html	a6c041c7697c77bc3119236be9553bc255f3a02440cd8a814cbb8f24b42f6f37	77757	html	full_text_html	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/primary_records.xml	f28324f784db1665f81b87ce9aa95e5c66186083fe5de904b6f1698aed7b905d	248011	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/primary_records_additional.xml	98279e5098955d0e7ccdf4f24353753e7636acb617941215f5969b4f443dd630	58883	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap004/receptor_specificity_idconv.json	597db0a312a7862989aff92a6b0bfdfcdff8ccf335b8bcb4832a18b628c863e8	377	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap005/primary_records.xml	f269e6c9b293fdbcda5fe0430e80f2faea4a9ed2755169cfa7373c17357e49e8	10663	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap006/dll4_notch4_primary.xml	dc4eac4e793459aac3b91b8e58b05015bb37882f2736a8913bd6495e373f4def	9187	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap006/pmc_records.xml	f94f7441f55bf264e4ec46754856dd82aec3dfceea2aafb647d951d5e1954bb5	124084	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap006/pmc_records_additional.xml	0523aae4df198a89ffddd606dbeb6cae02a4cdaa0ecc144251d1869df590491d	104415	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap006/primary_records.xml	f1dd58056f9328a71c1aeb17bfb0f4832be0147041ac60d7522d2149db577aaf	139582	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap007/pmc_records.xml	52adc4e3981ba0e71d2823c3cba7f8f8d661bd221d0dcec78185563694215b02	140154	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap007/primary_records.xml	abf05d1f041a9a47d1c9e4f3931e849599b33794e0647d4c9e54acb54e9abdbb	111234	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap008/pmc_records.xml	d9eae693f725191e630e26fd89dc475ae91a0ef95b1f3679395568402ce4c4de	419328	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap008/primary_records.xml	cbd3ee54f3e12597f0d2fb4798217a5540ce1bc04c12140716e56897a7870f4d	138717	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap009/primary_records.xml	f47f0bc5a98b80b26266de7042685805cbb1a60b0c0e82444a7c485c166827fc	24151	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml	a12215295cd388daee816a605c1df0839e279f0d235424b42cd1b2db83892e01	140921	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap011/lamb2_search_records.xml	6220ea8b8fde3395b86e5142cdf129004e6fa44076fabfa61ddb225f450247b4	39275	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap011/pmc_records.json	1e6f56ca5bfaed3b24d9a226d2d6cc0ac5da915b4f42fd0f7a6827fee1ce1c67	79078	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap011/primary_records.xml	8a162181884a1071158261c88d63493984a57fcd463825432dd194f3d634b0cd	32610	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap012/PMC2839190.json	3acc5f4c51ec704cd708d3379196db9f66442a96c9bf275773710e0de0196b52	6148	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml	0eaacaf41c76b5ed28a624a52d8a8510d26982c47d96435f786aed783e6dd3a6	141859	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap013/PMC2993182.json	8e791d1d6032a0e5a0a66697db2061e26841cf299df5a2b7268dfd8ecd040625	102229	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap013/primary_records.xml	e87610daf2570aa5a6e7ec50b0ffa34d2f6a0f15e994f778a0d9835460b16aa7	135981	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml	311d4c7af0a87348918263da01360b30f4c8a026c6081ca962e630473cf78c77	85487	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap015/primary_records.xml	c0e1fd0262493a1fe225ddff5464f44215e6f8aa2653efbac7afc093deb13dc0	65816	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap016/primary_records.xml	1f2d581ed98c4aef3db5e19e45540b42b943bf36d21af5227f53abb0801a81e5	150222	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap016/tnxb_crossref.json	7f34f0d5438a4e4bbf403eb4595fdb96accacb941c29da8eaffc1a6260c33d7e	11629	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap017/primary_records.xml	b4c7ebbb76bfec8fd47e2fc48db07c0392f11a4282e3b6ac5168a5ea28f944d0	57324	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap018/pmc_records.json	8847bd43fb0c52e1c73d59f6f6c8069d8bbb6e68697adf6ecfbfd9c9d3f93bbb	96720	json	full_text_or_bioc_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap018/primary_records.xml	2a52183edc5154b888d752fcb1f480a1f46d31b1e6fb6bb7fc6cfc5719720b7c	125276	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap019/a2m_lrp1_early_records.xml	f3e90440038d8e35642b4133775b483a78c8a7887e7f974cc12cf3e58f57e92a	419010	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap019/a2m_lrp1_early_search.json	062acd5035cfe3028acefb44fe6ab729c9cdd238c1fff8b004289b846f43e198	864	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap019/a2m_lrp1_primary_records.xml	ed0bbd4a64293368bd7ee4315d65186d6273caf394cd096ef597fea84cdb4fa9	218731	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap019/a2m_lrp1_search.json	3792427a1f730c02100b332d798b3576d2b3032238aa335704168105aa38d16e	1354	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap019/a2m_lrp1_search_broad.json	4c75064b52c849c4e83c6fcf6f8429ebd02ea9f8778d8864810441c57eab9b1e	1444	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap019/primary_records.xml	1dc01004b7397c7dbcdd907bcd7e51313aee9f987bf6220827c7f200ee6198e9	189905	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap020/adiponectin_receptor_primary.xml	82ace37b7282eedbbe0afdacc2544aaea304d444631d47b2068aa93b634faa58	13145	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap020/adiponectin_receptor_search.json	b9433192d909c9fe107a2a58967fc71fbc543dba42575151c3e31c18772776a4	1468	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap020/known_primary_records.xml	64bfeb1799b66a4190cf35dc1337331e45e9e1d162298ac055fae21c8a76d8b2	127463	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap020/pacap_receptor_records.xml	2b0c956184c4b040f98c19c85d308df0a236f2b0325ee57d273ae1330d759150	769266	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap020/pacap_receptor_search.json	42d122edcc7d1de822d7f21dbad3fc770c48c40096c8c18d076d5526be0a1b85	3782	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap021/a1_search.json	e4f1b2d8af0e2474790a536946643aab09484b092c52bfb56df042259c1d28b4	2529	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap021/a2a_search.json	b09c38ca52de4aa9327405caf60fce6727fc2cc61792fc41141a1dc5a223d854	2770	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap021/a2b_search.json	0b2b75afc69e67e4a252af54d1d5f054b4c05de53b12864c71dcbeb10e409cf3	2770	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap021/adm_receptor_primary.xml	6fccc9118a1e18bf459f0552affcbf6ec3e3dd80139e282ce36ebbd9a55168e4	52549	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap021/ado_cloning_records.xml	fc0161c653c2f492d38ad5bc3df6048c22d8a7c7692f35bad6358e285ff1e53b	194853	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap021/ado_cloning_search.json	604972c108b52cc1f1ab93e62ef5ddd1092ca9c633dc1f578dba8d9a4ec356d6	507	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap021/ado_primary_records.xml	d2b37f5256898515f92d618c103d83d3152e44856a5d2e6ce329664ced4d4f83	509608	xml	literature_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap022/agrn_lrp4_musk_search.json	e56842c1c05f68ec9524815aa330f447ca2f8c18ad4978e7bf533557b11c547f	1496	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap022/agrp_mcr_search.json	d944b60960594c1aa53e92a0001aa1c86bea5a88e43d1bd1b8bb503298226891	1607	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap022/alb_exact_records.xml	37b3fa749136e4063f336521387ea377ab6043b9fc2b01b42c082b6b478252a4	509012	xml	full_text_xml	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap022/alb_exact_search.json	19e787a67125464c540d7b71f9cc1f3c69042bc25c2a0d5f31a2e8c37eb227ed	3066	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap022/alb_fcgrt_search.json	31817e3e41c411379431053907fc51893de744ca1996d9a159819969e978cda9	1138	json	metadata_or_search_json	module20_24_artifact_scan_v1
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/gap022/alb_fcrn_title_search.json	3fc718f30e2d65ab5a94ccc951f1a589ef9d0abc40188cf7e68ff21f5e0f85ca	427	json	metadata_or_search_json	module20_24_artifact_scan_v1
