promotion_id	review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	additional_corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed	module22b_write_performed	source_review_file	promotion_scope	promotion_class	module_route	promotion_confidence	promotion_basis	independent_literature_support_status	independent_literature_source_count	evidence_weight_tier	tflink_source_database	tflink_detection_method	tflink_pubmed_id	tflink_small_scale_evidence	tflink_source_url	tflink_raw_snapshot_path	tflink_raw_snapshot_sha256	tflink_source_selection
public_tf_comprehensive_159	tflink_source_ash2l_acvr1c_human_tflink_human_000901_b0093a09c886	TFLink_database_only_source_recovery_v1		ash2l	ASH2L	human	TFLink	tflink:human:000901:b0093a09c886	ASH2L	ACVR1C	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UBL3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UBL3_targets.tsv	87ea6c3597401ee1046ee1197cf2dee4290a0ba58802df8c6abb12351bd47970	database_profile_hold
public_tf_comprehensive_160	tflink_source_ash2l_adam10_mouse_tflink_mouse_001007_e0cf20c81411	TFLink_database_only_source_recovery_v1		ash2l	ASH2L	mouse	TFLink	tflink:mouse:001007:e0cf20c81411	Ash2l	Adam10	23B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	23B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q91X20.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q91X20_targets.tsv	bc48128a68242cabf2ab746ba68d21cd7cc113a23d6bee15795219e5391494d8	database_profile_hold
public_tf_comprehensive_161	tflink_source_atf7ip_ackr4_human_tflink_human_001211_8402a3af6ffe	TFLink_database_only_source_recovery_v1		atf7ip	ATF7IP	human	TFLink	tflink:human:001211:8402a3af6ffe	ATF7IP	ACKR4	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6VMQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6VMQ6_targets.tsv	e004e71b7351d67f4e7a8f2ffc63d24c0957e852455556fb806830ace5271de9	database_profile_hold
public_tf_comprehensive_162	tflink_source_atf7ip_adam22_human_tflink_human_001211_8402a3af6ffe	TFLink_database_only_source_recovery_v1		atf7ip	ATF7IP	human	TFLink	tflink:human:001211:8402a3af6ffe	ATF7IP	ADAM22	20B;23B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction;23B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6VMQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6VMQ6_targets.tsv	e004e71b7351d67f4e7a8f2ffc63d24c0957e852455556fb806830ace5271de9	database_profile_hold
public_tf_comprehensive_163	tflink_source_atf7ip_adam9_human_tflink_human_001211_8402a3af6ffe	TFLink_database_only_source_recovery_v1		atf7ip	ATF7IP	human	TFLink	tflink:human:001211:8402a3af6ffe	ATF7IP	ADAM9	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6VMQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6VMQ6_targets.tsv	e004e71b7351d67f4e7a8f2ffc63d24c0957e852455556fb806830ace5271de9	database_profile_hold
public_tf_comprehensive_164	tflink_source_atf7ip_adgrb1_human_tflink_human_001211_8402a3af6ffe	TFLink_database_only_source_recovery_v1		atf7ip	ATF7IP	human	TFLink	tflink:human:001211:8402a3af6ffe	ATF7IP	ADGRB1	23B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	23B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6VMQ6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6VMQ6_targets.tsv	e004e71b7351d67f4e7a8f2ffc63d24c0957e852455556fb806830ace5271de9	database_profile_hold
public_tf_comprehensive_165	tflink_source_aurkaip1_ahr_human_tflink_human_000446_898ee454ccc2	TFLink_database_only_source_recovery_v1		aurkaip1	AURKAIP1	human	TFLink	tflink:human:000446:898ee454ccc2	AURKAIP1	AHR		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/11469723/;https://pubmed.ncbi.nlm.nih.gov/29087512/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=inferred by curator; source_database=TRRUST; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/11469723/;https://pubmed.ncbi.nlm.nih.gov/29087512/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_small_scale_or_curated_association	general_public_interaction_catalog	tflink_exact_small_scale_or_curated_association_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with inferred by curator and source database TRRUST; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	TRRUST	inferred by curator	11469723;29087512	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NWT8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NWT8_targets.tsv	bd6a25a752e76075e90b52acdc755879756fe517b16a275fdf2356526bfeb54e	database_profile_hold
public_tf_comprehensive_166	tflink_source_aurkaip1_greb1_human_tflink_human_000446_898ee454ccc2	TFLink_database_only_source_recovery_v1		aurkaip1	AURKAIP1	human	TFLink	tflink:human:000446:898ee454ccc2	AURKAIP1	GREB1		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/21984905/;https://pubmed.ncbi.nlm.nih.gov/29087512/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=inferred by curator; source_database=TRRUST; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/21984905/;https://pubmed.ncbi.nlm.nih.gov/29087512/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_small_scale_or_curated_association	general_public_interaction_catalog	tflink_exact_small_scale_or_curated_association_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with inferred by curator and source database TRRUST; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	TRRUST	inferred by curator	21984905;29087512	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NWT8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NWT8_targets.tsv	bd6a25a752e76075e90b52acdc755879756fe517b16a275fdf2356526bfeb54e	database_profile_hold
public_tf_comprehensive_167	tflink_source_aurkaip1_nfkb2_human_tflink_human_000446_898ee454ccc2	TFLink_database_only_source_recovery_v1		aurkaip1	AURKAIP1	human	TFLink	tflink:human:000446:898ee454ccc2	AURKAIP1	NFKB2		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/21984905/;https://pubmed.ncbi.nlm.nih.gov/29087512/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=inferred by curator; source_database=TRRUST; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/21984905/;https://pubmed.ncbi.nlm.nih.gov/29087512/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_small_scale_or_curated_association	general_public_interaction_catalog	tflink_exact_small_scale_or_curated_association_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with inferred by curator and source database TRRUST; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	TRRUST	inferred by curator	21984905;29087512	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NWT8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NWT8_targets.tsv	bd6a25a752e76075e90b52acdc755879756fe517b16a275fdf2356526bfeb54e	database_profile_hold
public_tf_comprehensive_168	tflink_source_aurkaip1_rsf1_human_tflink_human_000446_898ee454ccc2	TFLink_database_only_source_recovery_v1		aurkaip1	AURKAIP1	human	TFLink	tflink:human:000446:898ee454ccc2	AURKAIP1	RSF1		database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/21984905/;https://pubmed.ncbi.nlm.nih.gov/29087512/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=inferred by curator; source_database=TRRUST; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/21984905/;https://pubmed.ncbi.nlm.nih.gov/29087512/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_small_scale_or_curated_association	general_public_interaction_catalog	tflink_exact_small_scale_or_curated_association_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with inferred by curator and source database TRRUST; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	TRRUST	inferred by curator	21984905;29087512	Yes	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9NWT8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9NWT8_targets.tsv	bd6a25a752e76075e90b52acdc755879756fe517b16a275fdf2356526bfeb54e	database_profile_hold
public_tf_comprehensive_169	tflink_source_aurkb_abca1_mouse_tflink_mouse_000913_92e2bc7ac041	TFLink_database_only_source_recovery_v1		aurkb	AURKB	mouse	TFLink	tflink:mouse:000913:92e2bc7ac041	Aurkb	Abca1	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70126.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O70126_targets.tsv	17488071f1431abb60ed179827c020fb309a756721d86b50b5d011a481a1d7b8	database_profile_hold
public_tf_comprehensive_170	tflink_source_aurkb_adam10_mouse_tflink_mouse_000913_92e2bc7ac041	TFLink_database_only_source_recovery_v1		aurkb	AURKB	mouse	TFLink	tflink:mouse:000913:92e2bc7ac041	Aurkb	Adam10	23B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	23B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70126.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O70126_targets.tsv	17488071f1431abb60ed179827c020fb309a756721d86b50b5d011a481a1d7b8	database_profile_hold
public_tf_comprehensive_171	tflink_source_aurkb_adam12_mouse_tflink_mouse_000913_92e2bc7ac041	TFLink_database_only_source_recovery_v1		aurkb	AURKB	mouse	TFLink	tflink:mouse:000913:92e2bc7ac041	Aurkb	Adam12	20B;23B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction;23B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70126.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O70126_targets.tsv	17488071f1431abb60ed179827c020fb309a756721d86b50b5d011a481a1d7b8	database_profile_hold
public_tf_comprehensive_172	tflink_source_aurkb_adam17_mouse_tflink_mouse_000913_92e2bc7ac041	TFLink_database_only_source_recovery_v1		aurkb	AURKB	mouse	TFLink	tflink:mouse:000913:92e2bc7ac041	Aurkb	Adam17	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O70126.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O70126_targets.tsv	17488071f1431abb60ed179827c020fb309a756721d86b50b5d011a481a1d7b8	database_profile_hold
public_tf_comprehensive_173	tflink_source_auts2_adipor2_mouse_tflink_mouse_000951_e8402cdb445d	TFLink_database_only_source_recovery_v1		auts2	AUTS2	mouse	TFLink	tflink:mouse:000951:e8402cdb445d	Auts2	Adipor2	20B	database_membership_plus_exact_tflink_source_table_record	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink_source_table_exact_pair	TFLink target table reports an exact regulator-target record from a ChIP-seq-derived source.	not_assessed_in_tflink_source_table	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	promote_to_comprehensive_binding_association_catalog	https://pubmed.ncbi.nlm.nih.gov/27924024/			Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	true	false	false	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	comprehensive_public_interaction_catalog	tflink_source_table_high_throughput_association	20B_target_interaction	tflink_exact_high_throughput_binding_record_primary_source_metadata	Exact regulator-target-species match recovered from TFLink's per-protein target table with chromatin immunoprecipitation assay and source database GTRD; promoted as high-throughput binding/association evidence only.	not_identified_outside_tflink_source_table	0	C_tflink_source_table_only	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A0A087WPF7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A0A087WPF7_targets.tsv	74ccd119072f172524f81b07b4bcf9d23156fa87e4a711075b37aa69039f8a72	database_profile_hold
