queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	source_record_id	raw_tf_symbol	tf_uniprot_id	target_uniprot_id	name_tf	name_target	detection_method	pubmed_id	organism	source_database	small_scale_evidence	tflink_source_url	raw_snapshot_path	raw_snapshot_sha256	exact_pair_match
bhlha15|abca1|mouse	BHLHA15	Abca1	mouse	20B	tflink:mouse:000903:ae4339786317	Bhlha15	Q9QYC3	P41233	Bhlha15	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9QYC3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9QYC3_targets.tsv	eef6518b383a0c3bbe8f69bd927e45906c02d0dabda6f4a71f7c22ea451a33f9	true
bhlha15|acvr1|mouse	BHLHA15	Acvr1	mouse	20B	tflink:mouse:000903:ae4339786317	Bhlha15	Q9QYC3	P37172	Bhlha15	Acvr1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9QYC3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9QYC3_targets.tsv	eef6518b383a0c3bbe8f69bd927e45906c02d0dabda6f4a71f7c22ea451a33f9	true
bhlha15|adam10|mouse	BHLHA15	Adam10	mouse	23B	tflink:mouse:000903:ae4339786317	Bhlha15	Q9QYC3	O35598	Bhlha15	Adam10	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9QYC3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9QYC3_targets.tsv	eef6518b383a0c3bbe8f69bd927e45906c02d0dabda6f4a71f7c22ea451a33f9	true
bhlha15|ada|mouse	BHLHA15	Ada	mouse	20B	tflink:mouse:000903:ae4339786317	Bhlha15	Q9QYC3	P03958	Bhlha15	Ada	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9QYC3.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9QYC3_targets.tsv	eef6518b383a0c3bbe8f69bd927e45906c02d0dabda6f4a71f7c22ea451a33f9	true
bhlhe22|a2m|human	BHLHE22	A2M	human	20B	tflink:human:001218:88914b5c4bd6	BHLHE22	Q8NFJ8	P01023	BHLHE22	A2M	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8NFJ8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8NFJ8_targets.tsv	cc868288dc7d1d39882ce2e912bcaa2a0e0f7834d50371f8d935251c6a7d766a	true
bhlhe22|acvr1|human	BHLHE22	ACVR1	human	20B	tflink:human:001218:88914b5c4bd6	BHLHE22	Q8NFJ8	Q04771	BHLHE22	ACVR1	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8NFJ8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8NFJ8_targets.tsv	cc868288dc7d1d39882ce2e912bcaa2a0e0f7834d50371f8d935251c6a7d766a	true
bhlhe22|adora3|human	BHLHE22	ADORA3	human	20B	tflink:human:001218:88914b5c4bd6	BHLHE22	Q8NFJ8	P0DMS8	BHLHE22	ADORA3	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8NFJ8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8NFJ8_targets.tsv	cc868288dc7d1d39882ce2e912bcaa2a0e0f7834d50371f8d935251c6a7d766a	true
bhlhe22|alcam|human	BHLHE22	ALCAM	human	20B;23B	tflink:human:001218:88914b5c4bd6	BHLHE22	Q8NFJ8	Q13740	BHLHE22	ALCAM	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8NFJ8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8NFJ8_targets.tsv	cc868288dc7d1d39882ce2e912bcaa2a0e0f7834d50371f8d935251c6a7d766a	true
casz1|adam22|human	CASZ1	ADAM22	human	20B;23B	tflink:human:001204:5ee273f63ff4	CASZ1	Q86V15	Q9P0K1	CASZ1	ADAM22	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86V15.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86V15_targets.tsv	019c048a79eb0af0bfd6dc91b095c15faa23ae0f057cdc36d18e6c2c0728eb78	true
casz1|adam23|human	CASZ1	ADAM23	human	20B	tflink:human:001204:5ee273f63ff4	CASZ1	Q86V15	O75077	CASZ1	ADAM23	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86V15.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86V15_targets.tsv	019c048a79eb0af0bfd6dc91b095c15faa23ae0f057cdc36d18e6c2c0728eb78	true
casz1|adam9|human	CASZ1	ADAM9	human	20B	tflink:human:001204:5ee273f63ff4	CASZ1	Q86V15	Q13443	CASZ1	ADAM9	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86V15.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86V15_targets.tsv	019c048a79eb0af0bfd6dc91b095c15faa23ae0f057cdc36d18e6c2c0728eb78	true
casz1|ada|human	CASZ1	ADA	human	20B	tflink:human:001204:5ee273f63ff4	CASZ1	Q86V15	P00813	CASZ1	ADA	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q86V15.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q86V15_targets.tsv	019c048a79eb0af0bfd6dc91b095c15faa23ae0f057cdc36d18e6c2c0728eb78	true
cc2d1a|agrn|human	CC2D1A	AGRN	human	20B;23B	tflink:human:001167:fb761d35af1f	CC2D1A	Q6P1N0	O00468	CC2D1A	AGRN	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P1N0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P1N0_targets.tsv	b60d97212cb95ee474a0b884d5a596b320e63bc8259b7b302397cf301f5efb8f	true
cc2d1a|angpt1|human	CC2D1A	ANGPT1	human	20B;23B	tflink:human:001167:fb761d35af1f	CC2D1A	Q6P1N0	Q15389	CC2D1A	ANGPT1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P1N0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P1N0_targets.tsv	b60d97212cb95ee474a0b884d5a596b320e63bc8259b7b302397cf301f5efb8f	true
cc2d1a|axl|human	CC2D1A	AXL	human	20B	tflink:human:001167:fb761d35af1f	CC2D1A	Q6P1N0	P30530	CC2D1A	AXL	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P1N0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P1N0_targets.tsv	b60d97212cb95ee474a0b884d5a596b320e63bc8259b7b302397cf301f5efb8f	true
cc2d1a|c5ar1|human	CC2D1A	C5AR1	human	20B;24B	tflink:human:001167:fb761d35af1f	CC2D1A	Q6P1N0	P21730	CC2D1A	C5AR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P1N0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P1N0_targets.tsv	b60d97212cb95ee474a0b884d5a596b320e63bc8259b7b302397cf301f5efb8f	true
dmrtb1|adgrl1|mouse	DMRTB1	Adgrl1	mouse	20B;23B	tflink:mouse:001031:3c6aa0672a00	Dmrtb1	A2A9I7	Q80TR1	Dmrtb1	Adgrl1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A2A9I7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A9I7_targets.tsv	74a80012e7d4165d1b587a469ed5581ed87662c42497bc7066460ac679db13f9	true
dmrtb1|adipor1|mouse	DMRTB1	Adipor1	mouse	20B	tflink:mouse:001031:3c6aa0672a00	Dmrtb1	A2A9I7	Q91VH1	Dmrtb1	Adipor1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A2A9I7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A9I7_targets.tsv	74a80012e7d4165d1b587a469ed5581ed87662c42497bc7066460ac679db13f9	true
dmrtb1|cish|mouse	DMRTB1	Cish	mouse	22B	tflink:mouse:001031:3c6aa0672a00	Dmrtb1	A2A9I7	Q62225	Dmrtb1	Cish	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A2A9I7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A9I7_targets.tsv	74a80012e7d4165d1b587a469ed5581ed87662c42497bc7066460ac679db13f9	true
ebf2|a2m|mouse	Ebf2	A2m	mouse	20B	tflink:mouse:000920:b3f362af9f8d	Ebf2	O08792	Q6GQT1	Ebf2	A2m	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O08792.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	1f49e0e99ea7888516b1718f8edf3de3fac9361997cd17274e2e0be7f11ce66a	true
ebf2|abca1|mouse	Ebf2	Abca1	mouse	20B	tflink:mouse:000920:b3f362af9f8d	Ebf2	O08792	P41233	Ebf2	Abca1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O08792.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	1f49e0e99ea7888516b1718f8edf3de3fac9361997cd17274e2e0be7f11ce66a	true
ebf2|ackr3|mouse	Ebf2	Ackr3	mouse	20B	tflink:mouse:000920:b3f362af9f8d	Ebf2	O08792	P56485	Ebf2	Ackr3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O08792.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	1f49e0e99ea7888516b1718f8edf3de3fac9361997cd17274e2e0be7f11ce66a	true
ebf2|actr2|mouse	Ebf2	Actr2	mouse	20B	tflink:mouse:000920:b3f362af9f8d	Ebf2	O08792	P61161	Ebf2	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O08792.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_O08792_targets.tsv	1f49e0e99ea7888516b1718f8edf3de3fac9361997cd17274e2e0be7f11ce66a	true
fev|actr2|human	FEV	ACTR2	human	20B	tflink:human:001160:228fc081641a	FEV	Q99581	P61160	FEV	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q99581.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q99581_targets.tsv	2d810373ac1746c786d04820e375e825302f967db47f8c4fa0e9c2ae054402b4	true
fev|adipor1|human	FEV	ADIPOR1	human	20B	tflink:human:001160:228fc081641a	FEV	Q99581	Q96A54	FEV	ADIPOR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q99581.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q99581_targets.tsv	2d810373ac1746c786d04820e375e825302f967db47f8c4fa0e9c2ae054402b4	true
fev|adipor2|human	FEV	ADIPOR2	human	20B	tflink:human:001160:228fc081641a	FEV	Q99581	Q86V24	FEV	ADIPOR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q99581.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q99581_targets.tsv	2d810373ac1746c786d04820e375e825302f967db47f8c4fa0e9c2ae054402b4	true
fezf1|ackr2|human	FEZF1	ACKR2	human	20B	tflink:human:001254:d0c7732752ee	FEZF1	A0PJY2	O00590	FEZF1	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A0PJY2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_A0PJY2_targets.tsv	90a7bda2493187ee3b57384e2b54c75d67b2ec5af2ffde4dd6c651866102b237	true
fezf1|actr2|human	FEZF1	ACTR2	human	20B	tflink:human:001254:d0c7732752ee	FEZF1	A0PJY2	P61160	FEZF1	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A0PJY2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_A0PJY2_targets.tsv	90a7bda2493187ee3b57384e2b54c75d67b2ec5af2ffde4dd6c651866102b237	true
fezf1|acvr1c|human	FEZF1	ACVR1C	human	20B	tflink:human:001254:d0c7732752ee	FEZF1	A0PJY2	Q8NER5	FEZF1	ACVR1C	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A0PJY2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_A0PJY2_targets.tsv	90a7bda2493187ee3b57384e2b54c75d67b2ec5af2ffde4dd6c651866102b237	true
fezf1|acvr1|human	FEZF1	ACVR1	human	20B	tflink:human:001254:d0c7732752ee	FEZF1	A0PJY2	Q04771	FEZF1	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_A0PJY2.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_A0PJY2_targets.tsv	90a7bda2493187ee3b57384e2b54c75d67b2ec5af2ffde4dd6c651866102b237	true
fezf2|a2m|mouse	FEZF2	A2m	mouse	20B	tflink:mouse:000939:6aee9cd01600	Fezf2	Q9ESP5	Q6GQT1	Fezf2	A2m	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ESP5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	303bea47d4c5e59d139e24a54c95035787653346ae70aaf9d4a21afcfe3f0ed4	true
fezf2|ackr3|mouse	FEZF2	Ackr3	mouse	20B	tflink:mouse:000939:6aee9cd01600	Fezf2	Q9ESP5	P56485	Fezf2	Ackr3	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ESP5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	303bea47d4c5e59d139e24a54c95035787653346ae70aaf9d4a21afcfe3f0ed4	true
fezf2|actr2|mouse	FEZF2	Actr2	mouse	20B	tflink:mouse:000939:6aee9cd01600	Fezf2	Q9ESP5	P61161	Fezf2	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ESP5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	303bea47d4c5e59d139e24a54c95035787653346ae70aaf9d4a21afcfe3f0ed4	true
fezf2|acvr1|mouse	FEZF2	Acvr1	mouse	20B	tflink:mouse:000939:6aee9cd01600	Fezf2	Q9ESP5	P37172	Fezf2	Acvr1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ESP5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ESP5_targets.tsv	303bea47d4c5e59d139e24a54c95035787653346ae70aaf9d4a21afcfe3f0ed4	true
