review_id	pair	status	stable_citations	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-1143	Glu-SLC1A7_GLS2 GRIK3_GRIK4	reviewed_unresolved	PMID:20951142; PMID:21907808; PMID:25139762; PMID:34706237	human/rat receptor subunits; recombinant and structural kainate-receptor systems	HEK293/HEK293T cells, Xenopus oocytes, and recombinant structural/composition systems	GluK3 ligand-binding/structural assays; glutamate concentration-response and voltage-clamp assays of comparator GluK1/2-GluK4 complexes; single-molecule assembly studies	GluK3 ligand binding and GluK4-containing receptor assembly; exact GluK3-GluK4 glutamate-gated channel activation unresolved	ligand_receptor_binding_or_activation	ionotropic kainate receptor complex; exact GluK3/GluK4 boundary	low	GluK4 requires coassembly with a low-affinity GluK1-3 partner, but cited primary functional assays did not unambiguously isolate GluK3/GluK4; SLC1A7/GLS2 is glutamate-source context, not the physical ligand or receptor subunit; exact stoichiometry remains unresolved	none
M20A-CELLCHAT-REMAINING-1144	Glu-SLC1A7_GLS2 GRIK3_GRIK5	reviewed_unresolved	PMID:20951142; PMID:21907808; PMID:25139762; PMID:34706237	human/rat receptor subunits; recombinant and structural kainate-receptor systems	HEK293/HEK293T cells, Xenopus oocytes, and recombinant structural/composition systems	GluK3 ligand-binding/structural assays; glutamate concentration-response and voltage-clamp assays of comparator GluK1/2-GluK5 complexes; single-molecule assembly studies	GluK3 ligand binding and GluK5-containing receptor assembly; exact GluK3-GluK5 glutamate-gated channel activation unresolved	ligand_receptor_binding_or_activation	ionotropic kainate receptor complex; exact GluK3/GluK5 boundary	low	GluK5 requires coassembly with a low-affinity GluK1-3 partner, but cited primary functional assays did not unambiguously isolate GluK3/GluK5; SLC1A7/GLS2 is glutamate-source context, not the physical ligand or receptor subunit; exact stoichiometry remains unresolved	none
M20A-CELLCHAT-REMAINING-1155	Glu-SLC1A7_GLS2 Grm7	reviewed_relay_candidate	PMID:16339898; PMID:25193666; PMID:37546908	human; rat; mouse; recombinant CHO/HEK and native hippocampal systems	recombinant mGlu7 glutamate concentration-response and G-protein/BRET or fluorescence reporter assays; native hippocampal receptor studies	glutamate activation measured mGlu7/GRM7 coupling to Gi/o, with lower apparent glutamate efficacy than other group-III receptors	receptor_proximal_relay	mGlu7 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high	Direct Gi/o coupling was measured, but no TF endpoint was assayed; lower efficacy and heterologous/native context caveats remain; SLC1A7/GLS2 was not isolated	none
M20A-CELLCHAT-REMAINING-1156	Glu-SLC1A7_GLS2 Grm8	reviewed_relay_candidate	PMID:25193666; PMID:37546908; PMID:38092773	human; mouse; rat; recombinant HEK/CHO and native systems	recombinant full-length mGlu8 glutamate concentration-response, G-protein/BRET or fluorescence reporter, and receptor-conformation assays	glutamate activation measured mGlu8/GRM8 Gi/o coupling and group-III receptor signaling	receptor_proximal_relay	mGlu8 → Gi/o → inhibition of adenylyl cyclase/cAMP	medium-high	Direct receptor-proximal coupling was measured, but no TF endpoint or source-composite test was performed; native group-III effects are not always subtype-exclusive; SLC1A7/GLS2 is glutamate-source context and was not isolated	none
M20A-CELLCHAT-REMAINING-1157	Gly-SHMT1_SLC6A5 GLRA1_GLRB	reviewed_relay_candidate	PMID:11145968; PMID:9490812; PMID:20631190; PMID:27382060	human/rat; recombinant insect, HEK293, and neuronal systems	recombinant homomeric and heteromeric α1β GlyR expression; glycine concentration-response, whole-cell/patch-clamp and single-channel recordings; mutant and wild-type receptor perturbations	mature glycine activated GLRA1/GLRB heteromeric ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; inhibitory synaptic relay	medium-high	SHMT1 and SLC6A5 are glycine synthesis/transport context labels, not the assayed physical ligand; exact SHMT1-SLC6A5 source composite was not tested; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1158	Gly-SHMT1_SLC6A5 Glra2	reviewed_relay_candidate	PMID:11683900; PMID:12972628; PMID:27382060	rat; recombinant CHO/HEK and primary amygdala/neuronal systems	alpha2 GlyR expression in CHO/HEK cells and native rat amygdala preparations; glycine concentration-response, fast-flow/patch-clamp, single-channel and antagonist assays	mature glycine activated GLRA2-containing ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; developmental/neuronal inhibitory relay	medium-high	SHMT1 and SLC6A5 are glycine synthesis/transport context labels, not the assayed physical ligand; alpha2 homomer and alpha2β composition are model-dependent; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1159	Gly-SHMT1_SLC6A9 GLRA1_GLRB	reviewed_relay_candidate	PMID:11145968; PMID:9490812; PMID:20631190; PMID:27382060	human/rat; recombinant insect, HEK293, and neuronal systems	recombinant homomeric and heteromeric α1β GlyR expression; glycine concentration-response, whole-cell/patch-clamp and single-channel recordings; mutant and wild-type receptor perturbations	mature glycine activated GLRA1/GLRB heteromeric ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; inhibitory synaptic relay	medium-high	SHMT1 and SLC6A9 are glycine synthesis/transport context labels, not the assayed physical ligand; exact SHMT1-SLC6A9 source composite was not tested; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1160	Gly-SHMT1_SLC6A9 Glra2	reviewed_relay_candidate	PMID:11683900; PMID:12972628; PMID:27382060	rat; recombinant CHO/HEK and primary amygdala/neuronal systems	alpha2 GlyR expression in CHO/HEK cells and native rat amygdala preparations; glycine concentration-response, fast-flow/patch-clamp, single-channel and antagonist assays	mature glycine activated GLRA2-containing ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; developmental/neuronal inhibitory relay	medium-high	SHMT1 and SLC6A9 are glycine synthesis/transport context labels, not the assayed physical ligand; alpha2 homomer and alpha2β composition are model-dependent; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1161	Gly-SHMT2_SLC6A5 GLRA1_GLRB	reviewed_relay_candidate	PMID:11145968; PMID:9490812; PMID:20631190; PMID:27382060	human/rat; recombinant insect, HEK293, and neuronal systems	recombinant homomeric and heteromeric α1β GlyR expression; glycine concentration-response, whole-cell/patch-clamp and single-channel recordings; mutant and wild-type receptor perturbations	mature glycine activated GLRA1/GLRB heteromeric ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; inhibitory synaptic relay	medium-high	SHMT2 and SLC6A5 are glycine synthesis/transport context labels, not the assayed physical ligand; exact SHMT2-SLC6A5 source composite was not tested; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1162	Gly-SHMT2_SLC6A5 Glra2	reviewed_relay_candidate	PMID:11683900; PMID:12972628; PMID:27382060	rat; recombinant CHO/HEK and primary amygdala/neuronal systems	alpha2 GlyR expression in CHO/HEK cells and native rat amygdala preparations; glycine concentration-response, fast-flow/patch-clamp, single-channel and antagonist assays	mature glycine activated GLRA2-containing ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; developmental/neuronal inhibitory relay	medium-high	SHMT2 and SLC6A5 are glycine synthesis/transport context labels, not the assayed physical ligand; alpha2 homomer and alpha2β composition are model-dependent; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1163	Gly-SHMT2_SLC6A9 GLRA1_GLRB	reviewed_relay_candidate	PMID:11145968; PMID:9490812; PMID:20631190; PMID:27382060	human/rat; recombinant insect, HEK293, and neuronal systems	recombinant homomeric and heteromeric α1β GlyR expression; glycine concentration-response, whole-cell/patch-clamp and single-channel recordings; mutant and wild-type receptor perturbations	mature glycine activated GLRA1/GLRB heteromeric ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; inhibitory synaptic relay	medium-high	SHMT2 and SLC6A9 are glycine synthesis/transport context labels, not the assayed physical ligand; exact SHMT2-SLC6A9 source composite was not tested; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1164	Gly-SHMT2_SLC6A9 Glra2	reviewed_relay_candidate	PMID:11683900; PMID:12972628; PMID:27382060	rat; recombinant CHO/HEK and primary amygdala/neuronal systems	alpha2 GlyR expression in CHO/HEK cells and native rat amygdala preparations; glycine concentration-response, fast-flow/patch-clamp, single-channel and antagonist assays	mature glycine activated GLRA2-containing ligand-gated chloride channels	receptor_proximal_relay	glycine receptor → chloride conductance; developmental/neuronal inhibitory relay	medium-high	SHMT2 and SLC6A9 are glycine synthesis/transport context labels, not the assayed physical ligand; alpha2 homomer and alpha2β composition are model-dependent; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1165	Gm10499 Cd8a	reviewed_relay_candidate	PMID:11729321; PMID:31992596; PMID:19625641	mouse; recombinant MHC-Ib/TL and CD8 systems; intestinal and T-cell models	TL/H2-T7 tetramer binding and recombinant MHC-Ib–CD8αα binding assays; TL engagement of CD8αα-expressing intestinal intraepithelial lymphocytes and T-cell response modulation	MHC-Ib TL/H2-T7 binds CD8αα and modulates TCR-proximal responses	receptor_proximal_relay	TL–CD8αα → TCR/CD3-associated co-receptor modulation; Lck-proximal inhibitory/selection branch	medium	Gm10499 is annotated as H2-T7/MumuTL, but allele naming and TL preparations vary across studies; the evidence is strongest for CD8αα rather than CD8αβ; no terminal TF was measured	none
M20A-CELLCHAT-REMAINING-1166	Gm10499 Cd8b1	reviewed_unresolved	PMID:11729321; PMID:19625641; PMID:31992596	mouse; recombinant MHC-Ib/TL and CD8 systems; T-cell models	TL tetramer and MHC-Ib–CD8 binding studies; CD8αβ structural/co-receptor comparator assays	TL/H2-T7 preferentially binds CD8αα; exact direct TL/H2-T7 interaction with the CD8β1 subunit or isolated CD8αβ complex remains unresolved	ligand_receptor_binding_or_activation	MHC-Ib/TL–CD8 co-receptor boundary; CD8αβ complex versus CD8αα specificity	low	Primary TL studies emphasize high-affinity CD8αα binding and do not isolate CD8B1 as an independent contact; CD8β is part of the CD8αβ complex and should not be promoted from generic MHC-I/CD8αβ evidence; no downstream TF was measured	none
M20A-CELLCHAT-REMAINING-1167	GPHB5_GPHA2 Tshr	reviewed_relay_candidate	PMID:12045258; PMCID:PMC150994; DOI:10.1172/JCI14340; PMID:16210345; PMID:26018249	human/rat/mouse; recombinant 293T/BHK and primary thyroid/bone models	GPHA2/GPHB5 heterodimerization and purification; radioligand binding to TSHR; cAMP and thymidine assays in cultured thyroid cells; in vivo thyroxine response; primary mouse osteoblast thyrostimulin perturbation	GPHA2/GPHB5 thyrostimulin binds and activates TSHR; receptor-proximal Gs/adenylyl cyclase/cAMP relay with thyroid functional output	receptor_proximal_relay	TSHR → Gs/adenylyl cyclase → cAMP; thyroid stimulation/proliferative output branch	medium-high	Direct binding and cAMP activation are supported in recombinant/thyroid models, but primary osteoblasts failed to show cAMP, Akt, ERK, or p38 responses; the heterodimer, not either subunit alone, is the active ligand; no terminal TF was measured	none
