review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0290	Cd80 Cd274	reviewed_relay_candidate	PMID:20472828; PMCID:PMC2938239; DOI:10.1182/blood-2010-01-265975; PMID:25488990	mouse	mouse B7-H1/PD-L1 and CD80 fusion-protein assays; OT-I T cells; murine tolerance and GVHD models	B7-H1/CD80 ELISA and cell binding; selective anti-B7-H1 blockade; CD80- and B7-H1-deficient T cells; proliferation, anergy, IL-2 and apoptosis assays	CD80–CD274/B7-H1 reverse immune-checkpoint receptor-complex relay	receptor_proximal_relay	CD80–PD-L1 → T-cell tolerance/anergy and PD-1-linked apoptosis	medium-high	The pair-specific interaction and functional effects are supported, but the intracellular CD80 relay is incompletely resolved and no terminal TF was directly measured.	—
M20A-CELLCHAT-REMAINING-0291	Cd8a Ceacam5	reviewed_relay_candidate	PMCID:PMC3981948; PMID:24104458; DOI:10.1038/mi.2013.80	human	intestinal epithelial cells; purified CEACAM5; primary human CD8-positive T cells	Biacore and cell-binding assays; CEACAM5 glycosylation mutants; CEACAM5 stimulation; phospho-LCK/ZAP70 and CD4-suppression assays	direct CEACAM5–CD8A heterophilic immune adhesion/receptor-complex relay	receptor_proximal_relay	CEACAM5–CD8A → LCK/ZAP70 → CD8 suppressor-cell function	high	CEACAM5 is the exact CEACAM family member tested; the study measured kinase phosphorylation and cell function but no terminal TF.	—
M20A-CELLCHAT-REMAINING-0292	Cd96 Pvr	reviewed_function_only	PMID:15034010; DOI:10.4049/jimmunol.172.7.3994; PMID:29721390	mouse; human	mouse and human NK cells; PVR/CD155-expressing target cells; melanoma metastasis models	CD96/PVR adhesion assays; anti-CD96 blockade; CD96-deficient or CD155-deficient controls; NK cytotoxicity, IFN-gamma and metastasis assays	CD96–PVR/CD155 immune-synapse adhesion with NK functional output	downstream_pathway_function	CD96–PVR → NK-target adhesion → cytotoxicity and IFN-gamma	medium-high	Exact interaction and functional dependence are supported, but the cited assays do not define a molecular intracellular relay or terminal TF.	—
M20A-CELLCHAT-REMAINING-0293	Cd99 Cd99	reviewed_relay_candidate	PMID:17202377; PMID:26101266; DOI:10.1038/ncomms5710	mouse; human	primary human neutrophils/monocytes and HUVECs; mouse inflammatory TEM models	CD99 blockade on either cell side; transendothelial migration; endothelial CD99 sAC/PKA pharmacologic and genetic inhibition; junctional trafficking assays	homophilic CD99 adhesion with receptor-proximal endothelial relay	receptor_proximal_relay	CD99 homophilic TEM → ezrin/sAC/PKA → lateral-border recycling-compartment trafficking	medium	Homophilic engagement is supported by side-specific blockade and adhesion behavior, but a purified CD99–CD99 binding assay was not the principal evidence; no terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0294	Cd99 Pilra	reviewed_binding_only	PMID:18234675; PMID:18209065; DOI:10.1016/j.immuni.2007.11.007	human; mouse	recombinant human/mouse CD99 and PILR ectodomains; transfected Ba/F3/293T cells	surface plasmon resonance, glycan mutagenesis and neuraminidase treatment; PILRA-Fc binding	CD99 sialylated O-glycan–PILRA direct lectin-like binding	ligand_receptor_binding_or_activation	PILRA ITIM inhibitory receptor context	medium-high	Direct binding is established and glycan-dependent; exact downstream SHP recruitment for this pair was not measured in the cited experiments.	—
M20A-CELLCHAT-REMAINING-0295	Cd99 Pilrb1	reviewed_unresolved	PMID:18209065; PMID:18234675	mouse; human	mouse PILR-family transfectants and recombinant receptor panels	PILR-beta family binding to glycosylated CD99; no paralog-resolved Pilrb1 assay located	CD99–PILRB-family interaction, exact paralog unresolved	ligand_receptor_binding_or_activation	PILRB/DAP12 activating receptor context	low	Primary studies support generic PILR-beta/CD99 binding but do not distinguish the queued Pilrb1 paralog; DAP12 pathway evidence was not transferred as an exact edge.	—
M20A-CELLCHAT-REMAINING-0296	Cd99 Pilrb2	reviewed_unresolved	PMID:18209065; PMID:18234675	mouse; human	mouse PILR-family transfectants and recombinant receptor panels	PILR-beta family binding to glycosylated CD99; no paralog-resolved Pilrb2 assay located	CD99–PILRB-family interaction, exact paralog unresolved	ligand_receptor_binding_or_activation	PILRB/DAP12 activating receptor context	low	Primary studies support generic PILR-beta/CD99 binding but do not distinguish the queued Pilrb2 paralog; DAP12 pathway evidence was not transferred as an exact edge.	—
M20A-CELLCHAT-REMAINING-0297	Cdh1 Cdh1	reviewed_binding_only	PMID:20190754; PMID:9886272; DOI:10.1074/jbc.M407827200	human; mouse	E-cadherin-expressing CHO cells; epithelial and Langerhans-cell/keratinocyte cocultures	calcium-dependent cell aggregation; E-cadherin ectodomain constructs; blocking/knockdown and catenin co-immunoprecipitation	homophilic E-cadherin/CDH1 adhesion	ligand_receptor_binding_or_activation	CDH1 homophilic adherens-junction adhesion	high	The studies establish homophilic adhesion and cadherin–catenin complex formation, but this row is not promoted to a downstream TF or pathway edge.	—
M20A-CELLCHAT-REMAINING-0298	Cdh12 ITGA1_ITGB1	reviewed_unresolved	PMID:29742438; PMID:12123670	mouse; human	type-II cadherin ectodomain binding panels; purified alpha1beta1 integrin assays	cadherin homophilic/heterophilic binding surveys and alpha1beta1 collagen-binding assay; no CDH12–alpha1beta1 assay located	CDH12–alpha1beta1 exact interaction unresolved	ligand_receptor_binding_or_activation	cadherin adhesion versus collagen-integrin binding boundary	low	The cadherin and integrin studies are separate; alpha1beta1 evidence concerns collagen, not CDH12, and no direct or receptor-dependent exact pair was found.	—
M20A-CELLCHAT-REMAINING-0299	Cdh15 Cdh15	reviewed_binding_only	PMID:9168809; DOI:10.1006/excr.1997.3519	mouse	mouse myogenic cells and LMTK-minus cells ectopically expressing M-cadherin/CDH15	calcium-dependent cell aggregation; trypsin protection; catenin co-complex analysis	homophilic M-cadherin/CDH15 adhesion	ligand_receptor_binding_or_activation	CDH15 homophilic muscle-cell adhesion	medium-high	The primary assay establishes calcium-dependent adhesion and catenin association but does not resolve a downstream transcriptional endpoint.	—
M20A-CELLCHAT-REMAINING-0300	Cdh2 Cdh2	reviewed_binding_only	PMID:15485826; PMID:21084302; DOI:10.1074/jbc.M407827200	human; mouse	N-cadherin-expressing cell lines and mouse embryonic myofibroblasts	N-cadherin ectodomain truncation/aggregation assays; homophilic ligation; catenin/tensin/integrin co-complex analysis	homophilic N-cadherin/CDH2 adhesion	ligand_receptor_binding_or_activation	CDH2 homophilic adherens junction and cytoskeletal coupling	high	The studies establish direct homophilic adhesion and junctional complexes; alpha5beta1 recruitment is a separate matrix-coordination result and no terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0301	Cdh3 Cdh3	reviewed_binding_only	PMID:12645933; PMID:11909859; DOI:10.1016/S0012-1606(02)00016-7	human; mouse	P-cadherin/CDH3-expressing L cells and purified cadherin ectodomain comparisons	quantitative coaggregation and homophilic/heterophilic cadherin adhesion assays	homophilic P-cadherin/CDH3 adhesion	ligand_receptor_binding_or_activation	CDH3 homophilic epithelial adhesion	medium-high	P-cadherin homotypic aggregation is supported, but no exact receptor-proximal relay or terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0302	Cdh4 Cdh4	reviewed_binding_only	PMID:1712604; PMID:12645933; DOI:10.1016/0896-6273(91)90075-B	human; chicken; mouse	R-cadherin/CDH4-expressing cell lines and cadherin aggregation models	calcium-dependent cell aggregation and homotypic clustering; R-cadherin expression/adhesion perturbation	homophilic R-cadherin/CDH4 adhesion	ligand_receptor_binding_or_activation	CDH4 homophilic neural/epithelial adhesion	medium-high	R-cadherin adhesion is directly supported, while Rac1 effects in separate expression studies were not assigned as a ligand-triggered relay for this exact pair.	—
M20A-CELLCHAT-REMAINING-0303	Cdh5 Cdh5	reviewed_function_only	PMID:7698986; PMCID:PMC2120375; DOI:10.1083/jcb.129.1.203	mouse; human	primary and cultured endothelial cells	endothelial junction assembly; immunoprecipitation and localization of VE-cadherin with alpha-, beta- and p120-catenin; junction perturbation	VE-cadherin/CDH5 homophilic junctional adhesion	downstream_pathway_function	CDH5–catenin endothelial junction/barrier function	medium-high	The primary study establishes CDH5-containing endothelial junctions and catenin complexes rather than purified CDH5–CDH5 binding; no terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0304	Ceacam1 Cd1d1	reviewed_unresolved	PMCID:PMC3981948; PMID:39555955	human	intestinal epithelial cells and primary CD8-positive T cells	CEACAM5–CD1d binding and CEACAM5–CD8A signaling assays used as family-specific boundary evidence; no CEACAM1–CD1d1 assay located	CEACAM1–CD1d1 exact interaction unresolved	ligand_receptor_binding_or_activation	CEACAM/CD1d epithelial antigen-presentation context	low	The primary study identifies CEACAM5, not CEACAM1, as the CEACAM family member interacting with CD1d; family review context was not promoted to this exact edge.	—
