M20A-CELLCHAT-REMAINING-0461	Flrt1 Unc5a	reviewed_binding_only	PMID:26633812; PMCID:PMC4737655; DOI:10.7554/eLife.08149; https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+UNC5A	human; mouse	recombinant ectodomain binding screen and cell-based biochemical assays	Direct FLRT1-UNC5A heterophilic binding; no exact downstream guidance perturbation	ligand_receptor_binding_or_activation	FLRT-UNC5 repulsive-guidance receptor binding	medium	Visser et al. report interactions for all FLRT1-3 by UNC5A-D combinations in a primary biochemical screen, but the exact FLRT1-UNC5A functional consequence was not separately measured.	—
M20A-CELLCHAT-REMAINING-0462	Flrt1 Unc5b	reviewed_binding_only	PMID:26633812; PMID:21673655; PMCID:PMC3160250; DOI:10.1038/emboj.2011.189	xenopus; mouse; rat	recombinant FLRT/UNC5 binding; cortical neuron and guidance assays	Direct FLRT1-UNC5B binding; receptor-proximal repulsive machinery not resolved for this exact pair	ligand_receptor_binding_or_activation	FLRT-UNC5B repulsive-guidance receptor binding	medium-high	The exact binding edge is supported by the primary FLRT/UNC5 screens and prior FLRT1-UNC5B report, but the strongest functional guidance data in Yamagishi et al. concern FLRT2-UNC5D and FLRT3-UNC5B.	—
M20A-CELLCHAT-REMAINING-0463	Flrt1 Unc5c	reviewed_binding_only	PMID:26633812; PMCID:PMC4737655; DOI:10.7554/eLife.08149; https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+UNC5C	human; mouse	recombinant FLRT/UNC5 ectodomain screen and retinal cell assays	Direct FLRT1-UNC5C heterophilic binding; no exact FLRT1-UNC5C guidance perturbation	ligand_receptor_binding_or_activation	FLRT-UNC5C repulsive-guidance receptor binding	medium	The biochemical screen reports the exact pair, but retinal repulsion was demonstrated for selected FLRT2/UNC5C contexts rather than FLRT1/UNC5C; no terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0464	Flrt1 Unc5d	reviewed_binding_only	PMID:26633812; PMID:21673655; PMCID:PMC3160250; DOI:10.1038/emboj.2011.189	human; mouse; rat	recombinant FLRT/UNC5 ectodomain screen; cortical neuron guidance assays	Direct FLRT1-UNC5D heterophilic binding; no exact FLRT1-UNC5D guidance perturbation	ligand_receptor_binding_or_activation	FLRT-UNC5D repulsive-guidance receptor binding	medium	The primary screen supports the exact interaction, while the strongest in vivo migration evidence is for FLRT2-UNC5D; that result was not transferred to FLRT1-UNC5D.	—
M20A-CELLCHAT-REMAINING-0465	Flrt2 Adgrl1	reviewed_binding_only	PMID:22405201; PMCID:PMC3326387; DOI:10.1016/j.neuron.2012.01.018; PMID:25728924	human; mouse	recombinant FLRT2/LPHN1 ectodomain and cell-based binding assays	Direct FLRT2 ectodomain binding to ADGRL1/LPHN1	ligand_receptor_binding_or_activation	FLRT-ADGRL1 adhesion-GPCR trans-synaptic interaction	medium	The exact binding is included in the primary FLRT-latrophilin isoform analysis; functional synapse validation was strongest for FLRT3-LPHN3, not FLRT2-LPHN1.	—
M20A-CELLCHAT-REMAINING-0466	Flrt2 Adgrl2	reviewed_unresolved	PMID:22405201; PMID:25728924; https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+ADGRL2	human; mouse	recombinant FLRT/latrophilin literature and exact-pair search	family and isoform binding studies; no qualifying FLRT2-ADGRL2 assay located	no qualifying exact binding	ligand_receptor_binding_or_activation	FLRT-latrophilin isoform boundary	low	The cited primary studies support LPHN1/ADGRL1 and LPHN3/ADGRL3, not exact ADGRL2; family-level or pathway co-membership evidence was not promoted.	—
M20A-CELLCHAT-REMAINING-0467	Flrt2 Adgrl3	reviewed_binding_only	PMID:22405201; PMID:25728924; PMCID:PMC4396693; DOI:10.1016/j.str.2015.01.013	human; mouse	recombinant ectodomain binding, SPR, and cell-surface binding assays	Direct FLRT2-ADGRL3/LPHN3 ectodomain binding	ligand_receptor_binding_or_activation	FLRT-ADGRL3 adhesion-GPCR trans-synaptic interaction	medium-high	SPR directly supports FLRT2-LPHN3 binding, but synapse-level functional validation was strongest for FLRT3-LPHN3; no terminal TF or intracellular relay was measured for FLRT2-ADGRL3.	—
M20A-CELLCHAT-REMAINING-0468	Flrt2 Flrt2	reviewed_unresolved	PMID:16440004; PMCID:PMC1456895; PMID:25374360; PMID:26633812	xenopus; mouse	xenopus FLRT family co-immunoprecipitation and cell sorting; mouse FLRT2/3 structure and biochemical screen	putative FLRT2 homophilic adhesion; exact trans FLRT2-FLRT2 binding remains unresolved	ligand_receptor_binding_or_activation	FLRT homophilic adhesion	low	Family-level FLRT interactions and low-affinity/cis structural contacts do not establish a clean exact FLRT2-FLRT2 trans-binding edge; later biochemical screens failed to detect robust soluble homophilic binding.	—
M20A-CELLCHAT-REMAINING-0469	Flrt2 Unc5a	reviewed_binding_only	PMID:26633812; PMCID:PMC4737655; DOI:10.7554/eLife.08149; https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+UNC5A	human; mouse	recombinant FLRT/UNC5 ectodomain binding screen and cell assays	Direct FLRT2-UNC5A heterophilic binding; no exact guidance output	ligand_receptor_binding_or_activation	FLRT-UNC5A repulsive-guidance receptor binding	medium	The exact binding is reported in the primary all-pairs biochemical screen; functional repulsion was not separately established for FLRT2-UNC5A.	—
M20A-CELLCHAT-REMAINING-0470	Flrt2 Unc5b	reviewed_binding_only	PMID:21673655; PMCID:PMC3160250; PMID:26633812; DOI:10.1038/emboj.2011.189	human; mouse; rat	recombinant binding and cortical/neuronal guidance assays	Direct FLRT2-UNC5B binding; guidance output not uniquely resolved for this pair	ligand_receptor_binding_or_activation	FLRT-UNC5B repulsive-guidance receptor binding	medium-high	Yamagishi et al. detected FLRT2-UNC5B binding at lower affinity than FLRT2-UNC5D, while the strongest exact functional evidence was for FLRT2-UNC5D and FLRT3-UNC5B; no terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0471	Flrt2 Unc5c	reviewed_function_only	PMID:26633812; PMID:37557174; PMCID:PMC4737655; DOI:10.7554/eLife.08149	human; mouse	recombinant binding screen; retinal neuron stripe/repulsion assays; in vivo gain/loss and misexpression of FLRT2 or UNC5C/D	Direct FLRT2-UNC5C binding with repulsive guidance output and dendrite elimination	downstream_pathway_function	FLRT2-UNC5C to dendrite repulsion/elimination and retinal laminar targeting	medium-high	The exact pair has biochemical and retinal functional support, but the studies resolve guidance behavior rather than an intracellular kinase relay or terminal TF. The 2023 study also includes UNC5D, which is not part of this queued edge.	—
M20A-CELLCHAT-REMAINING-0473	Flrt3 Adgrl1	reviewed_binding_only	PMID:22405201; PMCID:PMC3326387; DOI:10.1016/j.neuron.2012.01.018; https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+LPHN1	human; mouse	recombinant FLRT3/LPHN1 ectodomain and affinity assays	Direct FLRT3 ectodomain binding to ADGRL1/LPHN1	ligand_receptor_binding_or_activation	FLRT-ADGRL1 adhesion-GPCR trans-synaptic interaction	medium-high	The primary study reports FLRT3 binding to LPHN1, but the strongest functional synapse evidence is for FLRT3-LPHN3; no exact FLRT3-ADGRL1 downstream relay or terminal TF was measured.	—
