review_id	pair	status	stable_citations	species	cell_type_model	assay_perturbation	relation_type	primary_evidence_layer	pathway_branch	confidence	limitations	terminal_TF
M20A-CELLCHAT-REMAINING-0190	Anxa1 Fpr-rs6	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=ANXA1+Fpr-rs6; PMCID:PMC3397896	mouse; human	mouse Fpr-related receptor literature and human FPR2/ALX comparator systems	exact ANXA1-Fpr-rs6 binding or receptor-dependent signaling search; human FPR2 comparator evidence	exact Fpr-rs6 edge unresolved	ligand_receptor_binding_or_activation	formyl-peptide receptor family boundary	low	FPR2/ALX evidence was not transferred to the distinct Fpr-rs6 receptor; no exact primary pair assay located.	—
M20A-CELLCHAT-REMAINING-0191	Anxa1 Fpr-rs7	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=ANXA1+Fpr-rs7; PMCID:PMC3397896	mouse; human	mouse Fpr-related receptor literature and human FPR2/ALX comparator systems	exact ANXA1-Fpr-rs7 binding or receptor-dependent signaling search; human FPR2 comparator evidence	exact Fpr-rs7 edge unresolved	ligand_receptor_binding_or_activation	formyl-peptide receptor family boundary	low	FPR2/ALX evidence was not transferred to the distinct Fpr-rs7 receptor; no exact primary pair assay located.	—
M20A-CELLCHAT-REMAINING-0192	Anxa1 Fpr2	reviewed_relay_candidate	PMCID:PMC3397896; PMID:36279933; PMID:31552142	mouse; rat; human receptor	transfected human FPR2/ALX cells; rat conjunctival/germinal-matrix and murine hematopoietic models	ANXA1 or ANXA1-derived agonist stimulation; Ca2+/ERK, PLC/PKC, DUSP1/CD36 and MAPK assays; FPR2 inhibitor/CRISPR blockade	ANXA1-FPR2 GPCR activation with Gi/o-associated Ca2+/ERK/MAPK and phagocytic or differentiation outputs	receptor_proximal_relay	FPR2 to PLC/Ca2+/PKC and ERK1/2; context-dependent DUSP1/CD36 or Ras-MEK-ERK branches	medium-high	The receptor can be biased by ANXA1 isoform/peptide and cell context; no terminal TF was directly demonstrated for this exact queued ligand-receptor pair.	—
M20A-CELLCHAT-REMAINING-0193	Anxa1 FPR2_LXA4	reviewed_unresolved	PMID:27072607; PMCID:PMC5063650; PMCID:PMC3397896	rat; human receptor	cultured rat conjunctival goblet cells; human FPR2/ALX comparator cells	LXA4-FPR2 activation and ANXA1-FPR2 comparator assays; PLC/PKC/ERK/Ca2+ readouts	ANXA1 binding to the preassembled FPR2-LXA4 complex not established	ligand_receptor_binding_or_activation	FPR2 ligand-bias/complex-composition boundary	low	The primary LXA4 study tests LXA4 as the ligand, while the ANXA1 study tests FPR2/ALX separately; evidence cannot be reassigned to an ANXA1-to-FPR2_LXA4 edge.	—
M20A-CELLCHAT-REMAINING-0194	Anxa1 Fpr3	reviewed_unresolved	https://pubmed.ncbi.nlm.nih.gov/?term=ANXA1+FPR3; PMCID:PMC3397896	mouse; human	mouse Fpr3 and human FPR2/ALX comparator literature	exact ANXA1-Fpr3 binding or receptor-dependent signaling search; FPR2 comparator evidence	exact Fpr3 edge unresolved	ligand_receptor_binding_or_activation	formyl-peptide receptor family boundary	low	FPR2/ALX evidence was not transferred to FPR3; no exact primary ANXA1-FPR3 assay located.	—
M20A-CELLCHAT-REMAINING-0195	Apela Aplnr	reviewed_relay_candidate	PMID:28817612; PMID:30631305; PMID:28904225	rat; mouse; chicken; zebrafish	HEK cells expressing cloned rat or vertebrate APLNR; rat and mouse kidney; endothelial metabolic models	APELA/ELA peptide stimulation; ERK and Gi-cAMP assays; receptor expression and loss-of-function studies	APELA/APLNR GPCR activation with Gi-cAMP and MAPK/ERK relay	receptor_proximal_relay	Gi to cAMP inhibition; Gbeta-gamma/ERK branch; endothelial metabolic outputs	medium-high	Some downstream phenotypes in the cited metabolic study use apelin rather than APELA; the exact APELA-to-APLNR relay is supported by cloned-receptor assays, not every tissue phenotype; no terminal TF assigned.	—
M20A-CELLCHAT-REMAINING-0196	Apoa1 CUBN_AMN	reviewed_function_only	DOI:10.1038/nm0699_656; PMCID:PMC17859; PMID:24357674	human; rat; mouse	yolk-sac endoderm-like cells; renal proximal tubule and cubilin-deficient models	affinity chromatography and surface-plasmon resonance; radiolabeled HDL/apoA-I uptake; CUBN/AMN deficiency and reabsorption assays	CUBAM-dependent apoA-I/HDL binding and endocytic uptake	downstream_pathway_function	CUBN-AMN membrane complex to megalin-assisted endocytosis to lysosomal processing/reabsorption	medium-high	CUBN is peripheral and AMN supplies membrane targeting; the evidence is endocytic function rather than intracellular kinase signaling; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0197	Apoa1 TREM2_TYROBP	reviewed_binding_only	PMID:26374899; PMCID:PMC4646257; PMID:27477018	 human; mouse	recombinant human TREM2-Fc binding assays; microglial and heterologous receptor models	TREM2-Fc dot blot/ELISA and protein-array/BLI screening with apoA1; no apoA1-specific downstream perturbation	apoA1-TREM2 binding in a TREM2-TYROBP receptor-complex context	ligand_receptor_binding_or_activation	TREM2-TYROBP complex; ligand binding without exact apoA1 relay	medium	Primary studies support binding of apoA1 or apolipoprotein-A-class material, but do not directly measure apoA1-triggered TYROBP phosphorylation, SYK recruitment, or a cellular output.	—
M20A-CELLCHAT-REMAINING-0198	Apoa2 TREM2_TYROBP	reviewed_binding_only	PMID:27477018; https://pubmed.ncbi.nlm.nih.gov/?term=APOA2+TREM2	 human; mouse	TREM2 protein-array/BLI and apolipoprotein binding studies	apolipoprotein binding screen; no apoA2-specific receptor-complex perturbation or downstream assay	apoA2/TREM2 binding candidate in a TREM2-TYROBP complex	ligand_receptor_binding_or_activation	TREM2-TYROBP complex; binding-only lipoprotein-sensing branch	low-medium	The retrieved evidence is screen-level and composition-dependent; apoA2 may be present as part of lipoprotein particles; no direct apoA2-to-TYROBP relay or terminal TF was measured.	—
M20A-CELLCHAT-REMAINING-0199	Apob Apobr	reviewed_function_only	PMCID:PMC16572; PMID:10638201; PMID:9633939	human; mouse	THP-1 and primary monocyte-macrophage models; apoB48R-transfected CHO cells	receptor cloning, ligand blot/binding, apoB48-containing lipoprotein uptake, lipid accumulation and foam-cell assays	APOB48R/APOBR-mediated apoB-containing triglyceride-rich lipoprotein binding and internalization	downstream_pathway_function	APOBR to receptor-mediated lipoprotein uptake to intracellular lipid accumulation/foam-cell phenotype	medium-high	The strongest evidence concerns apoB48 and apoB48-containing particles; APOB isoform and lipoprotein context matter; no canonical intracellular kinase relay or terminal TF was directly measured.	—
M20A-CELLCHAT-REMAINING-0200	Apob TREM2_TYROBP	reviewed_binding_only	PMID:26374899; PMCID:PMC4646257; PMID:27477018	 human; mouse	recombinant TREM2-Fc dot-blot/ELISA and protein-array/BLI studies	apoB binding to TREM2-Fc or lipoprotein screen; no apoB-specific cellular relay assay	apoB-TREM2 binding in a TREM2-TYROBP receptor-complex context	ligand_receptor_binding_or_activation	TREM2-TYROBP complex; binding-only lipoprotein-sensing branch	medium	Binding can depend on apoB-containing particle lipidation and composition; exact TYROBP/SYK relay was not measured for apoB; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0201	Apoe TREM2_TYROBP	reviewed_function_only	PMID:26374899; PMCID:PMC4646257; PMID:27477018; PMID:10799849	human; mouse	primary mouse microglia; human TREM2 biochemical assays; TREM2-TYROBP receptor-complex models	apoE-TREM2 affinity and mutant binding assays; apoE-bound apoptotic-cell phagocytosis; TREM2/TYROBP complex evidence	apoE-TREM2 ligand binding with receptor-complex-dependent microglial uptake/phagocytic function	downstream_pathway_function	TREM2-TYROBP complex to ligand-dependent microglial uptake/phagocytosis	medium-high	ApoE-specific binding and phagocytosis are direct, but the cited apoE study does not resolve every intracellular TYROBP/SYK step in the same experiment; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0202	App Sorl1	reviewed_function_only	PMID:27466343; PMID:28799085; PMID:35226190	 human; mouse	HEK293/N2a cells; mouse primary neurons; human hiPSC-derived neurons	co-immunoprecipitation, APP trafficking/recycling and Aβ-processing assays; SORL1 depletion/overexpression	APP-SORL1 sorting-receptor interaction controlling endosomal recycling and amyloidogenic processing	downstream_pathway_function	SORL1-mediated APP endosomal sorting/recycling to altered Aβ production	medium-high	This is a cargo-trafficking/function edge, not a receptor-proximal kinase relay; APP dimerization and retromer context influence the interaction; no terminal TF.	—
M20A-CELLCHAT-REMAINING-0203	App TREM2_TYROBP	reviewed_unresolved	PMID:27477018; https://pubmed.ncbi.nlm.nih.gov/?term=APP+TREM2	 human; mouse	microglial TREM2 and apolipoprotein/A-beta uptake models	search for full-length APP-TREM2 binding or receptor-complex perturbation; A-beta, an APP cleavage product, retained as a boundary	no qualifying exact full-length APP-TREM2 relay	ligand_receptor_binding_or_activation	TREM2-TYROBP sensing of A-beta is not equivalent to full-length APP binding	low	The primary TREM2 literature supports A-beta/lipoprotein sensing, not a direct full-length APP-TREM2 interaction; APP processing and TREM2 signaling must remain separate.	—
M20A-CELLCHAT-REMAINING-0205	b-Endorphin-POMC Oprd1	reviewed_relay_candidate	PMID:1328614; PMID:8942644; PMID:1963478	human peptide; rat	NG108-15 delta-opioid-receptor hybrid cells; rat cortical neuronal cultures; rat brain membranes	beta-endorphin binding/cross-linking; low-Km GTPase and pertussis-toxin assays; opioid agonist inhibition of forskolin-stimulated cAMP	beta-endorphin activation of delta-opioid receptor Gi/o relay	receptor_proximal_relay	OPRD1 to Gi/o to adenylyl-cyclase inhibition/cAMP reduction; Gbeta-gamma to ERK branch	medium-high	Beta-endorphin is nonselective across opioid receptor classes and the queued POMC processing node was not manipulated; delta-receptor coupling is supported but terminal TF was not measured.	—
