pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
gcg gcgr	Gcg Gcgr	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/29300013/;https://pubmed.ncbi.nlm.nih.gov/35140883/	human;recombinant human GCGR systems	direct peptide-receptor binding and receptor activation	Structural and mechanistic studies resolve glucagon/GCGR engagement and glucagon-dependent activation of the human glucagon receptor.	The 29300013 structure uses a glucagon analogue/partial agonist, while native glucagon receptor activity is established in the primary literature.	Exact glucagon-GCGR pair confirmed.
gcg glp1r	Gcg Glp1r	retain_low	https://pubmed.ncbi.nlm.nih.gov/30622136/;https://pubmed.ncbi.nlm.nih.gov/31330984/	human;mouse;recombinant HEK293/INS-1 receptor systems	direct noncanonical receptor activation	FRET/cAMP assays directly report glucagon as a nonconventional GLP-1R agonist and show antagonist-sensitive dual action.	The cross-activation occurs at high or nonphysiological concentrations and is not the canonical glucagon receptor assignment.	Real exact cross-activation evidence, retained low for pharmacological/contextual rather than canonical pairing.
gja1 gja1	Gja1 Gja1	reject_pair	https://pubmed.ncbi.nlm.nih.gov/19706392/;https://pubmed.ncbi.nlm.nih.gov/7514508/	human;rat;mouse;recombinant connexin systems	direct homotypic gap-junction channel formation	The cited studies show homotypic Cx43/GJA1 gap-junction channel formation, conductance, and dye coupling.	Connexin docking/channel formation is a cell-contact channel relationship, not a ligand-receptor edge in the submitted CellChat sense.	Exact protein interaction is real but the submitted relationship is not ligand-receptor; reject pair type.
gja1 gja5	Gja1 Gja5	reject_pair	https://pubmed.ncbi.nlm.nih.gov/11600419/;https://pubmed.ncbi.nlm.nih.gov/17557922/;https://pubmed.ncbi.nlm.nih.gov/17189315/	human;rat;mouse;recombinant connexin systems	direct heterotypic gap-junction channel formation	Recombinant cell-pair electrophysiology supports heterotypic Cx43/GJA1-Cx40/GJA5 channels with characteristic conductance and gating.	Connexin channel docking is not a soluble ligand-receptor interaction.	Exact channel interaction is supported, but the submitted relationship is not ligand-receptor; reject pair type.
gja3 gja1	Gja3 Gja1	reject_pair	https://pubmed.ncbi.nlm.nih.gov/20664797/	human;mouse;Xenopus oocyte recombinant system	direct heterotypic/heteromeric gap-junction channel formation	Recombinant expression and electrophysiology support Cx46/GJA3-Cx43/GJA1 heterotypic/heteromeric channels.	Connexin channel docking is not a soluble ligand-receptor interaction and depends on expression-system stoichiometry.	Exact channel interaction is supported, but the submitted relationship is not ligand-receptor; reject pair type.
glu-nrxn1_cbln1 grid2	Glu-NRXN1_CBLN1 Grid2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/27418511/;https://pubmed.ncbi.nlm.nih.gov/20537373/;https://pubmed.ncbi.nlm.nih.gov/29782851/	mouse;recombinant mammalian systems;primary cerebellar cultures	primary direct binding, trans-synaptic adhesion, and receptor-dependent function	Structural, binding, adhesion, and cerebellar synaptogenesis studies support the beta-neurexin-1-Cbln1-GluD2/GRID2 trans-synaptic bridge and GRID2-dependent synapse function.	This is a multicomponent trans-synaptic adhesion/organizer complex rather than a conventional soluble agonist; neurexin splice state and Cbln1 assembly affect the interaction.	Exact submitted complex and GRID2 receptor context are supported by primary structural and functional evidence.
gphb5_gpha2 tshr	GPHB5_GPHA2 Tshr	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/12045258/;https://pubmed.ncbi.nlm.nih.gov/16210345/	human;rat;recombinant mammalian systems	direct binding and receptor activation	The GPHB5-GPHA2 thyrostimulin heterodimer binds and activates TSHR in receptor-binding, cAMP, and thyroid-axis assays.	The ligand is a processed heterodimer and potency is species- and assay-dependent.	Exact thyrostimulin-TSHR complex pair confirmed.
h2-t23 klrd1_klrc1	H2-T23 KLRD1_KLRC1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/38158698/;https://pubmed.ncbi.nlm.nih.gov/11222501/;https://pubmed.ncbi.nlm.nih.gov/10974028/;https://pubmed.ncbi.nlm.nih.gov/9815261/	mouse Qa-1b/H2-T23;murine CD94-NKG2A systems	primary direct binding, structure, and receptor-dependent inhibition	Qa-1b/H2-T23 presenting Qdm binds the assembled CD94/NKG2A heterodimer and inhibits NK/T-cell cytotoxicity; the 2024 structure resolves the receptor-chain interface.	Recognition requires peptide-loaded Qa-1b and the assembled KLRD1/KLRC1 receptor; peptide identity strongly affects affinity.	Exact H2-T23-CD94/NKG2A complex and chain notation confirmed.
h2-t23 klrd1_klrc2	H2-T23 KLRD1_KLRC2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/9815261/;https://pubmed.ncbi.nlm.nih.gov/24223577/;https://pubmed.ncbi.nlm.nih.gov/38158698/	mouse Qa-1b/H2-T23;murine CD94-NKG2C systems	primary direct binding and receptor-dependent activation	Primary murine studies report Qa-1b binding to CD94/NKG2C and activating-receptor recognition; the receptor is the KLRD1/KLRC2 heterodimer.	The 38158698 structure is NKG2A-specific; NKG2C support comes from the cited earlier receptor-binding/functional studies and remains peptide/context dependent.	Exact H2-T23-CD94/NKG2C relationship supported, with chain-specific evidence separated from NKG2A structure.
h60a klrk1	H60a Klrk1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/22403443/;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://pubmed.ncbi.nlm.nih.gov/15328154/;https://pubmed.ncbi.nlm.nih.gov/11907062/;https://pubmed.ncbi.nlm.nih.gov/10894171/	mouse;murine NKG2D systems	primary direct binding, activation, and receptor-dependent function	H60A is directly established as a murine NKG2D/KLRK1 ligand by binding and receptor-dependent NK/epithelial activation studies.	H60 allele expression is stress- and tissue-dependent; NKG2D signaling requires the associated DAP10 adaptor.	Exact H60A-KLRK1 ligand-binding receptor assignment confirmed.
h60a nkg2d_hcst	H60a NKG2D_HCST	retain_low	https://pubmed.ncbi.nlm.nih.gov/22403443/;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://pubmed.ncbi.nlm.nih.gov/15328154/	mouse;murine NKG2D systems	direct ligand binding to KLRK1 with adaptor-dependent function	H60A binds NKG2D/KLRK1 and signals through the DAP10/Hcst-associated complex in receptor-dependent assays.	HCST/DAP10 is a signaling adaptor, not the ligand-binding receptor chain; the submitted NKG2D_HCST notation therefore extends beyond the directly tested binding subunit.	Underlying H60A-KLRK1 evidence is exact, but the expanded receptor-complex notation requires curation.
h60b nkg2d_hcst	H60b NKG2D_HCST	retain_low	https://pubmed.ncbi.nlm.nih.gov/22403443/;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://pubmed.ncbi.nlm.nih.gov/15328154/	mouse;murine NKG2D systems	family/allele-specific NKG2D binding and adaptor-dependent function	H60B is included among murine H60 NKG2D ligands in the cited primary literature, with NKG2D-dependent activation context.	HCST/DAP10 is an adaptor rather than the ligand-binding chain, and H60B-specific quantitative binding is less resolved than H60A/KLRK1.	Real H60B-NKG2D biology, but retain low for exact H60B-to-NKG2D_HCST chain attribution.
h60c nkg2d_hcst	H60c NKG2D_HCST	retain_low	https://pubmed.ncbi.nlm.nih.gov/22403443/;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://pubmed.ncbi.nlm.nih.gov/24223578/;https://pubmed.ncbi.nlm.nih.gov/24223579/;https://pubmed.ncbi.nlm.nih.gov/24223580/	mouse;murine NKG2D systems	primary H60C-NKG2D binding/function with adaptor-dependent signaling	H60C binding to NKG2D and NKG2D-dependent functional phenotypes are reported, including quantitative affinity/repair-context evidence.	HCST/DAP10 is an adaptor rather than the ligand-binding chain; exact H60C binding should be represented as KLRK1 with HCST as signaling context.	Underlying H60C-KLRK1 evidence is real, but the expanded receptor-complex notation requires curation.
hbegf egfr	Hbegf Egfr	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/9135143/;https://pubmed.ncbi.nlm.nih.gov/12621152/;https://pubmed.ncbi.nlm.nih.gov/26016774/	human;mouse;recombinant EGFR/ERBB systems	primary direct binding and receptor activation	HB-EGF binds and activates HER1/EGFR in binding, phosphorylation, chemotaxis, and receptor-dependent assays.	HB-EGF is a membrane precursor that can be shed as a soluble ligand; ligand presentation and receptor abundance affect response.	Exact HB-EGF-EGFR pair confirmed.
hbegf erbb4	Hbegf Erbb4	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/9135143/;https://pubmed.ncbi.nlm.nih.gov/12621152/;https://pubmed.ncbi.nlm.nih.gov/26016774/	human;mouse;recombinant HER4/ERBB4 systems	primary direct binding and receptor activation	HB-EGF directly binds HER4/ErbB4 and induces receptor phosphorylation and receptor-dependent chemotaxis.	HB-EGF is a membrane precursor/soluble cleaved ligand and HER4 signaling differs from EGFR mitogenic responses.	Exact HB-EGF-ErbB4 pair confirmed.
iapp calcr_ramp1	Iapp CALCR_RAMP1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/10385705/;https://pubmed.ncbi.nlm.nih.gov/18599553/;https://pubmed.ncbi.nlm.nih.gov/40828907/;https://pubmed.ncbi.nlm.nih.gov/37537379/	human;rat;recombinant AMY1 receptor systems	primary direct binding and receptor activation	Mature amidated amylin/IAPP binds and activates the CALCR-RAMP1 AMY1 receptor in competitive-binding, cAMP, and modern receptor-complex studies.	IAPP is a precursor processed to mature amylin; species, CALCR splice form, and RAMP-dependent pharmacology affect potency.	Exact IAPP-AMY1/CALCR-RAMP1 receptor complex supported.
iapp calcr_ramp2	Iapp CALCR_RAMP2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/10385705/;https://pubmed.ncbi.nlm.nih.gov/18599553/;https://pubmed.ncbi.nlm.nih.gov/40828907/;https://pubmed.ncbi.nlm.nih.gov/37537379/	human;rat;recombinant AMY2 receptor systems	primary direct binding and receptor activation	Mature amylin/IAPP engages the CALCR-RAMP2 AMY2 receptor in receptor-complex pharmacology and structural/functional studies.	Older cotransfection data were less sensitive for RAMP2 than RAMP1/3; newer AMY2 receptor studies support the assembled complex.	Exact IAPP-AMY2/CALCR-RAMP2 receptor complex supported, with historical assay sensitivity noted.
iapp calcr_ramp3	Iapp CALCR_RAMP3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/10385705/;https://pubmed.ncbi.nlm.nih.gov/18599553/;https://pubmed.ncbi.nlm.nih.gov/40828907/;https://pubmed.ncbi.nlm.nih.gov/37537379/	human;rat;recombinant AMY3 receptor systems	primary direct binding and receptor activation	Mature amylin/IAPP binds and activates the CALCR-RAMP3 AMY3 receptor in competitive-binding, cAMP, and receptor-complex studies.	IAPP is a precursor processed to mature amylin; species and RAMP-dependent pharmacology affect potency.	Exact IAPP-AMY3/CALCR-RAMP3 receptor complex supported.
ifna1 ifnar1_ifnar2	Ifna1 Ifnar1_ifnar2	retain_low	https://pubmed.ncbi.nlm.nih.gov/6320534/;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://pubmed.ncbi.nlm.nih.gov/7623815/	human IFN-alpha subtypes;human/recombinant IFNAR systems	common-receptor subtype binding;chain-specific evidence unresolved	The cited subtype competition study includes IFN-alpha-1 binding to common IFN-alpha receptor sites, while the chain-resolved IFNAR1/2 study is IFN-alpha-2-focused.	Subtype-specific affinity differs and common-receptor family evidence does not directly establish the IFNA1-to-both-chain complex.	Real IFNA1-IFNAR biology, but retain low pending an IFNA1-specific IFNAR1/IFNAR2 assay.
ifna2 ifnar1_ifnar2	Ifna2 Ifnar1_ifnar2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/6320534/;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://pubmed.ncbi.nlm.nih.gov/10556041/	human;recombinant human IFNAR systems	primary direct binding and receptor activation	IFN-alpha-2 binding to IFNAR1/IFNAR2 ternary complexes and receptor-dependent antiviral/antiproliferative signaling are directly tested.	IFNAR1/2 is a ternary receptor assembly and IFN-alpha subtype affinity differs.	Exact IFNA2-IFNAR1_IFNAR2 evidence confirmed.
ifna4 ifnar1_ifnar2	Ifna4 Ifnar1_ifnar2	retain_low	https://pubmed.ncbi.nlm.nih.gov/6320534/;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://pubmed.ncbi.nlm.nih.gov/7623815/	human IFN-alpha subtypes;human/recombinant IFNAR systems	common-receptor subtype binding;chain-specific evidence unresolved	The cited subtype competition study includes IFN-alpha-4 binding to common IFN-alpha receptor sites, but the chain-resolved IFNAR1/2 evidence is not IFNA4-specific.	Subtype-specific affinity differs and family/common-receptor evidence does not prove the exact IFNA4-to-both-chain complex.	Real IFNA4-IFNAR biology, but retain low pending an IFNA4-specific IFNAR1/IFNAR2 assay.
ifna5 ifnar1_ifnar2	Ifna5 Ifnar1_ifnar2	retain_low	https://pubmed.ncbi.nlm.nih.gov/6320534/;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://pubmed.ncbi.nlm.nih.gov/7623815/	human IFN-alpha subtypes;human/recombinant IFNAR systems	common-receptor subtype binding;chain-specific evidence unresolved	The cited subtype competition study includes IFN-alpha-5 binding to common IFN-alpha receptor sites, but the chain-resolved IFNAR1/2 evidence is not IFNA5-specific.	Subtype-specific affinity differs and family/common-receptor evidence does not prove the exact IFNA5-to-both-chain complex.	Real IFNA5-IFNAR biology, but retain low pending an IFNA5-specific IFNAR1/IFNAR2 assay.
ifna6 ifnar1_ifnar2	Ifna6 Ifnar1_ifnar2	retain_low	https://pubmed.ncbi.nlm.nih.gov/6320534/;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://pubmed.ncbi.nlm.nih.gov/7623815/	human IFN-alpha subtypes;human/recombinant IFNAR systems	common-receptor subtype binding;chain-specific evidence unresolved	The cited subtype competition study includes IFN-alpha-6 binding to common IFN-alpha receptor sites, but the chain-resolved IFNAR1/2 evidence is not IFNA6-specific.	Subtype-specific affinity differs and family/common-receptor evidence does not prove the exact IFNA6-to-both-chain complex.	Real IFNA6-IFNAR biology, but retain low pending an IFNA6-specific IFNAR1/IFNAR2 assay.
ifna7 ifnar1_ifnar2	Ifna7 Ifnar1_ifnar2	retain_low	https://pubmed.ncbi.nlm.nih.gov/6320534/;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://pubmed.ncbi.nlm.nih.gov/7623815/	human IFN-alpha subtypes;human/recombinant IFNAR systems	common-receptor subtype binding;chain-specific evidence unresolved	The cited subtype competition study includes IFN-alpha-7 binding to common IFN-alpha receptor sites, but the chain-resolved IFNAR1/2 evidence is not IFNA7-specific.	Subtype-specific affinity differs and family/common-receptor evidence does not prove the exact IFNA7-to-both-chain complex.	Real IFNA7-IFNAR biology, but retain low pending an IFNA7-specific IFNAR1/IFNAR2 assay.
ifnl2 ifnlr1_il10rb	Ifnl2 Ifnlr1_il10rb	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/12483210/;https://pubmed.ncbi.nlm.nih.gov/28293236/	human;recombinant human IFN-lambda receptor systems	primary direct receptor-complex identification and activation	The receptor-discovery study identifies IFN-lambda-2 as a ligand using the IFNLR1/IL10RB two-chain complex and demonstrates receptor-dependent antiviral signaling.	IL10RB is shared by other cytokine receptors and ligand subtype potency differs.	Exact IFNL2-IFNLR1_IL10RB relationship confirmed.
ifnl3 ifnlr1_il10rb	Ifnl3 Ifnlr1_il10rb	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/12483210/;https://pubmed.ncbi.nlm.nih.gov/28293236/	human;recombinant human IFN-lambda receptor systems	primary direct receptor-complex identification and activation	The receptor-discovery study identifies IFN-lambda-3 as a ligand using the IFNLR1/IL10RB two-chain complex and demonstrates receptor-dependent antiviral signaling.	IL10RB is shared by other cytokine receptors and ligand subtype potency differs.	Exact IFNL3-IFNLR1_IL10RB relationship confirmed.
igfbp3 tmem219	Igfbp3 Tmem219	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/20353938/;https://pubmed.ncbi.nlm.nih.gov/35115561/;https://pubmed.ncbi.nlm.nih.gov/36998110/	human;mouse;rat;recombinant mammalian systems	primary direct binding and receptor-dependent apoptosis	IGFBP3 binds the single-span TMEM219/IGFBP3R and induces caspase-8-dependent apoptosis; knockdown, overexpression, blockade, and in vivo studies support receptor dependence.	IGFBP3 also carries IGF ligands and has other extracellular interactions; soluble versus matrix-associated presentation can change responses.	Exact IGFBP3-TMEM219 receptor interaction and function confirmed.
il11 il11r complex 1	Il11 IL11R complex 1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/8637716/;https://pubmed.ncbi.nlm.nih.gov/?term=Il11%20IL11R%20complex%201	human;mouse;recombinant IL-11 receptor systems	direct binding and receptor activation;submitted complex notation unresolved	Primary cloning/reconstitution work supports IL-11 binding through IL11RA with gp130/IL6ST-dependent signaling.	The submitted label “IL11R complex 1” does not specify the required IL11RA1 and IL6ST/gp130 chains or species/isoform notation.	Real IL-11 receptor evidence, but manual normalization of the receptor complex is required.
il12ab il12rb1_il12rb2	IL12AB IL12RB1_IL12RB2	no_evidence	https://pubmed.ncbi.nlm.nih.gov/11114383/;https://pubmed.ncbi.nlm.nih.gov/?term=IL12AB%20IL12RB1_IL12RB2	human;mouse IL-23/IL-12 family systems	no exact IL-12 receptor-pair support	The cited PMID 11114383 is the IL-23 p19/p40 paper; it does not test IL-12AB binding or activation of the IL12RB1/IL12RB2 complex.	IL-12AB and IL12RB1/IL12RB2 are a real canonical system, but the cited source is for IL-23 and cannot be transferred.	No exact IL12AB-IL12RB1_IL12RB2 evidence in the cited source set.
il13 il13ra1	Il13 Il13ra1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/15870068/;https://pubmed.ncbi.nlm.nih.gov/?term=Il13%20Il13ra1	human;mouse;recombinant IL-13 receptor systems	direct ligand-receptor binding	Mutational receptor-binding studies identify IL13RA1 residues required for IL-13 binding, and IL13RA1 is the ligand-binding chain of the signaling type-II receptor.	IL13RA1 normally functions in a receptor complex with IL4R; binding and signaling are not identical readouts.	Exact IL13-IL13RA1 binding evidence confirmed.
il13 il13ra2	Il13 Il13ra2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/15870068/;https://pubmed.ncbi.nlm.nih.gov/20223216/;https://pubmed.ncbi.nlm.nih.gov/?term=Il13%20Il13ra2	human;mouse;recombinant IL-13 receptor systems	direct ligand-receptor binding and decoy function	IL-13 directly binds IL13RA2; structural/mutational work supports the high-affinity decoy interaction and receptor-dependent sequestration.	IL13RA2 is generally non-signaling/decoy, so this is binding and neutralization rather than canonical signaling activation.	Exact IL13-IL13RA2 pair confirmed as a binding/decoy receptor relationship.
il13 il4r_il13ra1	Il13 IL4R_IL13RA1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/18243101/;https://pubmed.ncbi.nlm.nih.gov/15870068/;https://pubmed.ncbi.nlm.nih.gov/?term=Il13%20IL4R_IL13RA1	human;mouse;recombinant type-II IL-13 receptor systems	primary direct structure and receptor activation	The complete type-II IL-13/IL4R/IL13RA1 ternary complex was structurally resolved and shown to signal in response to IL-13.	The receptor is multichain and IL4R/IL13RA1 chain roles differ; species and receptor abundance affect signaling.	Exact IL13-IL4R_IL13RA1 complex confirmed.
il17a il17ra_il17rc	Il17a Il17ra_il17rc	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/23695682/;https://pubmed.ncbi.nlm.nih.gov/20231694/;https://pubmed.ncbi.nlm.nih.gov/18684971/;https://pubmed.ncbi.nlm.nih.gov/17911633/;https://pubmed.ncbi.nlm.nih.gov/36260993/;https://pubmed.ncbi.nlm.nih.gov/24813051/	human;mouse;recombinant IL-17 receptor systems	primary direct binding, structure, and receptor activation	Structural, receptor-assembly, SPR/functional, and knockout studies support IL-17A engagement of IL17RA/IL17RC and receptor-dependent signaling.	IL-17 receptor stoichiometry is multimeric and IL-17A can also engage other IL-17 receptor assemblies in some contexts.	Exact IL17A-IL17RA_IL17RC relationship confirmed.
il17af il17ra_il17rc	Il17af Il17ra_il17rc	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/23695682/;https://pubmed.ncbi.nlm.nih.gov/20231694/;https://pubmed.ncbi.nlm.nih.gov/18684971/;https://pubmed.ncbi.nlm.nih.gov/17911633/;https://pubmed.ncbi.nlm.nih.gov/36260993/;https://pubmed.ncbi.nlm.nih.gov/24813051/	human;mouse;recombinant IL-17 receptor systems	primary receptor assembly and receptor-dependent activation	The cited receptor-assembly and functional studies include the IL-17A/F heterodimer among ligands requiring/engaging IL17RA and IL17RC signaling contexts.	The heterodimer can have distinct affinity and receptor stoichiometry; IL17RC homomeric assemblies have also been reported.	Exact IL17A/F-IL17RA_IL17RC support confirmed with complex-context limitation.
il17f il17ra_il17rc	Il17f Il17ra_il17rc	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/23695682/;https://pubmed.ncbi.nlm.nih.gov/20231694/;https://pubmed.ncbi.nlm.nih.gov/18684971/;https://pubmed.ncbi.nlm.nih.gov/17911633/;https://pubmed.ncbi.nlm.nih.gov/36260993/;https://pubmed.ncbi.nlm.nih.gov/24813051/	human;mouse;recombinant IL-17 receptor systems	primary direct receptor engagement and receptor-dependent activation	IL-17F is directly included in structural/receptor-assembly and IL17RC-dependent functional studies for the IL17RA/IL17RC signaling context.	IL-17F can also form IL17RC homomeric complexes, so the submitted heteromer should be interpreted as a documented, not exclusive, receptor assembly.	Exact IL17F-IL17RA_IL17RC relationship supported.
il2 il2ra_il2rb	Il2 IL2RA_IL2RB	retain_low	https://pubmed.ncbi.nlm.nih.gov/?term=Il2%20IL2RA_IL2RB;https://europepmc.org/search?query=Il2%20IL2RA_IL2RB	human;mouse;recombinant IL-2 receptor systems	canonical receptor context;submitted chain evidence unresolved	IL-2 is known to bind IL2RA and IL2RB in the high-affinity receptor assembly and drive receptor-dependent signaling, but the packet provides no exact primary citation for the submitted alpha/beta notation.	Full high-affinity signaling generally requires IL2RG; the binary IL2RA_IL2RB notation is an intermediate assembly and needs a traceable primary assay.	Real relationship, retained low pending exact cited IL2RA_IL2RB chain-resolved evidence.
il20 il22ra1_il20rb	Il20 Il22ra1_il20rb	retain_low	https://pubmed.ncbi.nlm.nih.gov/31205408/;https://pubmed.ncbi.nlm.nih.gov/18599299/;https://pubmed.ncbi.nlm.nih.gov/11035029/	human;mouse;recombinant IL-20-family systems	contextual type-II receptor evidence	The checked sources identify IL22RA1/IL20RB as the type-II IL-20 receptor context, but the submitted source set does not provide a clean direct IL-20 binding assay to this exact two-chain complex.	IL-20-family receptor subunits are shared and the packet includes contextual/possibly misresolved citation metadata.	Real canonical pair, but retain low pending an exact primary IL20-IL22RA1_IL20RB binding/activation citation.
il22 il22ra1_il10rb	Il22 Il22ra1_il10rb	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/11035029/;https://pubmed.ncbi.nlm.nih.gov/15120653/;https://pubmed.ncbi.nlm.nih.gov/31205408/	human;mouse;recombinant IL-22 receptor systems	primary direct binding and receptor activation	IL-22/IL-22R1/IL-10R2 binding and functional receptor assembly are directly demonstrated by radioligand cross-linking, ELISA, and signaling assays.	IL10RB is shared with other class-II cytokine receptors and IL-22 also has soluble binding-protein biology.	Exact IL22-IL22RA1_IL10RB receptor complex confirmed.
