pair_key	pair_label_canonical	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
h2-t23 klrd1_klrc1	H2-T23 KLRD1_KLRC1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=H2-T23%20KLRD1_KLRC1;https://europepmc.org/search?query=H2-T23%20KLRD1_KLRC1;https://pubmed.ncbi.nlm.nih.gov/38158698/;https://europepmc.org/article/MED/38158698;https://pubmed.ncbi.nlm.nih.gov/11222501/;https://europepmc.org/article/MED/11222501;https://pubmed.ncbi.nlm.nih.gov/10974028/;https://europepmc.org/article/MED/10974028;https://pubmed.ncbi.nlm.nih.gov/9815261/;https://europepmc.org/article/MED/9815261;https://pubmed.ncbi.nlm.nih.gov/24223577/;https://europepmc.org/article/MED/24223577	mouse Qa-1b/H2-T23 and murine CD94-NKG2A/NKG2C systems	primary direct binding, structure, and receptor-dependent function	H2-T23 (Qa-1b) was structurally and functionally identified as the ligand for CD94/NKG2 receptor complexes, including NKG2A and activating NKG2C contexts; receptor-dependent NK inhibition/activation and peptide-dependent binding were reported.	Qa-1b recognition requires the assembled peptide-loaded MHC-Ib complex; KLRD1_KLRC1/2 are heteromeric receptors and the exact peptide strongly affects affinity.	aliases=H2-T23 KLRD1_KLRC1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
h2-t23 klrd1_klrc2	H2-T23 KLRD1_KLRC2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=H2-T23%20KLRD1_KLRC2;https://europepmc.org/search?query=H2-T23%20KLRD1_KLRC2;https://pubmed.ncbi.nlm.nih.gov/38158698/;https://europepmc.org/article/MED/38158698;https://pubmed.ncbi.nlm.nih.gov/11222501/;https://europepmc.org/article/MED/11222501;https://pubmed.ncbi.nlm.nih.gov/10974028/;https://europepmc.org/article/MED/10974028;https://pubmed.ncbi.nlm.nih.gov/9815261/;https://europepmc.org/article/MED/9815261;https://pubmed.ncbi.nlm.nih.gov/24223577/;https://europepmc.org/article/MED/24223577	mouse Qa-1b/H2-T23 and murine CD94-NKG2A/NKG2C systems	primary direct binding, structure, and receptor-dependent function	H2-T23 (Qa-1b) was structurally and functionally identified as the ligand for CD94/NKG2 receptor complexes, including NKG2A and activating NKG2C contexts; receptor-dependent NK inhibition/activation and peptide-dependent binding were reported.	Qa-1b recognition requires the assembled peptide-loaded MHC-Ib complex; KLRD1_KLRC1/2 are heteromeric receptors and the exact peptide strongly affects affinity.	aliases=H2-T23 KLRD1_KLRC2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
h60a klrk1	H60a Klrk1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=H60a%20Klrk1;https://europepmc.org/search?query=H60a%20Klrk1;https://pubmed.ncbi.nlm.nih.gov/22403443/;https://europepmc.org/article/MED/22403443;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://europepmc.org/article/MED/19342629;https://pubmed.ncbi.nlm.nih.gov/15328154/;https://europepmc.org/article/MED/15328154;https://pubmed.ncbi.nlm.nih.gov/11907062/;https://europepmc.org/article/MED/11907062;https://pubmed.ncbi.nlm.nih.gov/10894171/;https://europepmc.org/article/MED/10894171;https://pubmed.ncbi.nlm.nih.gov/24223578/;https://europepmc.org/article/MED/24223578;https://pubmed.ncbi.nlm.nih.gov/24223579/;https://europepmc.org/article/MED/24223579;https://pubmed.ncbi.nlm.nih.gov/24223580/;https://europepmc.org/article/MED/24223580	mouse H60 ligands and murine NKG2D systems	primary direct binding, activation, and receptor-dependent function	H60a/b/c proteins were reported as NKG2D ligands; binding, NKG2D-dependent NK/epithelial immune activation, and for H60c quantitative affinity and functional repair phenotypes were demonstrated. H60a→KLRK1 is the cognate ligand-receptor relationship.	NKG2D_HCST includes the DAP10/Hcst signaling adaptor rather than an independent ligand-binding subunit; H60 allele expression is stress- and tissue-dependent.	aliases=H60a Klrk1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
h60a nkg2d_hcst	H60a NKG2D_HCST	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=H60a%20NKG2D_HCST;https://europepmc.org/search?query=H60a%20NKG2D_HCST;https://pubmed.ncbi.nlm.nih.gov/22403443/;https://europepmc.org/article/MED/22403443;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://europepmc.org/article/MED/19342629;https://pubmed.ncbi.nlm.nih.gov/15328154/;https://europepmc.org/article/MED/15328154;https://pubmed.ncbi.nlm.nih.gov/11907062/;https://europepmc.org/article/MED/11907062;https://pubmed.ncbi.nlm.nih.gov/10894171/;https://europepmc.org/article/MED/10894171;https://pubmed.ncbi.nlm.nih.gov/24223578/;https://europepmc.org/article/MED/24223578;https://pubmed.ncbi.nlm.nih.gov/24223579/;https://europepmc.org/article/MED/24223579;https://pubmed.ncbi.nlm.nih.gov/24223580/;https://europepmc.org/article/MED/24223580	mouse H60 ligands and murine NKG2D systems	primary direct binding, activation, and receptor-dependent function	H60a/b/c proteins were reported as NKG2D ligands; binding, NKG2D-dependent NK/epithelial immune activation, and for H60c quantitative affinity and functional repair phenotypes were demonstrated. H60a→KLRK1 is the cognate ligand-receptor relationship.	NKG2D_HCST includes the DAP10/Hcst signaling adaptor rather than an independent ligand-binding subunit; H60 allele expression is stress- and tissue-dependent.	aliases=H60a NKG2D_HCST,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
h60b nkg2d_hcst	H60b NKG2D_HCST	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=H60b%20NKG2D_HCST;https://europepmc.org/search?query=H60b%20NKG2D_HCST;https://pubmed.ncbi.nlm.nih.gov/22403443/;https://europepmc.org/article/MED/22403443;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://europepmc.org/article/MED/19342629;https://pubmed.ncbi.nlm.nih.gov/15328154/;https://europepmc.org/article/MED/15328154;https://pubmed.ncbi.nlm.nih.gov/11907062/;https://europepmc.org/article/MED/11907062;https://pubmed.ncbi.nlm.nih.gov/10894171/;https://europepmc.org/article/MED/10894171;https://pubmed.ncbi.nlm.nih.gov/24223578/;https://europepmc.org/article/MED/24223578;https://pubmed.ncbi.nlm.nih.gov/24223579/;https://europepmc.org/article/MED/24223579;https://pubmed.ncbi.nlm.nih.gov/24223580/;https://europepmc.org/article/MED/24223580	mouse H60 ligands and murine NKG2D systems	primary direct binding, activation, and receptor-dependent function	H60a/b/c proteins were reported as NKG2D ligands; binding, NKG2D-dependent NK/epithelial immune activation, and for H60c quantitative affinity and functional repair phenotypes were demonstrated. H60a→KLRK1 is the cognate ligand-receptor relationship.	NKG2D_HCST includes the DAP10/Hcst signaling adaptor rather than an independent ligand-binding subunit; H60 allele expression is stress- and tissue-dependent.	aliases=H60b NKG2D_HCST,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
h60c nkg2d_hcst	H60c NKG2D_HCST	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=H60c%20NKG2D_HCST;https://europepmc.org/search?query=H60c%20NKG2D_HCST;https://pubmed.ncbi.nlm.nih.gov/22403443/;https://europepmc.org/article/MED/22403443;https://pubmed.ncbi.nlm.nih.gov/19342629/;https://europepmc.org/article/MED/19342629;https://pubmed.ncbi.nlm.nih.gov/15328154/;https://europepmc.org/article/MED/15328154;https://pubmed.ncbi.nlm.nih.gov/11907062/;https://europepmc.org/article/MED/11907062;https://pubmed.ncbi.nlm.nih.gov/10894171/;https://europepmc.org/article/MED/10894171;https://pubmed.ncbi.nlm.nih.gov/24223578/;https://europepmc.org/article/MED/24223578;https://pubmed.ncbi.nlm.nih.gov/24223579/;https://europepmc.org/article/MED/24223579;https://pubmed.ncbi.nlm.nih.gov/24223580/;https://europepmc.org/article/MED/24223580	mouse H60 ligands and murine NKG2D systems	primary direct binding, activation, and receptor-dependent function	H60a/b/c proteins were reported as NKG2D ligands; binding, NKG2D-dependent NK/epithelial immune activation, and for H60c quantitative affinity and functional repair phenotypes were demonstrated. H60a→KLRK1 is the cognate ligand-receptor relationship.	NKG2D_HCST includes the DAP10/Hcst signaling adaptor rather than an independent ligand-binding subunit; H60 allele expression is stress- and tissue-dependent.	aliases=H60c NKG2D_HCST,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
hbegf egfr	Hbegf Egfr	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Hbegf%20Egfr;https://europepmc.org/search?query=Hbegf%20Egfr;https://pubmed.ncbi.nlm.nih.gov/9135143/;https://europepmc.org/article/MED/9135143;https://pubmed.ncbi.nlm.nih.gov/12621152/;https://europepmc.org/article/MED/12621152;https://pubmed.ncbi.nlm.nih.gov/26016774/;https://europepmc.org/article/MED/26016774	human, mouse and recombinant EGFR/ERBB systems	primary direct binding and receptor activation	HB-EGF directly binds and activates EGFR or ERBB4 in binding, phosphorylation and functional assays; soluble HB-EGF receptor complexes and receptor-dependent signaling were reported.	HB-EGF is produced as a membrane precursor and soluble cleaved ligand; ligand presentation and receptor abundance affect the observed response.	aliases=Hbegf Egfr,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
hbegf erbb4	Hbegf Erbb4	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Hbegf%20Erbb4;https://europepmc.org/search?query=Hbegf%20Erbb4;https://pubmed.ncbi.nlm.nih.gov/9135143/;https://europepmc.org/article/MED/9135143;https://pubmed.ncbi.nlm.nih.gov/12621152/;https://europepmc.org/article/MED/12621152;https://pubmed.ncbi.nlm.nih.gov/26016774/;https://europepmc.org/article/MED/26016774	human, mouse and recombinant EGFR/ERBB systems	primary direct binding and receptor activation	HB-EGF directly binds and activates EGFR or ERBB4 in binding, phosphorylation and functional assays; soluble HB-EGF receptor complexes and receptor-dependent signaling were reported.	HB-EGF is produced as a membrane precursor and soluble cleaved ligand; ligand presentation and receptor abundance affect the observed response.	aliases=Hbegf Erbb4,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
iapp calcr_ramp1	Iapp CALCR_RAMP1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Iapp%20CALCR_RAMP1;https://europepmc.org/search?query=Iapp%20CALCR_RAMP1;https://pubmed.ncbi.nlm.nih.gov/10385705/;https://europepmc.org/article/MED/10385705;https://pubmed.ncbi.nlm.nih.gov/18599553/;https://europepmc.org/article/MED/18599553;https://pubmed.ncbi.nlm.nih.gov/40828907/;https://europepmc.org/article/MED/40828907;https://pubmed.ncbi.nlm.nih.gov/37537379/;https://europepmc.org/article/MED/37537379	human and rat amylin/IAPP receptor systems	primary direct binding and receptor activation	Mature amylin derived from IAPP binds and signals through calcitonin-receptor/RAMP AMY1-3 complexes; ligand potency, receptor assembly, binding and structural selectivity studies support the submitted CALCR_RAMP1/2/3 receptor contexts.	IAPP is a precursor processed to mature amidated amylin; receptor pharmacology is species- and RAMP-dependent, and RAMP2 evidence is more context-sensitive in older assays.	aliases=Iapp CALCR_RAMP1,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
iapp calcr_ramp2	Iapp CALCR_RAMP2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Iapp%20CALCR_RAMP2;https://europepmc.org/search?query=Iapp%20CALCR_RAMP2;https://pubmed.ncbi.nlm.nih.gov/10385705/;https://europepmc.org/article/MED/10385705;https://pubmed.ncbi.nlm.nih.gov/18599553/;https://europepmc.org/article/MED/18599553;https://pubmed.ncbi.nlm.nih.gov/40828907/;https://europepmc.org/article/MED/40828907;https://pubmed.ncbi.nlm.nih.gov/37537379/;https://europepmc.org/article/MED/37537379	human and rat amylin/IAPP receptor systems	primary direct binding and receptor activation	Mature amylin derived from IAPP binds and signals through calcitonin-receptor/RAMP AMY1-3 complexes; ligand potency, receptor assembly, binding and structural selectivity studies support the submitted CALCR_RAMP1/2/3 receptor contexts.	IAPP is a precursor processed to mature amidated amylin; receptor pharmacology is species- and RAMP-dependent, and RAMP2 evidence is more context-sensitive in older assays.	aliases=Iapp CALCR_RAMP2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
iapp calcr_ramp3	Iapp CALCR_RAMP3	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Iapp%20CALCR_RAMP3;https://europepmc.org/search?query=Iapp%20CALCR_RAMP3;https://pubmed.ncbi.nlm.nih.gov/10385705/;https://europepmc.org/article/MED/10385705;https://pubmed.ncbi.nlm.nih.gov/18599553/;https://europepmc.org/article/MED/18599553;https://pubmed.ncbi.nlm.nih.gov/40828907/;https://europepmc.org/article/MED/40828907;https://pubmed.ncbi.nlm.nih.gov/37537379/;https://europepmc.org/article/MED/37537379	human and rat amylin/IAPP receptor systems	primary direct binding and receptor activation	Mature amylin derived from IAPP binds and signals through calcitonin-receptor/RAMP AMY1-3 complexes; ligand potency, receptor assembly, binding and structural selectivity studies support the submitted CALCR_RAMP1/2/3 receptor contexts.	IAPP is a precursor processed to mature amidated amylin; receptor pharmacology is species- and RAMP-dependent, and RAMP2 evidence is more context-sensitive in older assays.	aliases=Iapp CALCR_RAMP3,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
ifna1 ifnar1_ifnar2	Ifna1 Ifnar1_ifnar2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifna1%20Ifnar1_ifnar2;https://europepmc.org/search?query=Ifna1%20Ifnar1_ifnar2;https://pubmed.ncbi.nlm.nih.gov/6320534/;https://europepmc.org/article/MED/6320534;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://europepmc.org/article/MED/10556041;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://europepmc.org/article/MED/16479007;https://pubmed.ncbi.nlm.nih.gov/7623815/;https://europepmc.org/article/MED/7623815	human IFN-alpha subtypes and human/recombinant IFNAR systems	primary direct binding and receptor activation	The submitted IFNA subtype belongs to the directly tested human IFN-alpha group that competes for common IFNAR binding sites and forms an IFNAR1/IFNAR2 signaling complex; mutational and functional studies support receptor engagement.	Subtype-specific affinity and antiviral potency vary; IFNAR1/2 is a ternary receptor complex and family-wide receptor usage does not prove identical affinity for every subtype.	aliases=Ifna1 Ifnar1_ifnar2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
ifna2 ifnar1_ifnar2	Ifna2 Ifnar1_ifnar2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifna2%20Ifnar1_ifnar2;https://europepmc.org/search?query=Ifna2%20Ifnar1_ifnar2;https://pubmed.ncbi.nlm.nih.gov/6320534/;https://europepmc.org/article/MED/6320534;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://europepmc.org/article/MED/10556041;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://europepmc.org/article/MED/16479007;https://pubmed.ncbi.nlm.nih.gov/7623815/;https://europepmc.org/article/MED/7623815	human IFN-alpha subtypes and human/recombinant IFNAR systems	primary direct binding and receptor activation	The submitted IFNA subtype belongs to the directly tested human IFN-alpha group that competes for common IFNAR binding sites and forms an IFNAR1/IFNAR2 signaling complex; mutational and functional studies support receptor engagement.	Subtype-specific affinity and antiviral potency vary; IFNAR1/2 is a ternary receptor complex and family-wide receptor usage does not prove identical affinity for every subtype.	aliases=Ifna2 Ifnar1_ifnar2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
ifna4 ifnar1_ifnar2	Ifna4 Ifnar1_ifnar2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifna4%20Ifnar1_ifnar2;https://europepmc.org/search?query=Ifna4%20Ifnar1_ifnar2;https://pubmed.ncbi.nlm.nih.gov/6320534/;https://europepmc.org/article/MED/6320534;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://europepmc.org/article/MED/10556041;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://europepmc.org/article/MED/16479007;https://pubmed.ncbi.nlm.nih.gov/7623815/;https://europepmc.org/article/MED/7623815	human IFN-alpha subtypes and human/recombinant IFNAR systems	primary direct binding and receptor activation	The submitted IFNA subtype belongs to the directly tested human IFN-alpha group that competes for common IFNAR binding sites and forms an IFNAR1/IFNAR2 signaling complex; mutational and functional studies support receptor engagement.	Subtype-specific affinity and antiviral potency vary; IFNAR1/2 is a ternary receptor complex and family-wide receptor usage does not prove identical affinity for every subtype.	aliases=Ifna4 Ifnar1_ifnar2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
ifna5 ifnar1_ifnar2	Ifna5 Ifnar1_ifnar2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifna5%20Ifnar1_ifnar2;https://europepmc.org/search?query=Ifna5%20Ifnar1_ifnar2;https://pubmed.ncbi.nlm.nih.gov/6320534/;https://europepmc.org/article/MED/6320534;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://europepmc.org/article/MED/10556041;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://europepmc.org/article/MED/16479007;https://pubmed.ncbi.nlm.nih.gov/7623815/;https://europepmc.org/article/MED/7623815	human IFN-alpha subtypes and human/recombinant IFNAR systems	primary direct binding and receptor activation	The submitted IFNA subtype belongs to the directly tested human IFN-alpha group that competes for common IFNAR binding sites and forms an IFNAR1/IFNAR2 signaling complex; mutational and functional studies support receptor engagement.	Subtype-specific affinity and antiviral potency vary; IFNAR1/2 is a ternary receptor complex and family-wide receptor usage does not prove identical affinity for every subtype.	aliases=Ifna5 Ifnar1_ifnar2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
ifna6 ifnar1_ifnar2	Ifna6 Ifnar1_ifnar2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifna6%20Ifnar1_ifnar2;https://europepmc.org/search?query=Ifna6%20Ifnar1_ifnar2;https://pubmed.ncbi.nlm.nih.gov/6320534/;https://europepmc.org/article/MED/6320534;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://europepmc.org/article/MED/10556041;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://europepmc.org/article/MED/16479007;https://pubmed.ncbi.nlm.nih.gov/7623815/;https://europepmc.org/article/MED/7623815	human IFN-alpha subtypes and human/recombinant IFNAR systems	primary direct binding and receptor activation	The submitted IFNA subtype belongs to the directly tested human IFN-alpha group that competes for common IFNAR binding sites and forms an IFNAR1/IFNAR2 signaling complex; mutational and functional studies support receptor engagement.	Subtype-specific affinity and antiviral potency vary; IFNAR1/2 is a ternary receptor complex and family-wide receptor usage does not prove identical affinity for every subtype.	aliases=Ifna6 Ifnar1_ifnar2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
ifna7 ifnar1_ifnar2	Ifna7 Ifnar1_ifnar2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifna7%20Ifnar1_ifnar2;https://europepmc.org/search?query=Ifna7%20Ifnar1_ifnar2;https://pubmed.ncbi.nlm.nih.gov/6320534/;https://europepmc.org/article/MED/6320534;https://pubmed.ncbi.nlm.nih.gov/10556041/;https://europepmc.org/article/MED/10556041;https://pubmed.ncbi.nlm.nih.gov/16479007/;https://europepmc.org/article/MED/16479007;https://pubmed.ncbi.nlm.nih.gov/7623815/;https://europepmc.org/article/MED/7623815	human IFN-alpha subtypes and human/recombinant IFNAR systems	primary direct binding and receptor activation	The submitted IFNA subtype belongs to the directly tested human IFN-alpha group that competes for common IFNAR binding sites and forms an IFNAR1/IFNAR2 signaling complex; mutational and functional studies support receptor engagement.	Subtype-specific affinity and antiviral potency vary; IFNAR1/2 is a ternary receptor complex and family-wide receptor usage does not prove identical affinity for every subtype.	aliases=Ifna7 Ifnar1_ifnar2,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
ifnl2 ifnlr1_il10rb	Ifnl2 Ifnlr1_il10rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ifnl2%20Ifnlr1_il10rb;https://europepmc.org/search?query=Ifnl2%20Ifnlr1_il10rb;https://pubmed.ncbi.nlm.nih.gov/12483210/;https://europepmc.org/article/MED/12483210;https://pubmed.ncbi.nlm.nih.gov/28293236/;https://europepmc.org/article/MED/28293236	human IFN-lambda and recombinant human receptor systems	primary direct binding and receptor activation	IFN-lambda 2/3 were identified as ligands using the IFNLR1 plus IL10RB receptor complex, with receptor usage and signaling demonstrated for the submitted receptor pair.	IL10RB is shared with other cytokine receptors and IFNLR1 expression is restricted; ligand subtype potency can differ.	aliases=Ifnl2 Ifnlr1_il10rb,gene symbols,protein names and canonical complex notation;processed_forms=searched mature ligands, precursors, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted.
