pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
nppb npr1	Nppb Npr1	retain_low	PMID:25861778; PMCID:PMC5525139	mouse	review_only	The cited pruriceptive-signaling chapter links Nppb to Npr1-expressing spinal neurons and discusses Nppb-receptor-dependent function.	This cited source is a review/chapter and does not provide a primary direct NPPB-NPR1 binding or receptor activation assay.	Exact pair is biologically plausible and functionally contextual, but citation does not meet primary-evidence approval standard.
npy npy4r	Npy Npy4r	no_evidence	PMID:10215684; PMID:19121371; PMCID:PMC3034874	mouse	source_mismatch	The cited mouse feeding study explicitly says NPY-induced feeding cannot be attributed to any one Y-receptor subtype; the Y4 knockout paper demonstrates PP/Y4-dependent c-Fos, not NPY/Y4 binding or activation.	NPY4R can recognize NPY in other pharmacology literature, but that evidence is not in the cited sources.	Cited sources do not support the submitted exact NPY-NPY4R pair.
nrg1 erbb2_erbb3	Nrg1 ERBB2_ERBB3	approve_candidate	PMID:16978839; PMID:18478032	human	direct_primary_binding_activation	NRG1 stimulation was tested in cells expressing ERBB2/ERBB3; receptor heterodimerization and reciprocal receptor phosphorylation were directly measured, with ERBB3 identified as the ligand-binding partner and ERBB2 as the kinase partner.	NRG1 isoform and ERBB splice-form context can change potency and dimer behavior.	Exact ligand-binding chain and ERBB2-containing activation complex confirmed by primary biochemical assays.
nrg1 erbb2_erbb4	Nrg1 ERBB2_ERBB4	approve_candidate	PMID:16978839; PMID:18478032	human	direct_primary_binding_activation	NRG1 stimulation was tested in cells expressing ERBB2/ERBB4; heterodimerization and receptor phosphorylation were directly measured, including ERBB2 trans-phosphorylation by ERBB4.	NRG1 isoform and ERBB splice-form context can change potency and dimer behavior.	Exact ERBB2/ERBB4 complex and activation assay confirmed.
nrg1 erbb3	Nrg1 Erbb3	approve_candidate	PMID:16978839; PMID:18478032	human	direct_primary_binding_activation	The primary study identifies NRG1 as a ligand of ERBB3 and measures NRG1-dependent signaling in ERBB2/ERBB3 cells, including receptor phosphorylation.	The assayed signaling receptor is in an ERBB2/ERBB3 heterodimer rather than an isolated ERBB3 chain.	Exact ERBB3 chain is confirmed, with receptor-dependent activation rather than expression-only evidence.
nrg1 erbb4	Nrg1 Erbb4	approve_candidate	PMID:16978839; PMID:18478032	human	direct_primary_binding_activation	The primary study identifies NRG1 as a ligand of ERBB4 and measures NRG1-dependent signaling in ERBB2/ERBB4 cells, including receptor phosphorylation.	ERBB4 isoform and kinase-status context affects the measured phosphorylation pattern.	Exact ERBB4 chain is confirmed by primary receptor activation assays.
nrg1 itga6_itgb4	Nrg1 ITGA6_ITGB4	approve_candidate	PMID:20682778	human	direct_primary_binding_activation	NRG1 EGF-like domain binding to integrin alpha6beta4 was tested directly by cell adhesion/ELISA-type assays and linked by mutagenesis to ternary integrin-NRG1-ERBB3 signaling.	This is an auxiliary integrin/co-receptor interaction, not a replacement for canonical ERBB ligand binding.	Exact integrin alpha6beta4 chain and direct binding plus receptor-dependent function confirmed.
nrg1 itgav_itgb3	Nrg1 ITGAV_ITGB3	approve_candidate	PMID:20682778	human	direct_primary_binding_activation	NRG1 EGF-like domain binding to integrin alphavbeta3 was tested by recombinant binding, cell adhesion, and SPR; binding-site mutation reduced NRG1-induced ERBB3 phosphorylation and signaling.	This is an auxiliary integrin/co-receptor interaction, not a replacement for canonical ERBB ligand binding.	Exact integrin alphavbeta3 chain and direct binding plus receptor-dependent function confirmed.
nrg2 erbb3	Nrg2 Erbb3	approve_candidate	PMID:9168115; DOI:10.1038/387512a0	human;mouse	direct_primary_binding_activation	The primary Nature study states that the NRG2 EGF-like domain binds ErbB3 and changes ErbB receptor tyrosine-phosphorylation profiles in cell assays.	NRG2 alpha/beta isoforms can differ in potency and the submitted symbol does not specify an isoform.	Exact ligand and ERBB3 chain confirmed by primary binding/activation evidence.
nrg2 erbb4	Nrg2 Erbb4	approve_candidate	PMID:9168115; PMID:17945187; PMCID:PMC2094732	human;mouse	direct_primary_binding_activation	NRG2 EGF-like domain binding to ErbB4 is reported in the primary Nature study; NRG2beta ErbB4 phosphorylation and IL-3-independent functional coupling are directly tested in the follow-up study.	NRG2 alpha and beta have different ErbB4 affinity and efficacy.	Exact ligand/receptor pair confirmed; isoform caveat is material but does not negate the pair.
nrg3 erbb4	Nrg3 Erbb4	retain_low	PMID:24991953; PMCID:PMC4189115	human;mouse;rat	review_only	The cited Neuregulin-ERBB review describes NRG3 as an ErbB4 ligand/principal receptor relationship.	The cited source is a review and the submitted evidence summary is family-level; the primary NRG3 binding paper is not cited here.	Real exact relationship likely, but retain low pending a cited primary NRG3-ErbB4 assay.
nrg4 erbb4	Nrg4 Erbb4	retain_low	PMID:24991953; PMCID:PMC4189115	human;mouse;rat	review_only	The cited Neuregulin-ERBB review places NRG4 within the ErbB4 ligand repertoire.	The cited source is review-level and does not itself provide an exact NRG4-ErbB4 primary binding/activation assay.	Real family relationship but not approvable from the cited source alone.
nrxn1 clstn3	Nrxn1 Clstn3	approve_candidate	PMID:25352602; PMID:32434929; PMCID:PMC4263861; PMCID:PMC7335786	mouse	direct_primary_binding_adhesion	Calsyntenin-3 directly binds Nrxn1 alpha and beta ectodomains in solid-phase, SPR, pulldown, and cell-surface assays; splice-site-4-positive Nrxn1 variants also rescue Clstn3 synaptogenic function.	Binding and synaptogenic activity depend on Nrxn isoform and splice site 4; the 2020 paper notes prior methodological disagreement.	Exact Nrxn1-Clstn3 pair, alpha/beta chains, direct adhesion, and receptor-dependent function confirmed.
nrxn1 dag1	Nrxn1 Dag1	no_evidence	PMID:20471353; PMCID:PMC3243752	mouse;rat	source_mismatch	PMID 20471353 is a primary study of neurexin binding to GABA(A) receptors, not dystroglycan/DAG1.	Nrxn1-alpha/alpha-dystroglycan binding is reported elsewhere, but not by the cited source.	Cited source does not support the submitted Nrxn1-DAG1 pair.
nrxn1 lrrtm1	Nrxn1 Lrrtm1	no_evidence	PMID:20064388; PMID:30262834	not established in cited sources	family_extrapolation	The cited primary studies test Nrxn1 with LRRTM2, including the Nrxn1beta-LRRTM2 structure, not LRRTM1.	Family-level LRRTM statements cannot substitute for an exact LRRTM1 pair.	No exact Nrxn1-LRRTM1 assay in the cited sources.
nrxn1 lrrtm2	Nrxn1 Lrrtm2	approve_candidate	PMID:20064388; PMID:30262834	human;mouse	direct_primary_binding_adhesion	The cited primary studies directly test LRRTM2 binding to neurexin-1, including affinity/cell adhesion work and a crystal structure of the Nrxn1beta-LRRTM2 complex.	Binding requires neurexin splice-site-4-negative variants in the characterized LRRTM2 system and depends on isoform presentation.	Exact Nrxn1-LRRTM2 pair and receptor chain confirmed.
nrxn1 lrrtm3	Nrxn1 Lrrtm3	no_evidence	PMID:20064388; PMID:30262834	not established in cited sources	family_extrapolation	The cited primary studies test Nrxn1 with LRRTM2, not LRRTM3.	Related LRRTM paralogs do not establish this exact pair.	No exact Nrxn1-LRRTM3 assay in the cited sources.
nrxn2 clstn3	Nrxn2 Clstn3	approve_candidate	PMID:25352602; PMID:32434929; PMCID:PMC4263861; PMCID:PMC7335786	mouse	direct_primary_receptor_function	The 2020 primary study directly tests Nrxn2beta with SS4-positive variants in rescue of Clstn3 synaptogenic activity, while direct biochemical binding is shown most explicitly for Nrxn1 alpha/beta.	Exact Nrxn2 evidence is receptor-dependent synaptogenic function rather than the strongest direct ectodomain binding panel.	Allowed receptor-dependent function supports the exact Nrxn2 gene pair; chain is Nrxn2beta plus SS4-positive splice variant.
nrxn2 dag1	Nrxn2 Dag1	no_evidence	PMID:20471353; PMCID:PMC3243752	mouse;rat	source_mismatch	PMID 20471353 is a primary study of neurexin binding to GABA(A) receptors, not dystroglycan/DAG1.	No exact Nrxn2-DAG1 assay is present in the cited source.	Cited source does not support the submitted Nrxn2-DAG1 pair.
nrxn2 lrrtm1	Nrxn2 Lrrtm1	no_evidence	PMID:20064388; PMID:30262834	not established in cited sources	family_extrapolation	The cited studies test Nrxn1-LRRTM2, not Nrxn2-LRRTM1.	Related neurexin and LRRTM paralogs cannot establish this exact pair.	No exact Nrxn2-LRRTM1 assay in the cited sources.
nrxn2 lrrtm2	Nrxn2 Lrrtm2	no_evidence	PMID:20064388; PMID:30262834	not established in cited sources	family_extrapolation	The cited studies directly test Nrxn1-LRRTM2; they do not test Nrxn2-LRRTM2.	A family-level statement about alpha and beta neurexins does not establish the Nrxn2 gene-specific pair here.	No exact Nrxn2-LRRTM2 assay in the cited sources.
nrxn2 lrrtm3	Nrxn2 Lrrtm3	no_evidence	PMID:20064388; PMID:30262834	not established in cited sources	family_extrapolation	The cited studies test Nrxn1-LRRTM2, not Nrxn2-LRRTM3.	Related neurexin and LRRTM paralogs cannot establish this exact pair.	No exact Nrxn2-LRRTM3 assay in the cited sources.
ocln ocln	Ocln Ocln	approve_candidate	PMID:23923978; PMCID:PMC3924802	human	direct_primary_adhesion	Human occludin extracellular loop 2 was shown to form homophilic trans and cis associations using mutational and biochemical interaction assays.	The assay addresses occludin oligomerization/adhesion and does not imply exclusivity among tight-junction molecules.	Exact self-pair and homophilic adhesion confirmed.
osm lifr_il6st	Osm LIFR_IL6ST	retain_low	PMID:36930708; PMID:22829597	human	direct_primary_binding_complex	The OSM loop paper directly measures human OSM binding affinity toward LIFR, while the submitted receptor complex is the known LIFR-gp130/IL6ST signaling context.	PMID 36930708 is a structural study of LIF and other gp130-family complexes, not OSM; the cited OSM assay does not directly reconstitute the full LIFR-IL6ST complex or mouse usage.	Real receptor-chain context but exact OSM-LIFR-IL6ST complex is not directly established by the cited sources.
osm osmr_il6st	Osm OSMR_IL6ST	retain_low	PMID:36930708; PMID:22829597	human	direct_primary_binding_complex	The OSM loop paper directly measures human OSM binding affinity toward OSMR, while the submitted receptor complex is the known OSMR-gp130/IL6ST signaling context.	PMID 36930708 does not study OSM; the cited OSM assay does not directly reconstitute the full OSMR-IL6ST complex or mouse usage.	Real receptor-chain context but exact OSM-OSMR-IL6ST complex is not directly established by the cited sources.
pcdha1 pcdha1	Pcdha1 Pcdha1	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited protocadherin papers establish family-wide homophilic specificity and test selected isoforms, but do not test Pcdha1 self-binding.	Family-level homophily cannot be promoted to this exact isoform without a tested Pcdha1 assay.	No exact Pcdha1-Pcdha1 assay in cited sources.
pcdha10 pcdha10	Pcdha10 Pcdha10	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha10 in the exact SPR, AUC, or cell-adhesion tests.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha10-Pcdha10 assay in cited sources.
pcdha11 pcdha11	Pcdha11 Pcdha11	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha11 in the exact SPR, AUC, or cell-adhesion tests.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha11-Pcdha11 assay in cited sources.
pcdha12 pcdha12	Pcdha12 Pcdha12	approve_candidate	PMID:35253643; PMID:28743640	mouse	direct_primary_adhesion	The 2022 primary study includes alpha12 ectodomain in the direct SPR/AUC trans-interaction panel and reports strictly homophilic cPcdh binding.	Evidence is recombinant ectodomain trans homodimerization rather than a cell-specific functional assay.	Exact Pcdha12 self-pair is present in the cited primary biophysical panel.
pcdha2 pcdha2	Pcdha2 Pcdha2	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha2 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha2-Pcdha2 assay in cited sources.
pcdha3 pcdha3	Pcdha3 Pcdha3	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha3 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha3-Pcdha3 assay in cited sources.
pcdha4 pcdha4	Pcdha4 Pcdha4	approve_candidate	PMID:35253643; PMID:28743640	mouse	direct_primary_adhesion	The 2022 primary study includes alpha4 ectodomain in the direct SPR/AUC trans-interaction panel and reports strictly homophilic cPcdh binding.	Evidence is recombinant ectodomain trans homodimerization rather than a cell-specific functional assay.	Exact Pcdha4 self-pair is present in the cited primary biophysical panel.
pcdha4b pcdha4b	Pcdha4b Pcdha4b	needs_manual_review	PMID:35253643; PMID:28743640	unresolved	isoform_not_resolved	The cited papers test alpha4 but do not identify or test a distinct Pcdha4b isoform.	Pcdha4b may be a splice/database-specific form; sequence and canonical identity must be resolved before treating it as Pcdha4.	Exact submitted isoform is unresolved; do not collapse it automatically to Pcdha4.
pcdha5 pcdha5	Pcdha5 Pcdha5	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha5 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha5-Pcdha5 assay in cited sources.
pcdha6 pcdha6	Pcdha6 Pcdha6	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha6 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha6-Pcdha6 assay in cited sources.
pcdha7 pcdha7	Pcdha7 Pcdha7	approve_candidate	PMID:35253643; PMID:28743640	mouse	direct_primary_adhesion	The 2022 primary study uses alpha7 as a coated trans-interaction surface and includes it in the direct SPR/AUC homophilic panel, with interface-mutant validation.	Evidence is recombinant ectodomain binding, with cell aggregation used for selected comparator mutants.	Exact Pcdha7 self-pair and trans-adhesion interface confirmed.
pcdha8 pcdha8	Pcdha8 Pcdha8	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha8 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha8-Pcdha8 assay in cited sources.
pcdha9 pcdha9	Pcdha9 Pcdha9	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdha9 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdha9-Pcdha9 assay in cited sources.
pcdhac1 pcdhac1	Pcdhac1 Pcdhac1	reject_pair	PMID:35253643; PMID:28743640	mouse	direct_primary_negative	The primary study explicitly states that alphaC1 did not mediate cell-cell interactions in aggregation assays and that its recombinant trans fragment formed non-native disulfide-linked multimers, preventing confident trans-binding assessment.	The source therefore contradicts the proposed positive adhesion candidate rather than merely lacking an assay.	Submitted alphaC1 self-adhesion relationship is not supported and is directly undermined by the cited source.
pcdhac2 pcdhac2	Pcdhac2 Pcdhac2	approve_candidate	PMID:35253643; PMID:28743640	mouse	direct_primary_adhesion	The 2022 primary study includes alphaC2 in the C-type SPR panel and reports binding only to its cognate partner, with trans-interface evidence.	Evidence is recombinant ectodomain trans homodimerization rather than a cell-specific functional assay.	Exact Pcdh alphaC2 self-pair confirmed.
pcdhb1 pcdhb1	Pcdhb1 Pcdhb1	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb1 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb1-Pcdhb1 assay in cited sources.
pcdhb10 pcdhb10	Pcdhb10 Pcdhb10	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb10 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb10-Pcdhb10 assay in cited sources.
pcdhb11 pcdhb11	Pcdhb11 Pcdhb11	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb11 in the exact tested isoform panel.	A separate Pcdhb11 adhesion paper exists but is not among the cited sources; the submitted citations alone are family-level.	No exact Pcdhb11-Pcdhb11 assay in cited sources.
pcdhb12 pcdhb12	Pcdhb12 Pcdhb12	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb12 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb12-Pcdhb12 assay in cited sources.
pcdhb13 pcdhb13	Pcdhb13 Pcdhb13	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb13 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb13-Pcdhb13 assay in cited sources.
pcdhb15 pcdhb15	Pcdhb15 Pcdhb15	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb15 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb15-Pcdhb15 assay in cited sources.
pcdhb16 pcdhb16	Pcdhb16 Pcdhb16	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb16 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb16-Pcdhb16 assay in cited sources.
pcdhb17 pcdhb17	Pcdhb17 Pcdhb17	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb17 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb17-Pcdhb17 assay in cited sources.
pcdhb18 pcdhb18	Pcdhb18 Pcdhb18	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb18 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb18-Pcdhb18 assay in cited sources.
pcdhb19 pcdhb19	Pcdhb19 Pcdhb19	no_evidence	PMID:35253643; PMID:28743640	mouse	family_extrapolation	The cited papers do not include Pcdhb19 in the exact tested isoform panel.	Family-level homophily cannot establish this exact isoform pair.	No exact Pcdhb19-Pcdhb19 assay in cited sources.
