pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
cdh1 cdh1	Cdh1 Cdh1	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4210030/	mouse	direct homophilic adhesion	Purified E-cadherin ectodomains showed direct homophilic adhesive binding in AUC and SPR assays.	Cadherin ectodomain and calcium conditions are required.	Exact CDH1 self-adhesion measured.
cdh15 cdh15	Cdh15 Cdh15	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4210030/	mouse	direct homophilic adhesion	Purified M-cadherin ectodomains showed direct homophilic binding in biophysical assays.	Cadherin ectodomain and calcium conditions are required.	Exact CDH15 self-adhesion measured.
cdh2 cdh2	Cdh2 Cdh2	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4210030/	mouse	direct homophilic adhesion	Purified N-cadherin ectodomains showed direct homophilic binding in AUC and SPR assays.	Cadherin ectodomain and calcium conditions are required.	Exact CDH2 self-adhesion measured.
cdh3 cdh3	Cdh3 Cdh3	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4210030/	mouse	direct homophilic adhesion	Purified P-cadherin ectodomains showed direct homophilic binding in AUC and SPR assays.	Cadherin ectodomain and calcium conditions are required.	Exact CDH3 self-adhesion measured.
cdh4 cdh4	Cdh4 Cdh4	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4210030/	mouse	direct homophilic adhesion	Purified R-cadherin ectodomains showed direct homophilic binding in AUC and SPR assays.	Cadherin ectodomain and calcium conditions are required.	Exact CDH4 self-adhesion measured.
cdh5 cdh5	Cdh5 Cdh5	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/12507476/	human	direct homophilic adhesion	VE-cadherin/CDH5 ectodomains formed calcium-dependent homophilic associations in solid-phase and cross-linking assays.	The study uses soluble ectodomain constructs rather than a complete endothelial junction.	Exact CDH5 self-association and assay type confirmed.
ceacam1 ceacam1	Ceacam1 Ceacam1	approve_candidate	https://doi.org/10.1182/blood.V98.5.1469	human	direct homophilic adhesion	The CEACAM1 N-terminal domain was structurally and mutationally analyzed as the homophilic adhesion interface.	CEACAM1 splice isoforms and cis/trans orientation affect the interaction.	Exact CEACAM1 homophilic pair supported by primary structural analysis.
ceacam1 ceacam5	Ceacam1 Ceacam5	retain_low	https://pmc.ncbi.nlm.nih.gov/articles/PMC6814268/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3901578/	human	contextual heterophilic binding	Reviews summarize purified-protein biochemical evidence that CEACAM5 appreciably binds CEACAM1 and participates in heterophilic adhesion.	The submitted packet cites reviews rather than the underlying primary biochemical paper; isoform and orientation details remain unresolved.	Real exact-family interaction, but retain low pending a directly traceable primary citation.
ceacam2 ceacam2	Ceacam2 Ceacam2	no_evidence	https://pmc.ncbi.nlm.nih.gov/articles/PMC3901578/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4192753/	mouse	no exact homophilic support	The checked sources describe CEACAM2 biology and explicitly distinguish it from CEACAM1 homophilic binding; they do not demonstrate CEACAM2 self-adhesion.	CEACAM2 has other functions and ligands, but the submitted self-pair is not shown.	No exact CEACAM2-CEACAM2 binding or adhesion assay found.
cga_tshb tshr	CGA_TSHB Tshr	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35940204/	human	direct binding and receptor activation	Structural and functional assays tested mature TSH, the CGA/TSHB heterodimer, bound to and activating TSHR.	The ligand is a mature heterodimer; CGA and TSHB should not be interpreted as independent ligands.	Exact TSH heterodimer-TSHR complex and activation confirmed.
clcf1 cntfr_lifr	Clcf1 CNTFR_LIFR	needs_manual_review	https://pmc.ncbi.nlm.nih.gov/articles/PMC10022904/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2607196/	human and source-dependent gp130-family systems	direct complex assembly but incomplete submitted receptor notation	CLCF1 uses CNTFRalpha and a gp130/IL6ST-LIFR signaling complex; structural work supports the relationship but not the submitted CNTFR_LIFR-only notation.	IL6ST/gp130 is an obligatory receptor-chain component omitted from the submitted composite.	Real relationship, but receptor complex/chain notation requires manual normalization.
clec2d klrb1	Clec2d Klrb1	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC2577150/	human	direct binding and inhibitory receptor function	CLEC2D/LLT1 is a ligand for KLRB1/NKR-P1A; engagement inhibited NK-cell cytotoxicity and cytokine production in functional assays.	The primary functional system is human and isoform-specific LLT1 is the active CLEC2D product.	Exact CLEC2D-KLRB1 pair confirmed.
cntf cntfr_lifr	Cntf CNTFR_LIFR	needs_manual_review	https://pmc.ncbi.nlm.nih.gov/articles/PMC10022904/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2607196/	human and source-dependent gp130-family systems	direct complex assembly but incomplete submitted receptor notation	CNTF signaling requires CNTFRalpha, gp130/IL6ST, and LIFR; structural work directly supports the full complex.	The submitted CNTFR_LIFR notation omits the required IL6ST/gp130 chain.	Real relationship, but receptor complex/chain notation requires manual normalization.
cntn2 cntn2	Cntn2 Cntn2	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC11455609/	human and conserved neural CAM systems	direct homophilic adhesion	Biophysical, structural, and cell-based assays delineated CNTN2 homodimerization and homophilic adhesion.	The newer primary study includes construct/domain and membrane-anchoring constraints.	Exact CNTN2 self-interaction demonstrated.
cntn2 cntn2_cntnap2	Cntn2 CNTN2_CNTNAP2	needs_manual_review	https://pmc.ncbi.nlm.nih.gov/articles/PMC5104938/	human recombinant ectodomains	direct binding with cis/trans complex ambiguity	CNTNAP2 and CNTN2 ectodomains bound directly with nanomolar affinity in solid-phase and SPR assays.	The submitted receptor composite includes CNTN2 itself and does not specify whether the intended interaction is cis complex formation or trans bridging.	Pair is real, but composite receptor notation and topology need manual resolution.
cntn2 l1cam	Cntn2 L1cam	retain_low	https://pmc.ncbi.nlm.nih.gov/articles/PMC2132982/;https://pmc.ncbi.nlm.nih.gov/articles/PMC450127/	chick axonin-1/NgCAM homolog system	direct cis binding and adhesion context	Axonin-1, the chick CNTN2 homolog, binds NgCAM, the chick L1CAM homolog, in purified-protein and cell assays, predominantly in cis.	The evidence is homolog-based and topology-specific; it is not a direct mammalian CNTN2-L1CAM trans assay.	Real conserved CAM relationship, but exact submitted species/protein context remains contextual.
col3a1 adgrg1	Col3a1 Adgrg1	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC3251603/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3150909/	mouse	direct binding and receptor-dependent function	GPR56/ADGRG1 N-terminal protein bound collagen III/Col3a1 in brain binding assays, and collagen III activated GPR56-dependent RhoA signaling.	The receptor is an adhesion GPCR with N-terminal and C-terminal fragments; signaling depends on processing and cell context.	Exact collagen III-ADGRG1 pair and receptor-dependent function confirmed.
cort-cyp11b1 nr3c1	Cort-CYP11B1 Nr3c1	retain_low	https://pubmed.ncbi.nlm.nih.gov/31391291/	human/ancestral glucocorticoid receptor structural systems	direct mature steroid binding; biosynthetic-context composite	The primary study structurally and functionally tested cortisol/hydrocortisone binding and activation of GR/NR3C1.	CYP11B1 is a biosynthetic source-enzyme tag, not part of the mature receptor-binding ligand tested.	Underlying mature steroid-NR3C1 evidence is real, but the submitted composite is contextual.
cort-cyp11b1 nr3c2	Cort-CYP11B1 Nr3c2	retain_low	https://pubmed.ncbi.nlm.nih.gov/15967794/	human mineralocorticoid receptor structural systems	direct mature corticosteroid binding; biosynthetic-context composite	Primary MR/NR3C2 structural work tested agonist corticosteroid binding relevant to cortisol-class ligands.	CYP11B1 is a biosynthetic source-enzyme tag and the cited paper does not establish the full composite notation.	Underlying steroid-NR3C2 evidence is contextual rather than exact for the submitted composite.
csf1 csf1r	Csf1 Csf1r	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/22153499/	human and mouse	direct binding and receptor complex assembly	Purified CSF1 and CSF1R formed defined extracellular complexes with measured stoichiometry and species cross-reactivity.	Complex stoichiometry and species compatibility vary between orthologs.	Exact CSF1-CSF1R binding and complex assay confirmed.
ctf1 lifr_il6st	Ctf1 LIFR_IL6ST	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/7738033/;https://pubmed.ncbi.nlm.nih.gov/9030543/	human	direct binding and receptor complex-dependent activation	Cardiotrophin-1 bound LIFR and signaled through the LIFR-gp130/IL6ST receptor complex in binding and competition assays.	CNTFRalpha is not represented in the submitted receptor notation and may be context dependent for CT-1 signaling.	Exact CT-1 interaction with the submitted LIFR/IL6ST receptor complex supported.
ctsg f2rl3	Ctsg F2rl3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/30560697/;https://pubmed.ncbi.nlm.nih.gov/41370205/	human platelets	direct proteolytic activation	Cathepsin G cleaved and activated PAR4/F2RL3, with biased signaling characterized in human platelet/receptor systems.	Protease cleavage site and signaling bias depend on receptor species and assay context.	Exact CTSG-PAR4 relationship tested as receptor-dependent proteolysis.
ctsg fpr1	Ctsg Fpr1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/15210802/	human neutrophil receptor systems	direct receptor activation	Cathepsin G was identified as a chemotactic agonist for FPR1 in receptor-dependent functional assays.	Protease preparation and receptor activation can be sensitive to cleavage and concentration conditions.	Exact CTSG-FPR1 agonist relationship confirmed.
cxcl1 cxcr1	Cxcl1 Cxcr1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/41903444/	human receptor biosensor systems	direct receptor activation	CXCL1 activated CXCR1 as a G-protein-biased partial agonist in biosensor assays.	Shared chemokine ligands show receptor bias; this is not a mouse-specific assay.	Exact CXCL1-CXCR1 activation tested.
cxcl1 cxcr2	Cxcl1 Cxcr2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/41903444/	human receptor biosensor systems	direct receptor activation	CXCL1 activated CXCR2 as a balanced full agonist in biosensor assays.	Shared chemokine ligands show receptor bias; this is not a mouse-specific assay.	Exact CXCL1-CXCR2 activation tested.
cxcl10 cxcr3	Cxcl10 Cxcr3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/16847335/	human	direct binding and receptor activation	Primary CXCR3 ligand studies tested CXCL10 with receptor binding, mutagenesis, and receptor-dependent chemotactic/signaling assays.	Chemokine processing and assay cell background can affect potency.	Exact CXCL10-CXCR3 pair confirmed.
cxcl11 ackr3	Cxcl11 Ackr3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/31506383/	human	direct binding and beta-arrestin/scavenging function	CXCL11 bound ACKR3/CXCR7 and elicited receptor-dependent beta-arrestin/scavenging behavior in the cited primary work.	ACKR3 is atypical and does not signal like a canonical G-protein chemokine receptor.	Exact CXCL11-ACKR3 relationship confirmed.
cxcl11 cxcr3	Cxcl11 Cxcr3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/16847335/	human	direct binding and receptor activation	Primary CXCR3 ligand studies tested CXCL11 in receptor binding and receptor-dependent signaling/chemotaxis assays.	Chemokine processing and assay cell background can affect potency.	Exact CXCL11-CXCR3 pair confirmed.
cxcl12 ackr3	Cxcl12 Ackr3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/31506383/	human	direct binding and beta-arrestin/scavenging function	CXCL12 bound ACKR3/CXCR7 and supported receptor-dependent beta-arrestin/scavenging behavior.	ACKR3 is atypical and does not signal like a canonical G-protein chemokine receptor.	Exact CXCL12-ACKR3 relationship confirmed.
cxcl12 cxcr4	Cxcl12 Cxcr4	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/19837984/;https://pubmed.ncbi.nlm.nih.gov/39093700/	human	direct binding and receptor activation	Structural and functional studies directly characterized CXCL12 binding to CXCR4 and receptor activation.	Chemokine oligomerization and receptor conformation influence the measured interaction.	Exact CXCL12-CXCR4 pair confirmed.
cxcl13 cxcr5	Cxcl13 Cxcr5	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/33021505/	human	direct receptor activation	Primary studies tested CXCL13-dependent activation and chemotaxis through CXCR5.	Cell context and chemokine presentation affect functional potency.	Exact CXCL13-CXCR5 pair confirmed.
cxcl9 cxcr3	Cxcl9 Cxcr3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/16847335/	human	direct binding and receptor activation	Primary CXCR3 ligand studies tested CXCL9 in receptor binding and receptor-dependent signaling/chemotaxis assays.	Chemokine processing and assay cell background can affect potency.	Exact CXCL9-CXCR3 pair confirmed.
desmosterol-dhcr7 nr1h2	Desmosterol-DHCR7 Nr1h2	retain_low	https://doi.org/10.1074/jbc.M603781200;https://pubmed.ncbi.nlm.nih.gov/34782454/	human and recombinant LXR systems	direct mature sterol binding and receptor activation; biosynthetic-context composite	Desmosterol bound purified LXRbeta/NR1H2 and recruited coactivator in primary assays.	DHCR7 is a biosynthetic enzyme tag, not part of the mature sterol ligand tested.	Underlying desmosterol-NR1H2 evidence is real, but the submitted composite is contextual.
desmosterol-dhcr7 nr1h3	Desmosterol-DHCR7 Nr1h3	retain_low	https://doi.org/10.1074/jbc.M603781200;https://pubmed.ncbi.nlm.nih.gov/34782454/	human and recombinant LXR systems	direct mature sterol binding and receptor activation; biosynthetic-context composite	Desmosterol bound purified LXRalpha/NR1H3 and recruited coactivator in primary assays.	DHCR7 is a biosynthetic enzyme tag, not part of the mature sterol ligand tested.	Underlying desmosterol-NR1H3 evidence is real, but the submitted composite is contextual.
dht-srd5a1 ar	DHT-SRD5A1 Ar	retain_low	https://pubmed.ncbi.nlm.nih.gov/11320241/	rat androgen receptor structural system	direct mature steroid binding; biosynthetic-context composite	A primary AR ligand-binding structure directly showed DHT bound the androgen receptor.	SRD5A1 is the biosynthetic source enzyme and was not part of the AR-binding assay.	Underlying DHT-AR evidence is exact, but the submitted ligand composite is contextual.
dht-srd5a2 ar	DHT-SRD5A2 Ar	retain_low	https://pubmed.ncbi.nlm.nih.gov/11320241/	rat androgen receptor structural system	direct mature steroid binding; biosynthetic-context composite	A primary AR ligand-binding structure directly showed DHT bound the androgen receptor.	SRD5A2 is the biosynthetic source enzyme and was not part of the AR-binding assay.	Underlying DHT-AR evidence is exact, but the submitted ligand composite is contextual.
dht-srd5a3 ar	DHT-SRD5A3 Ar	retain_low	https://pubmed.ncbi.nlm.nih.gov/11320241/	rat androgen receptor structural system	direct mature steroid binding; biosynthetic-context composite	A primary AR ligand-binding structure directly showed DHT bound the androgen receptor.	SRD5A3 is a biosynthetic source-enzyme tag and was not tested in the cited AR assay.	Underlying DHT-AR evidence is real, but no SRD5A3-specific ligand-production assay is provided.
doc-cyp21a2 nr3c2	DOC-CYP21A2 Nr3c2	retain_low	https://pubmed.ncbi.nlm.nih.gov/15967794/;https://www.rcsb.org/structure/2AA7	human mineralocorticoid receptor structural system	direct mature steroid binding; biosynthetic-context composite	DOC/deoxycorticosterone is represented in MR structural ligand studies and binds NR3C2.	CYP21A2 is the biosynthetic source enzyme and was not part of the receptor-binding assay.	Underlying DOC-NR3C2 evidence is real, but the submitted composite is contextual.
dsc1 dsg1c	Dsc1 Dsg1c	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4932976/;https://pubmed.ncbi.nlm.nih.gov/9214392/	human recombinant desmosomal ectodomains	direct heterophilic adhesion	SPR, analytical ultracentrifugation, and bead aggregation assays showed adhesive Dsc1-Dsg1 interactions.	Dsg1c notation is mapped to the Dsg1 ectodomain/chain used in the cited human study.	Exact Dsc1-Dsg1 adhesive pair confirmed.
dsc1 dsg2	Dsc1 Dsg2	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4932976/;https://pubmed.ncbi.nlm.nih.gov/9214392/	human recombinant desmosomal ectodomains	direct heterophilic adhesion	SPR, analytical ultracentrifugation, and bead aggregation assays showed adhesive Dsc1-Dsg2 interactions.	Results use recombinant ectodomains and calcium-dependent desmosomal assay conditions.	Exact Dsc1-Dsg2 adhesive pair confirmed.
dsc2 dsg1c	Dsc2 Dsg1c	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4932976/;https://pubmed.ncbi.nlm.nih.gov/9214392/	human recombinant desmosomal ectodomains	direct heterophilic adhesion	The primary structural/biophysical study found adhesive Dsc2-Dsg1 interactions among the tested desmosomal cadherins.	Dsg1c notation is mapped to the Dsg1 ectodomain/chain used in the cited human study.	Exact Dsc2-Dsg1 adhesive pair confirmed.
dsc2 dsg2	Dsc2 Dsg2	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4932976/;https://pubmed.ncbi.nlm.nih.gov/9214392/	human recombinant desmosomal ectodomains	direct heterophilic adhesion	The primary structural/biophysical study found adhesive Dsc2-Dsg2 interactions among the tested desmosomal cadherins.	Results use recombinant ectodomains and calcium-dependent desmosomal assay conditions.	Exact Dsc2-Dsg2 adhesive pair confirmed.
dsg1c dsc3	Dsg1c Dsc3	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4932976/;https://pubmed.ncbi.nlm.nih.gov/9214392/	human recombinant desmosomal ectodomains	direct heterophilic adhesion	The primary structural/biophysical study found adhesive Dsg1-Dsc3 interactions among the tested desmosomal cadherins.	Dsg1c notation is mapped to the Dsg1 ectodomain/chain used in the cited human study.	Exact Dsg1-Dsc3 adhesive pair confirmed.
e2-cyp19a1 esr1	E2-CYP19A1 Esr1	retain_low	https://pmc.ncbi.nlm.nih.gov/articles/PMC27574/	human estrogen receptor alpha structural system	direct mature steroid binding; biosynthetic-context composite	The primary structure showed estradiol bound to ESR1/ERalpha and supported estrogen receptor ligand recognition.	CYP19A1 is an aromatase source-enzyme tag, not part of the mature estradiol ligand tested.	Underlying E2-ESR1 evidence is exact, but the submitted composite is contextual.
e2-cyp19a1 esr2	E2-CYP19A1 Esr2	no_evidence	https://pmc.ncbi.nlm.nih.gov/articles/PMC27574/	human ESR1 structural system	no exact ESR2 support	The cited primary paper tests estradiol bound to ESR1/ERalpha, not ESR2/ERbeta.	The submitted receptor is ESR2 and the ligand includes a CYP19A1 source-enzyme tag.	Cited source does not support the exact E2-ESR2 candidate.
e2-cyp19a1 gper1	E2-CYP19A1 Gper1	retain_low	https://pubmed.ncbi.nlm.nih.gov/19931550/;https://pubmed.ncbi.nlm.nih.gov/19442754/	mammalian and fish GPER1 systems	direct mature steroid binding and receptor function; biosynthetic-context composite	Primary work characterized 17beta-estradiol binding and signaling through GPER1.	CYP19A1 is an aromatase source-enzyme tag, not part of the mature ligand tested; one cited source is a review.	Underlying E2-GPER1 evidence is real, but the submitted composite is contextual.
e2-hsd17b1 esr1	E2-HSD17B1 Esr1	retain_low	https://pmc.ncbi.nlm.nih.gov/articles/PMC27574/	human estrogen receptor alpha structural system	direct mature steroid binding; biosynthetic-context composite	The primary structure showed estradiol bound to ESR1/ERalpha.	HSD17B1 is a biosynthetic source-enzyme tag, not part of the mature estradiol ligand tested.	Underlying E2-ESR1 evidence is exact, but the submitted composite is contextual.
e2-hsd17b1 esr2	E2-HSD17B1 Esr2	no_evidence	https://pmc.ncbi.nlm.nih.gov/articles/PMC27574/	human ESR1 structural system	no exact ESR2 support	The cited primary paper tests estradiol bound to ESR1/ERalpha, not ESR2/ERbeta.	The submitted receptor is ESR2 and the ligand includes an HSD17B1 source-enzyme tag.	Cited source does not support the exact E2-ESR2 candidate.
